02-06-2024, 13:04:10:726, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
02-06-2024, 13:04:13:395, 1, , , , , , , , , , , , 
02-06-2024, 13:04:14:817, , 1, , , , , , , , , , , 
02-06-2024, 13:04:17:114, , , 1, , , , , , , , , , 
02-06-2024, 13:17:39:436, , 0, , , , , , , , , , , 
02-06-2024, 13:17:39:621, , 1, , , , , , , , , , , 
02-06-2024, 13:17:40:675, , , 0, , , , , , , , , , 
02-06-2024, 13:17:40:988, , , 1, , , , , , , , , , 
02-06-2024, 13:17:53:25, , 0, , , , , , , , , , , 
02-06-2024, 13:17:53:551, , 1, , , , , , , , , , , 
02-06-2024, 13:25:01:963, , , 0, , , , , , , , , , 
02-06-2024, 13:25:02:141, , , 1, , , , , , , , , , 
02-06-2024, 13:25:04:142, , 0, , , , , , , , , , , 
02-06-2024, 13:25:05:10, , 1, , , , , , , , , , , 
02-06-2024, 13:25:06:879, , 0, , , , , , , , , , , 
02-06-2024, 13:25:08:526, 0, , , , , , , , , , , , 
02-06-2024, 13:25:09:344, , 1, , , , , , , , , , , 
02-06-2024, 13:25:10:477, , , 0, , , , , , , , , , 
02-06-2024, 13:25:10:645, , , 1, , , , , , , , , , 
02-06-2024, 13:25:12:89, 1, , , , , , , , , , , , 
