05-21-2024, 16:38:39:438, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-21-2024, 16:38:41:199, , 1, , , , , , , , , , , 
05-21-2024, 16:38:43:60, , 0, , , , , , , , , , , 
05-21-2024, 16:38:44:447, , , 1, , , , , , , , , , 
05-21-2024, 16:38:46:899, 1, , , , , , , , , , , , 
05-21-2024, 16:38:52:602, 0, , , , , , , , , , , , 
05-21-2024, 16:38:53:812, 1, , , , , , , , , , , , 
05-21-2024, 16:38:56:637, 0, , , , , , , , , , , , 
05-21-2024, 16:38:57:708, , , 0, , , , , , , , , , 
05-21-2024, 16:38:59:239, 1, , , , , , , , , , , , 
05-21-2024, 16:39:00:963, , 1, , , , , , , , , , , 
05-21-2024, 16:39:04:684, , 0, , , , , , , , , , , 
05-21-2024, 16:39:06:27, , , 1, , , , , , , , , , 
05-21-2024, 16:39:12:174, 0, , , , , , , , , , , , 
05-21-2024, 16:39:13:385, , , 0, , , , , , , , , , 
