01-22-2024, 12:15:49:679, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
01-22-2024, 12:15:52:640, 1, , , , , , , , , , , , 
01-22-2024, 12:15:54:407, 0, , , , , , , , , , , , 
01-22-2024, 12:15:55:839, , 1, , , , , , , , , , , 
01-22-2024, 12:15:57:551, , , 1, , , , , , , , , , 
01-22-2024, 12:16:02:959, , , 0, , , , , , , , , , 
01-22-2024, 12:16:04:573, , 0, , , , , , , , , , , 
01-22-2024, 12:16:07:734, , , , 1, , , , , , , , , 
01-22-2024, 12:16:08:986, , , , 0, , , , , , , , , 
01-22-2024, 12:16:09:524, , , , 1, , , , , , , , , 
01-22-2024, 12:16:13:53, , , , 0, , , , , , , , , 
01-22-2024, 12:16:13:128, , , , 1, , , , , , , , , 
01-22-2024, 12:16:14:567, , 1, , , , , , , , , , , 
01-22-2024, 12:16:15:877, , , , 0, , , , , , , , , 
