05-28-2024, 16:20:22:104, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-28-2024, 16:20:24:470, , 1, , , , , , , , , , , 
05-28-2024, 16:20:26:602, , 0, , , , , , , , , , , 
05-28-2024, 16:20:27:130, , 1, , , , , , , , , , , 
05-28-2024, 16:20:29:36, 1, , , , , , , , , , , , 
05-28-2024, 16:20:32:101, 0, , , , , , , , , , , , 
05-28-2024, 16:20:35:77, 1, , , , , , , , , , , , 
05-28-2024, 16:20:46:814, , , , 1, , , , , , , , , 
05-28-2024, 16:20:48:847, , , , 0, , , , , , , , , 
05-28-2024, 16:20:50:922, 0, , , , , , , , , , , , 
05-28-2024, 16:20:53:263, 1, , , , , , , , , , , , 
05-28-2024, 16:21:00:308, , , 1, , , , , , , , , , 
05-28-2024, 16:21:01:104, , , 0, , , , , , , , , , 
05-28-2024, 16:21:02:258, , 0, , , , , , , , , , , 
05-28-2024, 16:21:06:598, 0, , , , , , , , , , , , 
05-28-2024, 16:21:07:961, 1, , , , , , , , , , , , 
05-28-2024, 16:21:09:21, 0, , , , , , , , , , , , 
05-28-2024, 16:21:14:573, , , , 1, , , , , , , , , 
05-28-2024, 16:21:15:281, , , , , , , , 1, , , , , 
05-28-2024, 16:21:15:817, , , , , , 1, , , , , , , 
05-28-2024, 16:21:16:299, , , , , , , , , , , 1, , 
05-28-2024, 16:21:16:725, , , , , , , , , 1, , , , 
05-28-2024, 16:21:17:355, , , , , , , , , , 1, , , 
05-28-2024, 16:21:17:791, , , , , , , 1, , , , , , 
05-28-2024, 16:21:18:567, , , , , , , 0, , , , , , 
05-28-2024, 16:21:19:69, , , , , , , , , , 0, , , 
05-28-2024, 16:21:19:562, , , , , , , , , 0, , , , 
05-28-2024, 16:21:20:38, , , , , , , , , , , 0, , 
05-28-2024, 16:21:20:526, , , , , , 0, , , , , , , 
05-28-2024, 16:21:20:913, , , , , , , , 0, , , , , 
05-28-2024, 16:21:21:354, , , , 0, , , , , , , , , 
