05-21-2024, 16:19:16:716, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-21-2024, 16:19:18:471, , , 1, , , , , , , , , , 
05-21-2024, 16:19:19:632, , , 0, , , , , , , , , , 
05-21-2024, 16:19:20:14, , , 1, , , , , , , , , , 
05-21-2024, 16:19:22:605, , , 0, , , , , , , , , , 
05-21-2024, 16:19:22:879, , , 1, , , , , , , , , , 
05-21-2024, 16:19:24:389, , , 0, , , , , , , , , , 
05-21-2024, 16:19:25:260, , , 1, , , , , , , , , , 
05-21-2024, 16:19:26:187, , , 0, , , , , , , , , , 
05-21-2024, 16:19:27:208, , , 1, , , , , , , , , , 
05-21-2024, 16:19:27:840, , , 0, , , , , , , , , , 
05-21-2024, 16:19:28:654, , , 1, , , , , , , , , , 
05-21-2024, 16:19:29:214, , , 0, , , , , , , , , , 
05-21-2024, 16:19:30:74, , , 1, , , , , , , , , , 
05-21-2024, 16:19:30:813, , , 0, , , , , , , , , , 
05-21-2024, 16:19:31:775, , , 1, , , , , , , , , , 
05-21-2024, 16:19:32:677, , , 0, , , , , , , , , , 
05-21-2024, 16:19:34:363, , 1, , , , , , , , , , , 
05-21-2024, 16:19:37:321, 1, , , , , , , , , , , , 
05-21-2024, 16:19:47:723, 0, , , , , , , , , , , , 
05-21-2024, 16:19:49:129, , 0, , , , , , , , , , , 
