05-20-2024, 11:52:56:599, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-20-2024, 11:53:03:151, , , , 1, , , , , , , , , 
05-20-2024, 11:53:27:150, , , , 0, , , , , , , , , 
05-20-2024, 11:53:35:250, , , , 1, , , , , , , , , 
05-20-2024, 11:53:36:250, , , , 0, , , , , , , , , 
05-20-2024, 11:53:40:43, , , , 1, , , , , , , , , 
05-20-2024, 11:53:42:171, , , , , , , , 1, , , , , 
05-20-2024, 11:53:43:626, , , , , , 1, , , , , , , 
05-20-2024, 11:53:44:572, , , , , , 0, , , , , , , 
05-20-2024, 11:53:46:16, , , , , , 1, , , , , , , 
05-20-2024, 11:53:47:212, , , , , , 0, , , , , , , 
05-20-2024, 11:53:47:961, , , , , , 1, , , , , , , 
05-20-2024, 11:53:49:668, , , , , , , , , , , 1, , 
05-20-2024, 11:53:51:375, , , , , , , , , 1, , , , 
05-20-2024, 11:53:52:585, , , , , , , , , , 1, , , 
05-20-2024, 11:53:54:20, , , , , , , 1, , , , , , 
05-20-2024, 11:53:55:410, , , , , 1, , , , , , , , 
05-20-2024, 11:53:57:886, 1, , , , , , , , , , , , 
05-20-2024, 11:54:00:689, 0, , , , , , , , , , , , 
05-20-2024, 11:54:02:970, , 1, , , , , , , , , , , 
05-20-2024, 11:54:03:975, , 0, , , , , , , , , , , 
05-20-2024, 11:54:05:848, , , , , , , , , , , , 1, 
05-20-2024, 11:54:06:688, , , , , , , , , , , , 0, 
05-20-2024, 11:54:08:333, , , , , , , , , , , , , 1
05-20-2024, 11:54:10:63, , , , , , , , , , , , , 0
05-20-2024, 11:54:11:14, , , , , , , , , , , , , 1
05-20-2024, 11:54:12:32, , , , , , , , , , , , , 0
05-20-2024, 11:54:12:893, , , , , , , , , , , , 1, 
05-20-2024, 11:54:13:445, , , , , , , , , , , , 0, 
05-20-2024, 11:54:15:512, , , 1, , , , , , , , , , 
05-20-2024, 11:54:16:511, , , 0, , , , , , , , , , 
05-20-2024, 11:54:18:134, , , 1, , , , , , , , , , 
05-20-2024, 11:54:18:996, , , 0, , , , , , , , , , 
