03-21-2024, 13:10:06:403, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
03-21-2024, 13:10:07:976, 1, , , , , , , , , , , , 
03-21-2024, 13:10:09:105, , 1, , , , , , , , , , , 
03-21-2024, 13:10:09:629, , 0, , , , , , , , , , , 
03-21-2024, 13:10:09:946, , 1, , , , , , , , , , , 
03-21-2024, 13:10:10:840, , 0, , , , , , , , , , , 
03-21-2024, 13:10:11:274, , 1, , , , , , , , , , , 
03-21-2024, 13:10:11:892, , 0, , , , , , , , , , , 
03-21-2024, 13:10:12:121, , 1, , , , , , , , , , , 
03-21-2024, 13:10:13:449, 0, , , , , , , , , , , , 
03-21-2024, 13:10:13:672, 1, , , , , , , , , , , , 
03-21-2024, 13:10:14:26, 0, , , , , , , , , , , , 
03-21-2024, 13:10:14:237, 1, , , , , , , , , , , , 
03-21-2024, 13:10:14:608, 0, , , , , , , , , , , , 
03-21-2024, 13:10:14:791, 1, , , , , , , , , , , , 
03-21-2024, 13:10:16:362, , , 1, , , , , , , , , , 
03-21-2024, 13:10:16:709, , , 0, , , , , , , , , , 
03-21-2024, 13:10:17:42, , , 1, , , , , , , , , , 
03-21-2024, 13:10:17:362, , , 0, , , , , , , , , , 
03-21-2024, 13:10:17:671, , , 1, , , , , , , , , , 
03-21-2024, 13:10:18:53, , , 0, , , , , , , , , , 
03-21-2024, 13:10:18:277, , , 1, , , , , , , , , , 
03-21-2024, 13:10:18:772, , , 0, , , , , , , , , , 
03-21-2024, 13:10:18:959, , , 1, , , , , , , , , , 
03-21-2024, 13:10:19:376, , , 0, , , , , , , , , , 
03-21-2024, 13:10:19:588, , , 1, , , , , , , , , , 
03-21-2024, 13:10:19:825, , , 0, , , , , , , , , , 
03-21-2024, 13:10:20:6, , , 1, , , , , , , , , , 
03-21-2024, 13:10:20:173, , , 0, , , , , , , , , , 
03-21-2024, 13:10:20:328, , , 1, , , , , , , , , , 
03-21-2024, 13:10:20:493, , , 0, , , , , , , , , , 
03-21-2024, 13:10:20:669, , , 1, , , , , , , , , , 
03-21-2024, 13:10:21:573, , 0, , , , , , , , , , , 
03-21-2024, 13:10:21:745, , 1, , , , , , , , , , , 
03-21-2024, 13:10:21:941, , 0, , , , , , , , , , , 
03-21-2024, 13:10:22:235, , 1, , , , , , , , , , , 
