05-21-2024, 16:08:13:621, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-21-2024, 16:08:15:762, , 1, , , , , , , , , , , 
05-21-2024, 16:08:18:182, 1, , , , , , , , , , , , 
05-21-2024, 16:08:26:487, 0, , , , , , , , , , , , 
05-21-2024, 16:08:27:691, , 0, , , , , , , , , , , 
05-21-2024, 16:08:28:709, , , 1, , , , , , , , , , 
05-21-2024, 16:08:37:30, 1, , , , , , , , , , , , 
05-21-2024, 16:08:47:214, , , 0, , , , , , , , , , 
05-21-2024, 16:08:49:252, , 1, , , , , , , , , , , 
05-21-2024, 16:08:51:605, , 0, , , , , , , , , , , 
05-21-2024, 16:08:52:351, , 1, , , , , , , , , , , 
05-21-2024, 16:08:55:679, , 0, , , , , , , , , , , 
05-21-2024, 16:08:57:119, , 1, , , , , , , , , , , 
05-21-2024, 16:08:58:408, , 0, , , , , , , , , , , 
05-21-2024, 16:08:59:144, , 1, , , , , , , , , , , 
05-21-2024, 16:09:00:83, , 0, , , , , , , , , , , 
05-21-2024, 16:09:02:129, , , 1, , , , , , , , , , 
05-21-2024, 16:09:04:783, , 1, , , , , , , , , , , 
05-21-2024, 16:09:20:289, , 0, , , , , , , , , , , 
05-21-2024, 16:09:22:79, , , 0, , , , , , , , , , 
05-21-2024, 16:09:23:645, 0, , , , , , , , , , , , 
