05-15-2024, 09:45:07:459, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-15-2024, 09:45:09:505, , 1, , , , , , , , , , , 
05-15-2024, 09:45:41:617, , 0, , , , , , , , , , , 
05-15-2024, 09:45:47:370, , 1, , , , , , , , , , , 
05-15-2024, 09:45:47:924, , 0, , , , , , , , , , , 
05-15-2024, 09:45:48:225, , 1, , , , , , , , , , , 
05-15-2024, 09:45:53:131, , 0, , , , , , , , , , , 
