11-29-2023, 10:44:08:504, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
11-29-2023, 10:44:14:74, , , 1, , , , , , , , , , 
11-29-2023, 10:44:16:672, , , , 1, , , , , , , , , 
11-29-2023, 10:44:17:81, , , , , , , , 1, , , , , 
11-29-2023, 10:44:17:549, , , , , , 1, , , , , , , 
11-29-2023, 10:44:18:76, , , , , , , , , , , 1, , 
11-29-2023, 10:44:18:601, , , , , , , , , 1, , , , 
11-29-2023, 10:44:19:188, , , , , , , , , , 1, , , 
11-29-2023, 10:44:19:741, , , , , , , 1, , , , , , 
11-29-2023, 10:44:20:266, , , , , 1, , , , , , , , 
11-29-2023, 10:44:21:697, 1, , , , , , , , , , , , 
11-29-2023, 10:44:26:188, , , 0, , , , , , , , , , 
11-29-2023, 10:44:27:188, , 1, , , , , , , , , , , 
11-29-2023, 10:44:37:322, , 0, , , , , , , , , , , 
11-29-2023, 10:44:39:831, , , , , , , , , , , , 1, 
11-29-2023, 10:44:40:418, , , , , , , , , , , , , 1
11-29-2023, 10:44:41:34, , , , , , , , , , , , , 0
11-29-2023, 10:44:41:684, , , , , , , , , , , , 0, 
11-29-2023, 10:44:43:369, , , , , 0, , , , , , , , 
11-29-2023, 10:44:44:480, , , , , , , 0, , , , , , 
11-29-2023, 10:44:44:928, , , , , , , , , , 0, , , 
11-29-2023, 10:44:45:375, , , , , , , , , 0, , , , 
11-29-2023, 10:44:46:18, , , , , , , , , , , 0, , 
11-29-2023, 10:44:46:458, , , , , , 0, , , , , , , 
11-29-2023, 10:44:46:837, , , , , , , , 0, , , , , 
11-29-2023, 10:44:47:274, , , , 0, , , , , , , , , 
11-29-2023, 10:44:48:236, 0, , , , , , , , , , , , 
