03-14-2024, 13:07:44:323, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
03-14-2024, 13:07:46:10, 1, , , , , , , , , , , , 
03-14-2024, 13:07:47:129, , 1, , , , , , , , , , , 
03-14-2024, 13:07:48:325, , , 1, , , , , , , , , , 
03-14-2024, 13:07:50:339, , , 0, , , , , , , , , , 
03-14-2024, 13:07:52:21, , , 1, , , , , , , , , , 
03-14-2024, 13:07:52:888, , , 0, , , , , , , , , , 
03-14-2024, 13:07:54:523, , 0, , , , , , , , , , , 
03-14-2024, 13:07:55:445, , , 1, , , , , , , , , , 
03-14-2024, 13:07:57:957, , 1, , , , , , , , , , , 
03-14-2024, 13:07:59:207, , 0, , , , , , , , , , , 
03-14-2024, 13:07:59:872, , 1, , , , , , , , , , , 
03-14-2024, 13:08:00:910, , , 0, , , , , , , , , , 
03-14-2024, 13:08:01:691, , , 1, , , , , , , , , , 
