03-05-2024, 14:37:34:293, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
03-05-2024, 14:37:37:324, , 1, , , , , , , , , , , 
03-05-2024, 14:38:25:187, , , 1, , , , , , , , , , 
03-05-2024, 14:38:27:601, , , 0, , , , , , , , , , 
03-05-2024, 14:38:28:539, , , 1, , , , , , , , , , 
03-05-2024, 14:38:32:151, , , 0, , , , , , , , , , 
03-05-2024, 14:38:33:2, , , 1, , , , , , , , , , 
03-05-2024, 14:38:34:553, , 0, , , , , , , , , , , 
03-05-2024, 14:38:35:554, , 1, , , , , , , , , , , 
03-05-2024, 14:38:36:407, , , 0, , , , , , , , , , 
03-05-2024, 14:38:36:732, , , 1, , , , , , , , , , 
03-05-2024, 14:38:37:48, , , 0, , , , , , , , , , 
03-05-2024, 14:38:37:339, , , 1, , , , , , , , , , 
