03-20-2024, 11:24:19:91, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
03-20-2024, 11:24:20:678, , 1, , , , , , , , , , , 
03-20-2024, 11:24:21:641, 1, , , , , , , , , , , , 
03-20-2024, 11:24:22:750, , , 1, , , , , , , , , , 
03-20-2024, 11:24:23:975, , , 0, , , , , , , , , , 
03-20-2024, 11:24:24:402, , , 1, , , , , , , , , , 
03-20-2024, 11:24:26:25, , , 0, , , , , , , , , , 
03-20-2024, 11:24:26:915, , 0, , , , , , , , , , , 
03-20-2024, 11:24:27:55, , 1, , , , , , , , , , , 
03-20-2024, 11:24:27:258, , 0, , , , , , , , , , , 
03-20-2024, 11:24:27:410, , 1, , , , , , , , , , , 
03-20-2024, 11:24:27:740, , 0, , , , , , , , , , , 
03-20-2024, 11:24:27:937, , 1, , , , , , , , , , , 
03-20-2024, 11:24:28:101, , 0, , , , , , , , , , , 
03-20-2024, 11:24:28:278, , 1, , , , , , , , , , , 
03-20-2024, 11:24:28:452, , 0, , , , , , , , , , , 
03-20-2024, 11:24:28:623, , 1, , , , , , , , , , , 
03-20-2024, 11:24:28:820, , 0, , , , , , , , , , , 
03-20-2024, 11:24:28:992, , 1, , , , , , , , , , , 
03-20-2024, 11:24:29:158, , 0, , , , , , , , , , , 
03-20-2024, 11:24:29:339, , 1, , , , , , , , , , , 
03-20-2024, 11:24:29:523, , 0, , , , , , , , , , , 
03-20-2024, 11:24:29:684, , 1, , , , , , , , , , , 
03-20-2024, 11:24:29:918, , 0, , , , , , , , , , , 
03-20-2024, 11:24:30:803, 0, , , , , , , , , , , , 
03-20-2024, 11:24:30:985, 1, , , , , , , , , , , , 
03-20-2024, 11:24:31:157, 0, , , , , , , , , , , , 
03-20-2024, 11:24:31:324, 1, , , , , , , , , , , , 
03-20-2024, 11:24:31:515, 0, , , , , , , , , , , , 
03-20-2024, 11:24:31:688, 1, , , , , , , , , , , , 
03-20-2024, 11:24:31:869, 0, , , , , , , , , , , , 
03-20-2024, 11:24:32:50, 1, , , , , , , , , , , , 
03-20-2024, 11:24:32:237, 0, , , , , , , , , , , , 
03-20-2024, 11:24:32:570, 1, , , , , , , , , , , , 
03-20-2024, 11:24:33:637, , 1, , , , , , , , , , , 
03-20-2024, 11:24:33:808, , 0, , , , , , , , , , , 
03-20-2024, 11:24:33:987, , 1, , , , , , , , , , , 
03-20-2024, 11:24:34:145, , 0, , , , , , , , , , , 
03-20-2024, 11:24:34:320, , 1, , , , , , , , , , , 
03-20-2024, 11:24:34:509, , 0, , , , , , , , , , , 
03-20-2024, 11:24:34:705, , 1, , , , , , , , , , , 
03-20-2024, 11:24:34:891, , 0, , , , , , , , , , , 
03-20-2024, 11:24:35:72, , 1, , , , , , , , , , , 
03-20-2024, 11:24:35:974, , , 1, , , , , , , , , , 
03-20-2024, 11:24:36:454, , , 0, , , , , , , , , , 
03-20-2024, 11:24:36:676, , , 1, , , , , , , , , , 
03-20-2024, 11:24:37:125, , , 0, , , , , , , , , , 
03-20-2024, 11:24:37:672, , , 1, , , , , , , , , , 
03-20-2024, 11:24:38:290, , , 0, , , , , , , , , , 
03-20-2024, 11:24:38:434, , , 1, , , , , , , , , , 
03-20-2024, 11:24:39:182, , , 0, , , , , , , , , , 
03-20-2024, 11:24:39:360, , , 1, , , , , , , , , , 
03-20-2024, 11:24:40:218, , , 0, , , , , , , , , , 
03-20-2024, 11:24:40:406, , , 1, , , , , , , , , , 
03-20-2024, 11:24:40:916, , , 0, , , , , , , , , , 
03-20-2024, 11:24:41:109, , , 1, , , , , , , , , , 
03-20-2024, 11:24:41:460, , , 0, , , , , , , , , , 
03-20-2024, 11:24:41:633, , , 1, , , , , , , , , , 
03-20-2024, 11:24:42:705, , 0, , , , , , , , , , , 
03-20-2024, 11:24:42:890, , 1, , , , , , , , , , , 
03-20-2024, 11:24:44:371, , 0, , , , , , , , , , , 
03-20-2024, 11:24:46:489, , 1, , , , , , , , , , , 
03-20-2024, 11:24:51:754, , , 0, , , , , , , , , , 
03-20-2024, 11:24:51:966, , , 1, , , , , , , , , , 
03-20-2024, 11:24:52:332, , , 0, , , , , , , , , , 
03-20-2024, 11:24:52:673, , , 1, , , , , , , , , , 
03-20-2024, 11:24:53:291, , , 0, , , , , , , , , , 
03-20-2024, 11:24:53:649, , , 1, , , , , , , , , , 
03-20-2024, 11:24:54:598, , , 0, , , , , , , , , , 
03-20-2024, 11:24:55:56, , , 1, , , , , , , , , , 
03-20-2024, 11:24:55:637, , , 0, , , , , , , , , , 
03-20-2024, 11:24:55:967, , , 1, , , , , , , , , , 
03-20-2024, 11:24:56:477, , , 0, , , , , , , , , , 
03-20-2024, 11:24:57:34, , , 1, , , , , , , , , , 
03-20-2024, 11:24:57:511, , , 0, , , , , , , , , , 
03-20-2024, 11:24:57:735, , , 1, , , , , , , , , , 
03-20-2024, 11:24:58:38, , , 0, , , , , , , , , , 
03-20-2024, 11:24:58:238, , , 1, , , , , , , , , , 
03-20-2024, 11:24:58:684, , , 0, , , , , , , , , , 
03-20-2024, 11:24:59:199, , , 1, , , , , , , , , , 
03-20-2024, 11:24:59:781, , , 0, , , , , , , , , , 
03-20-2024, 11:25:00:277, , , 1, , , , , , , , , , 
03-20-2024, 11:25:00:886, , , 0, , , , , , , , , , 
03-20-2024, 11:25:01:360, , , 1, , , , , , , , , , 
03-20-2024, 11:25:01:820, , , 0, , , , , , , , , , 
03-20-2024, 11:25:01:940, , , 1, , , , , , , , , , 
03-20-2024, 11:25:02:265, , , 0, , , , , , , , , , 
03-20-2024, 11:25:02:383, , , 1, , , , , , , , , , 
03-20-2024, 11:25:02:864, , , 0, , , , , , , , , , 
