05-28-2024, 16:46:17:995, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-28-2024, 16:46:21:5, , 1, , , , , , , , , , , 
05-28-2024, 16:46:21:512, , 0, , , , , , , , , , , 
05-28-2024, 16:46:21:901, , 1, , , , , , , , , , , 
05-28-2024, 16:46:23:134, , 0, , , , , , , , , , , 
05-28-2024, 16:46:23:495, , 1, , , , , , , , , , , 
05-28-2024, 16:46:24:625, 1, , , , , , , , , , , , 
05-28-2024, 16:46:25:73, 0, , , , , , , , , , , , 
05-28-2024, 16:46:25:411, 1, , , , , , , , , , , , 
05-28-2024, 16:46:25:856, 0, , , , , , , , , , , , 
05-28-2024, 16:46:26:991, , 0, , , , , , , , , , , 
05-28-2024, 16:46:27:805, , , 1, , , , , , , , , , 
05-28-2024, 16:46:28:331, , , 0, , , , , , , , , , 
