02-05-2024, 14:43:13:54, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
02-05-2024, 14:43:15:988, , 1, , , , , , , , , , , 
02-05-2024, 14:43:18:328, , 0, , , , , , , , , , , 
02-05-2024, 14:43:20:164, , , 1, , , , , , , , , , 
02-05-2024, 14:43:21:225, , , 0, , , , , , , , , , 
02-05-2024, 14:43:22:795, 1, , , , , , , , , , , , 
02-05-2024, 14:43:23:613, 0, , , , , , , , , , , , 
02-05-2024, 14:43:24:947, 1, , , , , , , , , , , , 
02-05-2024, 14:43:30:523, 0, , , , , , , , , , , , 
02-05-2024, 14:43:31:949, , , 1, , , , , , , , , , 
02-05-2024, 14:43:45:24, , , 0, , , , , , , , , , 
