05-14-2024, 10:47:18:527, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-14-2024, 10:47:20:387, , 1, , , , , , , , , , , 
05-14-2024, 10:47:23:245, , , 1, , , , , , , , , , 
05-14-2024, 10:47:25:176, , , 0, , , , , , , , , , 
05-14-2024, 10:47:27:281, , 0, , , , , , , , , , , 
05-14-2024, 10:47:28:116, , 1, , , , , , , , , , , 
05-14-2024, 10:47:29:242, , , 1, , , , , , , , , , 
05-14-2024, 10:47:29:667, , , 0, , , , , , , , , , 
05-14-2024, 10:47:29:990, , , 1, , , , , , , , , , 
05-14-2024, 10:47:30:410, , , 0, , , , , , , , , , 
05-14-2024, 10:47:31:501, , 0, , , , , , , , , , , 
05-14-2024, 10:47:31:782, , 1, , , , , , , , , , , 
05-14-2024, 10:47:32:89, , 0, , , , , , , , , , , 
05-14-2024, 10:47:32:407, , 1, , , , , , , , , , , 
05-14-2024, 10:47:32:820, , 0, , , , , , , , , , , 
05-14-2024, 10:47:33:148, , 1, , , , , , , , , , , 
05-14-2024, 10:47:33:450, , 0, , , , , , , , , , , 
05-14-2024, 10:47:33:698, , 1, , , , , , , , , , , 
05-14-2024, 10:47:33:891, , 0, , , , , , , , , , , 
05-14-2024, 10:47:34:84, , 1, , , , , , , , , , , 
05-14-2024, 10:47:34:276, , 0, , , , , , , , , , , 
05-14-2024, 10:47:34:468, , 1, , , , , , , , , , , 
05-14-2024, 10:47:35:936, , , 1, , , , , , , , , , 
05-14-2024, 10:47:37:465, , 0, , , , , , , , , , , 
05-14-2024, 10:47:37:771, , 1, , , , , , , , , , , 
05-14-2024, 10:47:38:323, , 0, , , , , , , , , , , 
05-14-2024, 10:47:38:652, , 1, , , , , , , , , , , 
05-14-2024, 10:47:39:229, , 0, , , , , , , , , , , 
05-14-2024, 10:47:39:586, , 1, , , , , , , , , , , 
05-14-2024, 10:47:39:887, , 0, , , , , , , , , , , 
05-14-2024, 10:47:40:134, , 1, , , , , , , , , , , 
05-14-2024, 10:47:40:354, , 0, , , , , , , , , , , 
05-14-2024, 10:47:40:548, , 1, , , , , , , , , , , 
05-14-2024, 10:47:40:877, , 0, , , , , , , , , , , 
05-14-2024, 10:47:41:98, , 1, , , , , , , , , , , 
05-14-2024, 10:47:41:262, , 0, , , , , , , , , , , 
05-14-2024, 10:47:41:454, , 1, , , , , , , , , , , 
05-14-2024, 10:47:41:647, , 0, , , , , , , , , , , 
05-14-2024, 10:47:43:667, , , 0, , , , , , , , , , 
05-14-2024, 10:47:44:641, , 1, , , , , , , , , , , 
05-14-2024, 10:47:45:301, , 0, , , , , , , , , , , 
05-14-2024, 10:47:45:604, , 1, , , , , , , , , , , 
05-14-2024, 10:47:45:934, , 0, , , , , , , , , , , 
05-14-2024, 10:47:46:182, , 1, , , , , , , , , , , 
05-14-2024, 10:47:46:374, , 0, , , , , , , , , , , 
05-14-2024, 10:47:46:566, , 1, , , , , , , , , , , 
05-14-2024, 10:47:46:786, , 0, , , , , , , , , , , 
05-14-2024, 10:47:46:951, , 1, , , , , , , , , , , 
05-14-2024, 10:47:47:692, , 0, , , , , , , , , , , 
