05-15-2024, 09:30:53:345, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-15-2024, 09:30:56:95, , , , , , , , , , , , 1, 
05-15-2024, 09:30:56:997, , , , 1, , , , , , , , , 
05-15-2024, 09:30:58:42, , 1, , , , , , , , , , , 
05-15-2024, 09:30:59:578, , , 1, , , , , , , , , , 
05-15-2024, 09:31:04:664, , , 0, , , , , , , , , , 
05-15-2024, 09:31:07:133, , 0, , , , , , , , , , , 
05-15-2024, 09:31:07:923, , , , , , , , , , , , 0, 
05-15-2024, 09:31:09:75, , , , 0, , , , , , , , , 
05-15-2024, 09:31:15:392, , 1, , , , , , , , , , , 
05-15-2024, 09:31:15:949, , 0, , , , , , , , , , , 
05-15-2024, 09:31:16:367, , 1, , , , , , , , , , , 
05-15-2024, 09:31:17:797, , 0, , , , , , , , , , , 
05-15-2024, 09:31:19:306, 1, , , , , , , , , , , , 
05-15-2024, 09:31:25:518, , 1, , , , , , , , , , , 
05-15-2024, 09:31:30:287, , 0, , , , , , , , , , , 
05-15-2024, 09:31:31:514, , 1, , , , , , , , , , , 
05-15-2024, 09:31:33:897, , 0, , , , , , , , , , , 
05-15-2024, 09:31:35:237, , 1, , , , , , , , , , , 
05-15-2024, 09:31:37:156, , 0, , , , , , , , , , , 
05-15-2024, 09:31:39:931, , , 1, , , , , , , , , , 
05-15-2024, 09:31:43:543, 0, , , , , , , , , , , , 
05-15-2024, 09:31:45:454, , , 0, , , , , , , , , , 
05-15-2024, 09:31:45:984, , , 1, , , , , , , , , , 
05-15-2024, 09:31:47:956, , , 0, , , , , , , , , , 
