05-22-2024, 09:48:04:209, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-22-2024, 10:02:07:206, , 1, , , , , , , , , , , 
05-22-2024, 10:03:02:815, 1, , , , , , , , , , , , 
05-22-2024, 10:03:04:632, , 0, , , , , , , , , , , 
05-22-2024, 10:03:07:982, 0, , , , , , , , , , , , 
05-22-2024, 10:03:08:508, 1, , , , , , , , , , , , 
05-22-2024, 10:03:14:590, 0, , , , , , , , , , , , 
05-22-2024, 10:03:24:637, 1, , , , , , , , , , , , 
05-22-2024, 10:03:38:387, 0, , , , , , , , , , , , 
05-22-2024, 10:03:40:12, , 1, , , , , , , , , , , 
05-22-2024, 10:03:42:426, , 0, , , , , , , , , , , 
05-22-2024, 10:03:43:916, , , 1, , , , , , , , , , 
05-22-2024, 10:03:51:286, , , 0, , , , , , , , , , 
05-22-2024, 10:03:52:481, , 1, , , , , , , , , , , 
05-22-2024, 10:03:53:806, 1, , , , , , , , , , , , 
05-22-2024, 10:04:27:841, , , 1, , , , , , , , , , 
05-22-2024, 10:04:35:677, , , 0, , , , , , , , , , 
05-22-2024, 10:04:39:184, , 0, , , , , , , , , , , 
05-22-2024, 10:04:40:357, , , 1, , , , , , , , , , 
05-22-2024, 10:04:57:734, , 1, , , , , , , , , , , 
05-22-2024, 10:05:08:393, , 0, , , , , , , , , , , 
05-22-2024, 10:05:09:420, , , 0, , , , , , , , , , 
05-22-2024, 10:05:10:681, 0, , , , , , , , , , , , 
