05-21-2024, 15:52:47:727, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-21-2024, 15:52:49:608, 1, , , , , , , , , , , , 
05-21-2024, 15:52:50:131, 0, , , , , , , , , , , , 
05-21-2024, 15:52:51:362, , 1, , , , , , , , , , , 
05-21-2024, 15:53:52:649, , 0, , , , , , , , , , , 
05-21-2024, 15:53:54:445, , 1, , , , , , , , , , , 
05-21-2024, 15:54:14:474, , 0, , , , , , , , , , , 
05-21-2024, 15:54:14:993, , 1, , , , , , , , , , , 
05-21-2024, 15:55:15:228, , 0, , , , , , , , , , , 
05-21-2024, 15:55:15:942, , 1, , , , , , , , , , , 
05-21-2024, 15:55:34:832, , 0, , , , , , , , , , , 
05-21-2024, 15:55:35:373, , 1, , , , , , , , , , , 
05-21-2024, 15:55:59:583, , 0, , , , , , , , , , , 
05-21-2024, 15:55:59:885, , 1, , , , , , , , , , , 
05-21-2024, 15:57:57:524, , 0, , , , , , , , , , , 
05-21-2024, 15:57:58:88, , 1, , , , , , , , , , , 
05-21-2024, 15:57:58:766, , 0, , , , , , , , , , , 
05-21-2024, 15:57:59:56, , 1, , , , , , , , , , , 
05-21-2024, 15:57:59:544, , 0, , , , , , , , , , , 
05-21-2024, 15:58:02:748, 1, , , , , , , , , , , , 
05-21-2024, 15:58:03:290, 0, , , , , , , , , , , , 
