05-22-2024, 16:17:04:999, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-22-2024, 16:17:07:355, , 1, , , , , , , , , , , 
05-22-2024, 16:17:12:597, 1, , , , , , , , , , , , 
05-22-2024, 16:17:16:34, 0, , , , , , , , , , , , 
05-22-2024, 16:17:32:306, , 0, , , , , , , , , , , 
05-22-2024, 16:17:33:519, , , 1, , , , , , , , , , 
05-22-2024, 16:17:34:530, , , 0, , , , , , , , , , 
05-22-2024, 16:17:34:929, , , 1, , , , , , , , , , 
05-22-2024, 16:17:43:437, , , 0, , , , , , , , , , 
05-22-2024, 16:17:46:697, , , 1, , , , , , , , , , 
05-22-2024, 16:17:47:459, , , 0, , , , , , , , , , 
05-22-2024, 16:17:47:795, , , 1, , , , , , , , , , 
05-22-2024, 16:17:59:53, , 1, , , , , , , , , , , 
05-22-2024, 16:17:59:534, , 0, , , , , , , , , , , 
05-22-2024, 16:17:59:835, , 1, , , , , , , , , , , 
05-22-2024, 16:18:03:500, , , 0, , , , , , , , , , 
05-22-2024, 16:18:05:457, 1, , , , , , , , , , , , 
05-22-2024, 16:18:35:111, , 0, , , , , , , , , , , 
05-22-2024, 16:18:36:51, 0, , , , , , , , , , , , 
05-22-2024, 16:18:37:588, , , 1, , , , , , , , , , 
05-22-2024, 16:18:40:686, , , 0, , , , , , , , , , 
05-22-2024, 16:18:41:24, , , 1, , , , , , , , , , 
05-22-2024, 16:18:42:26, , , 0, , , , , , , , , , 
05-22-2024, 16:18:45:682, , , 1, , , , , , , , , , 
05-22-2024, 16:18:46:340, , , 0, , , , , , , , , , 
05-22-2024, 16:18:46:677, , , 1, , , , , , , , , , 
05-22-2024, 16:19:04:792, 1, , , , , , , , , , , , 
05-22-2024, 16:19:05:260, 0, , , , , , , , , , , , 
05-22-2024, 16:19:05:570, 1, , , , , , , , , , , , 
05-22-2024, 16:19:12:150, , , 0, , , , , , , , , , 
05-22-2024, 16:19:13:6, , , 1, , , , , , , , , , 
05-22-2024, 16:19:19:734, , , 0, , , , , , , , , , 
05-22-2024, 16:19:21:321, , , 1, , , , , , , , , , 
05-22-2024, 16:19:25:179, , , 0, , , , , , , , , , 
05-22-2024, 16:19:26:315, 0, , , , , , , , , , , , 
05-22-2024, 16:19:27:247, , 1, , , , , , , , , , , 
05-22-2024, 16:19:28:421, 1, , , , , , , , , , , , 
05-22-2024, 16:19:31:149, , 0, , , , , , , , , , , 
05-22-2024, 16:19:33:462, , 1, , , , , , , , , , , 
05-22-2024, 16:19:40:750, , 0, , , , , , , , , , , 
05-22-2024, 16:19:42:72, 0, , , , , , , , , , , , 
