05-22-2024, 15:02:42:572, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-22-2024, 15:02:49:344, , , , 1, , , , , , , , , 
05-22-2024, 15:02:50:411, , , , 0, , , , , , , , , 
05-22-2024, 15:02:53:470, , , 1, , , , , , , , , , 
05-22-2024, 15:02:56:634, , , 0, , , , , , , , , , 
05-22-2024, 15:02:57:675, , 1, , , , , , , , , , , 
05-22-2024, 15:02:59:129, , 0, , , , , , , , , , , 
05-22-2024, 15:02:59:759, , 1, , , , , , , , , , , 
05-22-2024, 15:03:00:725, , 0, , , , , , , , , , , 
05-22-2024, 15:03:02:172, 1, , , , , , , , , , , , 
05-22-2024, 15:03:02:726, 0, , , , , , , , , , , , 
05-22-2024, 15:03:03:60, 1, , , , , , , , , , , , 
05-22-2024, 15:03:04:464, 0, , , , , , , , , , , , 
05-22-2024, 15:03:06:683, 1, , , , , , , , , , , , 
05-22-2024, 15:03:07:693, 0, , , , , , , , , , , , 
05-22-2024, 15:03:10:787, , , 1, , , , , , , , , , 
05-22-2024, 15:03:11:623, , , 0, , , , , , , , , , 
05-22-2024, 15:03:16:929, , , 1, , , , , , , , , , 
05-22-2024, 15:03:18:985, , , 0, , , , , , , , , , 
05-22-2024, 15:03:19:810, , , 1, , , , , , , , , , 
05-22-2024, 15:03:20:168, , , 0, , , , , , , , , , 
05-22-2024, 15:03:20:708, , , 1, , , , , , , , , , 
05-22-2024, 15:03:20:872, , , 0, , , , , , , , , , 
05-22-2024, 15:03:21:639, , , 1, , , , , , , , , , 
05-22-2024, 15:03:21:859, , , 0, , , , , , , , , , 
05-22-2024, 15:03:22:298, , , 1, , , , , , , , , , 
05-22-2024, 15:03:22:627, , , 0, , , , , , , , , , 
05-22-2024, 15:03:22:848, , , 1, , , , , , , , , , 
05-22-2024, 15:03:23:12, , , 0, , , , , , , , , , 
05-22-2024, 15:03:23:180, , , 1, , , , , , , , , , 
05-22-2024, 15:03:24:59, , , 0, , , , , , , , , , 
05-22-2024, 15:03:24:578, , , 1, , , , , , , , , , 
05-22-2024, 15:03:25:1, , , 0, , , , , , , , , , 
05-22-2024, 15:03:25:693, , , 1, , , , , , , , , , 
05-22-2024, 15:03:26:439, , , 0, , , , , , , , , , 
05-22-2024, 15:03:30:95, , 1, , , , , , , , , , , 
05-22-2024, 15:03:30:909, , 0, , , , , , , , , , , 
05-22-2024, 15:03:31:179, , 1, , , , , , , , , , , 
05-22-2024, 15:03:36:633, 1, , , , , , , , , , , , 
05-22-2024, 15:03:38:60, 0, , , , , , , , , , , , 
05-22-2024, 15:03:38:636, 1, , , , , , , , , , , , 
