05-29-2024, 10:27:47:394, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
05-29-2024, 10:27:49:861, , , , 1, , , , , , , , , 
05-29-2024, 10:27:50:276, , , , 0, , , , , , , , , 
05-29-2024, 10:27:50:663, , , , 1, , , , , , , , , 
05-29-2024, 10:27:51:285, , , , , , , , 1, , , , , 
05-29-2024, 10:27:51:763, , , , , , , , 0, , , , , 
05-29-2024, 10:27:52:863, , , , 0, , , , , , , , , 
05-29-2024, 10:28:07:276, 1, , , , , , , , , , , , 
05-29-2024, 10:28:07:724, 0, , , , , , , , , , , , 
05-29-2024, 10:28:08:753, 1, , , , , , , , , , , , 
05-29-2024, 10:28:09:613, 0, , , , , , , , , , , , 
05-29-2024, 10:28:11:245, , 1, , , , , , , , , , , 
05-29-2024, 10:28:11:670, , 0, , , , , , , , , , , 
05-29-2024, 10:28:12:518, , , 1, , , , , , , , , , 
05-29-2024, 10:28:13:827, , , 0, , , , , , , , , , 
