02-05-2024, 13:18:08:569, pmt_on, erpa_on, hk_on, c_sys_on, c_800v_en, c_5v_en, c_n150v_en, c_3v3_en, c_n5v_en, c_15v_en, c_n3v3_en, c_sdn1, c_sdn2
02-05-2024, 13:18:10:850, , 1, , , , , , , , , , , 
02-05-2024, 13:18:12:914, 1, , , , , , , , , , , , 
02-05-2024, 13:18:15:513, , , , 1, , , , , , , , , 
02-05-2024, 13:18:16:512, , , , , , , , 1, , , , , 
02-05-2024, 13:18:17:18, , , , , , 1, , , , , , , 
02-05-2024, 13:18:17:621, , , , , , , , , , , 1, , 
02-05-2024, 13:18:18:320, , , , , , , , , 1, , , , 
02-05-2024, 13:18:19:314, , , , , , , , , , 1, , , 
02-05-2024, 13:18:20:119, , , , , , , 1, , , , , , 
02-05-2024, 13:18:21:20, , , , , 1, , , , , , , , 
