date, time, sync, seq, SWPMON, temp1, adc
24-06-11, T09:53:35.457Z, 0xAAAA, 10438, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.459Z, 0xAAAA, 10443, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.463Z, 0xAAAA, 10444, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.466Z, 0xAAAA, 10445, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.467Z, 0xAAAA, 10446, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.506Z, 0xAAAA, 10456, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.509Z, 0xAAAA, 10457, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.512Z, 0xAAAA, 10458, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.531Z, 0xAAAA, 10459, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.533Z, 0xAAAA, 10463, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.537Z, 0xAAAA, 10464, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.577Z, 0xAAAA, 10465, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.579Z, 0xAAAA, 10472, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.582Z, 0xAAAA, 10473, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.585Z, 0xAAAA, 10474, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.586Z, 0xAAAA, 10475, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.601Z, 0xAAAA, 10478, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.603Z, 0xAAAA, 10479, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.609Z, 0xAAAA, 10480, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.625Z, 0xAAAA, 10484, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.628Z, 0xAAAA, 10485, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.671Z, 0xAAAA, 10486, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.674Z, 0xAAAA, 10496, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.676Z, 0xAAAA, 10497, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.695Z, 0xAAAA, 10498, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.698Z, 0xAAAA, 10502, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.701Z, 0xAAAA, 10503, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.747Z, 0xAAAA, 10504, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.750Z, 0xAAAA, 10515, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.753Z, 0xAAAA, 10516, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.772Z, 0xAAAA, 10517, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.778Z, 0xAAAA, 10521, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.841Z, 0xAAAA, 10522, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.848Z, 0xAAAA, 10532, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.849Z, 0xAAAA, 10533, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.849Z, 0xAAAA, 10555, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.984Z, 0xAAAA, 10567, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.990Z, 0xAAAA, 10568, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.993Z, 0xAAAA, 10569, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.997Z, 0xAAAA, 10570, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:35.999Z, 0xAAAA, 10571, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.002Z, 0xAAAA, 10572, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.008Z, 0xAAAA, 10573, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.015Z, 0xAAAA, 10574, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.036Z, 0xAAAA, 10575, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.053Z, 0xAAAA, 10579, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.057Z, 0xAAAA, 10583, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.060Z, 0xAAAA, 10584, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.078Z, 0xAAAA, 10585, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.082Z, 0xAAAA, 10589, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.084Z, 0xAAAA, 10590, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.126Z, 0xAAAA, 10591, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.130Z, 0xAAAA, 10601, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.133Z, 0xAAAA, 10602, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.151Z, 0xAAAA, 10603, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.155Z, 0xAAAA, 10607, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.157Z, 0xAAAA, 10608, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.199Z, 0xAAAA, 10609, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.203Z, 0xAAAA, 10619, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.206Z, 0xAAAA, 10620, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.223Z, 0xAAAA, 10621, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.227Z, 0xAAAA, 10626, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.230Z, 0xAAAA, 10627, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.232Z, 0xAAAA, 10628, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.233Z, 0xAAAA, 10629, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.251Z, 0xAAAA, 10632, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.279Z, 0xAAAA, 10633, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.297Z, 0xAAAA, 10638, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.301Z, 0xAAAA, 10642, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.303Z, 0xAAAA, 10643, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.345Z, 0xAAAA, 10644, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.349Z, 0xAAAA, 10654, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.352Z, 0xAAAA, 10655, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.370Z, 0xAAAA, 10656, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.374Z, 0xAAAA, 10660, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.376Z, 0xAAAA, 10661, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.443Z, 0xAAAA, 10662, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.447Z, 0xAAAA, 10678, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.449Z, 0xAAAA, 10679, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.467Z, 0xAAAA, 10680, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.471Z, 0xAAAA, 10684, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.474Z, 0xAAAA, 10685, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.491Z, 0xAAAA, 10686, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.495Z, 0xAAAA, 10690, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.498Z, 0xAAAA, 10691, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.516Z, 0xAAAA, 10692, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.520Z, 0xAAAA, 10696, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.522Z, 0xAAAA, 10697, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.564Z, 0xAAAA, 10698, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.568Z, 0xAAAA, 10708, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.589Z, 0xAAAA, 10709, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.593Z, 0xAAAA, 10714, 0.2744335, 0.19179, 0.17810
24-06-11, T09:53:36.613Z, 0xAAAA, 10715, 0.2744335, 0.19179, 0.17810
