uptime, sync, seq, step, SWPMON, adc
002948, 0xEEEE, 0000, 0000, 0.01128, 0.0000000
006078, 0xEEEE, 0001, 0000, 0.01209, 4.5922789
009189, 0xEEEE, 0002, 0001, 0.01209, 2.5779355
012314, 0xEEEE, 0003, 0001, 0.01370, 2.8264286
015440, 0xEEEE, 0004, 0002, 0.39165, 3.0853742
018565, 0xEEEE, 0005, 0002, 0.32154, 3.2879377
021689, 0xEEEE, 0006, 0003, 0.78813, 3.4644083
024814, 0xEEEE, 0007, 0003, 1.18220, 3.6163119
027961, 0xEEEE, 0008, 0004, 1.18300, 3.7449454
031072, 0xEEEE, 0009, 0004, 1.18462, 3.8696880
034200, 0xEEEE, 0010, 0005, 1.57868, 4.0052644
037325, 0xEEEE, 0011, 0005, 1.55853, 4.0846876
040451, 0xEEEE, 0012, 0006, 1.97275, 4.1648737
043585, 0xEEEE, 0013, 0006, 1.97194, 4.2484169
046702, 0xEEEE, 0014, 0007, 2.36681, 4.3021286
049826, 0xEEEE, 0015, 0007, 2.54813, 4.3720912
052939, 0xEEEE, 0016, 0007, 2.55538, 4.4401465
056078, 0xEEEE, 0017, 0007, 2.55055, 4.4671550
059189, 0xEEEE, 0018, 0006, 2.54974, 4.5179675
062314, 0xEEEE, 0019, 0006, 2.55055, 4.5342947
065440, 0xEEEE, 0020, 0005, 2.36601, 4.5793851
068564, 0xEEEE, 0021, 0005, 2.41839, 4.6295109
071689, 0xEEEE, 0022, 0004, 1.97597, 4.6387427
074814, 0xEEEE, 0023, 0004, 1.57788, 4.6710918
077948, 0xEEEE, 0024, 0003, 1.57707, 4.6714733
081078, 0xEEEE, 0025, 0003, 1.57949, 4.6962692
084198, 0xEEEE, 0026, 0002, 1.18220, 4.7328908
087323, 0xEEEE, 0027, 0002, 1.17897, 4.7230488
090449, 0xEEEE, 0028, 0001, 0.78813, 4.7499809
093574, 0xEEEE, 0029, 0001, 0.78088, 4.7440299
096698, 0xEEEE, 0030, 0000, 0.36989, 4.7557794
099814, 0xEEEE, 0031, 0000, 0.01128, 4.7895781
102950, 0xEEEE, 0032, 0000, 0.01209, 4.7810330
106069, 0xEEEE, 0033, 0000, 0.01128, 4.8036164
109189, 0xEEEE, 0034, 0001, 0.01209, 4.7890440
112314, 0xEEEE, 0035, 0001, 0.01128, 4.7811856
115440, 0xEEEE, 0036, 0002, 0.39326, 4.8146029
118565, 0xEEEE, 0037, 0002, 0.39165, 4.8056001
121701, 0xEEEE, 0038, 0003, 0.81795, 4.8096437
124826, 0xEEEE, 0039, 0003, 0.78894, 4.8114748
127977, 0xEEEE, 0040, 0004, 1.19106, 4.8017090
131081, 0xEEEE, 0041, 0004, 1.18300, 4.8284123
134200, 0xEEEE, 0042, 0005, 1.56256, 4.8218509
137326, 0xEEEE, 0043, 0005, 1.57868, 4.8393225
140459, 0xEEEE, 0044, 0006, 1.97275, 4.8350500
143565, 0xEEEE, 0045, 0006, 2.38132, 4.8136110
146689, 0xEEEE, 0046, 0007, 2.35956, 4.8394751
149814, 0xEEEE, 0047, 0007, 2.36601, 4.8319219
152939, 0xEEEE, 0048, 0007, 2.55136, 4.8438239
156070, 0xEEEE, 0049, 0007, 2.54974, 4.8421454
159189, 0xEEEE, 0050, 0006, 2.54974, 4.8210880
162314, 0xEEEE, 0051, 0006, 2.55538, 4.8364996
165447, 0xEEEE, 0052, 0005, 2.35553, 4.8311589
168573, 0xEEEE, 0053, 0005, 1.97355, 4.8567178
171699, 0xEEEE, 0054, 0004, 1.97355, 4.8500038
174823, 0xEEEE, 0055, 0004, 1.97194, 4.8260472
177949, 0xEEEE, 0056, 0003, 1.56418, 4.8446632
181078, 0xEEEE, 0057, 0003, 1.57707, 4.8440528
184198, 0xEEEE, 0058, 0002, 1.17897, 4.8435187
187334, 0xEEEE, 0059, 0002, 1.18300, 4.8611429
190440, 0xEEEE, 0060, 0001, 0.78007, 4.8353552
193565, 0xEEEE, 0061, 0001, 0.39245, 4.8415351
196689, 0xEEEE, 0062, 0000, 0.39648, 4.8426032
199814, 0xEEEE, 0063, 0000, 0.37231, 4.8391699
