sync, uptime, seq, step, SWPMON, adc
0xEEEE, 12201276, 3904, 0000, 0.01209, 4.8581674
0xEEEE, 12204402, 3905, 0000, 0.01209, 4.8493935
0xEEEE, 12207534, 3906, 0001, 0.01209, 4.8668650
0xEEEE, 12210650, 3907, 0001, 0.39245, 4.8559548
0xEEEE, 12213768, 3908, 0002, 0.39004, 4.8472572
0xEEEE, 12216893, 3909, 0002, 0.39245, 4.8689250
0xEEEE, 12220025, 3910, 0003, 0.78652, 4.8630503
0xEEEE, 12223142, 3911, 0003, 0.78813, 4.8526741
0xEEEE, 12226267, 3912, 0004, 1.17978, 4.8670176
0xEEEE, 12229392, 3913, 0004, 1.16044, 4.8576333
0xEEEE, 12232524, 3914, 0005, 1.57788, 4.8540475
0xEEEE, 12235662, 3915, 0005, 1.97355, 4.8633555
0xEEEE, 12238779, 3916, 0006, 1.97919, 4.8502327
0xEEEE, 12241905, 3917, 0006, 1.97275, 4.8532082
0xEEEE, 12245038, 3918, 0007, 2.36762, 4.8702983
0xEEEE, 12248154, 3919, 0007, 2.31846, 4.8533608
0xEEEE, 12251280, 3920, 0007, 2.55216, 4.8525978
0xEEEE, 12254415, 3921, 0007, 2.57795, 4.8670939
0xEEEE, 12257517, 3922, 0006, 2.55216, 4.8432898
0xEEEE, 12260650, 3923, 0006, 2.36681, 4.8447395
0xEEEE, 12263768, 3924, 0005, 2.36762, 4.8649577
0xEEEE, 12266893, 3925, 0005, 2.40469, 4.8467994
0xEEEE, 12270045, 3926, 0004, 1.97355, 4.8565652
0xEEEE, 12273143, 3927, 0004, 1.97597, 4.8636606
0xEEEE, 12276270, 3928, 0003, 1.54000, 4.8514534
0xEEEE, 12279401, 3929, 0003, 1.57788, 4.8624399
0xEEEE, 12282526, 3930, 0002, 1.18300, 4.8611429
0xEEEE, 12285659, 3931, 0002, 0.78894, 4.8455024
0xEEEE, 12288777, 3932, 0001, 0.78652, 4.8732738
0xEEEE, 12291910, 3933, 0001, 0.78974, 4.8600748
0xEEEE, 12295034, 3934, 0000, 0.39084, 4.8442817
0xEEEE, 12298143, 3935, 0000, 0.39245, 4.8625925
0xEEEE, 12301267, 3936, 0000, 0.01209, 4.8561074
0xEEEE, 12304392, 3937, 0000, 0.01209, 4.8559548
0xEEEE, 12307517, 3938, 0001, 0.01209, 4.8702220
0xEEEE, 12310650, 3939, 0001, 0.39326, 4.8483253
0xEEEE, 12313769, 3940, 0002, 0.39729, 4.8462654
0xEEEE, 12316893, 3941, 0002, 0.39487, 4.8677043
0xEEEE, 12320029, 3942, 0003, 0.79297, 4.8498512
0xEEEE, 12323154, 3943, 0003, 0.79377, 4.8577096
0xEEEE, 12326279, 3944, 0004, 1.18623, 4.8708324
0xEEEE, 12329404, 3945, 0004, 1.14110, 4.8562600
0xEEEE, 12332529, 3946, 0005, 1.57788, 4.8549630
0xEEEE, 12335661, 3947, 0005, 1.57707, 4.8712139
0xEEEE, 12338791, 3948, 0006, 1.98081, 4.8413825
0xEEEE, 12341893, 3949, 0006, 1.97194, 4.8514534
0xEEEE, 12345026, 3950, 0007, 2.37326, 4.8625925
0xEEEE, 12348142, 3951, 0007, 2.36681, 4.8538949
0xEEEE, 12351267, 3952, 0007, 2.55136, 4.8579385
0xEEEE, 12354392, 3953, 0007, 2.55136, 4.8628214
0xEEEE, 12357518, 3954, 0006, 2.55136, 4.8493935
0xEEEE, 12360650, 3955, 0006, 2.55216, 4.8637369
0xEEEE, 12363767, 3956, 0005, 2.36681, 4.8560311
0xEEEE, 12366902, 3957, 0005, 2.35956, 4.8535134
0xEEEE, 12370053, 3958, 0004, 1.97355, 4.8707561
0xEEEE, 12373152, 3959, 0004, 1.97114, 4.8577859
0xEEEE, 12376284, 3960, 0003, 1.60608, 4.8476387
0xEEEE, 12379402, 3961, 0003, 1.18381, 4.8708324
0xEEEE, 12382526, 3962, 0002, 1.18542, 4.8569467
0xEEEE, 12385659, 3963, 0002, 1.18381, 4.8563363
0xEEEE, 12388768, 3964, 0001, 0.79136, 4.8715953
0xEEEE, 12391893, 3965, 0001, 0.79297, 4.8534371
0xEEEE, 12395025, 3966, 0000, 0.38681, 4.8422217
0xEEEE, 12398142, 3967, 0000, 0.39729, 4.8657969
0xEEEE, 12401267, 3968, 0000, 0.01209, 4.8535897
0xEEEE, 12404392, 3969, 0000, 0.01128, 4.8522927
0xEEEE, 12407517, 3970, 0001, 0.01128, 4.8713664
0xEEEE, 12410660, 3971, 0001, 0.01209, 4.8481727
0xEEEE, 12413780, 3972, 0002, 0.39326, 4.8606851
0xEEEE, 12416904, 3973, 0002, 0.38842, 4.8686198
0xEEEE, 12420037, 3974, 0003, 0.78410, 4.8467994
0xEEEE, 12423165, 3975, 0003, 0.79700, 4.8537423
0xEEEE, 12426279, 3976, 0004, 1.14190, 4.8628977
0xEEEE, 12429404, 3977, 0004, 1.57788, 4.8524453
0xEEEE, 12432517, 3978, 0005, 1.57788, 4.8632029
0xEEEE, 12435659, 3979, 0005, 1.57949, 4.8619059
0xEEEE, 12438769, 3980, 0006, 1.97355, 4.8524453
0xEEEE, 12441893, 3981, 0006, 1.97355, 4.8680095
0xEEEE, 12445025, 3982, 0007, 2.37326, 4.8597696
0xEEEE, 12448142, 3983, 0007, 2.36681, 4.8520638
0xEEEE, 12451267, 3984, 0007, 2.54974, 4.8667124
0xEEEE, 12454398, 3985, 0007, 2.55216, 4.8534371
0xEEEE, 12457526, 3986, 0006, 2.55055, 4.8377966
0xEEEE, 12460659, 3987, 0006, 2.55136, 4.8620584
0xEEEE, 12463777, 3988, 0005, 2.37165, 4.8516060
0xEEEE, 12466903, 3989, 0005, 2.36681, 4.8643473
0xEEEE, 12470054, 3990, 0004, 1.97355, 4.8683146
0xEEEE, 12473152, 3991, 0004, 1.96791, 4.8509957
0xEEEE, 12476267, 3992, 0003, 1.57788, 4.8545052
