uptime, sync, seq, step, SWPMON, adc
002595, 0xAAAA, 0000, 0000, 0.01128, 0.0000000
005720, 0xAAAA, 0001, 0000, 0.01128, 4.1156634
008846, 0xAAAA, 0002, 0001, 0.01209, 4.5642786
011978, 0xAAAA, 0003, 0001, 0.01128, 4.8486305
015107, 0xAAAA, 0004, 0002, 0.39165, 5.0000000
018220, 0xAAAA, 0005, 0002, 0.39245, 4.9150072
021336, 0xAAAA, 0006, 0003, 0.78652, 4.6127260
024462, 0xAAAA, 0007, 0003, 0.78652, 4.5503929
027595, 0xAAAA, 0008, 0004, 1.19026, 4.7933928
030712, 0xAAAA, 0009, 0004, 1.57546, 5.0000000
033837, 0xAAAA, 0010, 0005, 1.56095, 5.0000000
036968, 0xAAAA, 0011, 0005, 1.57707, 4.7640192
040087, 0xAAAA, 0012, 0006, 1.97114, 4.6353857
043215, 0xAAAA, 0013, 0006, 1.95985, 4.7066453
046348, 0xAAAA, 0014, 0007, 2.35714, 5.0000000
049472, 0xAAAA, 0015, 0007, 2.36440, 5.0000000
052603, 0xAAAA, 0016, 0007, 2.54894, 4.8261234
055723, 0xAAAA, 0017, 0007, 2.54733, 4.6278325
058850, 0xAAAA, 0018, 0006, 2.58601, 4.5938048
061979, 0xAAAA, 0019, 0006, 2.58198, 4.8876936
065098, 0xAAAA, 0020, 0005, 2.36520, 5.0000000
068212, 0xAAAA, 0021, 0005, 2.36359, 4.9411765
071336, 0xAAAA, 0022, 0004, 1.97114, 4.6524758
074461, 0xAAAA, 0023, 0004, 1.97919, 4.5560388
077587, 0xAAAA, 0024, 0003, 1.57626, 4.8338293
080712, 0xAAAA, 0025, 0003, 1.18139, 5.0000000
083836, 0xAAAA, 0026, 0002, 1.18300, 5.0000000
086968, 0xAAAA, 0027, 0002, 1.18139, 4.7917144
090096, 0xAAAA, 0028, 0001, 0.78813, 4.6319524
093221, 0xAAAA, 0029, 0001, 0.78733, 4.7392996
097612, 0xAAAA, 0030, 0000, 0.39084, 5.0000000
099481, 0xAAAA, 0031, 0000, 0.39487, 5.0000000
102596, 0xAAAA, 0032, 0000, 0.01370, 4.8521401
105720, 0xAAAA, 0033, 0000, 0.01128, 4.6227207
108845, 0xAAAA, 0034, 0001, 0.01209, 4.6108949
111986, 0xAAAA, 0035, 0001, 0.01209, 4.8970779
115087, 0xAAAA, 0036, 0002, 0.39084, 5.0000000
118212, 0xAAAA, 0037, 0002, 0.36989, 4.9371328
121337, 0xAAAA, 0038, 0003, 0.78571, 4.6554513
124461, 0xAAAA, 0039, 0003, 0.78733, 4.5769436
127587, 0xAAAA, 0040, 0004, 1.18139, 4.8270390
130711, 0xAAAA, 0041, 0004, 1.56740, 5.0000000
133845, 0xAAAA, 0042, 0005, 1.57546, 5.0000000
136980, 0xAAAA, 0043, 0005, 1.60205, 4.8033875
140098, 0xAAAA, 0044, 0006, 1.97919, 4.6433204
143224, 0xAAAA, 0045, 0006, 1.97194, 4.7316701
146348, 0xAAAA, 0046, 0007, 2.36359, 5.0000000
149473, 0xAAAA, 0047, 0007, 2.36117, 5.0000000
152598, 0xAAAA, 0048, 0007, 2.54813, 4.8738079
155711, 0xAAAA, 0049, 0007, 2.54733, 4.6238651
158847, 0xAAAA, 0050, 0006, 2.55055, 4.6220340
161969, 0xAAAA, 0051, 0006, 2.54813, 4.9022660
165087, 0xAAAA, 0052, 0005, 2.36359, 5.0000000
168212, 0xAAAA, 0053, 0005, 2.36842, 4.9626917
171337, 0xAAAA, 0054, 0004, 1.96791, 4.6519417
174462, 0xAAAA, 0055, 0004, 1.97114, 4.5830472
177590, 0xAAAA, 0056, 0003, 1.55209, 4.8331426
180721, 0xAAAA, 0057, 0003, 1.57465, 5.0000000
183846, 0xAAAA, 0058, 0002, 1.20879, 5.0000000
186978, 0xAAAA, 0059, 0002, 1.17978, 4.7936217
190097, 0xAAAA, 0060, 0001, 0.78733, 4.6618601
193221, 0xAAAA, 0061, 0001, 0.78813, 4.7344930
197629, 0xAAAA, 0062, 0000, 0.39245, 5.0000000
199461, 0xAAAA, 0063, 0000, 0.01128, 5.0000000
202586, 0xAAAA, 0064, 0000, 0.01209, 4.8569467
205712, 0xAAAA, 0065, 0000, 0.01209, 4.6437781
208836, 0xAAAA, 0066, 0001, 0.01209, 4.6031128
211968, 0xAAAA, 0067, 0001, 0.01209, 4.8990616
215086, 0xAAAA, 0068, 0002, 0.39165, 5.0000000
218212, 0xAAAA, 0069, 0002, 0.39326, 4.9445335
221342, 0xAAAA, 0070, 0003, 0.79216, 4.6639963
224472, 0xAAAA, 0071, 0003, 1.18139, 4.5700771
227597, 0xAAAA, 0072, 0004, 1.18220, 4.8390936
230723, 0xAAAA, 0073, 0004, 1.18139, 5.0000000
233848, 0xAAAA, 0074, 0005, 1.57385, 5.0000000
236981, 0xAAAA, 0075, 0005, 1.57626, 4.8074311
240098, 0xAAAA, 0076, 0006, 1.97114, 4.6392004
243234, 0xAAAA, 0077, 0006, 1.97194, 4.7550164
246336, 0xAAAA, 0078, 0007, 2.36440, 5.0000000
249461, 0xAAAA, 0079, 0007, 2.54894, 5.0000000
252587, 0xAAAA, 0080, 0007, 2.54894, 4.8665599
255712, 0xAAAA, 0081, 0007, 2.54974, 4.6350042
258837, 0xAAAA, 0082, 0006, 2.54813, 4.6266117
261968, 0xAAAA, 0083, 0006, 2.54974, 4.8860914
265094, 0xAAAA, 0084, 0005, 2.36278, 5.0000000
268220, 0xAAAA, 0085, 0005, 2.36359, 4.9476616
271346, 0xAAAA, 0086, 0004, 1.97114, 4.6603342
274471, 0xAAAA, 0087, 0004, 1.56821, 4.5934234
277596, 0xAAAA, 0088, 0003, 1.57546, 4.8212406
280729, 0xAAAA, 0089, 0003, 1.57626, 5.0000000
283845, 0xAAAA, 0090, 0002, 1.18542, 5.0000000
286977, 0xAAAA, 0091, 0002, 1.21363, 4.7987335
290087, 0xAAAA, 0092, 0001, 0.78652, 4.6423285
293211, 0xAAAA, 0093, 0001, 0.77363, 4.7374685
297629, 0xAAAA, 0094, 0000, 0.39165, 5.0000000
299462, 0xAAAA, 0095, 0000, 0.01128, 5.0000000
302587, 0xAAAA, 0096, 0000, 0.01128, 4.8634318
305712, 0xAAAA, 0097, 0000, 0.01209, 4.6371405
308837, 0xAAAA, 0098, 0001, 0.01128, 4.6156252
311980, 0xAAAA, 0099, 0001, 0.01209, 4.9144732
315099, 0xAAAA, 0100, 0002, 0.39245, 5.0000000
318223, 0xAAAA, 0101, 0002, 0.39004, 4.9529259
321349, 0xAAAA, 0102, 0003, 0.78652, 4.6518654
324473, 0xAAAA, 0103, 0003, 0.78813, 4.5676356
327609, 0xAAAA, 0104, 0004, 1.14110, 4.8341344
330722, 0xAAAA, 0105, 0004, 1.18220, 5.0000000
333836, 0xAAAA, 0106, 0005, 1.57626, 5.0000000
336968, 0xAAAA, 0107, 0005, 1.57949, 4.7904173
340087, 0xAAAA, 0108, 0006, 1.97114, 4.6517128
343212, 0xAAAA, 0109, 0006, 2.36440, 4.7413596
346337, 0xAAAA, 0110, 0007, 2.34586, 5.0000000
349462, 0xAAAA, 0111, 0007, 2.35956, 5.0000000
352586, 0xAAAA, 0112, 0007, 2.54974, 4.8567178
355721, 0xAAAA, 0113, 0007, 2.54813, 4.6381323
358846, 0xAAAA, 0114, 0006, 2.54813, 4.6122683
361978, 0xAAAA, 0115, 0006, 2.47722, 4.9068437
365103, 0xAAAA, 0116, 0005, 2.41516, 5.0000000
368221, 0xAAAA, 0117, 0005, 2.01868, 4.9407950
371346, 0xAAAA, 0118, 0004, 1.97114, 4.6652171
374470, 0xAAAA, 0119, 0004, 1.97033, 4.5807584
