sync, uptime, seq, step, SWPMON, adc
0xEEEE, 001469, 0000, 0000, 0.01209, 0.0000000
0xEEEE, 003049, 0001, 0000, 0.01128, 3.9566644
0xEEEE, 006166, 0002, 0001, 0.01209, 2.2988479
0xEEEE, 009283, 0003, 0001, 0.01209, 2.6031891
0xEEEE, 012408, 0004, 0002, 0.39487, 2.8457313
0xEEEE, 015532, 0005, 0002, 0.78813, 3.0626383
0xEEEE, 018658, 0006, 0003, 0.78813, 3.2713054
0xEEEE, 021791, 0007, 0003, 0.78733, 3.4576944
0xEEEE, 024907, 0008, 0004, 1.18139, 3.6172274
0xEEEE, 028029, 0009, 0004, 1.18381, 3.7384604
0xEEEE, 031153, 0010, 0005, 1.57304, 3.8645762
0xEEEE, 034271, 0011, 0005, 1.56418, 3.9828336
0xEEEE, 037396, 0012, 0006, 1.97114, 4.0875105
0xEEEE, 040521, 0013, 0006, 2.36520, 4.1613642
0xEEEE, 043646, 0014, 0007, 2.36762, 4.2322423
0xEEEE, 046770, 0015, 0007, 2.36520, 4.3189899
0xEEEE, 049903, 0016, 0007, 2.55297, 4.3694209
0xEEEE, 053038, 0017, 0007, 2.52799, 4.4150454
0xEEEE, 056162, 0018, 0006, 2.54974, 4.4731823
0xEEEE, 059280, 0019, 0006, 2.55216, 4.5215534
0xEEEE, 062507, 0020, 0005, 2.36601, 4.5418479
0xEEEE, 065529, 0021, 0005, 2.36681, 4.5646601
0xEEEE, 068665, 0022, 0004, 1.97839, 4.6195926
0xEEEE, 071770, 0023, 0004, 1.97194, 4.6430915
0xEEEE, 074896, 0024, 0003, 1.57788, 4.6472114
0xEEEE, 078029, 0025, 0003, 1.57788, 4.6665904
0xEEEE, 081153, 0026, 0002, 1.18220, 4.7068742
0xEEEE, 084271, 0027, 0002, 0.78733, 4.7154192
0xEEEE, 087395, 0028, 0001, 0.78813, 4.7109941
0xEEEE, 090521, 0029, 0001, 0.78813, 4.7458610
0xEEEE, 093652, 0030, 0000, 0.39165, 4.7540246
0xEEEE, 096782, 0031, 0000, 0.39165, 4.7502098
0xEEEE, 099907, 0032, 0000, 0.01209, 4.7559319
0xEEEE, 103059, 0033, 0000, 0.01289, 4.7927062
0xEEEE, 106174, 0034, 0001, 0.01209, 4.7882048
0xEEEE, 109283, 0035, 0001, 0.39245, 4.7782101
0xEEEE, 112408, 0036, 0002, 0.39245, 4.7966735
0xEEEE, 115521, 0037, 0002, 0.38520, 4.8067445
0xEEEE, 118646, 0038, 0003, 0.75912, 4.7940795
0xEEEE, 121770, 0039, 0003, 0.77201, 4.8091096
0xEEEE, 125030, 0040, 0004, 1.14835, 4.8223087
0xEEEE, 128029, 0041, 0004, 1.22330, 4.8076600
0xEEEE, 131153, 0042, 0005, 1.57707, 4.8149081
0xEEEE, 134271, 0043, 0005, 1.97275, 4.8208591
0xEEEE, 137398, 0044, 0006, 1.97194, 4.8266575
0xEEEE, 140530, 0045, 0006, 1.99128, 4.8224613
0xEEEE, 143655, 0046, 0007, 2.36520, 4.8230716
0xEEEE, 146780, 0047, 0007, 2.36601, 4.8358892
0xEEEE, 149905, 0048, 0007, 2.54974, 4.8278019
0xEEEE, 153046, 0049, 0007, 2.54974, 4.8244450
0xEEEE, 156162, 0050, 0006, 2.55861, 4.8403143
0xEEEE, 159271, 0051, 0006, 2.36520, 4.8383307
0xEEEE, 162396, 0052, 0005, 2.36520, 4.8301671
0xEEEE, 165529, 0053, 0005, 2.41436, 4.8299382
0xEEEE, 168646, 0054, 0004, 1.97194, 4.8502327
0xEEEE, 171770, 0055, 0004, 1.97275, 4.8316167
0xEEEE, 174896, 0056, 0003, 1.57788, 4.8359655
0xEEEE, 178029, 0057, 0003, 1.59480, 4.8392462
0xEEEE, 181156, 0058, 0002, 1.15641, 4.8428321
0xEEEE, 184283, 0059, 0002, 0.78813, 4.8372625
0xEEEE, 187535, 0060, 0001, 0.78813, 4.8377966
0xEEEE, 190538, 0061, 0001, 0.78813, 4.8523690
0xEEEE, 193657, 0062, 0000, 0.40535, 4.8364233
0xEEEE, 196782, 0063, 0000, 0.37553, 4.8397040
0xEEEE, 199907, 0064, 0000, 0.01209, 4.8544289
0xEEEE, 203059, 0065, 0000, 0.01209, 4.8459602
0xEEEE, 206154, 0066, 0001, 0.01209, 4.8348211
0xEEEE, 209271, 0067, 0001, 0.38842, 4.8410010
0xEEEE, 212396, 0068, 0002, 0.39245, 4.8519875
0xEEEE, 215521, 0069, 0002, 0.39165, 4.8417639
0xEEEE, 218646, 0070, 0003, 0.78652, 4.8361181
0xEEEE, 221770, 0071, 0003, 0.78813, 4.8505379
0xEEEE, 224895, 0072, 0004, 1.18300, 4.8477150
0xEEEE, 228038, 0073, 0004, 1.18300, 4.8336004
0xEEEE, 231162, 0074, 0005, 1.57546, 4.8570230
0xEEEE, 234280, 0075, 0005, 1.58996, 4.8554208
0xEEEE, 237415, 0076, 0006, 1.92359, 4.8435187
0xEEEE, 240530, 0077, 0006, 1.97275, 4.8411536
0xEEEE, 243654, 0078, 0007, 2.36762, 4.8529030
0xEEEE, 246779, 0079, 0007, 2.38293, 4.8371862
0xEEEE, 250012, 0080, 0007, 2.54894, 4.8363470
0xEEEE, 253029, 0081, 0007, 2.52637, 4.8575570
0xEEEE, 256153, 0082, 0006, 2.55055, 4.8583963
0xEEEE, 259271, 0083, 0006, 2.55377, 4.8352026
0xEEEE, 262396, 0084, 0005, 2.37568, 4.8455787
0xEEEE, 265520, 0085, 0005, 2.36520, 4.8524453
0xEEEE, 268646, 0086, 0004, 1.97275, 4.8422980
0xEEEE, 271779, 0087, 0004, 1.94051, 4.8448920
0xEEEE, 274907, 0088, 0003, 1.57707, 4.8648051
0xEEEE, 278038, 0089, 0003, 1.18220, 4.8525216
0xEEEE, 281165, 0090, 0002, 1.18300, 4.8412299
0xEEEE, 284283, 0091, 0002, 1.18059, 4.8412299
0xEEEE, 287408, 0092, 0001, 0.78813, 4.8614481
0xEEEE, 290532, 0093, 0001, 0.78894, 4.8456550
0xEEEE, 293646, 0094, 0000, 0.39326, 4.8445869
0xEEEE, 296782, 0095, 0000, 0.39326, 4.8568704
0xEEEE, 299895, 0096, 0000, 0.01209, 4.8541238
0xEEEE, 303047, 0097, 0000, 0.01209, 4.8442817
0xEEEE, 306154, 0098, 0001, 0.01209, 4.8548867
