sync, uptime, seq, step, SWPMON, adc
0xEEEE, 5142142, 1645, 0006, 1.97194, 4.8518349
0xEEEE, 5145269, 1646, 0007, 2.36842, 4.8595407
0xEEEE, 5148404, 1647, 0007, 2.55055, 4.8688487
0xEEEE, 5151529, 1648, 0007, 2.59890, 4.8506142
0xEEEE, 5154654, 1649, 0007, 2.54974, 4.8482490
0xEEEE, 5157779, 1650, 0006, 2.54974, 4.8663310
0xEEEE, 5160904, 1651, 0006, 2.57150, 4.8463416
0xEEEE, 5164063, 1652, 0005, 2.36601, 4.8538186
0xEEEE, 5167166, 1653, 0005, 2.36681, 4.8564889
0xEEEE, 5170267, 1654, 0004, 1.97033, 4.8484779
0xEEEE, 5173392, 1655, 0004, 1.57707, 4.8695354
0xEEEE, 5176518, 1656, 0003, 1.57788, 4.8567941
0xEEEE, 5179642, 1657, 0003, 1.57223, 4.8508431
0xEEEE, 5182767, 1658, 0002, 1.18220, 4.8622110
0xEEEE, 5185892, 1659, 0002, 1.18703, 4.8454261
0xEEEE, 5189034, 1660, 0001, 0.78733, 4.8490883
0xEEEE, 5192151, 1661, 0001, 0.78813, 4.8691539
0xEEEE, 5195276, 1662, 0000, 0.39165, 4.8477913
0xEEEE, 5198401, 1663, 0000, 0.01209, 4.8638132
0xEEEE, 5201527, 1664, 0000, 0.01209, 4.8645762
0xEEEE, 5204660, 1665, 0000, 0.01209, 4.8585489
0xEEEE, 5207777, 1666, 0001, 0.01209, 4.8606851
0xEEEE, 5210901, 1667, 0001, 0.01209, 4.8527504
0xEEEE, 5214042, 1668, 0002, 0.39326, 4.8450446
0xEEEE, 5217142, 1669, 0002, 0.39326, 4.8702220
0xEEEE, 5220267, 1670, 0003, 0.78733, 4.8466468
0xEEEE, 5223392, 1671, 0003, 1.18220, 4.8501564
0xEEEE, 5226517, 1672, 0004, 1.18220, 4.8664836
0xEEEE, 5229642, 1673, 0004, 1.18381, 4.8429847
0xEEEE, 5232767, 1674, 0005, 1.57707, 4.8606088
0xEEEE, 5235900, 1675, 0005, 1.57707, 4.8625925
0xEEEE, 5239043, 1676, 0006, 1.97114, 4.8508431
0xEEEE, 5242154, 1677, 0006, 1.97275, 4.8667887
0xEEEE, 5245279, 1678, 0007, 2.37084, 4.8635080
0xEEEE, 5248404, 1679, 0007, 2.36601, 4.8548104
0xEEEE, 5251540, 1680, 0007, 2.55136, 4.8675517
0xEEEE, 5254654, 1681, 0007, 2.55136, 4.8447395
0xEEEE, 5257767, 1682, 0006, 2.55216, 4.8434424
0xEEEE, 5260892, 1683, 0006, 2.52073, 4.8721294
0xEEEE, 5264072, 1684, 0005, 2.36681, 4.8492409
0xEEEE, 5267143, 1685, 0005, 1.97436, 4.8661784
0xEEEE, 5270267, 1686, 0004, 1.96952, 4.8572519
0xEEEE, 5273392, 1687, 0004, 1.97275, 4.8583963
0xEEEE, 5276517, 1688, 0003, 1.58513, 4.8686961
0xEEEE, 5279646, 1689, 0003, 1.57868, 4.8551156
0xEEEE, 5282776, 1690, 0002, 1.18300, 4.8621347
0xEEEE, 5285901, 1691, 0002, 1.17817, 4.8722057
0xEEEE, 5289047, 1692, 0001, 0.77363, 4.8483253
0xEEEE, 5292153, 1693, 0001, 0.37150, 4.8563363
0xEEEE, 5295277, 1694, 0000, 0.39326, 4.8699168
0xEEEE, 5298401, 1695, 0000, 0.39326, 4.8490120
0xEEEE, 5301517, 1696, 0000, 0.01209, 4.8673991
0xEEEE, 5304642, 1697, 0000, 0.01209, 4.8622873
0xEEEE, 5307767, 1698, 0001, 0.01209, 4.8496223
0xEEEE, 5310892, 1699, 0001, 0.01128, 4.8715190
0xEEEE, 5314034, 1700, 0002, 0.39245, 4.8597696
0xEEEE, 5317143, 1701, 0002, 0.78813, 4.8609903
0xEEEE, 5320268, 1702, 0003, 0.78491, 4.8691539
0xEEEE, 5323396, 1703, 0003, 0.79136, 4.8471046
0xEEEE, 5326529, 1704, 0004, 1.18300, 4.8525978
0xEEEE, 5329654, 1705, 0004, 1.18220, 4.8658732
0xEEEE, 5332779, 1706, 0005, 1.57868, 4.8462654
0xEEEE, 5335913, 1707, 0005, 1.57788, 4.8597696
0xEEEE, 5339043, 1708, 0006, 1.97114, 4.8618296
0xEEEE, 5342154, 1709, 0006, 2.34425, 4.8290990
0xEEEE, 5345267, 1710, 0007, 2.36601, 4.8677806
0xEEEE, 5348401, 1711, 0007, 2.36601, 4.8610666
0xEEEE, 5351517, 1712, 0007, 2.55700, 4.8542000
0xEEEE, 5354642, 1713, 0007, 2.54813, 4.8680095
0xEEEE, 5357767, 1714, 0006, 2.55216, 4.8469520
0xEEEE, 5360892, 1715, 0006, 2.53846, 4.8599222
0xEEEE, 5364051, 1716, 0005, 2.36440, 4.8672465
0xEEEE, 5367143, 1717, 0005, 1.97355, 4.8484016
0xEEEE, 5370276, 1718, 0004, 1.98000, 4.8513771
0xEEEE, 5373402, 1719, 0004, 1.97275, 4.8632029
0xEEEE, 5376527, 1720, 0003, 1.57788, 4.8525978
0xEEEE, 5379652, 1721, 0003, 1.57868, 4.8634318
0xEEEE, 5382777, 1722, 0002, 1.18220, 4.8559548
0xEEEE, 5385901, 1723, 0002, 1.19509, 4.8532845
0xEEEE, 5389041, 1724, 0001, 0.76879, 4.8735790
0xEEEE, 5392142, 1725, 0001, 0.37150, 4.8500038
0xEEEE, 5395278, 1726, 0000, 0.39165, 4.8549630
0xEEEE, 5398392, 1727, 0000, 0.39245, 4.8695354
0xEEEE, 5401518, 1728, 0000, 0.01128, 4.8526741
0xEEEE, 5404642, 1729, 0000, 0.01128, 4.8641947
0xEEEE, 5407767, 1730, 0001, 0.01209, 4.8647288
0xEEEE, 5410892, 1731, 0001, 0.01128, 4.8477913
0xEEEE, 5414042, 1732, 0002, 0.39165, 4.8699168
0xEEEE, 5417154, 1733, 0002, 0.39326, 4.8545815
0xEEEE, 5420284, 1734, 0003, 0.78733, 4.8461128
0xEEEE, 5423404, 1735, 0003, 0.78330, 4.8721294
0xEEEE, 5426529, 1736, 0004, 1.16930, 4.8506905
0xEEEE, 5429654, 1737, 0004, 1.18220, 4.8615244
0xEEEE, 5432788, 1738, 0005, 1.57949, 4.8663310
0xEEEE, 5435892, 1739, 0005, 1.98484, 4.8469520
0xEEEE, 5439034, 1740, 0006, 1.97436, 4.8566415
0xEEEE, 5442142, 1741, 0006, 2.01868, 4.8570993
0xEEEE, 5445267, 1742, 0007, 2.36037, 4.8544289
0xEEEE, 5448392, 1743, 0007, 2.36681, 4.8599985
0xEEEE, 5451517, 1744, 0007, 2.54088, 4.8545052
0xEEEE, 5454642, 1745, 0007, 2.55055, 4.8471046
0xEEEE, 5457774, 1746, 0006, 2.55136, 4.8690776
0xEEEE, 5460902, 1747, 0006, 2.35714, 4.8567941
0xEEEE, 5464061, 1748, 0005, 2.36601, 4.8693065
0xEEEE, 5467153, 1749, 0005, 2.36601, 4.8664073
0xEEEE, 5470277, 1750, 0004, 1.98000, 4.8538949
0xEEEE, 5473401, 1751, 0004, 1.97275, 4.8637369
0xEEEE, 5476527, 1752, 0003, 1.57788, 4.8613718
0xEEEE, 5479662, 1753, 0003, 1.57868, 4.8481727
0xEEEE, 5482767, 1754, 0002, 1.18300, 4.8660258
0xEEEE, 5485893, 1755, 0002, 0.78813, 4.8558022
0xEEEE, 5489033, 1756, 0001, 0.81956, 4.8583200
0xEEEE, 5492142, 1757, 0001, 0.83568, 4.8722057
0xEEEE, 5495267, 1758, 0000, 0.39245, 4.8598459
0xEEEE, 5498392, 1759, 0000, 0.39326, 4.8471809
0xEEEE, 5501524, 1760, 0000, 0.01209, 4.8645762
0xEEEE, 5504654, 1761, 0000, 0.01209, 4.8519875
0xEEEE, 5507779, 1762, 0001, 0.01128, 4.8641184
0xEEEE, 5510904, 1763, 0001, 0.38037, 4.8649577
0xEEEE, 5514043, 1764, 0002, 0.39245, 4.8542763
0xEEEE, 5517163, 1765, 0002, 0.39245, 4.8587015
0xEEEE, 5520279, 1766, 0003, 0.78733, 4.8529793
0xEEEE, 5523392, 1767, 0003, 0.79619, 4.8571756
0xEEEE, 5526517, 1768, 0004, 1.16447, 4.8709087
0xEEEE, 5529642, 1769, 0004, 1.18381, 4.8514534
0xEEEE, 5532767, 1770, 0005, 1.58110, 4.8610666
0xEEEE, 5535892, 1771, 0005, 1.94374, 4.8651102
0xEEEE, 5539033, 1772, 0006, 1.97436, 4.8502327
0xEEEE, 5542142, 1773, 0006, 2.01385, 4.8594644
0xEEEE, 5545269, 1774, 0007, 2.36520, 4.8642710
0xEEEE, 5548402, 1775, 0007, 2.36520, 4.8494697
0xEEEE, 5551526, 1776, 0007, 2.55700, 4.8736553
0xEEEE, 5554652, 1777, 0007, 2.55136, 4.8546578
0xEEEE, 5557777, 1778, 0006, 2.55055, 4.8491646
0xEEEE, 5560902, 1779, 0006, 2.55861, 4.8561074
0xEEEE, 5564070, 1780, 0005, 2.36601, 4.8506905
0xEEEE, 5567144, 1781, 0005, 2.36601, 4.8520638
0xEEEE, 5570267, 1782, 0004, 1.97275, 4.8687724
0xEEEE, 5573392, 1783, 0004, 1.97275, 4.8552682
0xEEEE, 5576517, 1784, 0003, 1.57707, 4.8521401
0xEEEE, 5579642, 1785, 0003, 1.18703, 4.8648051
0xEEEE, 5582767, 1786, 0002, 1.18300, 4.8431373
0xEEEE, 5585892, 1787, 0002, 1.18300, 4.8709087
0xEEEE, 5589034, 1788, 0001, 0.75267, 4.8611429
0xEEEE, 5592154, 1789, 0001, 0.75832, 4.8484779
0xEEEE, 5595279, 1790, 0000, 0.41099, 4.8672465
0xEEEE, 5598404, 1791, 0000, 0.39165, 4.8580148
0xEEEE, 5601537, 1792, 0000, 0.01128, 4.8525978
0xEEEE, 5604654, 1793, 0000, 0.01128, 4.8664836
0xEEEE, 5607779, 1794, 0001, 0.01209, 4.8526741
0xEEEE, 5610892, 1795, 0001, 0.01128, 4.8670176
0xEEEE, 5614044, 1796, 0002, 0.39326, 4.8619821
0xEEEE, 5617143, 1797, 0002, 0.39245, 4.8520638
0xEEEE, 5620267, 1798, 0003, 0.78733, 4.8602274
0xEEEE, 5623392, 1799, 0003, 0.79297, 4.8558785
0xEEEE, 5626518, 1800, 0004, 1.16527, 4.8381781
0xEEEE, 5629642, 1801, 0004, 1.60527, 4.8714427
0xEEEE, 5632767, 1802, 0005, 1.57949, 4.8496986
0xEEEE, 5635901, 1803, 0005, 1.56418, 4.8555734
0xEEEE, 5639040, 1804, 0006, 1.97194, 4.8662547
0xEEEE, 5642152, 1805, 0006, 2.01385, 4.8432898
0xEEEE, 5645277, 1806, 0007, 2.36520, 4.8562600
0xEEEE, 5648412, 1807, 0007, 2.36601, 4.8574807
0xEEEE, 5651526, 1808, 0007, 2.56022, 4.8497749
0xEEEE, 5654651, 1809, 0007, 2.55136, 4.8657969
0xEEEE, 5657768, 1810, 0006, 2.55136, 4.8572519
0xEEEE, 5660901, 1811, 0006, 2.54652, 4.8496223
0xEEEE, 5664051, 1812, 0005, 2.36520, 4.8647288
0xEEEE, 5667143, 1813, 0005, 2.29751, 4.8496986
0xEEEE, 5670267, 1814, 0004, 1.97275, 4.8484016
0xEEEE, 5673392, 1815, 0004, 1.97275, 4.8641947
0xEEEE, 5676517, 1816, 0003, 1.57788, 4.8435187
0xEEEE, 5679651, 1817, 0003, 1.18542, 4.8590829
0xEEEE, 5682779, 1818, 0002, 1.18139, 4.8595407
0xEEEE, 5685905, 1819, 0002, 1.18139, 4.8463416
0xEEEE, 5689043, 1820, 0001, 0.78813, 4.8644236
0xEEEE, 5692155, 1821, 0001, 0.80425, 4.8551919
0xEEEE, 5695279, 1822, 0000, 0.37956, 4.8484016
0xEEEE, 5698404, 1823, 0000, 0.39245, 4.8681621
0xEEEE, 5701517, 1824, 0000, 0.01128, 4.8525216
0xEEEE, 5704642, 1825, 0000, 0.01209, 4.8532082
0xEEEE, 5707767, 1826, 0001, 0.01209, 4.8711376
0xEEEE, 5710893, 1827, 0001, 0.01209, 4.8574807
0xEEEE, 5714033, 1828, 0002, 0.39810, 4.8722820
0xEEEE, 5717142, 1829, 0002, 0.39245, 4.8601511
0xEEEE, 5720267, 1830, 0003, 0.78813, 4.8438239
0xEEEE, 5723397, 1831, 0003, 0.78088, 4.8658732
0xEEEE, 5726526, 1832, 0004, 1.18864, 4.8504616
0xEEEE, 5729651, 1833, 0004, 1.23458, 4.8557259
0xEEEE, 5732786, 1834, 0005, 1.58029, 4.8702983
0xEEEE, 5735902, 1835, 0005, 1.57465, 4.8474861
0xEEEE, 5739042, 1836, 0006, 1.97194, 4.8624399
0xEEEE, 5742152, 1837, 0006, 1.94696, 4.8653391
0xEEEE, 5745285, 1838, 0007, 2.36681, 4.8581674
0xEEEE, 5748392, 1839, 0007, 2.55700, 4.8653391
0xEEEE, 5751518, 1840, 0007, 2.55055, 4.8606851
0xEEEE, 5754642, 1841, 0007, 2.54974, 4.8419165
0xEEEE, 5757767, 1842, 0006, 2.55136, 4.8704509
0xEEEE, 5760892, 1843, 0006, 2.55297, 4.8552682
0xEEEE, 5764052, 1844, 0005, 2.36681, 4.8546578
0xEEEE, 5767148, 1845, 0005, 2.40791, 4.8672465
0xEEEE, 5770279, 1846, 0004, 1.97355, 4.8503090
0xEEEE, 5773404, 1847, 0004, 1.56740, 4.8509194
0xEEEE, 5776529, 1848, 0003, 1.57707, 4.8684672
0xEEEE, 5779654, 1849, 0003, 1.58110, 4.8455024
0xEEEE, 5782779, 1850, 0002, 1.18220, 4.8647288
0xEEEE, 5785904, 1851, 0002, 1.18300, 4.8593881
0xEEEE, 5789044, 1852, 0001, 0.78813, 4.8455024
0xEEEE, 5792154, 1853, 0001, 0.76234, 4.8708324
0xEEEE, 5795268, 1854, 0000, 0.36989, 4.8564889
0xEEEE, 5798393, 1855, 0000, 0.01128, 4.8518349
0xEEEE, 5801517, 1856, 0000, 0.01209, 4.8697642
0xEEEE, 5804642, 1857, 0000, 0.01128, 4.8561837
0xEEEE, 5807767, 1858, 0001, 0.01128, 4.8650340
0xEEEE, 5810892, 1859, 0001, 0.01128, 4.8672465
0xEEEE, 5814040, 1860, 0002, 0.40293, 4.8453498
0xEEEE, 5817151, 1861, 0002, 0.39165, 4.8599222
0xEEEE, 5820276, 1862, 0003, 0.78813, 4.8542763
0xEEEE, 5823402, 1863, 0003, 1.18300, 4.8500801
0xEEEE, 5826527, 1864, 0004, 1.19429, 4.8721294
0xEEEE, 5829660, 1865, 0004, 1.20879, 4.8542763
0xEEEE, 5832767, 1866, 0005, 1.57788, 4.8490883
0xEEEE, 5835892, 1867, 0005, 1.59319, 4.8678569
0xEEEE, 5839033, 1868, 0006, 1.97194, 4.8513008
0xEEEE, 5842142, 1869, 0006, 2.00176, 4.8636606
0xEEEE, 5845267, 1870, 0007, 2.36601, 4.8657969
0xEEEE, 5848392, 1871, 0007, 2.56425, 4.8382544
0xEEEE, 5851517, 1872, 0007, 2.55458, 4.8709850
0xEEEE, 5854643, 1873, 0007, 2.55136, 4.8622110
0xEEEE, 5857779, 1874, 0006, 2.56908, 4.8424506
0xEEEE, 5860904, 1875, 0006, 2.54894, 4.8677043
0xEEEE, 5864063, 1876, 0005, 2.36520, 4.8547341
0xEEEE, 5867155, 1877, 0005, 2.36842, 4.8435187
0xEEEE, 5870279, 1878, 0004, 1.97275, 4.8683909
0xEEEE, 5873404, 1879, 0004, 1.98081, 4.8475624
0xEEEE, 5876540, 1880, 0003, 1.57868, 4.8614481
0xEEEE, 5879642, 1881, 0003, 1.58190, 4.8645762
0xEEEE, 5882767, 1882, 0002, 1.19026, 4.8464942
0xEEEE, 5885892, 1883, 0002, 1.18220, 4.8625162
0xEEEE, 5889033, 1884, 0001, 0.78733, 4.8598459
0xEEEE, 5892142, 1885, 0001, 0.39326, 4.8472572
0xEEEE, 5895267, 1886, 0000, 0.35377, 4.8734264
0xEEEE, 5898392, 1887, 0000, 0.37956, 4.8547341
0xEEEE, 5901525, 1888, 0000, 0.01209, 4.8520638
0xEEEE, 5904651, 1889, 0000, 0.01209, 4.8667124
0xEEEE, 5907776, 1890, 0001, 0.01128, 4.8590066
0xEEEE, 5910902, 1891, 0001, 0.01128, 4.8433661
0xEEEE, 5914048, 1892, 0002, 0.38278, 4.8670939
0xEEEE, 5917152, 1893, 0002, 0.79136, 4.8450446
0xEEEE, 5920276, 1894, 0003, 0.78813, 4.8626688
0xEEEE, 5923392, 1895, 0003, 0.78733, 4.8628977
0xEEEE, 5926517, 1896, 0004, 1.16930, 4.8537423
0xEEEE, 5929642, 1897, 0004, 1.20637, 4.8703746
0xEEEE, 5932767, 1898, 0005, 1.57788, 4.8548867
