date, time, sync, seq, SWPMON, temp1, adc
24-05-31, T00:00:18.432Z, , , , , 
24-05-31, T00:00:18.436Z, 0xAAAA, 0000, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.467Z, 0xAAAA, 0001, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.471Z, 0xAAAA, 0004, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.479Z, 0xAAAA, 0005, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.518Z, 0xAAAA, 0008, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.546Z, 0xAAAA, 0009, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.550Z, 0xAAAA, 0010, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.550Z, 0xAAAA, 0011, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.585Z, 0xAAAA, 0012, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.620Z, 0xAAAA, 0017, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.663Z, 0xAAAA, 0021, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.671Z, 0xAAAA, 0024, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.675Z, 0xAAAA, 0025, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.683Z, 0xAAAA, 0026, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:18.687Z, 0xAAAA, 0027, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.208Z, 0xAAAA, 0042, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.212Z, 0xAAAA, 0043, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.216Z, 0xAAAA, 0044, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.220Z, 0xAAAA, 0045, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.220Z, 0xAAAA, 0046, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.224Z, 0xAAAA, 0047, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.228Z, 0xAAAA, 0048, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.232Z, 0xAAAA, 0049, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.236Z, 0xAAAA, 0050, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.236Z, 0xAAAA, 0051, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.240Z, 0xAAAA, 0052, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.244Z, 0xAAAA, 0053, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.248Z, 0xAAAA, 0054, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.251Z, 0xAAAA, 0055, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.251Z, 0xAAAA, 0056, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.255Z, 0xAAAA, 0057, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.271Z, 0xAAAA, 0062, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.275Z, 0xAAAA, 0063, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.279Z, 0xAAAA, 0064, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.279Z, 0xAAAA, 0065, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.283Z, 0xAAAA, 0066, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.287Z, 0xAAAA, 0067, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.291Z, 0xAAAA, 0068, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.295Z, 0xAAAA, 0069, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.295Z, 0xAAAA, 0070, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.299Z, 0xAAAA, 0071, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.302Z, 0xAAAA, 0072, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.306Z, 0xAAAA, 0073, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.310Z, 0xAAAA, 0074, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.310Z, 0xAAAA, 0075, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.314Z, 0xAAAA, 0076, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.318Z, 0xAAAA, 0077, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.322Z, 0xAAAA, 0078, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.322Z, 0xAAAA, 0079, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.326Z, 0xAAAA, 0080, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.330Z, 0xAAAA, 0081, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.334Z, 0xAAAA, 0082, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.338Z, 0xAAAA, 0083, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.338Z, 0xAAAA, 0084, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.342Z, 0xAAAA, 0085, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.346Z, 0xAAAA, 0086, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.350Z, 0xAAAA, 0087, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.353Z, 0xAAAA, 0088, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.353Z, 0xAAAA, 0089, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.357Z, 0xAAAA, 0090, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.361Z, 0xAAAA, 0091, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.365Z, 0xAAAA, 0092, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.365Z, 0xAAAA, 0093, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.369Z, 0xAAAA, 0094, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.373Z, 0xAAAA, 0095, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.377Z, 0xAAAA, 0096, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.381Z, 0xAAAA, 0097, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.381Z, 0xAAAA, 0098, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.385Z, 0xAAAA, 0099, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.389Z, 0xAAAA, 0100, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.393Z, 0xAAAA, 0101, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.397Z, 0xAAAA, 0102, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.397Z, 0xAAAA, 0103, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.400Z, 0xAAAA, 0104, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.404Z, 0xAAAA, 0105, 0.2744335, 0.17436, 0.16190
24-05-31, T00:00:24.408Z, 0xAAAA, 0106, 0.2744335, 0.17436, 0.16190
