sync, uptime, seq, step, SWPMON, adc
0xEEEE, 96749131, 30959, 0007, 2.36842, 4.8616007
0xEEEE, 96752248, 30960, 0007, 2.54974, 4.8560311
0xEEEE, 96755373, 30961, 0007, 2.48447, 4.8656443
0xEEEE, 96758498, 30962, 0006, 2.55297, 4.8568704
0xEEEE, 96761623, 30963, 0006, 2.53604, 4.8536660
0xEEEE, 96764739, 30964, 0005, 2.36681, 4.8584726
0xEEEE, 96767864, 30965, 0005, 1.97597, 4.8491646
0xEEEE, 96770989, 30966, 0004, 1.97436, 4.8624399
0xEEEE, 96774209, 30967, 0004, 1.97114, 4.8628977
0xEEEE, 96777238, 30968, 0003, 1.58029, 4.8610666
0xEEEE, 96780369, 30969, 0003, 1.57949, 4.8667887
0xEEEE, 96783488, 30970, 0002, 1.18381, 4.8555734
0xEEEE, 96786620, 30971, 0002, 1.18462, 4.8637369
0xEEEE, 96789749, 30972, 0001, 0.78571, 4.8668650
0xEEEE, 96792881, 30973, 0001, 0.78813, 4.8478676
0xEEEE, 96796014, 30974, 0000, 0.39084, 4.8628977
0xEEEE, 96799133, 30975, 0000, 0.39407, 4.8528267
0xEEEE, 96802250, 30976, 0000, 0.01209, 4.8537423
0xEEEE, 96805375, 30977, 0000, 0.01209, 4.8631266
0xEEEE, 96808508, 30978, 0001, 0.01209, 4.8564126
0xEEEE, 96811614, 30979, 0001, 0.36505, 4.8597696
0xEEEE, 96814740, 30980, 0002, 0.39004, 4.8551919
0xEEEE, 96817864, 30981, 0002, 0.38440, 4.8485542
0xEEEE, 96820989, 30982, 0003, 0.77927, 4.8643473
0xEEEE, 96824122, 30983, 0003, 0.79297, 4.8570993
0xEEEE, 96827239, 30984, 0004, 1.21040, 4.8578622
0xEEEE, 96830366, 30985, 0004, 1.20960, 4.8654917
0xEEEE, 96833497, 30986, 0005, 1.57868, 4.8514534
0xEEEE, 96836622, 30987, 0005, 1.97597, 4.8621347
0xEEEE, 96839748, 30988, 0006, 1.98403, 4.8698405
0xEEEE, 96842873, 30989, 0006, 1.97436, 4.8464179
0xEEEE, 96846035, 30990, 0007, 2.36762, 4.8614481
0xEEEE, 96849210, 30991, 0007, 2.36842, 4.8587015
0xEEEE, 96852238, 30992, 0007, 2.55941, 4.8586252
0xEEEE, 96855388, 30993, 0007, 2.55136, 4.8639658
0xEEEE, 96858488, 30994, 0006, 2.55055, 4.8525978
0xEEEE, 96861613, 30995, 0006, 2.36762, 4.8570230
0xEEEE, 96864738, 30996, 0005, 2.36520, 4.8627451
0xEEEE, 96867863, 30997, 0005, 2.36923, 4.8529030
0xEEEE, 96870989, 30998, 0004, 1.97436, 4.8619821
0xEEEE, 96874122, 30999, 0004, 1.99048, 4.8619821
0xEEEE, 96877251, 31000, 0003, 1.57868, 4.8524453
0xEEEE, 96880375, 31001, 0003, 1.57788, 4.8664073
0xEEEE, 96883500, 31002, 0002, 1.18381, 4.8477150
0xEEEE, 96886626, 31003, 0002, 0.79377, 4.8543526
0xEEEE, 96889750, 31004, 0001, 0.78733, 4.8619059
0xEEEE, 96892883, 31005, 0001, 0.79458, 4.8523690
0xEEEE, 96895999, 31006, 0000, 0.39004, 4.8587015
0xEEEE, 96899122, 31007, 0000, 0.39245, 4.8606088
0xEEEE, 96902239, 31008, 0000, 0.01209, 4.8484016
0xEEEE, 96905364, 31009, 0000, 0.01209, 4.8657206
0xEEEE, 96908489, 31010, 0001, 0.01209, 4.8611429
0xEEEE, 96911614, 31011, 0001, 0.39487, 4.8554208
0xEEEE, 96914739, 31012, 0002, 0.39245, 4.8641184
0xEEEE, 96917864, 31013, 0002, 0.37553, 4.8573281
0xEEEE, 96920997, 31014, 0003, 0.78974, 4.8580911
0xEEEE, 96924208, 31015, 0003, 0.79700, 4.8629740
0xEEEE, 96927247, 31016, 0004, 1.18300, 4.8551156
0xEEEE, 96930379, 31017, 0004, 1.18381, 4.8644999
0xEEEE, 96933497, 31018, 0005, 1.57868, 4.8514534
0xEEEE, 96936622, 31019, 0005, 1.58352, 4.8537423
0xEEEE, 96939758, 31020, 0006, 1.95502, 4.8621347
0xEEEE, 96942863, 31021, 0006, 1.97355, 4.8551156
0xEEEE, 96946025, 31022, 0007, 2.39179, 4.8561837
0xEEEE, 96949122, 31023, 0007, 2.36762, 4.8635080
0xEEEE, 96952239, 31024, 0007, 2.55377, 4.8513008
0xEEEE, 96955365, 31025, 0007, 2.55136, 4.8619059
0xEEEE, 96958489, 31026, 0006, 2.55861, 4.8612192
0xEEEE, 96961614, 31027, 0006, 2.55216, 4.8556497
0xEEEE, 96964746, 31028, 0005, 2.36440, 4.8633555
0xEEEE, 96967875, 31029, 0005, 2.36842, 4.8548104
0xEEEE, 96971000, 31030, 0004, 1.97355, 4.8593881
0xEEEE, 96974133, 31031, 0004, 1.99692, 4.8632792
0xEEEE, 96977259, 31032, 0003, 1.57949, 4.8608377
0xEEEE, 96980375, 31033, 0003, 1.18220, 4.8622873
0xEEEE, 96983500, 31034, 0002, 1.18139, 4.8555734
0xEEEE, 96986614, 31035, 0002, 1.19429, 4.8546578
0xEEEE, 96989739, 31036, 0001, 0.80425, 4.8668650
0xEEEE, 96992864, 31037, 0001, 0.76799, 4.8516823
0xEEEE, 96995989, 31038, 0000, 0.38762, 4.8548867
0xEEEE, 96999224, 31039, 0000, 0.38278, 4.8622110
0xEEEE, 97002239, 31040, 0000, 0.01128, 4.8535897
0xEEEE, 97005369, 31041, 0000, 0.01209, 4.8620584
0xEEEE, 97008493, 31042, 0001, 0.01209, 4.8599985
0xEEEE, 97011622, 31043, 0001, 0.01209, 4.8562600
0xEEEE, 97014747, 31044, 0002, 0.39084, 4.8646525
0xEEEE, 97017872, 31045, 0002, 0.39245, 4.8538949
0xEEEE, 97020998, 31046, 0003, 0.78894, 4.8574044
0xEEEE, 97024140, 31047, 0003, 0.78813, 4.8644236
0xEEEE, 97027248, 31048, 0004, 1.18220, 4.8587015
0xEEEE, 97030364, 31049, 0004, 1.57868, 4.8574044
0xEEEE, 97033489, 31050, 0005, 1.57868, 4.8589303
0xEEEE, 97036622, 31051, 0005, 1.56418, 4.8499275
0xEEEE, 97039739, 31052, 0006, 1.97436, 4.8665599
0xEEEE, 97042864, 31053, 0006, 1.97275, 4.8503853
0xEEEE, 97046017, 31054, 0007, 2.29912, 4.8516060
