sync, uptime, seq, step, SWPMON, adc
0xEEEE, 22790989, 7293, 0001, 0.78813, 4.8555734
0xEEEE, 22794201, 7294, 0000, 0.39326, 4.8612955
0xEEEE, 22797239, 7295, 0000, 0.39326, 4.8521401
0xEEEE, 22800369, 7296, 0000, 0.01209, 4.8619059
0xEEEE, 22803489, 7297, 0000, 0.01209, 4.8621347
0xEEEE, 22806621, 7298, 0001, 0.01209, 4.8487831
0xEEEE, 22809739, 7299, 0001, 0.01209, 4.8670176
0xEEEE, 22812875, 7300, 0002, 0.39165, 4.8529030
0xEEEE, 22816031, 7301, 0002, 0.33846, 4.8598459
0xEEEE, 22819125, 7302, 0003, 0.79055, 4.8613718
0xEEEE, 22822250, 7303, 0003, 0.78894, 4.8541238
0xEEEE, 22825383, 7304, 0004, 1.18220, 4.8625162
0xEEEE, 22828499, 7305, 0004, 1.55370, 4.8545815
0xEEEE, 22831633, 7306, 0005, 1.58755, 4.8648814
0xEEEE, 22834739, 7307, 0005, 1.57868, 4.8493172
0xEEEE, 22837864, 7308, 0006, 1.97436, 4.8581674
0xEEEE, 22840989, 7309, 0006, 1.97355, 4.8592355
0xEEEE, 22844113, 7310, 0007, 2.36762, 4.8474861
0xEEEE, 22847239, 7311, 0007, 2.36842, 4.8622110
0xEEEE, 22850364, 7312, 0007, 2.55780, 4.8549630
0xEEEE, 22853488, 7313, 0007, 2.55297, 4.8664836
0xEEEE, 22856628, 7314, 0006, 2.55297, 4.8569467
0xEEEE, 22859748, 7315, 0006, 2.55377, 4.8505379
0xEEEE, 22862872, 7316, 0005, 2.36762, 4.8548867
0xEEEE, 22865998, 7317, 0005, 2.37004, 4.8520638
0xEEEE, 22869200, 7318, 0004, 1.97436, 4.8680095
0xEEEE, 22872257, 7319, 0004, 1.97436, 4.8519112
0xEEEE, 22875379, 7320, 0003, 1.57949, 4.8564889
0xEEEE, 22878489, 7321, 0003, 1.18945, 4.8577859
0xEEEE, 22881622, 7322, 0002, 1.18462, 4.8526741
0xEEEE, 22884739, 7323, 0002, 1.18059, 4.8682383
0xEEEE, 22887864, 7324, 0001, 0.78974, 4.8587778
0xEEEE, 22890989, 7325, 0001, 0.78652, 4.8615244
0xEEEE, 22894113, 7326, 0000, 0.39326, 4.8506905
0xEEEE, 22897238, 7327, 0000, 0.39245, 4.8522927
