uptime, sync, seq, step, SWPMON, temp1, adc
15573447, 0xAAAA, 0000, 0001, 0.01209, 1.92440, 0.0000000
15576576, 0xAAAA, 0001, 0001, 0.01128, 1.92520, 0.0000000
15579688, 0xAAAA, 0002, 0002, 0.01451, 1.92440, 0.0000000
15582812, 0xAAAA, 0003, 0002, 0.40454, 1.92037, 0.0000000
15585947, 0xAAAA, 0004, 0003, 0.39084, 1.92359, 0.0000000
15589156, 0xAAAA, 0005, 0003, 0.39084, 1.92117, 0.0000000
15592241, 0xAAAA, 0006, 0004, 0.78571, 1.92198, 0.0000000
15595314, 0xAAAA, 0007, 0004, 1.16447, 1.92198, 0.0000000
15598439, 0xAAAA, 0008, 0005, 1.18300, 1.92117, 0.0000000
15601563, 0xAAAA, 0009, 0005, 1.18381, 1.91875, 0.0000000
15604688, 0xAAAA, 0010, 0006, 1.56982, 1.92037, 0.0000000
15607826, 0xAAAA, 0011, 0006, 1.58029, 1.90425, 0.0000000
15610967, 0xAAAA, 0012, 0007, 1.96872, 1.91956, 0.0000000
15614155, 0xAAAA, 0013, 0007, 2.36037, 1.91956, 0.0000000
15617240, 0xAAAA, 0014, 0000, 2.36117, 1.91714, 0.0000000
15620322, 0xAAAA, 0015, 0000, 2.36037, 1.91714, 0.0000000
15623436, 0xAAAA, 0016, 0000, 2.54330, 1.91714, 0.0000000
15626560, 0xAAAA, 0017, 0000, 2.52396, 1.91714, 0.0000000
15629700, 0xAAAA, 0018, 0007, 2.54652, 1.91714, 0.0000000
15632810, 0xAAAA, 0019, 0007, 2.36117, 1.91714, 0.0000000
15635935, 0xAAAA, 0020, 0006, 2.36601, 1.91795, 0.0000000
15639158, 0xAAAA, 0021, 0006, 2.33297, 1.92037, 0.0000000
15642239, 0xAAAA, 0022, 0005, 1.96791, 1.91875, 0.0000000
15645313, 0xAAAA, 0023, 0005, 1.96711, 1.91875, 0.0000000
15648438, 0xAAAA, 0024, 0004, 1.57465, 1.92037, 0.0000000
15651563, 0xAAAA, 0025, 0004, 1.17817, 1.92037, 0.0000000
15654689, 0xAAAA, 0026, 0003, 1.17978, 1.91875, 0.0000000
15657825, 0xAAAA, 0027, 0003, 1.18139, 1.92278, 0.0000000
15660939, 0xAAAA, 0028, 0002, 0.73656, 1.92278, 0.0000000
15664086, 0xAAAA, 0029, 0002, 0.77363, 1.92198, 0.0000000
15667231, 0xAAAA, 0030, 0001, 0.39165, 1.92278, 0.0000000
15670313, 0xAAAA, 0031, 0001, 0.01128, 1.92278, 0.0000000
15673447, 0xAAAA, 0032, 0001, 0.01128, 1.92198, 0.0000000
15676575, 0xAAAA, 0033, 0001, 0.01128, 1.92440, 0.0000000
15679693, 0xAAAA, 0034, 0002, 0.01128, 1.92440, 0.0000000
15682825, 0xAAAA, 0035, 0002, 0.01128, 1.92440, 0.0000000
15685936, 0xAAAA, 0036, 0003, 0.39084, 1.92278, 0.0000000
15689156, 0xAAAA, 0037, 0003, 0.75509, 1.92359, 0.0000000
15692235, 0xAAAA, 0038, 0004, 0.78894, 1.92198, 0.0000000
15695310, 0xAAAA, 0039, 0004, 0.78733, 1.92037, 0.0000000
15698435, 0xAAAA, 0040, 0005, 1.18139, 1.92037, 0.0000000
15701576, 0xAAAA, 0041, 0005, 1.17978, 1.92117, 0.0000000
15704688, 0xAAAA, 0042, 0006, 1.57465, 1.91956, 0.0000000
15707826, 0xAAAA, 0043, 0006, 1.96872, 1.91956, 0.0000000
15710962, 0xAAAA, 0044, 0007, 1.96872, 1.91875, 0.0000000
15714156, 0xAAAA, 0045, 0007, 1.96872, 1.91714, 0.0000000
15717239, 0xAAAA, 0046, 0000, 2.39582, 1.91795, 0.0000000
15720326, 0xAAAA, 0047, 0000, 2.54491, 1.91795, 0.0000000
15723439, 0xAAAA, 0048, 0000, 2.54410, 1.91714, 0.0000000
15726564, 0xAAAA, 0049, 0000, 2.54249, 1.91714, 0.0000000
15729701, 0xAAAA, 0050, 0007, 2.48527, 1.91714, 0.0000000
15732813, 0xAAAA, 0051, 0007, 2.54571, 1.91795, 0.0000000
15735938, 0xAAAA, 0052, 0006, 2.35956, 1.91795, 0.0000000
15739090, 0xAAAA, 0053, 0006, 1.96711, 1.91795, 0.0000000
15742239, 0xAAAA, 0054, 0005, 1.95341, 1.91875, 0.0000000
15745310, 0xAAAA, 0055, 0005, 1.58029, 1.92359, 0.0000000
15748435, 0xAAAA, 0056, 0004, 1.61495, 1.92117, 0.0000000
15751559, 0xAAAA, 0057, 0004, 1.62381, 1.92278, 0.0000000
15754701, 0xAAAA, 0058, 0003, 1.15883, 1.92117, 0.0000000
15757811, 0xAAAA, 0059, 0003, 0.79538, 1.92117, 0.0000000
15760935, 0xAAAA, 0060, 0002, 0.78249, 1.92198, 0.0000000
15764084, 0xAAAA, 0061, 0002, 0.78652, 1.92359, 0.0000000
15767230, 0xAAAA, 0062, 0001, 0.39165, 1.92278, 0.0000000
15770312, 0xAAAA, 0063, 0001, 0.39245, 1.92278, 0.0000000
15773464, 0xAAAA, 0064, 0001, 0.01128, 1.92359, 0.0000000
15776575, 0xAAAA, 0065, 0001, 0.01128, 1.92359, 0.0000000
15779688, 0xAAAA, 0066, 0002, 0.01128, 1.92440, 0.0000000
15782825, 0xAAAA, 0067, 0002, 0.01128, 1.92278, 0.0000000
15785938, 0xAAAA, 0068, 0003, 0.37553, 1.92278, 0.0000000
15789156, 0xAAAA, 0069, 0003, 0.39407, 1.92278, 0.0000000
15792240, 0xAAAA, 0070, 0004, 0.78571, 1.92198, 0.0000000
15795313, 0xAAAA, 0071, 0004, 1.17978, 1.92198, 0.0000000
15798438, 0xAAAA, 0072, 0005, 1.17978, 1.92117, 0.0000000
15801576, 0xAAAA, 0073, 0005, 1.17897, 1.91875, 0.0000000
15804689, 0xAAAA, 0074, 0006, 1.57385, 1.91956, 0.0000000
15807826, 0xAAAA, 0075, 0006, 1.57626, 1.91956, 0.0000000
15810934, 0xAAAA, 0076, 0007, 1.96711, 1.91875, 0.0000000
15814155, 0xAAAA, 0077, 0007, 2.36037, 1.91875, 0.0000000
15817238, 0xAAAA, 0078, 0000, 2.36037, 1.92037, 0.0000000
15820320, 0xAAAA, 0079, 0000, 2.37407, 1.91634, 0.0000000
15823436, 0xAAAA, 0080, 0000, 2.54410, 1.91714, 0.0000000
15826560, 0xAAAA, 0081, 0000, 2.54571, 1.91714, 0.0000000
15829685, 0xAAAA, 0082, 0007, 2.54491, 1.91714, 0.0000000
15832810, 0xAAAA, 0083, 0007, 2.33700, 1.91714, 0.0000000
15835935, 0xAAAA, 0084, 0006, 2.36117, 1.92037, 0.0000000
15839090, 0xAAAA, 0085, 0006, 2.36117, 1.91956, 0.0000000
15842239, 0xAAAA, 0086, 0005, 1.96872, 1.91875, 0.0000000
15845342, 0xAAAA, 0087, 0005, 1.96711, 1.91875, 0.0000000
