uptime, sync, seq, step, SWPMON, adc
134701248, 0xAAAA, 3134, 0001, 0.00000, 4.9805447
134704192, 0xAAAA, 3135, 0000, 0.40857, 0.0000000
134705323, 0xAAAA, 3136, 0000, 0.39568, 0.0000000
134708447, 0xAAAA, 3137, 0001, 0.01128, 0.0000000
134711572, 0xAAAA, 3138, 0001, 0.40454, 0.0000000
134714701, 0xAAAA, 3139, 0002, 0.38762, 0.0000000
134717838, 0xAAAA, 3140, 0002, 0.65516, 0.0000000
134720950, 0xAAAA, 3141, 0003, 0.78733, 0.0000000
134724157, 0xAAAA, 3142, 0003, 0.75670, 0.0000000
134727218, 0xAAAA, 3143, 0004, 1.17978, 0.0000000
134730325, 0xAAAA, 3144, 0004, 1.57385, 0.0000000
134733452, 0xAAAA, 3145, 0005, 1.57385, 0.0000000
134736576, 0xAAAA, 3146, 0005, 1.57546, 0.0000000
134741444, 0xAAAA, 3147, 0006, 1.97033, 0.0000000
134742826, 0xAAAA, 3148, 0006, 1.96872, 0.0000000
134745966, 0xAAAA, 3149, 0007, 2.35956, 0.0000000
134749150, 0xAAAA, 3150, 0007, 2.52799, 0.0000000
134752216, 0xAAAA, 3151, 0007, 2.54652, 0.0000000
134755350, 0xAAAA, 3152, 0007, 2.54733, 0.0000000
134758447, 0xAAAA, 3153, 0006, 2.54652, 0.0000000
134761573, 0xAAAA, 3154, 0006, 2.54733, 0.0000000
134764711, 0xAAAA, 3155, 0005, 2.36440, 0.0000000
134767822, 0xAAAA, 3156, 0005, 1.98484, 0.0000000
134770946, 0xAAAA, 3157, 0004, 1.97919, 0.0000000
134774152, 0xAAAA, 3158, 0004, 1.96952, 0.0000000
134777216, 0xAAAA, 3159, 0003, 1.59158, 0.0000000
134780325, 0xAAAA, 3160, 0003, 1.59399, 0.0000000
134783461, 0xAAAA, 3161, 0002, 1.18945, 0.0000000
134786575, 0xAAAA, 3162, 0002, 0.78491, 0.0000000
134789700, 0xAAAA, 3163, 0001, 0.78652, 0.0000000
134792825, 0xAAAA, 3164, 0001, 0.78491, 0.0000000
134795950, 0xAAAA, 3165, 0000, 0.36264, 0.0000000
134799174, 0xAAAA, 3166, 0000, 0.39004, 0.0000000
134802208, 0xAAAA, 3167, 0000, 0.01128, 0.0000000
134805325, 0xAAAA, 3168, 0000, 0.01451, 0.0000000
134808450, 0xAAAA, 3169, 0001, 0.01209, 0.0000000
134811575, 0xAAAA, 3170, 0001, 0.01128, 0.0000000
134814703, 0xAAAA, 3171, 0002, 0.39084, 0.0000000
134817853, 0xAAAA, 3172, 0002, 0.39810, 0.0000000
134820947, 0xAAAA, 3173, 0003, 0.78491, 0.0000000
134824158, 0xAAAA, 3174, 0003, 1.18059, 0.0000000
134827211, 0xAAAA, 3175, 0004, 1.18059, 0.0000000
134830322, 0xAAAA, 3176, 0004, 1.21121, 0.0000000
134833447, 0xAAAA, 3177, 0005, 1.57385, 0.0000000
134836587, 0xAAAA, 3178, 0005, 1.56579, 0.0000000
134841439, 0xAAAA, 3179, 0006, 1.98564, 0.0000000
134842823, 0xAAAA, 3180, 0006, 2.34344, 0.0000000
134845960, 0xAAAA, 3181, 0007, 2.36117, 0.0000000
134849151, 0xAAAA, 3182, 0007, 2.36278, 0.0000000
134852216, 0xAAAA, 3183, 0007, 2.54733, 0.0000000
134855325, 0xAAAA, 3184, 0007, 2.54652, 0.0000000
134858450, 0xAAAA, 3185, 0006, 2.53685, 0.0000000
134861575, 0xAAAA, 3186, 0006, 2.32974, 0.0000000
134864711, 0xAAAA, 3187, 0005, 2.36117, 0.0000000
134867827, 0xAAAA, 3188, 0005, 2.36278, 0.0000000
134870950, 0xAAAA, 3189, 0004, 1.96872, 0.0000000
134874145, 0xAAAA, 3190, 0004, 1.57546, 0.0000000
134877207, 0xAAAA, 3191, 0003, 1.57465, 0.0000000
134880326, 0xAAAA, 3192, 0003, 1.57626, 0.0000000
134883463, 0xAAAA, 3193, 0002, 1.18300, 0.0000000
134886572, 0xAAAA, 3194, 0002, 1.13626, 0.0000000
134889711, 0xAAAA, 3195, 0001, 0.77685, 0.0000000
134892822, 0xAAAA, 3196, 0001, 0.39165, 0.0000000
134895947, 0xAAAA, 3197, 0000, 0.39084, 0.0000000
134899169, 0xAAAA, 3198, 0000, 0.40857, 0.0000000
134902215, 0xAAAA, 3199, 0000, 0.01128, 0.0000000
134905322, 0xAAAA, 3200, 0000, 0.01128, 0.0000000
134908462, 0xAAAA, 3201, 0001, 0.01128, 0.0000000
134911581, 0xAAAA, 3202, 0001, 0.39245, 0.0000000
134914704, 0xAAAA, 3203, 0002, 0.39165, 0.0000000
134917847, 0xAAAA, 3204, 0002, 0.43355, 0.0000000
