uptime, sync, seq, step, SWPMON, adc
11033537, 0xAAAA, 0000, 0000, 0.00000, 4.9805447
11036971, 0xAAAA, 0001, 0000, 0.00000, 0.0000000
11040162, 0xAAAA, 0002, 0000, 0.00000, 0.0000000
11043232, 0xAAAA, 0003, 0000, 0.00000, 0.0000000
11046345, 0xAAAA, 0004, 0000, 0.00000, 0.0000000
11049444, 0xAAAA, 0005, 0000, 0.00000, 0.0000000
11052571, 0xAAAA, 0006, 0000, 0.00000, 0.0000000
11055708, 0xAAAA, 0007, 0000, 0.00000, 0.0000000
11058820, 0xAAAA, 0008, 0000, 0.00000, 0.0000000
11061957, 0xAAAA, 0009, 0000, 0.00000, 0.0000000
11065173, 0xAAAA, 0010, 0000, 0.00000, 0.0000000
11068222, 0xAAAA, 0011, 0000, 0.00000, 0.0000000
11071325, 0xAAAA, 0012, 0000, 0.00000, 0.0000000
11074459, 0xAAAA, 0013, 0000, 0.00000, 0.0000000
11077566, 0xAAAA, 0014, 0000, 0.00000, 0.0000000
11080691, 0xAAAA, 0015, 0000, 0.00000, 0.0000000
11083823, 0xAAAA, 0016, 0000, 0.00000, 0.0000000
11086952, 0xAAAA, 0017, 0000, 0.00000, 0.0000000
11090176, 0xAAAA, 0018, 0000, 0.00000, 0.0000000
11093214, 0xAAAA, 0019, 0000, 0.00000, 0.0000000
11096316, 0xAAAA, 0020, 0000, 0.00000, 0.0000000
11099441, 0xAAAA, 0021, 0000, 0.00000, 0.0000000
11102566, 0xAAAA, 0022, 0000, 0.00000, 0.0000000
11105712, 0xAAAA, 0023, 0000, 0.00000, 0.0000000
11108849, 0xAAAA, 0024, 0000, 0.00000, 0.0000000
11111969, 0xAAAA, 0025, 0000, 0.00000, 0.0000000
11115163, 0xAAAA, 0026, 0000, 0.00000, 0.0000000
11118244, 0xAAAA, 0027, 0000, 0.00000, 0.0000000
11121321, 0xAAAA, 0028, 0000, 0.00000, 0.0000000
11124445, 0xAAAA, 0029, 0000, 0.00000, 0.0000000
11127584, 0xAAAA, 0030, 0000, 0.00000, 0.0000000
11130695, 0xAAAA, 0031, 0000, 0.00000, 0.0000000
11133819, 0xAAAA, 0032, 0000, 0.00081, 0.0000000
11136969, 0xAAAA, 0033, 0000, 0.00000, 0.0000000
11140162, 0xAAAA, 0034, 0000, 0.00000, 0.0000000
11143232, 0xAAAA, 0035, 0000, 0.00000, 0.0000000
11146316, 0xAAAA, 0036, 0000, 0.00000, 0.0000000
11149441, 0xAAAA, 0037, 0000, 0.00000, 0.0000000
11152567, 0xAAAA, 0038, 0000, 0.00000, 0.0000000
11155702, 0xAAAA, 0039, 0000, 0.00000, 0.0000000
11158817, 0xAAAA, 0040, 0000, 0.00000, 0.0000000
11161952, 0xAAAA, 0041, 0000, 0.00000, 0.0000000
11165146, 0xAAAA, 0042, 0000, 0.00000, 0.0000000
11168221, 0xAAAA, 0043, 0000, 0.00000, 0.0000000
11171326, 0xAAAA, 0044, 0000, 0.00000, 0.0000000
11174458, 0xAAAA, 0045, 0000, 0.00000, 0.0000000
11177569, 0xAAAA, 0046, 0000, 0.00000, 0.0000000
11180710, 0xAAAA, 0047, 0000, 0.00000, 0.0000000
11183819, 0xAAAA, 0048, 0000, 0.00000, 0.0000000
11186955, 0xAAAA, 0049, 0000, 0.00000, 0.0000000
11190174, 0xAAAA, 0050, 0000, 0.00000, 0.0000000
11193217, 0xAAAA, 0051, 0000, 0.00000, 0.0000000
11196320, 0xAAAA, 0052, 0000, 0.00000, 0.0000000
11199459, 0xAAAA, 0053, 0000, 0.00000, 0.0000000
11202569, 0xAAAA, 0054, 0000, 0.00000, 0.0000000
11205713, 0xAAAA, 0055, 0000, 0.00000, 0.0000000
11208845, 0xAAAA, 0056, 0000, 0.00000, 0.0000000
11211952, 0xAAAA, 0057, 0000, 0.00000, 0.0000000
11215161, 0xAAAA, 0058, 0000, 0.00000, 0.0000000
11218246, 0xAAAA, 0059, 0000, 0.00000, 0.0000000
11221317, 0xAAAA, 0060, 0000, 0.00000, 0.0000000
11224441, 0xAAAA, 0061, 0000, 0.00000, 0.0000000
11227578, 0xAAAA, 0062, 0000, 0.00000, 0.0000000
11230691, 0xAAAA, 0063, 0000, 0.00000, 0.0000000
11233816, 0xAAAA, 0064, 0000, 0.00000, 0.0000000
11236956, 0xAAAA, 0065, 0000, 0.00000, 0.0000000
11240162, 0xAAAA, 0066, 0000, 0.00000, 0.0000000
11243232, 0xAAAA, 0067, 0000, 0.00000, 0.0000000
11246320, 0xAAAA, 0068, 0000, 0.00000, 0.0000000
11249444, 0xAAAA, 0069, 0000, 0.00000, 0.0000000
11252587, 0xAAAA, 0070, 0000, 0.00000, 0.0000000
11255696, 0xAAAA, 0071, 0000, 0.00000, 0.0000000
11258820, 0xAAAA, 0072, 0000, 0.00000, 0.0000000
11261957, 0xAAAA, 0073, 0000, 0.00000, 0.0000000
11265149, 0xAAAA, 0074, 0000, 0.00000, 0.0000000
11268222, 0xAAAA, 0075, 0000, 0.00000, 0.0000000
11271341, 0xAAAA, 0076, 0000, 0.00000, 0.0000000
11274458, 0xAAAA, 0077, 0000, 0.00000, 0.0000000
