sync, uptime, seq, step, SWPMON, adc
0xEEEE, 5129998, 1641, 0004, 1.56659, 4.8613718
0xEEEE, 5133136, 1642, 0005, 1.59238, 4.8611429
0xEEEE, 5136247, 1643, 0005, 1.57868, 4.8578622
0xEEEE, 5139364, 1644, 0006, 1.97436, 4.8635080
0xEEEE, 5142489, 1645, 0006, 1.97355, 4.8476387
0xEEEE, 5145614, 1646, 0007, 2.36762, 4.8572519
0xEEEE, 5148747, 1647, 0007, 2.36762, 4.8567941
0xEEEE, 5151864, 1648, 0007, 2.58681, 4.8590066
0xEEEE, 5154999, 1649, 0007, 2.55055, 4.8614481
0xEEEE, 5158138, 1650, 0006, 2.54168, 4.8513008
0xEEEE, 5161253, 1651, 0006, 2.55216, 4.8576333
0xEEEE, 5164375, 1652, 0005, 2.36520, 4.8596170
0xEEEE, 5167500, 1653, 0005, 2.36762, 4.8578622
0xEEEE, 5170625, 1654, 0004, 1.97355, 4.8700694
0xEEEE, 5173758, 1655, 0004, 1.96872, 4.8455024
0xEEEE, 5176865, 1656, 0003, 1.60044, 4.8588540
0xEEEE, 5179989, 1657, 0003, 1.17978, 4.8612192
0xEEEE, 5183137, 1658, 0002, 1.18381, 4.8622110
0xEEEE, 5186239, 1659, 0002, 1.18462, 4.8670939
0xEEEE, 5189364, 1660, 0001, 0.78733, 4.8545815
0xEEEE, 5192489, 1661, 0001, 0.78733, 4.8596933
0xEEEE, 5195614, 1662, 0000, 0.39326, 4.8542000
0xEEEE, 5198752, 1663, 0000, 0.39245, 4.8587015
0xEEEE, 5201873, 1664, 0000, 0.01128, 4.8647288
0xEEEE, 5205035, 1665, 0000, 0.01209, 4.8490120
0xEEEE, 5208133, 1666, 0001, 0.01209, 4.8585489
0xEEEE, 5211248, 1667, 0001, 0.01209, 4.8513771
0xEEEE, 5214373, 1668, 0002, 0.39245, 4.8603037
0xEEEE, 5217498, 1669, 0002, 0.39165, 4.8624399
0xEEEE, 5220631, 1670, 0003, 0.78894, 4.8521401
0xEEEE, 5223747, 1671, 0003, 1.21604, 4.8619059
0xEEEE, 5226864, 1672, 0004, 1.13143, 4.8499275
0xEEEE, 5229989, 1673, 0004, 1.18300, 4.8618296
0xEEEE, 5233130, 1674, 0005, 1.57868, 4.8597696
0xEEEE, 5236239, 1675, 0005, 1.57868, 4.8535134
0xEEEE, 5239364, 1676, 0006, 1.96872, 4.8624399
0xEEEE, 5242493, 1677, 0006, 1.96147, 4.8450446
0xEEEE, 5245625, 1678, 0007, 2.36762, 4.8609903
0xEEEE, 5248758, 1679, 0007, 2.55538, 4.8562600
0xEEEE, 5251877, 1680, 0007, 2.55136, 4.8527504
0xEEEE, 5255014, 1681, 0007, 2.54974, 4.8638895
0xEEEE, 5258138, 1682, 0006, 2.55136, 4.8497749
0xEEEE, 5261250, 1683, 0006, 2.55216, 4.8604562
0xEEEE, 5264364, 1684, 0005, 2.36681, 4.8543526
0xEEEE, 5267499, 1685, 0005, 2.36762, 4.8596170
0xEEEE, 5270614, 1686, 0004, 1.96952, 4.8627451
0xEEEE, 5273746, 1687, 0004, 1.57868, 4.8555734
0xEEEE, 5276864, 1688, 0003, 1.57949, 4.8574044
0xEEEE, 5279989, 1689, 0003, 1.57949, 4.8532082
0xEEEE, 5283130, 1690, 0002, 1.18542, 4.8631266
0xEEEE, 5286241, 1691, 0002, 1.18623, 4.8654917
0xEEEE, 5289372, 1692, 0001, 0.79055, 4.8551919
0xEEEE, 5292497, 1693, 0001, 0.78894, 4.8591592
0xEEEE, 5295623, 1694, 0000, 0.39326, 4.8612955
0xEEEE, 5298755, 1695, 0000, 0.01209, 4.8623636
0xEEEE, 5301873, 1696, 0000, 0.01209, 4.8626688
0xEEEE, 5305042, 1697, 0000, 0.01209, 4.8518349
0xEEEE, 5308114, 1698, 0001, 0.01209, 4.8609140
0xEEEE, 5311239, 1699, 0001, 0.01209, 4.8515297
0xEEEE, 5314364, 1700, 0002, 0.39165, 4.8532082
0xEEEE, 5317489, 1701, 0002, 0.39245, 4.8669413
0xEEEE, 5320614, 1702, 0003, 0.78813, 4.8567178
0xEEEE, 5323747, 1703, 0003, 1.18300, 4.8590066
0xEEEE, 5326864, 1704, 0004, 1.18381, 4.8534371
0xEEEE, 5329990, 1705, 0004, 1.18300, 4.8598459
0xEEEE, 5333138, 1706, 0005, 1.57707, 4.8667124
0xEEEE, 5336250, 1707, 0005, 1.58271, 4.8584726
0xEEEE, 5339375, 1708, 0006, 1.98403, 4.8601511
0xEEEE, 5342501, 1709, 0006, 1.97355, 4.8511482
0xEEEE, 5345625, 1710, 0007, 2.36842, 4.8585489
0xEEEE, 5348758, 1711, 0007, 2.36762, 4.8557259
0xEEEE, 5351886, 1712, 0007, 2.55055, 4.8548104
0xEEEE, 5354989, 1713, 0007, 2.50381, 4.8632792
0xEEEE, 5358127, 1714, 0006, 2.55297, 4.8461891
0xEEEE, 5361239, 1715, 0006, 2.56425, 4.8602274
0xEEEE, 5364364, 1716, 0005, 2.36842, 4.8596933
0xEEEE, 5367489, 1717, 0005, 2.36278, 4.8538186
0xEEEE, 5370614, 1718, 0004, 1.97436, 4.8622110
0xEEEE, 5373747, 1719, 0004, 1.97275, 4.8469520
0xEEEE, 5376873, 1720, 0003, 1.57788, 4.8596170
0xEEEE, 5379998, 1721, 0003, 1.57223, 4.8576333
0xEEEE, 5383135, 1722, 0002, 1.16447, 4.8561837
0xEEEE, 5386248, 1723, 0002, 1.15560, 4.8668650
0xEEEE, 5389381, 1724, 0001, 0.78249, 4.8471046
0xEEEE, 5392498, 1725, 0001, 0.40212, 4.8563363
0xEEEE, 5395622, 1726, 0000, 0.38440, 4.8498512
0xEEEE, 5398747, 1727, 0000, 0.39487, 4.8608377
0xEEEE, 5401864, 1728, 0000, 0.01289, 4.8621347
0xEEEE, 5405033, 1729, 0000, 0.01128, 4.8539712
0xEEEE, 5408114, 1730, 0001, 0.01128, 4.8614481
0xEEEE, 5411239, 1731, 0001, 0.01209, 4.8578622
0xEEEE, 5414364, 1732, 0002, 0.39890, 4.8584726
