uptime, sync, seq, step, SWPMON, adc
002618, 0xEEEE, 0000, 0000, 0.01128, 0.0000000
005743, 0xEEEE, 0001, 0000, 0.01128, 3.7548638
008872, 0xEEEE, 0002, 0001, 0.01128, 4.8439765
011994, 0xEEEE, 0003, 0001, 0.01128, 5.0000000
015120, 0xEEEE, 0004, 0002, 0.39165, 5.0000000
018243, 0xEEEE, 0005, 0002, 0.39165, 4.5905241
021376, 0xEEEE, 0006, 0003, 0.78733, 4.3457694
024482, 0xEEEE, 0007, 0003, 1.18703, 4.7389181
027607, 0xEEEE, 0008, 0004, 1.18059, 5.0000000
030732, 0xEEEE, 0009, 0004, 1.18059, 5.0000000
033858, 0xEEEE, 0010, 0005, 1.57465, 4.7428092
036983, 0xEEEE, 0011, 0005, 1.57546, 4.4530404
040107, 0xEEEE, 0012, 0006, 1.96952, 4.5256733
043232, 0xEEEE, 0013, 0006, 1.96872, 5.0000000
046363, 0xEEEE, 0014, 0007, 2.36117, 5.0000000
049491, 0xEEEE, 0015, 0007, 2.54813, 4.9088273
052616, 0xEEEE, 0016, 0007, 2.54813, 4.4735637
055741, 0xEEEE, 0017, 0007, 2.54652, 4.4283207
058866, 0xEEEE, 0018, 0006, 2.54733, 4.8937972
061991, 0xEEEE, 0019, 0006, 2.54733, 5.0000000
065116, 0xEEEE, 0020, 0005, 2.36359, 5.0000000
068252, 0xEEEE, 0021, 0005, 2.36278, 4.6299687
071357, 0xEEEE, 0022, 0004, 1.96952, 4.3662165
074482, 0xEEEE, 0023, 0004, 1.57546, 4.7590600
077607, 0xEEEE, 0024, 0003, 1.55934, 5.0000000
080732, 0xEEEE, 0025, 0003, 1.57465, 5.0000000
083858, 0xEEEE, 0026, 0002, 1.18139, 4.7721828
086983, 0xEEEE, 0027, 0002, 1.18220, 4.4754711
090113, 0xEEEE, 0028, 0001, 0.79861, 4.5420768
093267, 0xEEEE, 0029, 0001, 0.78733, 5.0000000
096368, 0xEEEE, 0030, 0000, 0.39245, 5.0000000
099494, 0xEEEE, 0031, 0000, 0.01128, 4.9135576
102619, 0xEEEE, 0032, 0000, 0.01209, 4.4831769
105752, 0xEEEE, 0033, 0000, 0.01209, 4.4243534
108868, 0xEEEE, 0034, 0001, 0.01128, 4.9186694
111983, 0xEEEE, 0035, 0001, 0.01289, 5.0000000
115107, 0xEEEE, 0036, 0002, 0.39326, 5.0000000
118232, 0xEEEE, 0037, 0002, 0.39245, 4.6265354
121357, 0xEEEE, 0038, 0003, 0.78652, 4.3783474
124482, 0xEEEE, 0039, 0003, 1.18059, 4.7620356
127607, 0xEEEE, 0040, 0004, 1.18059, 5.0000000
130732, 0xEEEE, 0041, 0004, 1.18059, 5.0000000
133859, 0xEEEE, 0042, 0005, 1.57465, 4.7917906
136992, 0xEEEE, 0043, 0005, 1.58352, 4.4620432
140116, 0xEEEE, 0044, 0006, 1.97597, 4.5536736
143241, 0xEEEE, 0045, 0006, 1.97033, 5.0000000
146366, 0xEEEE, 0046, 0007, 2.36198, 5.0000000
149491, 0xEEEE, 0047, 0007, 2.35231, 4.9113451
152626, 0xEEEE, 0048, 0007, 2.54813, 4.4998093
155741, 0xEEEE, 0049, 0007, 2.54330, 4.4283970
158857, 0xEEEE, 0050, 0006, 2.58842, 4.9256886
161983, 0xEEEE, 0051, 0006, 2.54733, 5.0000000
165107, 0xEEEE, 0052, 0005, 2.35875, 5.0000000
168232, 0xEEEE, 0053, 0005, 1.97033, 4.6328679
171357, 0xEEEE, 0054, 0004, 1.97114, 4.3819333
174482, 0xEEEE, 0055, 0004, 1.96872, 4.7554742
177607, 0xEEEE, 0056, 0003, 1.57626, 5.0000000
180743, 0xEEEE, 0057, 0003, 1.57546, 5.0000000
183868, 0xEEEE, 0058, 0002, 1.18059, 4.8029297
186994, 0xEEEE, 0059, 0002, 1.18059, 4.4698253
190126, 0xEEEE, 0060, 0001, 0.78571, 4.5582513
193267, 0xEEEE, 0061, 0001, 0.36103, 5.0000000
196369, 0xEEEE, 0062, 0000, 0.39165, 5.0000000
199493, 0xEEEE, 0063, 0000, 0.44081, 4.9093614
202607, 0xEEEE, 0064, 0000, 0.01128, 4.5117113
205732, 0xEEEE, 0065, 0000, 0.01209, 4.4252689
208858, 0xEEEE, 0066, 0001, 0.01128, 4.9269093
211983, 0xEEEE, 0067, 0001, 0.01128, 5.0000000
215107, 0xEEEE, 0068, 0002, 0.39004, 5.0000000
218232, 0xEEEE, 0069, 0002, 0.78813, 4.6443885
221357, 0xEEEE, 0070, 0003, 0.78652, 4.3904021
224491, 0xEEEE, 0071, 0003, 0.78813, 4.7566186
227616, 0xEEEE, 0072, 0004, 1.17495, 5.0000000
230741, 0xEEEE, 0073, 0004, 1.18139, 5.0000000
233866, 0xEEEE, 0074, 0005, 1.57304, 4.8071260
237007, 0xEEEE, 0075, 0005, 1.57546, 4.4636454
240116, 0xEEEE, 0076, 0006, 1.96952, 4.5558099
243240, 0xEEEE, 0077, 0006, 2.36117, 5.0000000
246357, 0xEEEE, 0078, 0007, 2.37084, 5.0000000
249490, 0xEEEE, 0079, 0007, 2.36278, 4.9134051
252607, 0xEEEE, 0080, 0007, 2.54733, 4.5107958
255732, 0xEEEE, 0081, 0007, 2.54813, 4.4316014
258858, 0xEEEE, 0082, 0006, 2.54733, 4.9188983
261983, 0xEEEE, 0083, 0006, 2.53363, 5.0000000
265107, 0xEEEE, 0084, 0005, 2.36198, 5.0000000
268241, 0xEEEE, 0085, 0005, 1.96952, 4.6458381
271368, 0xEEEE, 0086, 0004, 1.98484, 4.3846036
274493, 0xEEEE, 0087, 0004, 2.00498, 4.7586023
277619, 0xEEEE, 0088, 0003, 1.53436, 5.0000000
280744, 0xEEEE, 0089, 0003, 1.57626, 5.0000000
283869, 0xEEEE, 0090, 0002, 1.17897, 4.8060578
286994, 0xEEEE, 0091, 0002, 1.18059, 4.4729534
290107, 0xEEEE, 0092, 0001, 0.78652, 4.5378042
293267, 0xEEEE, 0093, 0001, 0.39326, 5.0000000
296368, 0xEEEE, 0094, 0000, 0.39165, 5.0000000
299482, 0xEEEE, 0095, 0000, 0.39165, 4.9206531
302607, 0xEEEE, 0096, 0000, 0.01289, 4.5154498
305732, 0xEEEE, 0097, 0000, 0.01128, 4.4367132
308858, 0xEEEE, 0098, 0001, 0.01209, 4.9132525
311986, 0xEEEE, 0099, 0001, 0.01209, 5.0000000
315116, 0xEEEE, 0100, 0002, 0.41099, 5.0000000
318241, 0xEEEE, 0101, 0002, 0.39084, 4.6586557
321376, 0xEEEE, 0102, 0003, 0.76637, 4.3677424
324491, 0xEEEE, 0103, 0003, 0.78652, 4.7647059
327616, 0xEEEE, 0104, 0004, 1.18059, 5.0000000
330741, 0xEEEE, 0105, 0004, 1.19348, 5.0000000
333874, 0xEEEE, 0106, 0005, 1.58190, 4.7959106
336983, 0xEEEE, 0107, 0005, 1.96791, 4.4757763
340107, 0xEEEE, 0108, 0006, 1.96952, 4.5342184
343232, 0xEEEE, 0109, 0006, 1.96952, 5.0000000
346357, 0xEEEE, 0110, 0007, 2.36278, 5.0000000
349482, 0xEEEE, 0111, 0007, 2.36278, 4.9303426
352607, 0xEEEE, 0112, 0007, 2.54813, 4.4982834
355735, 0xEEEE, 0113, 0007, 2.54652, 4.4455634
358869, 0xEEEE, 0114, 0006, 2.54813, 4.9163806
361994, 0xEEEE, 0115, 0006, 2.35956, 5.0000000
365118, 0xEEEE, 0116, 0005, 2.36278, 5.0000000
368244, 0xEEEE, 0117, 0005, 2.36359, 4.6772717
371368, 0xEEEE, 0118, 0004, 1.97033, 4.3652247
374493, 0xEEEE, 0119, 0004, 1.97033, 4.7711910
377607, 0xEEEE, 0120, 0003, 1.57546, 5.0000000
380742, 0xEEEE, 0121, 0003, 1.57385, 5.0000000
383858, 0xEEEE, 0122, 0002, 1.18139, 4.7840085
386982, 0xEEEE, 0123, 0002, 0.78733, 4.4892805
390108, 0xEEEE, 0124, 0001, 0.79216, 4.5332265
393256, 0xEEEE, 0125, 0001, 0.78571, 5.0000000
396357, 0xEEEE, 0126, 0000, 0.40615, 5.0000000
399482, 0xEEEE, 0127, 0000, 0.39165, 4.9446098
402616, 0xEEEE, 0128, 0000, 0.01128, 4.4894331
405741, 0xEEEE, 0129, 0000, 0.01209, 4.4473945
408866, 0xEEEE, 0130, 0001, 0.01289, 4.9050889
411991, 0xEEEE, 0131, 0001, 0.38278, 5.0000000
415117, 0xEEEE, 0132, 0002, 0.39245, 5.0000000
418249, 0xEEEE, 0133, 0002, 0.38601, 4.6853590
421366, 0xEEEE, 0134, 0003, 0.78813, 4.3548486
424482, 0xEEEE, 0135, 0003, 0.79216, 4.7785153
427607, 0xEEEE, 0136, 0004, 1.17817, 5.0000000
430732, 0xEEEE, 0137, 0004, 1.18139, 5.0000000
433858, 0xEEEE, 0138, 0005, 1.57707, 4.7969024
436983, 0xEEEE, 0139, 0005, 1.96952, 4.4885939
440107, 0xEEEE, 0140, 0006, 1.96952, 4.5234607
443232, 0xEEEE, 0141, 0006, 1.96630, 5.0000000
446368, 0xEEEE, 0142, 0007, 2.35875, 5.0000000
449493, 0xEEEE, 0143, 0007, 2.36278, 4.9416342
452618, 0xEEEE, 0144, 0007, 2.54974, 4.4992752
455743, 0xEEEE, 0145, 0007, 2.54813, 4.4500649
458869, 0xEEEE, 0146, 0006, 2.54491, 4.9049363
461994, 0xEEEE, 0147, 0006, 2.56103, 5.0000000
465128, 0xEEEE, 0148, 0005, 2.36198, 5.0000000
468232, 0xEEEE, 0149, 0005, 2.35714, 4.6935225
471357, 0xEEEE, 0150, 0004, 1.96711, 4.3560693
474482, 0xEEEE, 0151, 0004, 1.97114, 4.7635615
477607, 0xEEEE, 0152, 0003, 1.57626, 5.0000000
480732, 0xEEEE, 0153, 0003, 1.18059, 5.0000000
483858, 0xEEEE, 0154, 0002, 1.18542, 4.8025483
486982, 0xEEEE, 0155, 0002, 1.18462, 4.4858473
490114, 0xEEEE, 0156, 0001, 0.78652, 4.5201801
493265, 0xEEEE, 0157, 0001, 0.77927, 5.0000000
496366, 0xEEEE, 0158, 0000, 0.39245, 5.0000000
499492, 0xEEEE, 0159, 0000, 0.39004, 4.9413291
502624, 0xEEEE, 0160, 0000, 0.01128, 4.4873732
505741, 0xEEEE, 0161, 0000, 0.01128, 4.4334325
508866, 0xEEEE, 0162, 0001, 0.01128, 4.9131762
511982, 0xEEEE, 0163, 0001, 0.01128, 5.0000000
515107, 0xEEEE, 0164, 0002, 0.39245, 5.0000000
518232, 0xEEEE, 0165, 0002, 0.39245, 4.6778058
521357, 0xEEEE, 0166, 0003, 0.79458, 4.3537041
524483, 0xEEEE, 0167, 0003, 0.78571, 4.7595178
527607, 0xEEEE, 0168, 0004, 1.10645, 5.0000000
530732, 0xEEEE, 0169, 0004, 1.56095, 5.0000000
533864, 0xEEEE, 0170, 0005, 1.57465, 4.8038453
536994, 0xEEEE, 0171, 0005, 1.57465, 4.4838636
540118, 0xEEEE, 0172, 0006, 1.95502, 4.5236896
543244, 0xEEEE, 0173, 0006, 1.94051, 5.0000000
546369, 0xEEEE, 0174, 0007, 2.36278, 5.0000000
549503, 0xEEEE, 0175, 0007, 2.36601, 4.9205005
552618, 0xEEEE, 0176, 0007, 2.48689, 4.4959945
555732, 0xEEEE, 0177, 0007, 2.54733, 4.4412909
558858, 0xEEEE, 0178, 0006, 2.54491, 4.9190509
561990, 0xEEEE, 0179, 0006, 2.54813, 5.0000000
565108, 0xEEEE, 0180, 0005, 2.36198, 5.0000000
568232, 0xEEEE, 0181, 0005, 2.38293, 4.6920729
571357, 0xEEEE, 0182, 0004, 1.97033, 4.3575189
574482, 0xEEEE, 0183, 0004, 1.97194, 4.7547112
577608, 0xEEEE, 0184, 0003, 1.57223, 5.0000000
580741, 0xEEEE, 0185, 0003, 1.17897, 5.0000000
583866, 0xEEEE, 0186, 0002, 1.18220, 4.8146029
586998, 0xEEEE, 0187, 0002, 1.15238, 4.4757763
590117, 0xEEEE, 0188, 0001, 0.78813, 4.5274281
593265, 0xEEEE, 0189, 0001, 0.78733, 5.0000000
596365, 0xEEEE, 0190, 0000, 0.38923, 5.0000000
599482, 0xEEEE, 0191, 0000, 0.39165, 4.9240864
602607, 0xEEEE, 0192, 0000, 0.01128, 4.5088884
605732, 0xEEEE, 0193, 0000, 0.01209, 4.4291600
608858, 0xEEEE, 0194, 0001, 0.01209, 4.9266041
611983, 0xEEEE, 0195, 0001, 0.01209, 5.0000000
615108, 0xEEEE, 0196, 0002, 0.39165, 5.0000000
618232, 0xEEEE, 0197, 0002, 0.39165, 4.6920729
621358, 0xEEEE, 0198, 0003, 0.78652, 4.3681239
624493, 0xEEEE, 0199, 0003, 0.78652, 4.7529564
627618, 0xEEEE, 0200, 0004, 1.18139, 5.0000000
630743, 0xEEEE, 0201, 0004, 1.18220, 5.0000000
633877, 0xEEEE, 0202, 0005, 1.57465, 4.8136110
636994, 0xEEEE, 0203, 0005, 1.57707, 4.4693675
640119, 0xEEEE, 0204, 0006, 1.96791, 4.5347524
643243, 0xEEEE, 0205, 0006, 1.97033, 5.0000000
646365, 0xEEEE, 0206, 0007, 2.36198, 5.0000000
649482, 0xEEEE, 0207, 0007, 2.54652, 4.9293507
652607, 0xEEEE, 0208, 0007, 2.54652, 4.5163653
655732, 0xEEEE, 0209, 0007, 2.54813, 4.4367895
658858, 0xEEEE, 0210, 0006, 2.54733, 4.9209583
661982, 0xEEEE, 0211, 0006, 2.54733, 5.0000000
665107, 0xEEEE, 0212, 0005, 2.36117, 5.0000000
668241, 0xEEEE, 0213, 0005, 2.36359, 4.6874189
671366, 0xEEEE, 0214, 0004, 1.96872, 4.3690394
674491, 0xEEEE, 0215, 0004, 1.57546, 4.7524987
677616, 0xEEEE, 0216, 0003, 1.56579, 5.0000000
680741, 0xEEEE, 0217, 0003, 1.58513, 5.0000000
683866, 0xEEEE, 0218, 0002, 1.18139, 4.8167391
686991, 0xEEEE, 0219, 0002, 1.18059, 4.4868391
690108, 0xEEEE, 0220, 0001, 0.75026, 4.5309377
693276, 0xEEEE, 0221, 0001, 0.78652, 5.0000000
696357, 0xEEEE, 0222, 0000, 0.42549, 5.0000000
699482, 0xEEEE, 0223, 0000, 0.01209, 4.9317922
702607, 0xEEEE, 0224, 0000, 0.01128, 4.5150683
705732, 0xEEEE, 0225, 0000, 0.01128, 4.4290837
708857, 0xEEEE, 0226, 0001, 0.01128, 4.9097429
711991, 0xEEEE, 0227, 0001, 0.01128, 5.0000000
715118, 0xEEEE, 0228, 0002, 0.39165, 5.0000000
718246, 0xEEEE, 0229, 0002, 0.39084, 4.6987106
721368, 0xEEEE, 0230, 0003, 0.78813, 4.3675898
724494, 0xEEEE, 0231, 0003, 1.18139, 4.7445640
727618, 0xEEEE, 0232, 0004, 1.18139, 5.0000000
730751, 0xEEEE, 0233, 0004, 1.18139, 5.0000000
733858, 0xEEEE, 0234, 0005, 1.57546, 4.8088808
736982, 0xEEEE, 0235, 0005, 1.57626, 4.4692912
740107, 0xEEEE, 0236, 0006, 1.95663, 4.5251392
743232, 0xEEEE, 0237, 0006, 1.96952, 5.0000000
746357, 0xEEEE, 0238, 0007, 2.36359, 5.0000000
749482, 0xEEEE, 0239, 0007, 2.54007, 4.9243915
752608, 0xEEEE, 0240, 0007, 2.54813, 4.5240711
755736, 0xEEEE, 0241, 0007, 2.54733, 4.4264897
758866, 0xEEEE, 0242, 0006, 2.50945, 4.9095140
761991, 0xEEEE, 0243, 0006, 2.54571, 5.0000000
765117, 0xEEEE, 0244, 0005, 2.35714, 5.0000000
768241, 0xEEEE, 0245, 0005, 2.36278, 4.7030594
771366, 0xEEEE, 0246, 0004, 1.96872, 4.3591211
774491, 0xEEEE, 0247, 0004, 1.93245, 4.7469291
777627, 0xEEEE, 0248, 0003, 1.57465, 5.0000000
780732, 0xEEEE, 0249, 0003, 1.57626, 5.0000000
783858, 0xEEEE, 0250, 0002, 1.18703, 4.8176547
786983, 0xEEEE, 0251, 0002, 1.18059, 4.4771496
790107, 0xEEEE, 0252, 0001, 0.78652, 4.5125505
793256, 0xEEEE, 0253, 0001, 0.37231, 5.0000000
796357, 0xEEEE, 0254, 0000, 0.39165, 5.0000000
799486, 0xEEEE, 0255, 0000, 0.36183, 4.9449912
802618, 0xEEEE, 0256, 0000, 0.01128, 4.5110246
805743, 0xEEEE, 0257, 0000, 0.01128, 4.4350347
808869, 0xEEEE, 0258, 0001, 0.01128, 4.9137102
811994, 0xEEEE, 0259, 0001, 0.01128, 5.0000000
815127, 0xEEEE, 0260, 0002, 0.39165, 5.0000000
818243, 0xEEEE, 0261, 0002, 0.78733, 4.7139696
821357, 0xEEEE, 0262, 0003, 0.78813, 4.3512627
824482, 0xEEEE, 0263, 0003, 0.78652, 4.7464714
827607, 0xEEEE, 0264, 0004, 1.17656, 5.0000000
830732, 0xEEEE, 0265, 0004, 1.18139, 5.0000000
833858, 0xEEEE, 0266, 0005, 1.57626, 4.8082704
836983, 0xEEEE, 0267, 0005, 1.50938, 4.4810407
840107, 0xEEEE, 0268, 0006, 1.97114, 4.4992752
843232, 0xEEEE, 0269, 0006, 2.36278, 5.0000000
846366, 0xEEEE, 0270, 0007, 2.36601, 5.0000000
849491, 0xEEEE, 0271, 0007, 2.33780, 4.9468986
852616, 0xEEEE, 0272, 0007, 2.54894, 4.5162127
855741, 0xEEEE, 0273, 0007, 2.56586, 4.4345769
858867, 0xEEEE, 0274, 0006, 2.54733, 4.8886854
862009, 0xEEEE, 0275, 0006, 2.55377, 5.0000000
865116, 0xEEEE, 0276, 0005, 2.36278, 5.0000000
868232, 0xEEEE, 0277, 0005, 1.96872, 4.7243458
871357, 0xEEEE, 0278, 0004, 1.97114, 4.3402762
874482, 0xEEEE, 0279, 0004, 1.96791, 4.7512016
877607, 0xEEEE, 0280, 0003, 1.56015, 5.0000000
880732, 0xEEEE, 0281, 0003, 1.57546, 5.0000000
883858, 0xEEEE, 0282, 0002, 1.18059, 4.8190280
886983, 0xEEEE, 0283, 0002, 1.18381, 4.4893568
890118, 0xEEEE, 0284, 0001, 0.78652, 4.4956130
893268, 0xEEEE, 0285, 0001, 0.39165, 5.0000000
896368, 0xEEEE, 0286, 0000, 0.39326, 5.0000000
899500, 0xEEEE, 0287, 0000, 0.39165, 4.9575799
902619, 0xEEEE, 0288, 0000, 0.01128, 4.4956893
905743, 0xEEEE, 0289, 0000, 0.01128, 4.4463264
908869, 0xEEEE, 0290, 0001, 0.01209, 4.9000534
911982, 0xEEEE, 0291, 0001, 0.01128, 5.0000000
915107, 0xEEEE, 0292, 0002, 0.38681, 5.0000000
918232, 0xEEEE, 0293, 0002, 0.78733, 4.7339590
921357, 0xEEEE, 0294, 0003, 0.78571, 4.3395895
924482, 0xEEEE, 0295, 0003, 0.78813, 4.7589075
927607, 0xEEEE, 0296, 0004, 1.18220, 5.0000000
930732, 0xEEEE, 0297, 0004, 1.18220, 5.0000000
933865, 0xEEEE, 0298, 0005, 1.57385, 4.8072023
936991, 0xEEEE, 0299, 0005, 1.57626, 4.4913405
940116, 0xEEEE, 0300, 0006, 1.96952, 4.4917220
943240, 0xEEEE, 0301, 0006, 1.96952, 5.0000000
946376, 0xEEEE, 0302, 0007, 2.33780, 5.0000000
949491, 0xEEEE, 0303, 0007, 2.36198, 4.9578851
952616, 0xEEEE, 0304, 0007, 2.54813, 4.4999619
955732, 0xEEEE, 0305, 0007, 2.54813, 4.4422827
958865, 0xEEEE, 0306, 0006, 2.54894, 4.8971542
961983, 0xEEEE, 0307, 0006, 2.36359, 5.0000000
965107, 0xEEEE, 0308, 0005, 2.36278, 5.0000000
968232, 0xEEEE, 0309, 0005, 2.36278, 4.7386130
971357, 0xEEEE, 0310, 0004, 1.97678, 4.3344015
974482, 0xEEEE, 0311, 0004, 1.96952, 4.7541772
977613, 0xEEEE, 0312, 0003, 1.57546, 5.0000000
980743, 0xEEEE, 0313, 0003, 1.57626, 5.0000000
983868, 0xEEEE, 0314, 0002, 1.18059, 4.8065919
986994, 0xEEEE, 0315, 0002, 0.78652, 4.4940108
990119, 0xEEEE, 0316, 0001, 0.78491, 4.4895857
993267, 0xEEEE, 0317, 0001, 0.78813, 5.0000000
996368, 0xEEEE, 0318, 0000, 0.38681, 5.0000000
999482, 0xEEEE, 0319, 0000, 0.39165, 4.9578851
