sync, uptime, seq, step, SWPMON, adc
0xEEEE, 2030364, 0649, 0004, 1.18300, 4.8526741
0xEEEE, 2033489, 0650, 0005, 1.57868, 4.8580911
0xEEEE, 2036614, 0651, 0005, 1.57868, 4.8478676
0xEEEE, 2039739, 0652, 0006, 1.97436, 4.8606851
0xEEEE, 2042872, 0653, 0006, 1.97839, 4.8493935
0xEEEE, 2045989, 0654, 0007, 2.36762, 4.8639658
0xEEEE, 2049138, 0655, 0007, 2.36762, 4.8506905
0xEEEE, 2052250, 0656, 0007, 2.55538, 4.8536660
0xEEEE, 2055375, 0657, 0007, 2.55136, 4.8571756
0xEEEE, 2058500, 0658, 0006, 2.55297, 4.8606088
0xEEEE, 2061625, 0659, 0006, 2.55458, 4.8650340
0xEEEE, 2064759, 0660, 0005, 2.36681, 4.8501564
0xEEEE, 2067883, 0661, 0005, 1.97275, 4.8538949
0xEEEE, 2070989, 0662, 0004, 1.96469, 4.8458839
0xEEEE, 2074127, 0663, 0004, 1.97355, 4.8658732
0xEEEE, 2077239, 0664, 0003, 1.57788, 4.8535134
0xEEEE, 2080364, 0665, 0003, 1.57788, 4.8599222
0xEEEE, 2083489, 0666, 0002, 1.18220, 4.8393988
0xEEEE, 2086614, 0667, 0002, 1.18381, 4.8525978
0xEEEE, 2089739, 0668, 0001, 0.78894, 4.8551156
0xEEEE, 2092878, 0669, 0001, 0.35458, 4.8608377
0xEEEE, 2096035, 0670, 0000, 0.39245, 4.8600748
0xEEEE, 2099141, 0671, 0000, 0.39084, 4.8492409
0xEEEE, 2102247, 0672, 0000, 0.01209, 4.8588540
0xEEEE, 2105372, 0673, 0000, 0.01128, 4.8519112
0xEEEE, 2108498, 0674, 0001, 0.01209, 4.8633555
0xEEEE, 2111633, 0675, 0001, 0.01128, 4.8521401
0xEEEE, 2114739, 0676, 0002, 0.39407, 4.8607614
0xEEEE, 2117871, 0677, 0002, 0.78894, 4.8521401
0xEEEE, 2120989, 0678, 0003, 0.78813, 4.8513771
0xEEEE, 2124126, 0679, 0003, 0.80667, 4.8535134
0xEEEE, 2127239, 0680, 0004, 1.19509, 4.8565652
0xEEEE, 2130364, 0681, 0004, 1.19187, 4.8631266
0xEEEE, 2133489, 0682, 0005, 1.59319, 4.8501564
0xEEEE, 2136620, 0683, 0005, 1.53355, 4.8596170
0xEEEE, 2139749, 0684, 0006, 1.97275, 4.8548867
0xEEEE, 2142883, 0685, 0006, 2.36842, 4.8651102
0xEEEE, 2146013, 0686, 0007, 2.37165, 4.8471046
0xEEEE, 2149146, 0687, 0007, 2.36681, 4.8551919
0xEEEE, 2152250, 0688, 0007, 2.55136, 4.8471809
0xEEEE, 2155375, 0689, 0007, 2.55780, 4.8557259
0xEEEE, 2158489, 0690, 0006, 2.54974, 4.8556497
