uptime, sync, seq, step, SWPMON, temp1, adc
072721, 0xAAAA, 0000, 0000, 0.00000, 21.66154, 0.0000000
072733, 0xAAAA, 0001, 0000, 0.00000, 21.66154, 0.0000000
072745, 0xAAAA, 0002, 0000, 0.00000, 21.66154, 0.0000000
072757, 0xAAAA, 0003, 0000, 0.00000, 21.66154, 0.0000000
072770, 0xAAAA, 0004, 0001, 0.20630, 21.66154, 0.0000000
072782, 0xAAAA, 0005, 0001, 0.20630, 22.89934, 0.0000000
072794, 0xAAAA, 0006, 0002, 0.41260, 22.89934, 0.0000000
072806, 0xAAAA, 0007, 0002, 0.41260, 22.89934, 0.0000000
072818, 0xAAAA, 0008, 0003, 0.61890, 23.10564, 0.0000000
072830, 0xAAAA, 0009, 0003, 0.61890, 22.89934, 0.0000000
072843, 0xAAAA, 0010, 0004, 0.82520, 23.10564, 0.0000000
072855, 0xAAAA, 0011, 0004, 0.82520, 23.10564, 0.0000000
072867, 0xAAAA, 0012, 0005, 1.03150, 23.10564, 0.0000000
072879, 0xAAAA, 0013, 0005, 1.03150, 23.10564, 0.0000000
072891, 0xAAAA, 0014, 0006, 1.23780, 23.10564, 0.0000000
072904, 0xAAAA, 0015, 0006, 1.23780, 23.10564, 0.0000000
072916, 0xAAAA, 0016, 0007, 1.44410, 23.10564, 0.0000000
072928, 0xAAAA, 0017, 0007, 1.44410, 23.51824, 0.0000000
072940, 0xAAAA, 0018, 0007, 1.44410, 22.89934, 0.0000000
072953, 0xAAAA, 0019, 0007, 1.44410, 23.10564, 0.0000000
072965, 0xAAAA, 0020, 0006, 1.23780, 23.31194, 0.0000000
072977, 0xAAAA, 0021, 0006, 1.23780, 23.31194, 0.0000000
072989, 0xAAAA, 0022, 0005, 1.03150, 23.10564, 0.0000000
073001, 0xAAAA, 0023, 0005, 1.03150, 23.10564, 0.0000000
073014, 0xAAAA, 0024, 0004, 0.82520, 23.10564, 0.0000000
073026, 0xAAAA, 0025, 0004, 0.82520, 23.10564, 0.0000000
073038, 0xAAAA, 0026, 0003, 0.61890, 23.10564, 0.0000000
073050, 0xAAAA, 0027, 0003, 0.61890, 22.89934, 0.0390631
073063, 0xAAAA, 0028, 0002, 0.41260, 23.10564, 0.0000000
073075, 0xAAAA, 0029, 0002, 0.41260, 23.10564, 0.0000000
073087, 0xAAAA, 0030, 0001, 0.20630, 22.89934, 0.1171893
073099, 0xAAAA, 0031, 0001, 0.20630, 23.10564, 0.0000000
073111, 0xAAAA, 0032, 0000, 0.00000, 22.89934, 0.0000000
073124, 0xAAAA, 0033, 0000, 0.00000, 22.89934, 0.0000000
073136, 0xAAAA, 0034, 0000, 0.00000, 21.66154, 0.0000000
073148, 0xAAAA, 0035, 0000, 0.00000, 21.66154, 0.0000000
073160, 0xAAAA, 0036, 0001, 0.20630, 21.86784, 0.0000000
073172, 0xAAAA, 0037, 0001, 0.20630, 21.66154, 0.0000000
073184, 0xAAAA, 0038, 0002, 0.41260, 22.89934, 0.0000000
073197, 0xAAAA, 0039, 0002, 0.41260, 22.89934, 0.0000000
073209, 0xAAAA, 0040, 0003, 0.61890, 22.89934, 0.0195315
073221, 0xAAAA, 0041, 0003, 0.61890, 23.10564, 0.0000000
073233, 0xAAAA, 0042, 0004, 0.82520, 23.10564, 0.0000000
073246, 0xAAAA, 0043, 0004, 0.82520, 23.10564, 0.0000000
073258, 0xAAAA, 0044, 0005, 1.03150, 23.10564, 0.0000000
073270, 0xAAAA, 0045, 0005, 1.03150, 23.10564, 0.0000000
073282, 0xAAAA, 0046, 0006, 1.23780, 23.31194, 0.0000000
073294, 0xAAAA, 0047, 0006, 1.23780, 23.10564, 0.0000000
073307, 0xAAAA, 0048, 0007, 1.44410, 23.31194, 0.0000000
073319, 0xAAAA, 0049, 0007, 1.44410, 23.31194, 0.0000000
073331, 0xAAAA, 0050, 0007, 1.44410, 23.10564, 0.0000000
073343, 0xAAAA, 0051, 0007, 1.44410, 23.31194, 0.0000000
000286, 0xAAAA, 43520, 0052, 10.73245, 0.09106, 0.0000000
073368, 0xAAAA, 0053, 0006, 1.23780, 23.31194, 0.0781262
073380, 0xAAAA, 0054, 0005, 1.03150, 23.10564, 0.0000000
073392, 0xAAAA, 0055, 0005, 1.03150, 23.10564, 0.0000000
073404, 0xAAAA, 0056, 0004, 0.82520, 23.10564, 0.0000000
073416, 0xAAAA, 0057, 0004, 0.82520, 23.10564, 0.0000000
073429, 0xAAAA, 0058, 0003, 0.61890, 22.89934, 0.0000000
073441, 0xAAAA, 0059, 0003, 0.61890, 23.10564, 0.0000000
073453, 0xAAAA, 0060, 0002, 0.41260, 22.89934, 0.0000000
073465, 0xAAAA, 0061, 0002, 0.41260, 23.10564, 0.0000000
073477, 0xAAAA, 0062, 0001, 0.20630, 23.10564, 0.0000000
073490, 0xAAAA, 0063, 0001, 0.20630, 22.89934, 0.0000000
073502, 0xAAAA, 0064, 0000, 0.00000, 22.89934, 0.0000000
073514, 0xAAAA, 0065, 0000, 0.00000, 22.69304, 0.0000000
073526, 0xAAAA, 0066, 0000, 0.00000, 21.66154, 0.0000000
073538, 0xAAAA, 0067, 0000, 0.00000, 22.07414, 0.0390631
073551, 0xAAAA, 0068, 0001, 0.20630, 22.07414, 0.0000000
073563, 0xAAAA, 0069, 0001, 0.20630, 23.31194, 0.0000000
073575, 0xAAAA, 0070, 0002, 0.41260, 22.89934, 0.0195315
073587, 0xAAAA, 0071, 0002, 0.41260, 22.89934, 0.0000000
073600, 0xAAAA, 0072, 0003, 0.61890, 22.69304, 0.0000000
073612, 0xAAAA, 0073, 0003, 0.61890, 22.89934, 0.0000000
073624, 0xAAAA, 0074, 0004, 0.82520, 23.10564, 0.0000000
073636, 0xAAAA, 0075, 0004, 0.82520, 23.10564, 0.0000000
073649, 0xAAAA, 0076, 0005, 1.03150, 23.10564, 0.0000000
073661, 0xAAAA, 0077, 0005, 1.03150, 23.10564, 0.0000000
073673, 0xAAAA, 0078, 0006, 1.23780, 23.10564, 0.0000000
073685, 0xAAAA, 0079, 0006, 1.23780, 23.10564, 0.0000000
073697, 0xAAAA, 0080, 0007, 1.44410, 23.10564, 0.0000000
073709, 0xAAAA, 0081, 0007, 1.44410, 23.10564, 0.0000000
073722, 0xAAAA, 0082, 0007, 1.44410, 23.31194, 0.0000000
073734, 0xAAAA, 0083, 0007, 1.44410, 23.31194, 0.0000000
073746, 0xAAAA, 0084, 0006, 1.23780, 23.31194, 0.0000000
073758, 0xAAAA, 0085, 0006, 1.23780, 23.10564, 0.0000000
073770, 0xAAAA, 0086, 0005, 1.03150, 23.10564, 0.0000000
073783, 0xAAAA, 0087, 0005, 1.03150, 23.10564, 0.0195315
073795, 0xAAAA, 0088, 0004, 0.82520, 23.10564, 0.0000000
073807, 0xAAAA, 0089, 0004, 0.82520, 23.10564, 0.0000000
073819, 0xAAAA, 0090, 0003, 0.61890, 23.10564, 0.0000000
073832, 0xAAAA, 0091, 0003, 0.61890, 23.10564, 0.0000000
073844, 0xAAAA, 0092, 0002, 0.41260, 22.89934, 0.0000000
073856, 0xAAAA, 0093, 0002, 0.41260, 22.89934, 0.0000000
073868, 0xAAAA, 0094, 0001, 0.20630, 22.89934, 0.0000000
073880, 0xAAAA, 0095, 0001, 0.20630, 22.89934, 0.0000000
073893, 0xAAAA, 0096, 0000, 0.00000, 22.89934, 0.0000000
073905, 0xAAAA, 0097, 0000, 0.00000, 21.66154, 0.0000000
073917, 0xAAAA, 0098, 0000, 0.00000, 21.86784, 0.0000000
073929, 0xAAAA, 0099, 0000, 0.00000, 21.66154, 0.0585946
073942, 0xAAAA, 0100, 0001, 0.20630, 21.66154, 0.0000000
073954, 0xAAAA, 0101, 0001, 0.20630, 21.66154, 0.0000000
073966, 0xAAAA, 0102, 0002, 0.41260, 22.89934, 0.0000000
073978, 0xAAAA, 0103, 0002, 0.41260, 22.89934, 0.0000000
073990, 0xAAAA, 0104, 0003, 0.61890, 22.89934, 0.0000000
074002, 0xAAAA, 0105, 0003, 0.61890, 23.10564, 0.0781262
074015, 0xAAAA, 0106, 0004, 0.82520, 23.10564, 0.0000000
074027, 0xAAAA, 0107, 0004, 0.82520, 23.10564, 0.0000000
074039, 0xAAAA, 0108, 0005, 1.03150, 23.10564, 0.0000000
074051, 0xAAAA, 0109, 0005, 1.03150, 23.10564, 0.0000000
074063, 0xAAAA, 0110, 0006, 1.23780, 23.10564, 0.0000000
074076, 0xAAAA, 0111, 0006, 1.23780, 23.10564, 0.0000000
074088, 0xAAAA, 0112, 0007, 1.44410, 23.10564, 0.0000000
074100, 0xAAAA, 0113, 0007, 1.44410, 23.10564, 0.0000000
074112, 0xAAAA, 0114, 0007, 1.44410, 23.10564, 0.0000000
074124, 0xAAAA, 0115, 0007, 1.44410, 23.10564, 0.0000000
074137, 0xAAAA, 0116, 0006, 1.23780, 23.10564, 0.0000000
074149, 0xAAAA, 0117, 0006, 1.23780, 23.10564, 0.0000000
074161, 0xAAAA, 0118, 0005, 1.03150, 23.10564, 0.0000000
074173, 0xAAAA, 0119, 0005, 1.03150, 23.10564, 0.0000000
074185, 0xAAAA, 0120, 0004, 0.82520, 23.10564, 0.0000000
074198, 0xAAAA, 0121, 0004, 0.82520, 23.10564, 0.0000000
074210, 0xAAAA, 0122, 0003, 0.61890, 23.10564, 0.0000000
074222, 0xAAAA, 0123, 0003, 0.61890, 23.10564, 0.0000000
074235, 0xAAAA, 0124, 0002, 0.41260, 23.10564, 0.0000000
074247, 0xAAAA, 0125, 0002, 0.41260, 23.10564, 0.0000000
074259, 0xAAAA, 0126, 0001, 0.20630, 22.89934, 0.0000000
074271, 0xAAAA, 0127, 0001, 0.20630, 22.89934, 0.0000000
074283, 0xAAAA, 0128, 0000, 0.00000, 22.69304, 0.0781262
074295, 0xAAAA, 0129, 0000, 0.00000, 22.69304, 0.0000000
074308, 0xAAAA, 0130, 0000, 0.00000, 21.45524, 0.0000000
074320, 0xAAAA, 0131, 0000, 0.00000, 22.07414, 0.0000000
074332, 0xAAAA, 0132, 0001, 0.20630, 21.45524, 0.0000000
074344, 0xAAAA, 0133, 0001, 0.20630, 22.48674, 0.0000000
074356, 0xAAAA, 0134, 0002, 0.41260, 22.89934, 0.0000000
074369, 0xAAAA, 0135, 0002, 0.41260, 22.89934, 0.0000000
074381, 0xAAAA, 0136, 0003, 0.61890, 22.89934, 0.0000000
074393, 0xAAAA, 0137, 0003, 0.61890, 22.89934, 0.0000000
074405, 0xAAAA, 0138, 0004, 0.82520, 23.10564, 0.0000000
074417, 0xAAAA, 0139, 0004, 0.82520, 23.10564, 0.0000000
074430, 0xAAAA, 0140, 0005, 1.03150, 23.10564, 0.0000000
074442, 0xAAAA, 0141, 0005, 1.03150, 23.10564, 0.0000000
074454, 0xAAAA, 0142, 0006, 1.23780, 23.10564, 0.0000000
074466, 0xAAAA, 0143, 0006, 1.23780, 23.10564, 0.0000000
074478, 0xAAAA, 0144, 0007, 1.44410, 23.31194, 0.0000000
074491, 0xAAAA, 0145, 0007, 1.44410, 23.31194, 0.0000000
074503, 0xAAAA, 0146, 0007, 1.44410, 23.31194, 0.0000000
074515, 0xAAAA, 0147, 0007, 1.44410, 23.10564, 0.0000000
074528, 0xAAAA, 0148, 0006, 1.23780, 23.10564, 0.0000000
074540, 0xAAAA, 0149, 0006, 1.23780, 23.10564, 0.0000000
074552, 0xAAAA, 0150, 0005, 1.03150, 23.10564, 0.0000000
074564, 0xAAAA, 0151, 0005, 1.03150, 23.10564, 0.0781262
074576, 0xAAAA, 0152, 0004, 0.82520, 23.10564, 0.0000000
074588, 0xAAAA, 0153, 0004, 0.82520, 23.10564, 0.0000000
074601, 0xAAAA, 0154, 0003, 0.61890, 23.10564, 0.0000000
074613, 0xAAAA, 0155, 0003, 0.61890, 23.10564, 0.0000000
074625, 0xAAAA, 0156, 0002, 0.41260, 23.10564, 0.0000000
074637, 0xAAAA, 0157, 0002, 0.41260, 23.10564, 0.0000000
074649, 0xAAAA, 0158, 0001, 0.20630, 22.89934, 0.0000000
074662, 0xAAAA, 0159, 0001, 0.20630, 23.31194, 0.0000000
074674, 0xAAAA, 0160, 0000, 0.00000, 22.89934, 0.0000000
074686, 0xAAAA, 0161, 0000, 0.00000, 21.66154, 0.0000000
074698, 0xAAAA, 0162, 0000, 0.00000, 21.66154, 0.0000000
074710, 0xAAAA, 0163, 0000, 0.00000, 21.86784, 0.0000000
074723, 0xAAAA, 0164, 0001, 0.20630, 21.66154, 0.0000000
074735, 0xAAAA, 0165, 0001, 0.20630, 21.66154, 0.0000000
074747, 0xAAAA, 0166, 0002, 0.41260, 22.89934, 0.0000000
074759, 0xAAAA, 0167, 0002, 0.41260, 22.89934, 0.0000000
074771, 0xAAAA, 0168, 0003, 0.61890, 22.89934, 0.0000000
074784, 0xAAAA, 0169, 0003, 0.61890, 22.89934, 0.0000000
074796, 0xAAAA, 0170, 0004, 0.82520, 23.10564, 0.0000000
074808, 0xAAAA, 0171, 0004, 0.82520, 23.10564, 0.0000000
074821, 0xAAAA, 0172, 0005, 1.03150, 23.10564, 0.0000000
074832, 0xAAAA, 0173, 0005, 1.03150, 23.51824, 0.0195315
074845, 0xAAAA, 0174, 0006, 1.23780, 23.10564, 0.0000000
074857, 0xAAAA, 0175, 0006, 1.23780, 23.10564, 0.0000000
074869, 0xAAAA, 0176, 0007, 1.44410, 23.10564, 0.0000000
074881, 0xAAAA, 0177, 0007, 1.44410, 23.72454, 0.0000000
074893, 0xAAAA, 0178, 0007, 1.44410, 23.31194, 0.0000000
074906, 0xAAAA, 0179, 0007, 1.44410, 23.10564, 0.0000000
074918, 0xAAAA, 0180, 0006, 1.23780, 23.10564, 0.0000000
074930, 0xAAAA, 0181, 0006, 1.23780, 23.10564, 0.0000000
074942, 0xAAAA, 0182, 0005, 1.03150, 23.31194, 0.0000000
074955, 0xAAAA, 0183, 0005, 1.03150, 23.31194, 0.0000000
074967, 0xAAAA, 0184, 0004, 0.82520, 23.10564, 0.0000000
074979, 0xAAAA, 0185, 0004, 0.82520, 23.10564, 0.0000000
074991, 0xAAAA, 0186, 0003, 0.61890, 23.10564, 0.0000000
075003, 0xAAAA, 0187, 0003, 0.61890, 23.10564, 0.0000000
075016, 0xAAAA, 0188, 0002, 0.41260, 22.89934, 0.0000000
075028, 0xAAAA, 0189, 0002, 0.41260, 23.10564, 0.0000000
075040, 0xAAAA, 0190, 0001, 0.20630, 23.10564, 0.0000000
075052, 0xAAAA, 0191, 0001, 0.20630, 22.89934, 0.0000000
075064, 0xAAAA, 0192, 0000, 0.00000, 22.89934, 0.0000000
075077, 0xAAAA, 0193, 0000, 0.00000, 22.89934, 0.0000000
075089, 0xAAAA, 0194, 0000, 0.00000, 21.66154, 0.0000000
075101, 0xAAAA, 0195, 0000, 0.00000, 21.66154, 0.0000000
075114, 0xAAAA, 0196, 0001, 0.20630, 21.45524, 0.0000000
075125, 0xAAAA, 0197, 0001, 0.20630, 22.89934, 0.0000000
075138, 0xAAAA, 0198, 0002, 0.41260, 22.89934, 0.0000000
075150, 0xAAAA, 0199, 0002, 0.41260, 22.89934, 0.0000000
075162, 0xAAAA, 0200, 0003, 0.61890, 23.10564, 0.0000000
