uptime, sync, seq, SWPMON, temp1, adc
7047126, 0xAAAA, 0100, 0.00000, 0.49399, 0.0000000
7050226, 0xAAAA, 0101, 0.00000, 0.50044, 0.0000000
7053326, 0xAAAA, 0102, 0.00000, 0.50044, 0.0000000
7056462, 0xAAAA, 0103, 0.00000, 0.49722, 0.0000000
7059575, 0xAAAA, 0104, 0.00000, 0.49158, 0.0000000
7062700, 0xAAAA, 0105, 0.00000, 0.49963, 0.0000000
7065841, 0xAAAA, 0106, 0.00000, 0.50125, 0.0000000
7068951, 0xAAAA, 0107, 0.00000, 0.48916, 0.0000000
7072084, 0xAAAA, 0108, 0.00000, 0.49722, 0.0000000
7075222, 0xAAAA, 0109, 0.00000, 0.49641, 0.0000000
7078337, 0xAAAA, 0110, 0.00000, 0.50205, 0.0000000
7081468, 0xAAAA, 0111, 0.00000, 0.49319, 0.0000000
7084579, 0xAAAA, 0112, 0.00000, 0.49399, 0.0000000
7087704, 0xAAAA, 0113, 0.00000, 0.50125, 0.0000000
7090829, 0xAAAA, 0114, 0.00000, 0.49722, 0.0000000
7093965, 0xAAAA, 0115, 0.00081, 0.50286, 0.0000000
7097088, 0xAAAA, 0116, 0.00000, 0.48916, 0.0000000
7100214, 0xAAAA, 0117, 0.00000, 0.49802, 0.0000000
7103329, 0xAAAA, 0118, 0.00000, 0.50286, 0.0000000
7106455, 0xAAAA, 0119, 0.00000, 0.48755, 0.0000000
7109579, 0xAAAA, 0120, 0.00000, 0.48996, 0.0000000
7112717, 0xAAAA, 0121, 0.00000, 0.49319, 0.0000000
7115825, 0xAAAA, 0122, 0.00000, 0.50044, 0.0000000
7118965, 0xAAAA, 0123, 0.00000, 0.49883, 0.0000000
7122084, 0xAAAA, 0124, 0.00000, 0.49158, 0.0000000
7125211, 0xAAAA, 0125, 0.00000, 0.49963, 0.0000000
7128326, 0xAAAA, 0126, 0.00000, 0.49883, 0.0000000
7131452, 0xAAAA, 0127, 0.00000, 0.50205, 0.0000000
7134575, 0xAAAA, 0128, 0.00000, 0.48996, 0.0000000
7137717, 0xAAAA, 0129, 0.00000, 0.49802, 0.0000000
7140826, 0xAAAA, 0130, 0.00000, 0.50286, 0.0000000
7143956, 0xAAAA, 0131, 0.00000, 0.48835, 0.0000000
7147111, 0xAAAA, 0132, 0.00000, 0.48755, 0.0000000
7150226, 0xAAAA, 0133, 0.00000, 0.49641, 0.0000000
7153329, 0xAAAA, 0134, 0.00000, 0.50286, 0.0000000
7156462, 0xAAAA, 0135, 0.00000, 0.48835, 0.0000000
7159579, 0xAAAA, 0136, 0.00000, 0.49641, 0.0000000
7162704, 0xAAAA, 0137, 0.00000, 0.50286, 0.0000000
7165841, 0xAAAA, 0138, 0.00000, 0.50205, 0.0000000
7168954, 0xAAAA, 0139, 0.00000, 0.48835, 0.0000000
7172087, 0xAAAA, 0140, 0.00000, 0.49480, 0.0000000
7175215, 0xAAAA, 0141, 0.00000, 0.50205, 0.0000000
7178338, 0xAAAA, 0142, 0.00000, 0.49802, 0.0000000
7181451, 0xAAAA, 0143, 0.00000, 0.50366, 0.0000000
7184576, 0xAAAA, 0144, 0.00000, 0.49077, 0.0000000
7187700, 0xAAAA, 0145, 0.00000, 0.49722, 0.0000000
7190840, 0xAAAA, 0146, 0.00000, 0.50286, 0.0000000
7193951, 0xAAAA, 0147, 0.00000, 0.48835, 0.0000000
7197085, 0xAAAA, 0148, 0.00000, 0.49641, 0.0000000
7200211, 0xAAAA, 0149, 0.00000, 0.49480, 0.0000000
7203325, 0xAAAA, 0150, 0.00000, 0.50125, 0.0000000
7206450, 0xAAAA, 0151, 0.00000, 0.49641, 0.0000000
7209593, 0xAAAA, 0152, 0.00000, 0.49158, 0.0000000
7212717, 0xAAAA, 0153, 0.00000, 0.49963, 0.0000000
7215830, 0xAAAA, 0154, 0.00000, 0.50205, 0.0000000
7218966, 0xAAAA, 0155, 0.00000, 0.50125, 0.0000000
7222087, 0xAAAA, 0156, 0.00000, 0.48916, 0.0000000
7225215, 0xAAAA, 0157, 0.00000, 0.49641, 0.0000000
7228343, 0xAAAA, 0158, 0.00000, 0.50205, 0.0000000
7231454, 0xAAAA, 0159, 0.00000, 0.49319, 0.0000000
7234579, 0xAAAA, 0160, 0.00000, 0.49319, 0.0000000
7237716, 0xAAAA, 0161, 0.00000, 0.49158, 0.0000000
7240829, 0xAAAA, 0162, 0.00000, 0.49883, 0.0000000
7243958, 0xAAAA, 0163, 0.00000, 0.50286, 0.0000000
7247100, 0xAAAA, 0164, 0.00000, 0.48916, 0.0000000
7250210, 0xAAAA, 0165, 0.00000, 0.49722, 0.0000000
7253326, 0xAAAA, 0166, 0.00000, 0.49722, 0.0000000
7256457, 0xAAAA, 0167, 0.00000, 0.50205, 0.0000000
7259575, 0xAAAA, 0168, 0.00000, 0.49963, 0.0000000
7262701, 0xAAAA, 0169, 0.00000, 0.49319, 0.0000000
7265826, 0xAAAA, 0170, 0.00000, 0.50125, 0.0000000
7268950, 0xAAAA, 0171, 0.00000, 0.50125, 0.0000000
7272084, 0xAAAA, 0172, 0.00000, 0.50286, 0.0000000
7275210, 0xAAAA, 0173, 0.00000, 0.48996, 0.0000000
7278339, 0xAAAA, 0174, 0.00000, 0.49883, 0.0000000
7281482, 0xAAAA, 0175, 0.00000, 0.50286, 0.0000000
7284579, 0xAAAA, 0176, 0.00000, 0.48916, 0.0000000
7287705, 0xAAAA, 0177, 0.00000, 0.49802, 0.0000000
7290841, 0xAAAA, 0178, 0.00000, 0.49722, 0.0000000
7293954, 0xAAAA, 0179, 0.00000, 0.50286, 0.0000000
7297088, 0xAAAA, 0180, 0.00000, 0.49319, 0.0000000
7300229, 0xAAAA, 0181, 0.00000, 0.49399, 0.0000000
7303329, 0xAAAA, 0182, 0.00000, 0.50044, 0.0000000
7306454, 0xAAAA, 0183, 0.00000, 0.50125, 0.0000000
7309592, 0xAAAA, 0184, 0.00000, 0.50125, 0.0000000
7312716, 0xAAAA, 0185, 0.00000, 0.49158, 0.0000000
7315825, 0xAAAA, 0186, 0.00081, 0.49883, 0.0000000
7318951, 0xAAAA, 0187, 0.00000, 0.50125, 0.0000000
7322084, 0xAAAA, 0188, 0.00000, 0.48835, 0.0000000
7325211, 0xAAAA, 0189, 0.00000, 0.48593, 0.0000000
7328335, 0xAAAA, 0190, 0.00000, 0.49560, 0.0000000
7331451, 0xAAAA, 0191, 0.00000, 0.50286, 0.0000000
7334576, 0xAAAA, 0192, 0.00000, 0.49560, 0.0000000
7337701, 0xAAAA, 0193, 0.00000, 0.49399, 0.0000000
7340825, 0xAAAA, 0194, 0.00000, 0.50125, 0.0000000
7343958, 0xAAAA, 0195, 0.00000, 0.50366, 0.0000000
7347100, 0xAAAA, 0196, 0.00000, 0.49963, 0.0000000
7350226, 0xAAAA, 0197, 0.00000, 0.49158, 0.0000000
7353344, 0xAAAA, 0198, 0.00000, 0.49963, 0.0000000
7356455, 0xAAAA, 0199, 0.00000, 0.50044, 0.0000000
7359578, 0xAAAA, 0200, 0.00000, 0.49077, 0.0000000
7362705, 0xAAAA, 0201, 0.00000, 0.49077, 0.0000000
7365829, 0xAAAA, 0202, 0.00000, 0.49883, 0.0000000
7368954, 0xAAAA, 0203, 0.00000, 0.50286, 0.0000000
7372102, 0xAAAA, 0204, 0.00000, 0.48755, 0.0000000
7375214, 0xAAAA, 0205, 0.00000, 0.49480, 0.0000000
7378341, 0xAAAA, 0206, 0.00000, 0.50205, 0.0000000
7381479, 0xAAAA, 0207, 0.00000, 0.50205, 0.0000000
7384576, 0xAAAA, 0208, 0.00000, 0.49399, 0.0000000
7387700, 0xAAAA, 0209, 0.00000, 0.49319, 0.0000000
7390838, 0xAAAA, 0210, 0.00000, 0.49963, 0.0000000
7393951, 0xAAAA, 0211, 0.00000, 0.50125, 0.0000000
7397084, 0xAAAA, 0212, 0.00000, 0.49077, 0.0000000
7400222, 0xAAAA, 0213, 0.00000, 0.48916, 0.0000000
7403325, 0xAAAA, 0214, 0.00000, 0.49641, 0.0000000
7406451, 0xAAAA, 0215, 0.00000, 0.50286, 0.0000000
7409581, 0xAAAA, 0216, 0.00000, 0.49319, 0.0000000
7412716, 0xAAAA, 0217, 0.00000, 0.49399, 0.0000000
7415829, 0xAAAA, 0218, 0.00000, 0.48916, 0.0000000
7418954, 0xAAAA, 0219, 0.00000, 0.49963, 0.0000000
7422088, 0xAAAA, 0220, 0.00000, 0.50447, 0.0000000
7425230, 0xAAAA, 0221, 0.00000, 0.48835, 0.0000000
7428329, 0xAAAA, 0222, 0.00000, 0.49560, 0.0000000
7431455, 0xAAAA, 0223, 0.00000, 0.50286, 0.0000000
7434579, 0xAAAA, 0224, 0.00000, 0.50205, 0.0000000
7437705, 0xAAAA, 0225, 0.00000, 0.48755, 0.0000000
7440829, 0xAAAA, 0226, 0.00000, 0.49480, 0.0000000
7443974, 0xAAAA, 0227, 0.00000, 0.50205, 0.0000000
7447100, 0xAAAA, 0228, 0.00000, 0.49722, 0.0000000
7450210, 0xAAAA, 0229, 0.00000, 0.49319, 0.0000000
7453338, 0xAAAA, 0230, 0.00000, 0.49319, 0.0000000
7456451, 0xAAAA, 0231, 0.00000, 0.50044, 0.0000000
7459575, 0xAAAA, 0232, 0.00000, 0.50044, 0.0000000
7462715, 0xAAAA, 0233, 0.00000, 0.49077, 0.0000000
7465826, 0xAAAA, 0234, 0.00000, 0.49883, 0.0000000
7468952, 0xAAAA, 0235, 0.00000, 0.50286, 0.0000000
7472095, 0xAAAA, 0236, 0.00000, 0.50286, 0.0000000
7475212, 0xAAAA, 0237, 0.00000, 0.48755, 0.0000000
7478341, 0xAAAA, 0238, 0.00000, 0.49480, 0.0000000
7481454, 0xAAAA, 0239, 0.00000, 0.50205, 0.0000000
7484579, 0xAAAA, 0240, 0.00000, 0.49641, 0.0000000
7487704, 0xAAAA, 0241, 0.00000, 0.49802, 0.0000000
7490840, 0xAAAA, 0242, 0.00000, 0.49319, 0.0000000
7493954, 0xAAAA, 0243, 0.00000, 0.50205, 0.0000000
7497088, 0xAAAA, 0244, 0.00000, 0.49883, 0.0000000
7500214, 0xAAAA, 0245, 0.00000, 0.49238, 0.0000000
7503329, 0xAAAA, 0246, 0.00000, 0.50044, 0.0000000
7506454, 0xAAAA, 0247, 0.00000, 0.49722, 0.0000000
7509581, 0xAAAA, 0248, 0.00000, 0.50205, 0.0000000
7512717, 0xAAAA, 0249, 0.00000, 0.48996, 0.0000000
7515857, 0xAAAA, 0250, 0.00000, 0.49722, 0.0000000
7518950, 0xAAAA, 0251, 0.00000, 0.50366, 0.0000000
7522084, 0xAAAA, 0252, 0.00000, 0.49238, 0.0000000
7525223, 0xAAAA, 0253, 0.00000, 0.49077, 0.0000000
7528326, 0xAAAA, 0254, 0.00000, 0.49399, 0.0000000
7531451, 0xAAAA, 0255, 0.00000, 0.50125, 0.0000000
7534591, 0xAAAA, 0256, 0.00000, 0.49883, 0.0000000
7537701, 0xAAAA, 0257, 0.00000, 0.49158, 0.0000000
7540826, 0xAAAA, 0258, 0.00000, 0.49883, 0.0000000
7543970, 0xAAAA, 0259, 0.00000, 0.49883, 0.0000000
7547100, 0xAAAA, 0260, 0.00000, 0.50286, 0.0000000
7550226, 0xAAAA, 0261, 0.00000, 0.48916, 0.0000000
7553329, 0xAAAA, 0262, 0.00000, 0.49802, 0.0000000
7556454, 0xAAAA, 0263, 0.00000, 0.50286, 0.0000000
7559579, 0xAAAA, 0264, 0.00000, 0.50205, 0.0000000
7562716, 0xAAAA, 0265, 0.00000, 0.48916, 0.0000000
7565829, 0xAAAA, 0266, 0.00000, 0.49641, 0.0000000
7568953, 0xAAAA, 0267, 0.00000, 0.50205, 0.0000000
7572087, 0xAAAA, 0268, 0.00000, 0.48996, 0.0000000
7575214, 0xAAAA, 0269, 0.00000, 0.49560, 0.0000000
7578342, 0xAAAA, 0270, 0.00000, 0.49722, 0.0000000
7581450, 0xAAAA, 0271, 0.00000, 0.50286, 0.0000000
7584576, 0xAAAA, 0272, 0.00000, 0.49238, 0.0000000
7587717, 0xAAAA, 0273, 0.00000, 0.49480, 0.0000000
7590826, 0xAAAA, 0274, 0.00000, 0.50125, 0.0000000
7593951, 0xAAAA, 0275, 0.00000, 0.49641, 0.0000000
7597085, 0xAAAA, 0276, 0.00000, 0.49883, 0.0000000
7600211, 0xAAAA, 0277, 0.00000, 0.49158, 0.0000000
7603325, 0xAAAA, 0278, 0.00000, 0.49883, 0.0000000
7606466, 0xAAAA, 0279, 0.00000, 0.50366, 0.0000000
7609582, 0xAAAA, 0280, 0.00000, 0.48755, 0.0000000
7612717, 0xAAAA, 0281, 0.00000, 0.49560, 0.0000000
7615852, 0xAAAA, 0282, 0.00000, 0.49319, 0.0000000
7618954, 0xAAAA, 0283, 0.00000, 0.50044, 0.0000000
7622088, 0xAAAA, 0284, 0.00000, 0.50205, 0.0000000
7625227, 0xAAAA, 0285, 0.00000, 0.49077, 0.0000000
7628329, 0xAAAA, 0286, 0.00000, 0.49883, 0.0000000
7631455, 0xAAAA, 0287, 0.00000, 0.50205, 0.0000000
7634592, 0xAAAA, 0288, 0.00000, 0.50366, 0.0000000
7637704, 0xAAAA, 0289, 0.00000, 0.48835, 0.0000000
7640829, 0xAAAA, 0290, 0.00000, 0.49722, 0.0000000
7643961, 0xAAAA, 0291, 0.00000, 0.50286, 0.0000000
7647100, 0xAAAA, 0292, 0.00000, 0.49641, 0.0000000
7650210, 0xAAAA, 0293, 0.00000, 0.49399, 0.0000000
7653327, 0xAAAA, 0294, 0.00000, 0.49319, 0.0000000
7656451, 0xAAAA, 0295, 0.00000, 0.50125, 0.0000000
7659575, 0xAAAA, 0296, 0.00000, 0.49963, 0.0000000
7662700, 0xAAAA, 0297, 0.00000, 0.49158, 0.0000000
7665825, 0xAAAA, 0298, 0.00161, 0.49963, 0.0000000
7668950, 0xAAAA, 0299, 0.00000, 0.49963, 0.0000000
7672084, 0xAAAA, 0300, 0.00000, 0.50286, 0.0000000
7675213, 0xAAAA, 0301, 0.00081, 0.48996, 0.0000000
7678357, 0xAAAA, 0302, 0.00000, 0.49883, 0.0000000
7681454, 0xAAAA, 0303, 0.00000, 0.50205, 0.0000000
7684579, 0xAAAA, 0304, 0.00000, 0.48916, 0.0000000
7687716, 0xAAAA, 0305, 0.00000, 0.48835, 0.0000000
7690829, 0xAAAA, 0306, 0.00000, 0.49641, 0.0000000
7693955, 0xAAAA, 0307, 0.00000, 0.50205, 0.0000000
7697102, 0xAAAA, 0308, 0.00000, 0.48674, 0.0000000
7700215, 0xAAAA, 0309, 0.00000, 0.49399, 0.0000000
7703329, 0xAAAA, 0310, 0.00000, 0.50125, 0.0000000
7706466, 0xAAAA, 0311, 0.00000, 0.50044, 0.0000000
7709584, 0xAAAA, 0312, 0.00000, 0.49641, 0.0000000
7712717, 0xAAAA, 0313, 0.00000, 0.49238, 0.0000000
7715825, 0xAAAA, 0314, 0.00000, 0.50044, 0.0000000
7718950, 0xAAAA, 0315, 0.00000, 0.50125, 0.0000000
7722084, 0xAAAA, 0316, 0.00000, 0.50447, 0.0000000
7725220, 0xAAAA, 0317, 0.00000, 0.48996, 0.0000000
7728326, 0xAAAA, 0318, 0.00000, 0.49802, 0.0000000
7731451, 0xAAAA, 0319, 0.00000, 0.50366, 0.0000000
7734577, 0xAAAA, 0320, 0.00000, 0.48916, 0.0000000
7737702, 0xAAAA, 0321, 0.00000, 0.49722, 0.0000000
7740825, 0xAAAA, 0322, 0.00000, 0.49480, 0.0000000
7743962, 0xAAAA, 0323, 0.00000, 0.50286, 0.0000000
7747100, 0xAAAA, 0324, 0.00000, 0.49158, 0.0000000
7750241, 0xAAAA, 0325, 0.00000, 0.49560, 0.0000000
7753329, 0xAAAA, 0326, 0.00000, 0.50205, 0.0000000
7756454, 0xAAAA, 0327, 0.00000, 0.48835, 0.0000000
7759590, 0xAAAA, 0328, 0.00000, 0.49158, 0.0000000
7762704, 0xAAAA, 0329, 0.00000, 0.49641, 0.0000000
7765829, 0xAAAA, 0330, 0.00000, 0.50286, 0.0000000
7768968, 0xAAAA, 0331, 0.00000, 0.49560, 0.0000000
7772087, 0xAAAA, 0332, 0.00000, 0.49319, 0.0000000
7775215, 0xAAAA, 0333, 0.00000, 0.50044, 0.0000000
7778354, 0xAAAA, 0334, 0.00000, 0.49883, 0.0000000
7781451, 0xAAAA, 0335, 0.00000, 0.50286, 0.0000000
7784576, 0xAAAA, 0336, 0.00000, 0.48916, 0.0000000
7787704, 0xAAAA, 0337, 0.00000, 0.49722, 0.0000000
7790826, 0xAAAA, 0338, 0.00000, 0.50286, 0.0000000
7793951, 0xAAAA, 0339, 0.00000, 0.50205, 0.0000000
7797096, 0xAAAA, 0340, 0.00000, 0.48835, 0.0000000
7800212, 0xAAAA, 0341, 0.00000, 0.49560, 0.0000000
7803325, 0xAAAA, 0342, 0.00000, 0.50205, 0.0000000
7806451, 0xAAAA, 0343, 0.00000, 0.49641, 0.0000000
7809583, 0xAAAA, 0344, 0.00000, 0.49399, 0.0000000
7812716, 0xAAAA, 0345, 0.00000, 0.49077, 0.0000000
7815829, 0xAAAA, 0346, 0.00000, 0.50044, 0.0000000
7818954, 0xAAAA, 0347, 0.00000, 0.50044, 0.0000000
7822103, 0xAAAA, 0348, 0.00000, 0.48916, 0.0000000
7825215, 0xAAAA, 0349, 0.00000, 0.49722, 0.0000000
7828330, 0xAAAA, 0350, 0.00000, 0.50366, 0.0000000
7831454, 0xAAAA, 0351, 0.00000, 0.50366, 0.0000000
7834580, 0xAAAA, 0352, 0.00000, 0.48835, 0.0000000
7837704, 0xAAAA, 0353, 0.00000, 0.49560, 0.0000000
7840845, 0xAAAA, 0354, 0.00000, 0.50205, 0.0000000
7843963, 0xAAAA, 0355, 0.00000, 0.49722, 0.0000000
7847100, 0xAAAA, 0356, 0.00000, 0.49319, 0.0000000
7850238, 0xAAAA, 0357, 0.00000, 0.49077, 0.0000000
7853327, 0xAAAA, 0358, 0.00000, 0.49883, 0.0000000
7856451, 0xAAAA, 0359, 0.00000, 0.50205, 0.0000000
7859589, 0xAAAA, 0360, 0.00000, 0.48835, 0.0000000
7862700, 0xAAAA, 0361, 0.00000, 0.49722, 0.0000000
7865825, 0xAAAA, 0362, 0.00000, 0.50286, 0.0000000
7868962, 0xAAAA, 0363, 0.00000, 0.50286, 0.0000000
7872084, 0xAAAA, 0364, 0.00000, 0.49399, 0.0000000
7875214, 0xAAAA, 0365, 0.00000, 0.49480, 0.0000000
7878342, 0xAAAA, 0366, 0.00000, 0.50205, 0.0000000
7881455, 0xAAAA, 0367, 0.00000, 0.49802, 0.0000000
7884580, 0xAAAA, 0368, 0.00000, 0.50125, 0.0000000
7887706, 0xAAAA, 0369, 0.00000, 0.49238, 0.0000000
7890830, 0xAAAA, 0370, 0.00000, 0.49963, 0.0000000
7893955, 0xAAAA, 0371, 0.00000, 0.50205, 0.0000000
7897087, 0xAAAA, 0372, 0.00000, 0.48996, 0.0000000
7900214, 0xAAAA, 0373, 0.00000, 0.49883, 0.0000000
7903330, 0xAAAA, 0374, 0.00000, 0.50286, 0.0000000
7906454, 0xAAAA, 0375, 0.00000, 0.50286, 0.0000000
7909584, 0xAAAA, 0376, 0.00000, 0.48916, 0.0000000
7912731, 0xAAAA, 0377, 0.00000, 0.49722, 0.0000000
7915825, 0xAAAA, 0378, 0.00000, 0.50205, 0.0000000
7918950, 0xAAAA, 0379, 0.00000, 0.48755, 0.0000000
7922097, 0xAAAA, 0380, 0.00000, 0.49319, 0.0000000
7925211, 0xAAAA, 0381, 0.00000, 0.49399, 0.0000000
7928325, 0xAAAA, 0382, 0.00000, 0.50125, 0.0000000
7931466, 0xAAAA, 0383, 0.00000, 0.49963, 0.0000000
7934576, 0xAAAA, 0384, 0.00000, 0.49319, 0.0000000
7937701, 0xAAAA, 0385, 0.00000, 0.50125, 0.0000000
7940837, 0xAAAA, 0386, 0.00000, 0.49963, 0.0000000
7943963, 0xAAAA, 0387, 0.00000, 0.50286, 0.0000000
7947100, 0xAAAA, 0388, 0.00000, 0.48996, 0.0000000
7950214, 0xAAAA, 0389, 0.00161, 0.49883, 0.0000000
7953329, 0xAAAA, 0390, 0.00000, 0.50286, 0.0000000
7956454, 0xAAAA, 0391, 0.00000, 0.50527, 0.0000000
7959590, 0xAAAA, 0392, 0.00000, 0.49319, 0.0000000
7962704, 0xAAAA, 0393, 0.00000, 0.49560, 0.0000000
7965830, 0xAAAA, 0394, 0.00000, 0.50286, 0.0000000
7968955, 0xAAAA, 0395, 0.00000, 0.48755, 0.0000000
7972088, 0xAAAA, 0396, 0.00000, 0.49480, 0.0000000
