uptime, sync, seq, SWPMON, temp1, adc
21790840, 0xAAAA, 4818, 0.00000, 0.49399, 0.0000000
21793954, 0xAAAA, 4819, 0.00000, 0.50125, 0.0000000
21797087, 0xAAAA, 4820, 0.00000, 0.49319, 0.0000000
21800228, 0xAAAA, 4821, 0.00000, 0.49480, 0.0000000
21803329, 0xAAAA, 4822, 0.00000, 0.50286, 0.0000000
21806454, 0xAAAA, 4823, 0.00000, 0.49560, 0.0000000
21809591, 0xAAAA, 4824, 0.00000, 0.49158, 0.0000000
21812704, 0xAAAA, 4825, 0.00000, 0.49480, 0.0000000
21815839, 0xAAAA, 4826, 0.00000, 0.50205, 0.0000000
21818950, 0xAAAA, 4827, 0.00000, 0.49560, 0.0000000
21822085, 0xAAAA, 4828, 0.00000, 0.49480, 0.0000000
21825210, 0xAAAA, 4829, 0.00000, 0.49238, 0.0000000
21828336, 0xAAAA, 4830, 0.00000, 0.50205, 0.0000000
21831451, 0xAAAA, 4831, 0.00000, 0.49399, 0.0000000
21834576, 0xAAAA, 4832, 0.00000, 0.49399, 0.0000000
21837701, 0xAAAA, 4833, 0.00000, 0.50205, 0.0000000
21840826, 0xAAAA, 4834, 0.00000, 0.48996, 0.0000000
21843951, 0xAAAA, 4835, 0.00000, 0.49399, 0.0000000
21847090, 0xAAAA, 4836, 0.00000, 0.49399, 0.0000000
21850227, 0xAAAA, 4837, 0.00000, 0.50125, 0.0000000
21853357, 0xAAAA, 4838, 0.00000, 0.49722, 0.0000000
21856454, 0xAAAA, 4839, 0.00000, 0.49238, 0.0000000
21859578, 0xAAAA, 4840, 0.00000, 0.50044, 0.0000000
21862716, 0xAAAA, 4841, 0.00000, 0.50044, 0.0000000
21865830, 0xAAAA, 4842, 0.00000, 0.49963, 0.0000000
21868954, 0xAAAA, 4843, 0.00000, 0.49158, 0.0000000
21872103, 0xAAAA, 4844, 0.00000, 0.49963, 0.0000000
21875214, 0xAAAA, 4845, 0.00000, 0.50286, 0.0000000
21878329, 0xAAAA, 4846, 0.00000, 0.49158, 0.0000000
21881474, 0xAAAA, 4847, 0.00000, 0.49158, 0.0000000
21884576, 0xAAAA, 4848, 0.00000, 0.49963, 0.0000000
21887700, 0xAAAA, 4849, 0.00000, 0.49963, 0.0000000
21890825, 0xAAAA, 4850, 0.00000, 0.49319, 0.0000000
21893951, 0xAAAA, 4851, 0.00000, 0.50044, 0.0000000
21897084, 0xAAAA, 4852, 0.00000, 0.49883, 0.0000000
21900221, 0xAAAA, 4853, 0.00000, 0.50044, 0.0000000
21903326, 0xAAAA, 4854, 0.00000, 0.49238, 0.0000000
21906450, 0xAAAA, 4855, 0.00000, 0.50044, 0.0000000
21909575, 0xAAAA, 4856, 0.00000, 0.50125, 0.0000000
21912702, 0xAAAA, 4857, 0.00081, 0.49158, 0.0000000
21915841, 0xAAAA, 4858, 0.00000, 0.48916, 0.0000000
21918954, 0xAAAA, 4859, 0.00000, 0.49883, 0.0000000
21922088, 0xAAAA, 4860, 0.00000, 0.50286, 0.0000000
21925243, 0xAAAA, 4861, 0.00000, 0.48996, 0.0000000
21928329, 0xAAAA, 4862, 0.00000, 0.49802, 0.0000000
21931455, 0xAAAA, 4863, 0.00000, 0.50286, 0.0000000
21934580, 0xAAAA, 4864, 0.00000, 0.50286, 0.0000000
21937704, 0xAAAA, 4865, 0.00000, 0.48835, 0.0000000
21940829, 0xAAAA, 4866, 0.00000, 0.49641, 0.0000000
21943969, 0xAAAA, 4867, 0.00000, 0.50286, 0.0000000
21947091, 0xAAAA, 4868, 0.00000, 0.48755, 0.0000000
21950226, 0xAAAA, 4869, 0.00000, 0.49641, 0.0000000
21953353, 0xAAAA, 4870, 0.00000, 0.49480, 0.0000000
21956452, 0xAAAA, 4871, 0.00000, 0.50044, 0.0000000
21959575, 0xAAAA, 4872, 0.00081, 0.49722, 0.0000000
21962714, 0xAAAA, 4873, 0.00000, 0.49480, 0.0000000
21965826, 0xAAAA, 4874, 0.00000, 0.50125, 0.0000000
21968951, 0xAAAA, 4875, 0.00000, 0.49399, 0.0000000
21972096, 0xAAAA, 4876, 0.00000, 0.49722, 0.0000000
21975211, 0xAAAA, 4877, 0.00000, 0.49399, 0.0000000
21978326, 0xAAAA, 4878, 0.00000, 0.50205, 0.0000000
21981463, 0xAAAA, 4879, 0.00000, 0.50044, 0.0000000
21984592, 0xAAAA, 4880, 0.00000, 0.49399, 0.0000000
21987704, 0xAAAA, 4881, 0.00000, 0.49077, 0.0000000
21990829, 0xAAAA, 4882, 0.00000, 0.50125, 0.0000000
21993954, 0xAAAA, 4883, 0.00000, 0.49560, 0.0000000
21997103, 0xAAAA, 4884, 0.00000, 0.49399, 0.0000000
22000215, 0xAAAA, 4885, 0.00000, 0.50125, 0.0000000
22003329, 0xAAAA, 4886, 0.00000, 0.49641, 0.0000000
22006454, 0xAAAA, 4887, 0.00000, 0.49722, 0.0000000
22009579, 0xAAAA, 4888, 0.00000, 0.49399, 0.0000000
22012705, 0xAAAA, 4889, 0.00000, 0.50125, 0.0000000
22015856, 0xAAAA, 4890, 0.00000, 0.50125, 0.0000000
22018950, 0xAAAA, 4891, 0.00000, 0.49158, 0.0000000
22022084, 0xAAAA, 4892, 0.00000, 0.50125, 0.0000000
22025222, 0xAAAA, 4893, 0.00000, 0.50044, 0.0000000
22028326, 0xAAAA, 4894, 0.00000, 0.50125, 0.0000000
22031451, 0xAAAA, 4895, 0.00000, 0.49077, 0.0000000
22034591, 0xAAAA, 4896, 0.00000, 0.49963, 0.0000000
22037701, 0xAAAA, 4897, 0.00000, 0.50205, 0.0000000
22040826, 0xAAAA, 4898, 0.00000, 0.49077, 0.0000000
22043962, 0xAAAA, 4899, 0.00000, 0.49077, 0.0000000
22047091, 0xAAAA, 4900, 0.00000, 0.49963, 0.0000000
22050226, 0xAAAA, 4901, 0.00000, 0.50125, 0.0000000
22053329, 0xAAAA, 4902, 0.00000, 0.49077, 0.0000000
22056454, 0xAAAA, 4903, 0.00000, 0.49883, 0.0000000
22059579, 0xAAAA, 4904, 0.00000, 0.50125, 0.0000000
22062715, 0xAAAA, 4905, 0.00000, 0.50125, 0.0000000
22065830, 0xAAAA, 4906, 0.00000, 0.49158, 0.0000000
22068954, 0xAAAA, 4907, 0.00000, 0.50044, 0.0000000
22072087, 0xAAAA, 4908, 0.00000, 0.50044, 0.0000000
22075214, 0xAAAA, 4909, 0.00000, 0.49158, 0.0000000
22078329, 0xAAAA, 4910, 0.00000, 0.49399, 0.0000000
22081463, 0xAAAA, 4911, 0.00000, 0.50044, 0.0000000
22084576, 0xAAAA, 4912, 0.00161, 0.50125, 0.0000000
22087732, 0xAAAA, 4913, 0.00000, 0.49319, 0.0000000
22090825, 0xAAAA, 4914, 0.00000, 0.50044, 0.0000000
22093950, 0xAAAA, 4915, 0.00000, 0.50044, 0.0000000
22097096, 0xAAAA, 4916, 0.00000, 0.49963, 0.0000000
22100211, 0xAAAA, 4917, 0.00000, 0.49238, 0.0000000
22103325, 0xAAAA, 4918, 0.00000, 0.50125, 0.0000000
22106466, 0xAAAA, 4919, 0.00000, 0.49560, 0.0000000
22109576, 0xAAAA, 4920, 0.00000, 0.49399, 0.0000000
22112704, 0xAAAA, 4921, 0.00000, 0.50205, 0.0000000
22115854, 0xAAAA, 4922, 0.00000, 0.50205, 0.0000000
22118954, 0xAAAA, 4923, 0.00000, 0.48674, 0.0000000
22122087, 0xAAAA, 4924, 0.00000, 0.49560, 0.0000000
22125219, 0xAAAA, 4925, 0.00000, 0.50286, 0.0000000
22128331, 0xAAAA, 4926, 0.00000, 0.49158, 0.0000000
22131455, 0xAAAA, 4927, 0.00000, 0.49480, 0.0000000
22134591, 0xAAAA, 4928, 0.00000, 0.49319, 0.0000000
22137703, 0xAAAA, 4929, 0.00000, 0.50205, 0.0000000
22140829, 0xAAAA, 4930, 0.00000, 0.49158, 0.0000000
22143954, 0xAAAA, 4931, 0.00000, 0.49480, 0.0000000
22147093, 0xAAAA, 4932, 0.00000, 0.50205, 0.0000000
22150226, 0xAAAA, 4933, 0.00000, 0.50125, 0.0000000
22153326, 0xAAAA, 4934, 0.00000, 0.48996, 0.0000000
22156451, 0xAAAA, 4935, 0.00000, 0.49560, 0.0000000
22159590, 0xAAAA, 4936, 0.00000, 0.50205, 0.0000000
22162701, 0xAAAA, 4937, 0.00000, 0.49238, 0.0000000
22165825, 0xAAAA, 4938, 0.00000, 0.49560, 0.0000000
22168950, 0xAAAA, 4939, 0.00000, 0.49480, 0.0000000
22172084, 0xAAAA, 4940, 0.00161, 0.50205, 0.0000000
22175210, 0xAAAA, 4941, 0.00000, 0.48755, 0.0000000
22178342, 0xAAAA, 4942, 0.00000, 0.49560, 0.0000000
22181464, 0xAAAA, 4943, 0.00000, 0.50286, 0.0000000
22184593, 0xAAAA, 4944, 0.00000, 0.49077, 0.0000000
22187728, 0xAAAA, 4945, 0.00000, 0.49077, 0.0000000
22190829, 0xAAAA, 4946, 0.00000, 0.49399, 0.0000000
22193954, 0xAAAA, 4947, 0.00000, 0.50205, 0.0000000
22197100, 0xAAAA, 4948, 0.00000, 0.49319, 0.0000000
22200215, 0xAAAA, 4949, 0.00000, 0.49480, 0.0000000
22203330, 0xAAAA, 4950, 0.00000, 0.50205, 0.0000000
22206466, 0xAAAA, 4951, 0.00000, 0.50205, 0.0000000
22209580, 0xAAAA, 4952, 0.00000, 0.48674, 0.0000000
22212705, 0xAAAA, 4953, 0.00000, 0.49480, 0.0000000
22215842, 0xAAAA, 4954, 0.00000, 0.50205, 0.0000000
22218950, 0xAAAA, 4955, 0.00000, 0.49319, 0.0000000
22222084, 0xAAAA, 4956, 0.00000, 0.49480, 0.0000000
22225213, 0xAAAA, 4957, 0.00000, 0.49722, 0.0000000
22228326, 0xAAAA, 4958, 0.00000, 0.50286, 0.0000000
22231450, 0xAAAA, 4959, 0.00000, 0.48835, 0.0000000
22234576, 0xAAAA, 4960, 0.00000, 0.49641, 0.0000000
22237701, 0xAAAA, 4961, 0.00000, 0.50286, 0.0000000
22240826, 0xAAAA, 4962, 0.00000, 0.50205, 0.0000000
22243952, 0xAAAA, 4963, 0.00000, 0.48755, 0.0000000
22247093, 0xAAAA, 4964, 0.00000, 0.49641, 0.0000000
22250241, 0xAAAA, 4965, 0.00000, 0.50286, 0.0000000
22253329, 0xAAAA, 4966, 0.00000, 0.49399, 0.0000000
22256454, 0xAAAA, 4967, 0.00000, 0.49480, 0.0000000
22259590, 0xAAAA, 4968, 0.00000, 0.49480, 0.0000000
22262705, 0xAAAA, 4969, 0.00000, 0.50205, 0.0000000
22265830, 0xAAAA, 4970, 0.00000, 0.49560, 0.0000000
22268968, 0xAAAA, 4971, 0.00000, 0.49399, 0.0000000
22272088, 0xAAAA, 4972, 0.00000, 0.50205, 0.0000000
22275214, 0xAAAA, 4973, 0.00000, 0.49560, 0.0000000
22278341, 0xAAAA, 4974, 0.00000, 0.49560, 0.0000000
22281465, 0xAAAA, 4975, 0.00000, 0.49399, 0.0000000
22284575, 0xAAAA, 4976, 0.00000, 0.50205, 0.0000000
22287701, 0xAAAA, 4977, 0.00000, 0.49480, 0.0000000
22290826, 0xAAAA, 4978, 0.00000, 0.49399, 0.0000000
22293950, 0xAAAA, 4979, 0.00000, 0.49158, 0.0000000
22297094, 0xAAAA, 4980, 0.00000, 0.50205, 0.0000000
22300211, 0xAAAA, 4981, 0.00000, 0.49883, 0.0000000
22303326, 0xAAAA, 4982, 0.00000, 0.49319, 0.0000000
22306450, 0xAAAA, 4983, 0.00000, 0.50044, 0.0000000
22309576, 0xAAAA, 4984, 0.00000, 0.49883, 0.0000000
22312706, 0xAAAA, 4985, 0.00000, 0.49802, 0.0000000
22315842, 0xAAAA, 4986, 0.00000, 0.49319, 0.0000000
22318954, 0xAAAA, 4987, 0.00000, 0.50044, 0.0000000
22322128, 0xAAAA, 4988, 0.00000, 0.50205, 0.0000000
22325214, 0xAAAA, 4989, 0.00000, 0.49238, 0.0000000
22328329, 0xAAAA, 4990, 0.00000, 0.50044, 0.0000000
22331454, 0xAAAA, 4991, 0.00000, 0.49963, 0.0000000
22334580, 0xAAAA, 4992, 0.00000, 0.49802, 0.0000000
22337704, 0xAAAA, 4993, 0.00000, 0.49319, 0.0000000
22340844, 0xAAAA, 4994, 0.00000, 0.50125, 0.0000000
22343954, 0xAAAA, 4995, 0.00000, 0.49963, 0.0000000
22347094, 0xAAAA, 4996, 0.00000, 0.49399, 0.0000000
22350238, 0xAAAA, 4997, 0.00000, 0.49319, 0.0000000
22353326, 0xAAAA, 4998, 0.00000, 0.50205, 0.0000000
22356451, 0xAAAA, 4999, 0.00000, 0.49399, 0.0000000
22359584, 0xAAAA, 5000, 0.00000, 0.49319, 0.0000000
22362701, 0xAAAA, 5001, 0.00000, 0.50125, 0.0000000
22365825, 0xAAAA, 5002, 0.00000, 0.49802, 0.0000000
22368962, 0xAAAA, 5003, 0.00000, 0.50125, 0.0000000
22372084, 0xAAAA, 5004, 0.00000, 0.49158, 0.0000000
22375210, 0xAAAA, 5005, 0.00000, 0.49963, 0.0000000
22378328, 0xAAAA, 5006, 0.00000, 0.50286, 0.0000000
22381466, 0xAAAA, 5007, 0.00000, 0.49077, 0.0000000
22384579, 0xAAAA, 5008, 0.00000, 0.48996, 0.0000000
22387705, 0xAAAA, 5009, 0.00000, 0.49963, 0.0000000
22390829, 0xAAAA, 5010, 0.00000, 0.50044, 0.0000000
22393969, 0xAAAA, 5011, 0.00000, 0.48996, 0.0000000
22397088, 0xAAAA, 5012, 0.00000, 0.49963, 0.0000000
22400215, 0xAAAA, 5013, 0.00000, 0.50286, 0.0000000
22403329, 0xAAAA, 5014, 0.00000, 0.50286, 0.0000000
22406454, 0xAAAA, 5015, 0.00000, 0.49077, 0.0000000
22409579, 0xAAAA, 5016, 0.00000, 0.50044, 0.0000000
22412721, 0xAAAA, 5017, 0.00000, 0.50286, 0.0000000
22415843, 0xAAAA, 5018, 0.00000, 0.49077, 0.0000000
22418950, 0xAAAA, 5019, 0.00000, 0.49883, 0.0000000
22422096, 0xAAAA, 5020, 0.00000, 0.49883, 0.0000000
22425211, 0xAAAA, 5021, 0.00000, 0.50286, 0.0000000
22428326, 0xAAAA, 5022, 0.00000, 0.49077, 0.0000000
22431465, 0xAAAA, 5023, 0.00000, 0.49883, 0.0000000
22434576, 0xAAAA, 5024, 0.00000, 0.50125, 0.0000000
22437701, 0xAAAA, 5025, 0.00000, 0.49077, 0.0000000
22440836, 0xAAAA, 5026, 0.00000, 0.49238, 0.0000000
22443950, 0xAAAA, 5027, 0.00000, 0.49963, 0.0000000
22447095, 0xAAAA, 5028, 0.00000, 0.50205, 0.0000000
22450226, 0xAAAA, 5029, 0.00000, 0.49158, 0.0000000
22453329, 0xAAAA, 5030, 0.00000, 0.49963, 0.0000000
22456455, 0xAAAA, 5031, 0.00000, 0.50205, 0.0000000
22459586, 0xAAAA, 5032, 0.00000, 0.50044, 0.0000000
22462704, 0xAAAA, 5033, 0.00000, 0.49158, 0.0000000
22465829, 0xAAAA, 5034, 0.00000, 0.49963, 0.0000000
22468954, 0xAAAA, 5035, 0.00000, 0.50125, 0.0000000
22472087, 0xAAAA, 5036, 0.00000, 0.49077, 0.0000000
22475214, 0xAAAA, 5037, 0.00000, 0.48916, 0.0000000
22478330, 0xAAAA, 5038, 0.00000, 0.49802, 0.0000000
22481467, 0xAAAA, 5039, 0.00000, 0.50205, 0.0000000
22484607, 0xAAAA, 5040, 0.00000, 0.49077, 0.0000000
22487700, 0xAAAA, 5041, 0.00000, 0.49883, 0.0000000
22490825, 0xAAAA, 5042, 0.00000, 0.50286, 0.0000000
22493962, 0xAAAA, 5043, 0.00000, 0.50205, 0.0000000
22497084, 0xAAAA, 5044, 0.00000, 0.48996, 0.0000000
22500212, 0xAAAA, 5045, 0.00000, 0.49802, 0.0000000
22503341, 0xAAAA, 5046, 0.00000, 0.50286, 0.0000000
22506450, 0xAAAA, 5047, 0.00000, 0.48916, 0.0000000
22509575, 0xAAAA, 5048, 0.00000, 0.49722, 0.0000000
22512720, 0xAAAA, 5049, 0.00000, 0.49722, 0.0000000
22515841, 0xAAAA, 5050, 0.00000, 0.50205, 0.0000000
22518954, 0xAAAA, 5051, 0.00000, 0.48755, 0.0000000
22522087, 0xAAAA, 5052, 0.00000, 0.49641, 0.0000000
22525215, 0xAAAA, 5053, 0.00000, 0.50205, 0.0000000
22528329, 0xAAAA, 5054, 0.00000, 0.50125, 0.0000000
22531465, 0xAAAA, 5055, 0.00000, 0.48755, 0.0000000
22534580, 0xAAAA, 5056, 0.00000, 0.49641, 0.0000000
22537705, 0xAAAA, 5057, 0.00000, 0.50447, 0.0000000
22540829, 0xAAAA, 5058, 0.00000, 0.48835, 0.0000000
22543954, 0xAAAA, 5059, 0.00000, 0.49722, 0.0000000
22547096, 0xAAAA, 5060, 0.00000, 0.50044, 0.0000000
22550226, 0xAAAA, 5061, 0.00000, 0.50205, 0.0000000
22553326, 0xAAAA, 5062, 0.00000, 0.48996, 0.0000000
22556467, 0xAAAA, 5063, 0.00000, 0.49883, 0.0000000
22559574, 0xAAAA, 5064, 0.00000, 0.50366, 0.0000000
22562701, 0xAAAA, 5065, 0.00000, 0.48916, 0.0000000
22565826, 0xAAAA, 5066, 0.00000, 0.48835, 0.0000000
22568950, 0xAAAA, 5067, 0.00000, 0.49722, 0.0000000
22572084, 0xAAAA, 5068, 0.00000, 0.50366, 0.0000000
22575225, 0xAAAA, 5069, 0.00000, 0.48916, 0.0000000
22578330, 0xAAAA, 5070, 0.00000, 0.49722, 0.0000000
22581467, 0xAAAA, 5071, 0.00000, 0.50286, 0.0000000
22584604, 0xAAAA, 5072, 0.00000, 0.50286, 0.0000000
22587704, 0xAAAA, 5073, 0.00000, 0.48916, 0.0000000
22590830, 0xAAAA, 5074, 0.00000, 0.49641, 0.0000000
22593967, 0xAAAA, 5075, 0.00000, 0.50366, 0.0000000
22597087, 0xAAAA, 5076, 0.00000, 0.48835, 0.0000000
22600214, 0xAAAA, 5077, 0.00000, 0.49560, 0.0000000
22603341, 0xAAAA, 5078, 0.00000, 0.49722, 0.0000000
22606454, 0xAAAA, 5079, 0.00000, 0.50286, 0.0000000
22609579, 0xAAAA, 5080, 0.00000, 0.48755, 0.0000000
22612708, 0xAAAA, 5081, 0.00000, 0.49722, 0.0000000
22615842, 0xAAAA, 5082, 0.00000, 0.50286, 0.0000000
22618951, 0xAAAA, 5083, 0.00000, 0.50125, 0.0000000
22622085, 0xAAAA, 5084, 0.00000, 0.48916, 0.0000000
22625210, 0xAAAA, 5085, 0.00000, 0.49802, 0.0000000
22628341, 0xAAAA, 5086, 0.00000, 0.50205, 0.0000000
22631450, 0xAAAA, 5087, 0.00000, 0.48916, 0.0000000
22634575, 0xAAAA, 5088, 0.00000, 0.49722, 0.0000000
22637701, 0xAAAA, 5089, 0.00000, 0.49722, 0.0000000
22640825, 0xAAAA, 5090, 0.00000, 0.50366, 0.0000000
22643951, 0xAAAA, 5091, 0.00000, 0.48835, 0.0000000
22647111, 0xAAAA, 5092, 0.00000, 0.49641, 0.0000000
22650226, 0xAAAA, 5093, 0.00000, 0.50205, 0.0000000
22653329, 0xAAAA, 5094, 0.00000, 0.48674, 0.0000000
22656467, 0xAAAA, 5095, 0.00000, 0.49641, 0.0000000
22659578, 0xAAAA, 5096, 0.00000, 0.49480, 0.0000000
22662705, 0xAAAA, 5097, 0.00000, 0.50286, 0.0000000
22665844, 0xAAAA, 5098, 0.00000, 0.49238, 0.0000000
22668954, 0xAAAA, 5099, 0.00000, 0.49480, 0.0000000
22672087, 0xAAAA, 5100, 0.00000, 0.50125, 0.0000000
22675226, 0xAAAA, 5101, 0.00000, 0.50205, 0.0000000
22678332, 0xAAAA, 5102, 0.00000, 0.49560, 0.0000000
22681467, 0xAAAA, 5103, 0.00000, 0.49399, 0.0000000
22684575, 0xAAAA, 5104, 0.00000, 0.50205, 0.0000000
22687700, 0xAAAA, 5105, 0.00000, 0.49722, 0.0000000
22690825, 0xAAAA, 5106, 0.00000, 0.50205, 0.0000000
22693961, 0xAAAA, 5107, 0.00000, 0.49399, 0.0000000
22697084, 0xAAAA, 5108, 0.00000, 0.50125, 0.0000000
22700211, 0xAAAA, 5109, 0.00000, 0.50125, 0.0000000
22703326, 0xAAAA, 5110, 0.00000, 0.49238, 0.0000000
22706451, 0xAAAA, 5111, 0.00000, 0.49963, 0.0000000
22709575, 0xAAAA, 5112, 0.00000, 0.50286, 0.0000000
22712710, 0xAAAA, 5113, 0.00000, 0.49883, 0.0000000
22715842, 0xAAAA, 5114, 0.00000, 0.49238, 0.0000000
22718982, 0xAAAA, 5115, 0.00000, 0.49883, 0.0000000
22722087, 0xAAAA, 5116, 0.00000, 0.50205, 0.0000000
22725214, 0xAAAA, 5117, 0.00000, 0.48835, 0.0000000
22728341, 0xAAAA, 5118, 0.00000, 0.48916, 0.0000000
22731454, 0xAAAA, 5119, 0.00000, 0.49802, 0.0000000
22734580, 0xAAAA, 5120, 0.00000, 0.50286, 0.0000000
22737719, 0xAAAA, 5121, 0.00000, 0.48996, 0.0000000
22740830, 0xAAAA, 5122, 0.00000, 0.49883, 0.0000000
22743954, 0xAAAA, 5123, 0.00000, 0.50205, 0.0000000
22747109, 0xAAAA, 5124, 0.00000, 0.50286, 0.0000000
22750227, 0xAAAA, 5125, 0.00000, 0.49077, 0.0000000
22753326, 0xAAAA, 5126, 0.00000, 0.49883, 0.0000000
22756452, 0xAAAA, 5127, 0.00000, 0.50125, 0.0000000
22759575, 0xAAAA, 5128, 0.00000, 0.49158, 0.0000000
22762701, 0xAAAA, 5129, 0.00000, 0.49963, 0.0000000
22765836, 0xAAAA, 5130, 0.00000, 0.49963, 0.0000000
22768951, 0xAAAA, 5131, 0.00000, 0.50125, 0.0000000
22772084, 0xAAAA, 5132, 0.00000, 0.49077, 0.0000000
22775210, 0xAAAA, 5133, 0.00000, 0.49883, 0.0000000
22778331, 0xAAAA, 5134, 0.00000, 0.50286, 0.0000000
22781467, 0xAAAA, 5135, 0.00000, 0.50527, 0.0000000
22784579, 0xAAAA, 5136, 0.00000, 0.48916, 0.0000000
22787705, 0xAAAA, 5137, 0.00000, 0.49802, 0.0000000
22790845, 0xAAAA, 5138, 0.00000, 0.50286, 0.0000000
22793954, 0xAAAA, 5139, 0.00000, 0.48835, 0.0000000
22797088, 0xAAAA, 5140, 0.00000, 0.49722, 0.0000000
22800215, 0xAAAA, 5141, 0.00000, 0.49802, 0.0000000
22803329, 0xAAAA, 5142, 0.00000, 0.50205, 0.0000000
22806454, 0xAAAA, 5143, 0.00000, 0.48755, 0.0000000
22809594, 0xAAAA, 5144, 0.00000, 0.49722, 0.0000000
22812710, 0xAAAA, 5145, 0.00000, 0.50286, 0.0000000
22815842, 0xAAAA, 5146, 0.00000, 0.48835, 0.0000000
22818978, 0xAAAA, 5147, 0.00000, 0.48835, 0.0000000
22822085, 0xAAAA, 5148, 0.00000, 0.49722, 0.0000000
22825211, 0xAAAA, 5149, 0.00000, 0.50286, 0.0000000
22828339, 0xAAAA, 5150, 0.00000, 0.48835, 0.0000000
22831451, 0xAAAA, 5151, 0.00000, 0.49560, 0.0000000
22834575, 0xAAAA, 5152, 0.00000, 0.50286, 0.0000000
22837713, 0xAAAA, 5153, 0.00000, 0.50286, 0.0000000
22840826, 0xAAAA, 5154, 0.00000, 0.48835, 0.0000000
22843952, 0xAAAA, 5155, 0.00000, 0.49560, 0.0000000
22847098, 0xAAAA, 5156, 0.00000, 0.50205, 0.0000000
22850226, 0xAAAA, 5157, 0.00000, 0.49399, 0.0000000
22853330, 0xAAAA, 5158, 0.00000, 0.49399, 0.0000000
22856454, 0xAAAA, 5159, 0.00000, 0.49480, 0.0000000
22859579, 0xAAAA, 5160, 0.00081, 0.50205, 0.0000000
22862704, 0xAAAA, 5161, 0.00000, 0.49560, 0.0000000
22865830, 0xAAAA, 5162, 0.00000, 0.49480, 0.0000000
22868954, 0xAAAA, 5163, 0.00000, 0.50286, 0.0000000
22872088, 0xAAAA, 5164, 0.00000, 0.50286, 0.0000000
22875214, 0xAAAA, 5165, 0.00000, 0.49238, 0.0000000
22878334, 0xAAAA, 5166, 0.00000, 0.49560, 0.0000000
22881481, 0xAAAA, 5167, 0.00000, 0.50286, 0.0000000
22884575, 0xAAAA, 5168, 0.00000, 0.48996, 0.0000000
22887700, 0xAAAA, 5169, 0.00000, 0.49480, 0.0000000
22890837, 0xAAAA, 5170, 0.00000, 0.49480, 0.0000000
22893951, 0xAAAA, 5171, 0.00000, 0.50205, 0.0000000
22897084, 0xAAAA, 5172, 0.00000, 0.48916, 0.0000000
22900225, 0xAAAA, 5173, 0.00000, 0.49641, 0.0000000
22903326, 0xAAAA, 5174, 0.00000, 0.50205, 0.0000000
22906451, 0xAAAA, 5175, 0.00000, 0.49319, 0.0000000
22909588, 0xAAAA, 5176, 0.00000, 0.49560, 0.0000000
22912711, 0xAAAA, 5177, 0.00000, 0.49480, 0.0000000
22915842, 0xAAAA, 5178, 0.00000, 0.50205, 0.0000000
22918954, 0xAAAA, 5179, 0.00000, 0.49238, 0.0000000
22922088, 0xAAAA, 5180, 0.00000, 0.49641, 0.0000000
22925214, 0xAAAA, 5181, 0.00000, 0.49319, 0.0000000
22928340, 0xAAAA, 5182, 0.00000, 0.50205, 0.0000000
22931454, 0xAAAA, 5183, 0.00000, 0.49077, 0.0000000
22934579, 0xAAAA, 5184, 0.00000, 0.49560, 0.0000000
22937704, 0xAAAA, 5185, 0.00161, 0.50205, 0.0000000
22940829, 0xAAAA, 5186, 0.00000, 0.48755, 0.0000000
22943954, 0xAAAA, 5187, 0.00000, 0.48916, 0.0000000
22947101, 0xAAAA, 5188, 0.00000, 0.49560, 0.0000000
22950227, 0xAAAA, 5189, 0.00000, 0.50205, 0.0000000
22953341, 0xAAAA, 5190, 0.00000, 0.48996, 0.0000000
22956450, 0xAAAA, 5191, 0.00000, 0.49560, 0.0000000
22959575, 0xAAAA, 5192, 0.00000, 0.50286, 0.0000000
22962701, 0xAAAA, 5193, 0.00000, 0.50205, 0.0000000
22965825, 0xAAAA, 5194, 0.00000, 0.49560, 0.0000000
22968950, 0xAAAA, 5195, 0.00000, 0.49480, 0.0000000
22972100, 0xAAAA, 5196, 0.00000, 0.50205, 0.0000000
22975211, 0xAAAA, 5197, 0.00000, 0.49480, 0.0000000
22978334, 0xAAAA, 5198, 0.00000, 0.49560, 0.0000000
22981478, 0xAAAA, 5199, 0.00000, 0.49560, 0.0000000
22984579, 0xAAAA, 5200, 0.00000, 0.50286, 0.0000000
22987704, 0xAAAA, 5201, 0.00000, 0.48835, 0.0000000
22990837, 0xAAAA, 5202, 0.00000, 0.49560, 0.0000000
22993955, 0xAAAA, 5203, 0.00000, 0.50205, 0.0000000
22997087, 0xAAAA, 5204, 0.00000, 0.50125, 0.0000000
23000226, 0xAAAA, 5205, 0.00000, 0.49883, 0.0000000
23003330, 0xAAAA, 5206, 0.00000, 0.49399, 0.0000000
23006454, 0xAAAA, 5207, 0.00000, 0.50125, 0.0000000
23009579, 0xAAAA, 5208, 0.00000, 0.49802, 0.0000000
23012712, 0xAAAA, 5209, 0.00000, 0.49319, 0.0000000
23015825, 0xAAAA, 5210, 0.00000, 0.49560, 0.0000000
23018950, 0xAAAA, 5211, 0.00000, 0.50125, 0.0000000
23022085, 0xAAAA, 5212, 0.00000, 0.49963, 0.0000000
23025228, 0xAAAA, 5213, 0.00000, 0.49238, 0.0000000
23028326, 0xAAAA, 5214, 0.00000, 0.50125, 0.0000000
23031450, 0xAAAA, 5215, 0.00000, 0.49963, 0.0000000
23034576, 0xAAAA, 5216, 0.00000, 0.49480, 0.0000000
