date, time, sync, seq, SWPMON, temp1, adc
24-07-09, T10:36:45.052000Z, 0xAAAA, 1876, 0.00000, 0.50125, 0.0000000
24-07-09, T10:36:45.055100Z, 0xAAAA, 1877, 0.00000, 0.49158, 0.0000000
24-07-09, T10:36:45.058200Z, 0xAAAA, 1878, 0.00000, 0.49963, 0.0000000
24-07-09, T10:36:45.061200Z, 0xAAAA, 1879, 0.00000, 0.48835, 0.0000000
24-07-09, T10:36:45.064300Z, 0xAAAA, 1880, 0.00000, 0.50044, 0.0000000
24-07-09, T10:36:45.067400Z, 0xAAAA, 1881, 0.00000, 0.49077, 0.0000000
24-07-09, T10:36:45.070600Z, 0xAAAA, 1882, 0.00000, 0.49963, 0.0000000
24-07-09, T10:36:45.073600Z, 0xAAAA, 1883, 0.00000, 0.48513, 0.0000000
24-07-09, T10:36:45.076700Z, 0xAAAA, 1884, 0.00000, 0.50044, 0.0000000
24-07-09, T10:36:45.079900Z, 0xAAAA, 1885, 0.00000, 0.49077, 0.0000000
24-07-09, T10:36:45.082900Z, 0xAAAA, 1886, 0.00000, 0.50205, 0.0000000
24-07-09, T10:36:45.086000Z, 0xAAAA, 1887, 0.00000, 0.49319, 0.0000000
24-07-09, T10:36:45.089100Z, 0xAAAA, 1888, 0.00000, 0.50044, 0.0000000
24-07-09, T10:36:45.092200Z, 0xAAAA, 1889, 0.00000, 0.48916, 0.0000000
24-07-09, T10:36:45.095300Z, 0xAAAA, 1890, 0.00000, 0.50125, 0.0000000
24-07-09, T10:36:45.098400Z, 0xAAAA, 1891, 0.00000, 0.49158, 0.0000000
24-07-09, T10:36:45.101500Z, 0xAAAA, 1892, 0.00000, 0.50205, 0.0000000
24-07-09, T10:36:45.104600Z, 0xAAAA, 1893, 0.00000, 0.49399, 0.0000000
24-07-09, T10:36:45.107600Z, 0xAAAA, 1894, 0.00000, 0.50125, 0.0000000
24-07-09, T10:36:45.110800Z, 0xAAAA, 1895, 0.00000, 0.48755, 0.0000000
24-07-09, T10:36:45.113800Z, 0xAAAA, 1896, 0.00000, 0.50608, 0.0000000
24-07-09, T10:36:45.116900Z, 0xAAAA, 1897, 0.00000, 0.49722, 0.0000000
24-07-09, T10:36:45.120000Z, 0xAAAA, 1898, 0.00000, 0.49802, 0.0000000
24-07-09, T10:36:45.123100Z, 0xAAAA, 1899, 0.00081, 0.49480, 0.0000000
24-07-09, T10:36:45.126200Z, 0xAAAA, 1900, 0.00000, 0.49480, 0.0000000
24-07-09, T10:36:45.129400Z, 0xAAAA, 1901, 0.00000, 0.49077, 0.0000000
24-07-09, T10:36:45.132400Z, 0xAAAA, 1902, 0.00322, 0.49722, 0.0000000
24-07-09, T10:36:45.135500Z, 0xAAAA, 1903, 0.00000, 0.49641, 0.0000000
24-07-09, T10:36:45.138600Z, 0xAAAA, 1904, 0.00242, 0.49399, 0.0000000
24-07-09, T10:36:45.141700Z, 0xAAAA, 1905, 0.00161, 0.49319, 0.0000000
24-07-09, T10:36:45.144800Z, 0xAAAA, 1906, 0.00000, 0.50044, 0.0000000
24-07-09, T10:36:45.147900Z, 0xAAAA, 1907, 0.00000, 0.49722, 0.0000000
24-07-09, T10:36:45.151000Z, 0xAAAA, 1908, 0.00000, 0.50286, 0.0000000
24-07-09, T10:36:45.154200Z, 0xAAAA, 1909, 0.00000, 0.49399, 0.0000000
24-07-09, T10:36:45.157200Z, 0xAAAA, 1910, 0.00161, 0.49641, 0.0000000
24-07-09, T10:36:45.160300Z, 0xAAAA, 1911, 0.00000, 0.49399, 0.0000000
24-07-09, T10:36:45.163300Z, 0xAAAA, 1912, 0.00322, 0.49802, 0.0000000
24-07-09, T10:36:45.166400Z, 0xAAAA, 1913, 0.00000, 0.49802, 0.0000000
24-07-09, T10:36:45.169500Z, 0xAAAA, 1914, 0.00322, 0.48996, 0.0000000
24-07-09, T10:36:45.172700Z, 0xAAAA, 1915, 0.00081, 0.49399, 0.0000000
24-07-09, T10:36:45.175700Z, 0xAAAA, 1916, 0.00242, 0.48916, 0.0000000
24-07-09, T10:36:45.178900Z, 0xAAAA, 1917, 0.00322, 0.50447, 0.0000000
24-07-09, T10:36:45.181900Z, 0xAAAA, 1918, 0.00322, 0.48593, 0.0000000
24-07-09, T10:36:45.185000Z, 0xAAAA, 1919, 0.00000, 0.49480, 0.0000000
24-07-09, T10:36:45.188100Z, 0xAAAA, 1920, 0.00161, 0.49319, 0.0000000
24-07-09, T10:36:45.191200Z, 0xAAAA, 1921, 0.00000, 0.49560, 0.0000000
24-07-09, T10:36:45.197400Z, 0xAAAA, 1923, 0.00000, 0.50527, 0.0000000
24-07-09, T10:36:45.200500Z, 0xAAAA, 1924, 0.00000, 0.48835, 0.0000000
24-07-09, T10:36:45.203600Z, 0xAAAA, 1925, 0.00081, 0.49963, 0.0000000
24-07-09, T10:36:45.206700Z, 0xAAAA, 1926, 0.00000, 0.48916, 0.0000000
24-07-09, T10:36:45.209800Z, 0xAAAA, 1927, 0.00000, 0.50044, 0.0000000
24-07-09, T10:36:45.212800Z, 0xAAAA, 1928, 0.00000, 0.49319, 0.0000000
24-07-09, T10:36:45.215900Z, 0xAAAA, 1929, 0.00000, 0.50286, 0.0000000
24-07-09, T10:36:45.219000Z, 0xAAAA, 1930, 0.00000, 0.48996, 0.0000000
24-07-09, T10:36:45.222200Z, 0xAAAA, 1931, 0.00000, 0.50205, 0.0000000
24-07-09, T10:36:45.225200Z, 0xAAAA, 1932, 0.00000, 0.49238, 0.0000000
24-07-09, T10:36:45.228400Z, 0xAAAA, 1933, 0.00000, 0.50044, 0.0000000
24-07-09, T10:36:45.231400Z, 0xAAAA, 1934, 0.00000, 0.49560, 0.0000000
24-07-09, T10:36:45.234500Z, 0xAAAA, 1935, 0.00161, 0.50527, 0.0000000
24-07-09, T10:36:45.237600Z, 0xAAAA, 1936, 0.00000, 0.49238, 0.0000000
24-07-09, T10:36:45.240700Z, 0xAAAA, 1937, 0.00000, 0.50044, 0.0000000
24-07-09, T10:36:45.243800Z, 0xAAAA, 1938, 0.00000, 0.49560, 0.0000000
24-07-09, T10:36:45.246900Z, 0xAAAA, 1939, 0.00000, 0.49480, 0.0000000
24-07-09, T10:36:45.250000Z, 0xAAAA, 1940, 0.00000, 0.49722, 0.0000000
24-07-09, T10:36:45.253200Z, 0xAAAA, 1941, 0.00000, 0.50205, 0.0000000
24-07-09, T10:36:45.256200Z, 0xAAAA, 1942, 0.00000, 0.49480, 0.0000000
24-07-09, T10:36:45.259300Z, 0xAAAA, 1943, 0.00000, 0.49722, 0.0000000
24-07-09, T10:36:45.262400Z, 0xAAAA, 1944, 0.00000, 0.49641, 0.0000000
24-07-09, T10:36:45.265400Z, 0xAAAA, 1945, 0.00000, 0.48835, 0.0000000
24-07-09, T10:36:45.268500Z, 0xAAAA, 1946, 0.00000, 0.49883, 0.0000000
24-07-09, T10:36:45.271700Z, 0xAAAA, 1947, 0.00000, 0.50044, 0.0000000
24-07-09, T10:36:45.274700Z, 0xAAAA, 1948, 0.00000, 0.49641, 0.0000000
24-07-09, T10:36:45.277900Z, 0xAAAA, 1949, 0.00000, 0.48916, 0.0000000
24-07-09, T10:36:45.280900Z, 0xAAAA, 1950, 0.00000, 0.49883, 0.0000000
24-07-09, T10:36:45.284000Z, 0xAAAA, 1951, 0.00000, 0.48755, 0.0000000
24-07-09, T10:36:45.287100Z, 0xAAAA, 1952, 0.00081, 0.49399, 0.0000000
