11-29-2023, 12:55:56:33, sync, seq, endMon, SWPMON, temp1, temp2, adc
11-29-2023, 12:55:59:688, , , , , , , 
11-29-2023, 12:55:59:815, 0xAAAA, 6946, 02.411, , , , 
11-29-2023, 12:55:59:945, 0xAAAA, 6947, 02.408, , , , 
11-29-2023, 12:56:00:70, 0xAAAA, 6948, 02.412, , , , 
11-29-2023, 12:56:00:70, 0xAAAA, 6949, 02.414, 1.6, 01.442, 01.628, 0.155
11-29-2023, 12:56:00:208, 0x7F5, 2047, 01.640, 1.6, 01.459, 01.628, 0.155
11-29-2023, 12:56:00:337, 0xAAAA, 6950, 02.413, 1.6, 01.459, 01.628, 0.155
11-29-2023, 12:56:00:436, 0xAAAA, 6951, 02.412, 1.6, 01.459, 01.628, 0.155
11-29-2023, 12:56:00:568, 0xAAAA, 6952, 02.413, 1.6, 01.459, 01.628, 0.155
11-29-2023, 12:56:00:568, 0xAAAA, 6953, 02.411, 0.3, 00.264, 00.268, 0.028
11-29-2023, 12:56:00:568, 0x9C5, 2121, 01.623, 1.5, 01.522, 01.470, 0.156
11-29-2023, 12:56:00:692, 0x808, 2253, 01.627, 1.5, 01.522, 01.470, 0.156
11-29-2023, 12:56:00:692, 0xAAAA, 6954, 02.412, 1.4, 01.599, 01.464, 0.152
11-29-2023, 12:56:00:822, 0x7D9, 2205, 01.582, 1.4, 01.599, 01.464, 0.152
11-29-2023, 12:56:00:921, 0xAAAA, 6955, 02.410, 1.4, 01.599, 01.464, 0.152
11-29-2023, 12:56:01:50, 0xAAAA, 6955, 02.410, 1.4, 01.599, 01.464, 0.152
11-29-2023, 12:56:01:180, 0xAAAA, 6957, 02.415, 1.4, 01.599, 01.464, 0.152
11-29-2023, 12:56:01:307, 0xAAAA, 6958, 02.414, 1.4, 01.599, 01.464, 0.152
11-29-2023, 12:56:01:442, 0xAAAA, 6959, 02.411, 1.4, 01.599, 01.464, 0.152
11-29-2023, 12:56:01:568, 0xAAAA, 6960, 02.414, 1.4, 01.599, 01.464, 0.152
11-29-2023, 12:56:01:697, 0xAAAA, 6961, 02.412, 19.0, 35.971, 01.464, 0.152
11-29-2023, 12:56:01:796, 0xAAAA, 6962, 02.411, 19.0, 35.971, 01.464, 0.152
11-29-2023, 12:56:01:924, 0xAAAA, 6963, 02.412, 19.0, 35.971, 01.464, 0.152
11-29-2023, 12:56:02:58, 0xAAAA, 6964, 02.412, 19.0, 35.971, 01.464, 0.152
11-29-2023, 12:56:02:183, 0xAAAA, 6965, 02.411, 19.0, 35.971, 01.464, 0.152
11-29-2023, 12:56:02:318, 0xAAAA, 6966, 02.415, 24.0, 35.971, 01.464, 0.152
11-29-2023, 12:56:02:318, 0xAAAA, 6967, 02.411, 20.8, 21.199, 34.702, 1.290
11-29-2023, 12:56:02:318, 0x9107, 43528, 37.139, 47.6, 45.391, 46.330, 3.946
11-29-2023, 12:56:02:444, 0x9007, 43528, 37.139, 47.6, 45.391, 46.330, 3.946
11-29-2023, 12:56:02:573, 0xAAAA, 6968, 02.411, 39.4, 32.263, 46.330, 3.946
11-29-2023, 12:56:02:801, 0xAAAA, 6969, 02.411, 39.4, 32.263, 46.330, 3.946
11-29-2023, 12:56:02:933, 0xAAAA, 6971, 02.413, 39.4, 32.263, 46.330, 3.946
11-29-2023, 12:56:02:933, 0xAAAA, 6972, 02.410, 18.0, 25.512, 27.199, 4.102
11-29-2023, 12:56:03:56, 0xB907, 52488, 27.950, 18.0, 25.512, 27.199, 4.102
11-29-2023, 12:56:03:286, 0xAAAA, 6973, 02.411, 18.0, 25.512, 27.199, 4.102
11-29-2023, 12:56:03:414, 0xAAAA, 6975, 02.412, 18.0, 25.512, 27.199, 4.102
11-29-2023, 12:56:03:549, 0xAAAA, 6976, 02.411, 18.0, 25.512, 27.199, 4.102
11-29-2023, 12:56:03:672, 0xAAAA, 6977, 02.418, 18.0, 25.512, 27.199, 4.102
11-29-2023, 12:56:03:801, 0xAAAA, 6978, 02.412, 18.0, 25.512, 27.199, 4.102
11-29-2023, 12:56:03:933, 0xAAAA, 6979, 02.415, 18.0, 25.512, 27.199, 4.102
11-29-2023, 12:56:04:63, 0xAAAA, 6980, 02.413, 18.0, 25.512, 27.199, 4.102
11-29-2023, 12:56:04:63, 0xAAAA, 6981, 02.412, 1.5, 01.610, 01.446, 0.170
11-29-2023, 12:56:04:193, 0x7FE, 2042, 01.497, 1.6, 01.616, 01.468, 0.170
11-29-2023, 12:56:04:316, 0xAAAA, 6982, 02.414, 1.6, 01.583, 01.437, 0.170
11-29-2023, 12:56:04:413, 0xAAAA, 6983, 02.412, 1.6, 01.583, 01.437, 0.170
11-29-2023, 12:56:04:546, 0xAAAA, 6984, 02.412, 1.6, 01.583, 01.437, 0.170
11-29-2023, 12:56:04:677, 0xAAAA, 6985, 02.414, 1.6, 01.583, 01.437, 0.170
11-29-2023, 12:56:04:677, 0xAAAA, 6986, 02.413, 1.6, 01.434, 01.632, 0.155
11-29-2023, 12:56:04:808, 0x7E1, 2036, 01.637, 1.6, 01.449, 01.632, 0.155
11-29-2023, 12:56:04:930, 0xAAAA, 6987, 02.410, 1.6, 01.449, 01.632, 0.155
11-29-2023, 12:56:05:29, 0xAAAA, 6988, 02.415, 1.6, 01.449, 01.632, 0.155
11-29-2023, 12:56:05:163, 0xAAAA, 6989, 02.411, 1.6, 01.449, 01.632, 0.155
11-29-2023, 12:56:05:423, 0xAAAA, 6990, 02.414, 1.6, 01.449, 01.632, 0.155
11-29-2023, 12:56:05:547, 0xAAAA, 6992, 02.412, 1.6, 01.449, 01.632, 0.155
11-29-2023, 12:56:05:679, 0xAAAA, 6993, 02.412, 4.5, 21.286, 35.971, 0.155
11-29-2023, 12:56:05:809, 0xAAAA, 6994, 02.412, 4.5, 21.286, 35.971, 0.155
11-29-2023, 12:56:05:809, 0xAAAA, 6995, 02.411, 32.1, 36.201, 47.079, 4.512
11-29-2023, 12:56:05:940, 0xFF08, 43016, 25.699, 32.1, 36.201, 47.079, 4.512
11-29-2023, 12:56:06:38, 0xAAAA, 6996, 02.413, 32.1, 36.201, 47.079, 4.512
11-29-2023, 12:56:06:160, 0xAAAA, 6997, 02.410, 32.1, 36.201, 47.079, 4.512
11-29-2023, 12:56:06:292, 0xAAAA, 6998, 02.410, 32.1, 36.201, 47.079, 4.512
11-29-2023, 12:56:06:292, 0xAAAA, 6999, 02.414, 19.3, 20.818, 21.199, 3.653
11-29-2023, 12:56:06:292, 0x3C08, 35847, 32.826, 36.4, 47.454, 43.891, 4.669
11-29-2023, 12:56:06:424, 0xB508, 37127, 32.826, 36.4, 47.454, 43.891, 4.669
11-29-2023, 12:56:06:557, 0xAAAA, 7000, 02.414, 1.6, 01.589, 01.445, 4.669
11-29-2023, 12:56:06:680, 0xAAAA, 7001, 02.412, 1.6, 01.589, 01.445, 4.669
11-29-2023, 12:56:06:772, 0xAAAA, 7002, 02.414, 1.6, 01.589, 01.445, 4.669
11-29-2023, 12:56:06:904, 0xAAAA, 7003, 02.412, 1.6, 01.589, 01.445, 4.669
11-29-2023, 12:56:07:36, 0xAAAA, 7004, 02.411, 1.6, 01.589, 01.445, 4.669
11-29-2023, 12:56:07:170, 0xAAAA, 7005, 02.412, 1.6, 01.589, 01.445, 4.669
11-29-2023, 12:56:07:293, 0xAAAA, 7006, 02.412, 1.6, 01.589, 01.445, 4.669
11-29-2023, 12:56:07:545, 0xAAAA, 7007, 02.414, 1.6, 01.589, 01.445, 4.669
11-29-2023, 12:56:07:545, 0xAAAA, 7009, 02.414, 0.8, 00.944, 36.952, 3.282
11-29-2023, 12:56:07:675, 0xEFBB, 7009, 02.414, 0.8, 00.944, 36.952, 3.282
11-29-2023, 12:56:07:775, 0xAAAA, 7010, 02.412, 0.8, 00.944, 36.952, 3.282
11-29-2023, 12:56:07:899, 0xAAAA, 7010, 02.412, 0.8, 00.944, 36.952, 3.282
11-29-2023, 12:56:08:22, 0xAAAA, 7012, 02.416, 0.8, 00.944, 36.952, 3.282
11-29-2023, 12:56:08:153, 0xAAAA, 7013, 02.412, 0.8, 00.944, 36.952, 3.282
11-29-2023, 12:56:08:284, 0xAAAA, 7014, 02.411, 0.8, 00.944, 36.952, 3.282
11-29-2023, 12:56:08:417, 0xAAAA, 7015, 02.412, 0.8, 00.944, 36.952, 3.282
11-29-2023, 12:56:08:537, 0xAAAA, 7016, 02.411, 24.0, 00.944, 36.952, 3.282
11-29-2023, 12:56:08:537, 0xAAAA, 7017, 02.411, 1.5, 00.262, 00.264, 0.028
11-29-2023, 12:56:08:537, 0x172, 2549, 01.604, 1.7, 01.512, 01.567, 0.158
11-29-2023, 12:56:08:659, 0x868, 2549, 01.604, 1.7, 01.512, 01.567, 0.158
11-29-2023, 12:56:08:659, 0xAAAA, 7018, 02.416, 1.6, 01.472, 01.523, 0.154
11-29-2023, 12:56:08:795, 0x81F, 2054, 01.636, 1.6, 01.477, 01.523, 0.154
11-29-2023, 12:56:08:925, 0xAAAA, 7019, 02.411, 1.6, 01.477, 01.523, 0.154
11-29-2023, 12:56:09:26, 0xAAAA, 7020, 02.414, 1.6, 01.477, 01.523, 0.154
11-29-2023, 12:56:09:146, 0xAAAA, 7021, 02.412, 1.6, 01.477, 01.523, 0.154
11-29-2023, 12:56:09:270, 0xAAAA, 7022, 02.414, 1.6, 01.477, 01.523, 0.154
11-29-2023, 12:56:09:402, 0xAAAA, 7023, 02.414, 1.6, 01.477, 01.523, 0.154
11-29-2023, 12:56:09:665, 0xAAAA, 7024, 02.418, 1.6, 01.477, 01.523, 0.154
11-29-2023, 12:56:09:785, 0xAAAA, 7026, 02.413, 1.6, 01.477, 01.523, 0.154
11-29-2023, 12:56:09:785, 0xAAAA, 7027, 02.414, 36.2, 06.757, 41.266, 0.215
11-29-2023, 12:56:09:909, 0xB08, 52744, 31.138, 36.2, 06.757, 41.266, 0.215
11-29-2023, 12:56:10:43, 0xAAAA, 7028, 02.413, 36.2, 06.757, 41.266, 0.215
11-29-2023, 12:56:10:140, 0xAAAA, 7029, 02.414, 36.2, 06.757, 41.266, 0.215
11-29-2023, 12:56:10:272, 0xAAAA, 7030, 02.408, 36.2, 06.757, 41.266, 0.215
11-29-2023, 12:56:10:392, 0xAAAA, 7031, 02.410, 36.2, 06.757, 41.266, 0.215
11-29-2023, 12:56:10:515, 0xAAAA, 7032, 02.414, 36.2, 06.757, 41.266, 0.215
11-29-2023, 12:56:10:650, 0xAAAA, 7033, 02.414, 36.2, 06.757, 41.266, 0.215
11-29-2023, 12:56:10:781, 0xAAAA, 7034, 02.414, 36.2, 06.757, 41.266, 0.215
11-29-2023, 12:56:10:910, 0xAAAA, 7035, 02.413, 36.2, 06.757, 41.266, 0.215
11-29-2023, 12:56:10:910, 0xAAAA, 7036, 02.412, 12.6, 27.949, 33.014, 3.829
11-29-2023, 12:56:11:30, 0xFF07, 62215, 47.455, 38.6, 27.387, 33.014, 3.829
11-29-2023, 12:56:11:155, 0xAAAA, 7037, 02.412, 38.6, 27.387, 33.014, 3.829
11-29-2023, 12:56:11:256, 0xAAAA, 7038, 02.412, 38.6, 27.387, 33.014, 3.829
11-29-2023, 12:56:11:386, 0xAAAA, 7039, 02.412, 38.6, 27.387, 33.014, 3.829
11-29-2023, 12:56:11:518, 0xAAAA, 7040, 02.413, 38.6, 27.387, 33.014, 3.829
11-29-2023, 12:56:11:762, 0xAAAA, 7041, 02.414, 38.6, 27.387, 33.014, 3.829
11-29-2023, 12:56:11:895, 0xAAAA, 7041, 02.414, 38.6, 27.387, 33.014, 3.829
11-29-2023, 12:56:12:26, 0xAAAA, 7044, 02.414, 38.6, 27.387, 33.014, 3.829
11-29-2023, 12:56:12:26, 0xAAAA, 7045, 02.412, 1.8, 01.546, 01.613, 0.151
11-29-2023, 12:56:12:155, 0x8D6, 2064, 01.497, 1.6, 01.492, 01.620, 0.153
11-29-2023, 12:56:12:278, 0xAAAA, 7046, 02.416, 1.5, 01.626, 01.606, 0.152
11-29-2023, 12:56:12:374, 0xAAAA, 7047, 02.414, 1.5, 01.626, 01.606, 0.152
11-29-2023, 12:56:12:506, 0xAAAA, 7048, 02.414, 1.5, 01.626, 01.606, 0.152
11-29-2023, 12:56:12:634, 0xAAAA, 7049, 02.411, 1.5, 01.626, 01.606, 0.152
11-29-2023, 12:56:12:764, 0xAAAA, 7050, 02.412, 1.5, 01.626, 01.606, 0.152
11-29-2023, 12:56:12:887, 0xAAAA, 7051, 02.413, 1.5, 01.626, 01.606, 0.152
11-29-2023, 12:56:13:19, 0xAAAA, 7052, 02.411, 1.5, 01.626, 01.606, 0.152
11-29-2023, 12:56:13:147, 0xAAAA, 7053, 02.414, 1.5, 01.626, 01.606, 0.152
11-29-2023, 12:56:13:147, 0xAAAA, 7054, 02.413, 47.6, 19.130, 19.505, 2.168
11-29-2023, 12:56:13:147, 0x7109, 47112, 11.634, 28.5, 34.139, 39.766, 0.274
11-29-2023, 12:56:13:277, 0xFB07, 48136, 01.319, 29.8, 34.139, 39.766, 0.274
11-29-2023, 12:56:13:403, 0xAAAA, 7055, 02.414, 44.5, 29.825, 39.766, 0.274
11-29-2023, 12:56:13:495, 0xAAAA, 7056, 02.412, 44.5, 29.825, 39.766, 0.274
11-29-2023, 12:56:13:624, 0xAAAA, 7057, 02.412, 44.5, 29.825, 39.766, 0.274
11-29-2023, 12:56:13:754, 0xAAAA, 7058, 02.413, 44.5, 29.825, 39.766, 0.274
