11-29-2023, 12:55:56:33, sync, seq, endMon, SWPMON, temp1, temp2, adc
11-29-2023, 12:56:13:886, 0xAAAA, 7059, 02.416, 44.5, 29.825, 39.766, 0.274
11-29-2023, 12:56:14:14, 0xAAAA, 7060, 02.414, 44.5, 29.825, 39.766, 0.274
11-29-2023, 12:56:14:137, 0xAAAA, 7061, 02.413, 44.5, 29.825, 39.766, 0.274
11-29-2023, 12:56:14:272, 0xAAAA, 7062, 02.414, 4.1, 19.035, 35.971, 0.274
11-29-2023, 12:56:14:272, 0xAAAA, 7063, 02.414, 0.3, 00.269, 00.270, 0.190
11-29-2023, 12:56:14:272, 0x83E, 2198, 01.445, 1.6, 01.503, 01.489, 0.165
11-29-2023, 12:56:14:399, 0x7E0, 2201, 01.463, 1.6, 01.503, 01.489, 0.165
11-29-2023, 12:56:14:530, 0xAAAA, 7064, 02.415, 1.6, 01.475, 01.607, 0.152
11-29-2023, 12:56:14:651, 0xAAAA, 7065, 02.412, 1.6, 01.475, 01.607, 0.152
11-29-2023, 12:56:14:744, 0xAAAA, 7066, 02.416, 1.6, 01.475, 01.607, 0.152
11-29-2023, 12:56:14:879, 0xAAAA, 7067, 02.412, 1.6, 01.475, 01.607, 0.152
11-29-2023, 12:56:15:5, 0xAAAA, 7068, 02.412, 1.6, 01.475, 01.607, 0.152
11-29-2023, 12:56:15:138, 0xAAAA, 7069, 02.414, 1.6, 01.475, 01.607, 0.152
11-29-2023, 12:56:15:262, 0xAAAA, 7070, 02.411, 1.6, 01.475, 01.607, 0.152
11-29-2023, 12:56:15:388, 0xAAAA, 7071, 02.410, 24.0, 01.475, 01.607, 0.152
11-29-2023, 12:56:15:388, 0xAAAA, 7072, 02.411, 1.1, 19.130, 19.318, 2.149
11-29-2023, 12:56:15:388, 0x7209, 36872, 00.381, 13.5, 21.199, 22.136, 3.692
11-29-2023, 12:56:15:524, 0xA107, 46088, 24.387, 14.6, 21.199, 22.136, 3.692
11-29-2023, 12:56:15:524, 0xAAAA, 7073, 02.412, 45.8, 41.453, 44.642, 3.653
11-29-2023, 12:56:15:651, 0x8107, 47035, 02.412, 45.8, 41.453, 44.642, 3.653
11-29-2023, 12:56:15:750, 0xAAAA, 7074, 02.414, 45.8, 41.453, 44.642, 3.653
11-29-2023, 12:56:15:872, 0xAAAA, 7075, 02.414, 45.8, 41.453, 44.642, 3.653
11-29-2023, 12:56:15:999, 0xAAAA, 7076, 02.411, 45.8, 41.453, 44.642, 3.653
11-29-2023, 12:56:16:132, 0xAAAA, 7077, 02.414, 45.8, 41.453, 44.642, 3.653
11-29-2023, 12:56:16:259, 0xAAAA, 7078, 02.412, 46.9, 26.637, 45.392, 3.047
11-29-2023, 12:56:16:358, 0xAAAA, 7079, 02.414, 46.9, 26.637, 45.392, 3.047
11-29-2023, 12:56:16:485, 0xAAAA, 7080, 02.411, 46.9, 26.637, 45.392, 3.047
11-29-2023, 12:56:16:614, 0xAAAA, 7081, 02.413, 46.9, 26.637, 45.392, 3.047
11-29-2023, 12:56:16:743, 0xAAAA, 7082, 02.412, 46.9, 26.637, 45.392, 3.047
11-29-2023, 12:56:16:870, 0xAAAA, 7083, 02.412, 46.9, 26.637, 45.392, 3.047
11-29-2023, 12:56:17:2, 0xAAAA, 7084, 02.412, 46.9, 26.637, 45.392, 3.047
11-29-2023, 12:56:17:124, 0xAAAA, 7085, 02.414, 46.9, 26.637, 45.392, 3.047
11-29-2023, 12:56:17:124, 0xAAAA, 7086, 02.412, 1.5, 00.262, 00.264, 0.028
11-29-2023, 12:56:17:124, 0x172, 2492, 01.548, 1.6, 01.441, 01.651, 0.157
11-29-2023, 12:56:17:256, 0x7F3, 2187, 01.484, 1.6, 01.464, 01.651, 0.157
11-29-2023, 12:56:17:385, 0xAAAA, 7087, 02.412, 1.5, 01.608, 01.462, 0.157
11-29-2023, 12:56:17:483, 0xAAAA, 7088, 02.413, 1.5, 01.608, 01.462, 0.157
11-29-2023, 12:56:17:611, 0xAAAA, 7089, 02.412, 1.5, 01.608, 01.462, 0.157
11-29-2023, 12:56:17:738, 0xAAAA, 7090, 02.412, 1.5, 01.608, 01.462, 0.157
11-29-2023, 12:56:17:871, 0xAAAA, 7091, 02.415, 1.5, 01.608, 01.462, 0.157
11-29-2023, 12:56:18:128, 0xAAAA, 7092, 02.412, 1.5, 01.608, 01.462, 0.157
11-29-2023, 12:56:18:252, 0xAAAA, 7094, 02.414, 4.3, 20.536, 35.971, 0.157
11-29-2023, 12:56:18:252, 0xAAAA, 7095, 02.414, 19.1, 19.318, 20.818, 2.208
11-29-2023, 12:56:18:252, 0xBB08, 15624, 26.074, 33.2, 35.827, 01.130, 4.532
11-29-2023, 12:56:18:377, 0x7E07, 57608, 27.574, 33.2, 35.827, 01.130, 4.532
11-29-2023, 12:56:18:507, 0xAAAA, 7096, 02.415, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:18:637, 0xAAAA, 7097, 02.415, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:18:736, 0xAAAA, 7098, 02.413, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:18:858, 0xAAAA, 7099, 02.412, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:18:981, 0xAAAA, 7100, 02.415, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:19:133, 0xAAAA, 7101, 02.413, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:19:229, 0xAAAA, 7102, 02.413, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:19:361, 0xAAAA, 7103, 02.414, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:19:482, 0xAAAA, 7104, 02.413, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:19:606, 0xAAAA, 7105, 02.410, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:19:739, 0xAAAA, 7106, 02.413, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:19:872, 0xAAAA, 7107, 02.412, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:19:971, 0xAAAA, 7108, 02.414, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:20:249, 0xAAAA, 7109, 02.414, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:20:346, 0xAAAA, 7111, 02.414, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:20:476, 0xAAAA, 7112, 02.414, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:20:606, 0xAAAA, 7113, 02.412, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:20:730, 0xAAAA, 7114, 02.412, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:20:856, 0xAAAA, 7115, 02.414, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:20:988, 0xAAAA, 7116, 02.412, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:21:121, 0xAAAA, 7117, 02.412, 44.8, 24.011, 42.204, 2.911
11-29-2023, 12:56:21:121, 0xAAAA, 7118, 02.410, 1.5, 00.262, 00.263, 0.028
11-29-2023, 12:56:21:121, 0x171, 2461, 01.518, 1.6, 01.411, 01.609, 0.153
11-29-2023, 12:56:21:220, 0x7BA, 1991, 01.607, 1.6, 01.421, 01.609, 0.153
11-29-2023, 12:56:21:371, 0xAAAA, 7119, 02.414, 1.6, 01.421, 01.609, 0.153
11-29-2023, 12:56:21:470, 0xAAAA, 7120, 02.412, 1.6, 01.421, 01.609, 0.153
11-29-2023, 12:56:21:603, 0xAAAA, 7121, 02.413, 1.6, 01.421, 01.609, 0.153
11-29-2023, 12:56:21:735, 0xAAAA, 7122, 02.413, 1.6, 01.421, 01.609, 0.153
11-29-2023, 12:56:21:735, 0xAAAA, 7123, 02.414, 26.4, 31.701, 35.076, 4.962
11-29-2023, 12:56:21:861, 0xE207, 62984, 36.952, 26.3, 31.701, 35.076, 4.962
11-29-2023, 12:56:21:982, 0xAAAA, 7124, 02.411, 26.3, 31.701, 35.076, 4.962
11-29-2023, 12:56:22:111, 0xAAAA, 7125, 02.414, 26.3, 31.701, 35.076, 4.962
11-29-2023, 12:56:22:340, 0xAAAA, 7126, 02.410, 2.4, 18.285, 35.971, 4.962
11-29-2023, 12:56:22:468, 0xAAAA, 7128, 02.411, 2.4, 18.285, 35.971, 4.962
11-29-2023, 12:56:22:620, 0xAAAA, 7129, 02.414, 2.4, 18.285, 35.971, 4.962
11-29-2023, 12:56:22:722, 0xAAAA, 7130, 02.411, 2.4, 18.285, 35.971, 4.962
11-29-2023, 12:56:22:855, 0xAAAA, 7131, 02.415, 2.4, 18.285, 35.971, 4.962
11-29-2023, 12:56:22:855, 0xAAAA, 7132, 02.414, 1.6, 01.609, 01.441, 0.171
11-29-2023, 12:56:22:987, 0x802, 2032, 01.589, 1.5, 01.607, 01.459, 0.171
11-29-2023, 12:56:23:110, 0xAAAA, 7133, 02.413, 1.5, 01.607, 01.459, 0.171
11-29-2023, 12:56:23:202, 0xAAAA, 7134, 02.411, 1.5, 01.607, 01.459, 0.171
11-29-2023, 12:56:23:333, 0xAAAA, 7135, 02.416, 1.5, 01.607, 01.459, 0.171
11-29-2023, 12:56:23:464, 0xAAAA, 7136, 02.416, 1.5, 01.607, 01.459, 0.171
11-29-2023, 12:56:23:595, 0xAAAA, 7137, 02.413, 1.5, 01.607, 01.459, 0.171
11-29-2023, 12:56:23:716, 0xAAAA, 7138, 02.414, 1.5, 01.607, 01.459, 0.171
11-29-2023, 12:56:23:838, 0xAAAA, 7139, 02.414, 1.5, 01.607, 01.459, 0.171
11-29-2023, 12:56:23:973, 0xAAAA, 7140, 02.412, 1.5, 01.607, 01.459, 0.171
11-29-2023, 12:56:23:973, 0xAAAA, 7141, 02.411, 21.2, 34.702, 10.884, 2.735
11-29-2023, 12:56:24:104, 0xAC08, 48904, 00.755, 43.5, 23.823, 41.829, 2.794
11-29-2023, 12:56:24:237, 0xAAAA, 7142, 02.414, 45.8, 24.199, 42.579, 2.891
11-29-2023, 12:56:24:327, 0xAAAA, 7143, 02.414, 45.8, 24.199, 42.579, 2.891
11-29-2023, 12:56:24:481, 0xAAAA, 7144, 02.412, 45.8, 24.199, 42.579, 2.891
11-29-2023, 12:56:24:611, 0xAAAA, 7145, 02.411, 45.8, 24.199, 42.579, 2.891
11-29-2023, 12:56:24:611, 0xAAAA, 7146, 02.412, 1.5, 01.583, 01.418, 0.169
11-29-2023, 12:56:24:708, 0x7E4, 1995, 01.474, 1.6, 01.579, 01.434, 0.169
11-29-2023, 12:56:24:845, 0xAAAA, 7147, 02.413, 1.6, 01.579, 01.434, 0.169
11-29-2023, 12:56:24:969, 0xAAAA, 7148, 02.412, 1.6, 01.579, 01.434, 0.169
11-29-2023, 12:56:25:94, 0xAAAA, 7149, 02.414, 1.6, 01.579, 01.434, 0.169
11-29-2023, 12:56:25:94, 0xAAAA, 7150, 02.411, 1.5, 00.262, 00.263, 0.028
11-29-2023, 12:56:25:94, 0x171, 2391, 01.478, 1.4, 01.521, 01.522, 0.148
11-29-2023, 12:56:25:228, 0x7EA, 2059, 01.478, 1.3, 01.437, 01.522, 0.148
11-29-2023, 12:56:25:360, 0xAAAA, 7151, 02.415, 28.9, 20.635, 01.522, 0.148
11-29-2023, 12:56:25:459, 0xAAAA, 7152, 02.411, 28.9, 20.635, 01.522, 0.148
11-29-2023, 12:56:25:580, 0xAAAA, 7153, 02.416, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:25:705, 0xAAAA, 7154, 02.411, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:25:840, 0xAAAA, 7155, 02.413, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:25:973, 0xAAAA, 7156, 02.411, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:26:73, 0xAAAA, 7157, 02.412, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:26:196, 0xAAAA, 7158, 02.414, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:26:323, 0xAAAA, 7159, 02.413, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:26:590, 0xAAAA, 7160, 02.411, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:26:717, 0xAAAA, 7162, 02.414, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:26:838, 0xAAAA, 7163, 02.412, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:26:966, 0xAAAA, 7164, 02.412, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:27:97, 0xAAAA, 7165, 02.410, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:27:197, 0xAAAA, 7166, 02.413, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:27:326, 0xAAAA, 7167, 02.412, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:27:448, 0xAAAA, 7167, 02.412, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:27:580, 0xAAAA, 7169, 02.412, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:27:712, 0xAAAA, 7170, 02.408, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:27:813, 0xAAAA, 7171, 02.412, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:27:941, 0xAAAA, 7172, 02.411, 2.6, 20.635, 01.522, 0.148
11-29-2023, 12:56:28:94, 0xAAAA, 7173, 02.411, 2.6, 20.635, 01.522, 0.148
