sync, uptime, seq, step, SWPMON, adc
0xEEEE, 001443, 0000, 0000, 0.01128, 0.0000000
0xEEEE, 004288, 0001, 0000, 0.01209, 4.0411231
0xEEEE, 007402, 0002, 0001, 0.01209, 2.3507286
0xEEEE, 010526, 0003, 0001, 0.39245, 2.6253910
0xEEEE, 013651, 0004, 0002, 0.39245, 2.8804456
0xEEEE, 016793, 0005, 0002, 0.39326, 3.0897993
0xEEEE, 019913, 0006, 0003, 0.78813, 3.2938888
0xEEEE, 023065, 0007, 0003, 0.77846, 3.4706645
0xEEEE, 026164, 0008, 0004, 1.18139, 3.6150912
0xEEEE, 029289, 0009, 0004, 1.18381, 3.7567712
0xEEEE, 032414, 0010, 0005, 1.59158, 3.8725109
0xEEEE, 035538, 0011, 0005, 1.96952, 3.9774929
0xEEEE, 038656, 0012, 0006, 1.96469, 4.0805676
0xEEEE, 041786, 0013, 0006, 1.96952, 4.1692226
0xEEEE, 044911, 0014, 0007, 2.36440, 4.2261387
0xEEEE, 048043, 0015, 0007, 2.36681, 4.3027390
0xEEEE, 051161, 0016, 0007, 2.54813, 4.3662928
0xEEEE, 054287, 0017, 0007, 2.49495, 4.4089418
0xEEEE, 057411, 0018, 0006, 2.56667, 4.4589914
0xEEEE, 060526, 0019, 0006, 2.34586, 4.5093462
0xEEEE, 063663, 0020, 0005, 2.36520, 4.5412375
0xEEEE, 066776, 0021, 0005, 2.36440, 4.5703822
0xEEEE, 069901, 0022, 0004, 1.97758, 4.6042573
0xEEEE, 073036, 0023, 0004, 1.97033, 4.6347753
0xEEEE, 076152, 0024, 0003, 1.57223, 4.6434730
0xEEEE, 079277, 0025, 0003, 1.53758, 4.6665904
0xEEEE, 082407, 0026, 0002, 1.18220, 4.6922255
0xEEEE, 085538, 0027, 0002, 1.16930, 4.6990158
0xEEEE, 088662, 0028, 0001, 0.78571, 4.7144274
0xEEEE, 091788, 0029, 0001, 0.78652, 4.7411307
0xEEEE, 094914, 0030, 0000, 0.39004, 4.7441825
0xEEEE, 098047, 0031, 0000, 0.39004, 4.7431907
0xEEEE, 101172, 0032, 0000, 0.01209, 4.7579919
0xEEEE, 104280, 0033, 0000, 0.01209, 4.7772183
