date, time, sync, seq, endMon, SWPMON, temp1, temp2, adc
05-30-2024, 13:18:45:66, 0xAAAA, 42295, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:66, 0xAAAA, 42296, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:66, 0xAAAA, 42297, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:66, 0xAAAA, 42298, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:66, 0xAAAA, 42299, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:66, 0xAAAA, 42300, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:66, 0xAAAA, 42301, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:66, 0xAAAA, 42302, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:66, 0xAAAA, 42303, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:66, 0xAAAA, 42304, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:121, 0xAAAA, 42305, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:121, 0xAAAA, 42316, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:121, 0xAAAA, 42317, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:122, 0xAAAA, 42318, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:122, 0xAAAA, 42319, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:149, 0xAAAA, 42320, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:149, 0xAAAA, 42321, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:149, 0xAAAA, 42322, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:149, 0xAAAA, 42323, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:149, 0xAAAA, 42324, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:149, 0xAAAA, 42325, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:149, 0xAAAA, 42326, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:149, 0xAAAA, 42327, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:149, 0xAAAA, 42328, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:149, 0xAAAA, 42329, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42330, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42331, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42332, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42333, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42334, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42335, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42336, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42337, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42338, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42339, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:177, 0xAAAA, 42340, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:204, 0xAAAA, 42341, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:204, 0xAAAA, 42342, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:204, 0xAAAA, 42343, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:204, 0xAAAA, 42344, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:204, 0xAAAA, 42345, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:204, 0xAAAA, 42346, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:204, 0xAAAA, 42347, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:204, 0xAAAA, 42348, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:204, 0xAAAA, 42349, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:204, 0xAAAA, 42350, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:232, 0xAAAA, 42351, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:232, 0xAAAA, 42352, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:232, 0xAAAA, 42353, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:232, 0xAAAA, 42354, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:232, 0xAAAA, 42355, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:259, 0xAAAA, 42356, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:259, 0xAAAA, 42357, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:259, 0xAAAA, 42358, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:259, 0xAAAA, 42359, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:259, 0xAAAA, 42360, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:259, 0xAAAA, 42361, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:259, 0xAAAA, 42362, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:259, 0xAAAA, 42363, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:259, 0xAAAA, 42364, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:259, 0xAAAA, 42365, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42366, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42367, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42368, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42369, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42370, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42371, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42372, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42373, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42374, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42375, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:287, 0xAAAA, 42376, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:314, 0xAAAA, 42377, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:314, 0xAAAA, 42378, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:314, 0xAAAA, 42379, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:314, 0xAAAA, 42380, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:314, 0xAAAA, 42381, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:342, 0xAAAA, 42382, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:342, 0xAAAA, 42388, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:342, 0xAAAA, 42389, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:342, 0xAAAA, 42390, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:342, 0xAAAA, 42391, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:370, 0xAAAA, 42392, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:370, 0xAAAA, 42393, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:370, 0xAAAA, 42394, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:370, 0xAAAA, 42395, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:370, 0xAAAA, 42396, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:370, 0xAAAA, 42397, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:370, 0xAAAA, 42398, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:370, 0xAAAA, 42399, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:370, 0xAAAA, 42400, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:370, 0xAAAA, 42401, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:397, 0xAAAA, 42402, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:397, 0xAAAA, 42403, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:397, 0xAAAA, 42404, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:397, 0xAAAA, 42405, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:397, 0xAAAA, 42406, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:397, 0xAAAA, 42407, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:397, 0xAAAA, 42408, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:397, 0xAAAA, 42409, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:397, 0xAAAA, 42410, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:398, 0xAAAA, 42411, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:398, 0xAAAA, 42412, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:425, 0xAAAA, 42413, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:425, 0xAAAA, 42414, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:425, 0xAAAA, 42415, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
05-30-2024, 13:18:45:425, 0xAAAA, 42416, 0.2744335, 0.17436, 0.16190, 0.00000, 0.00000
