uptime, sync, seq, step, SWPMON, temp1, adc
12667626, 0xAAAA, 0000, -001, 0.01048, 1.92278, 0.0000000
12670726, 0xAAAA, 0001, -001, 0.01128, 1.92198, 0.0000000
12673851, 0xAAAA, 0002, -001, 0.01128, 1.92198, 0.0000000
12676989, 0xAAAA, 0003, -001, 0.01289, 1.92117, 0.0000000
12680168, 0xAAAA, 0004, -001, 0.39407, 1.92117, 0.0000000
12683237, 0xAAAA, 0005, -001, 0.39165, 1.92117, 0.0000000
12686371, 0xAAAA, 0006, -001, 0.78571, 1.92037, 0.0000000
12689493, 0xAAAA, 0007, -001, 1.19026, 1.92037, 0.0000000
12692604, 0xAAAA, 0008, -001, 1.21121, 1.92359, 0.0000000
12695730, 0xAAAA, 0009, -001, 1.19590, 1.91956, 0.0000000
12698855, 0xAAAA, 0010, -001, 1.57465, 1.92037, 0.0000000
12701996, 0xAAAA, 0011, -001, 1.56095, 1.91956, 0.0000000
12705186, 0xAAAA, 0012, -001, 1.95905, 1.91956, 0.0000000
12708240, 0xAAAA, 0013, -001, 2.36198, 1.92037, 0.0000000
12711365, 0xAAAA, 0014, -001, 2.36117, 1.91795, 0.0000000
12714479, 0xAAAA, 0015, -001, 2.36117, 1.91795, 0.0000000
12717605, 0xAAAA, 0016, -001, 2.54410, 1.91875, 0.0000000
12720757, 0xAAAA, 0017, -001, 2.52476, 1.91875, 0.0000000
12723850, 0xAAAA, 0018, -001, 2.54571, 1.91875, 0.0000000
12726975, 0xAAAA, 0019, -001, 2.36198, 1.91875, 0.0000000
12730198, 0xAAAA, 0020, -001, 2.36440, 1.91875, 0.0000000
12733236, 0xAAAA, 0021, -001, 2.35311, 1.92037, 0.0000000
12736360, 0xAAAA, 0022, -001, 1.96952, 1.91956, 0.0000000
12739493, 0xAAAA, 0023, -001, 1.96872, 1.91956, 0.0000000
12742601, 0xAAAA, 0024, -001, 1.57546, 1.92037, 0.0000000
12745726, 0xAAAA, 0025, -001, 1.18059, 1.91956, 0.0000000
12748862, 0xAAAA, 0026, -001, 1.10725, 1.92117, 0.0000000
12751982, 0xAAAA, 0027, -001, 1.18139, 1.92198, 0.0000000
12755201, 0xAAAA, 0028, -001, 0.78088, 1.92117, 0.0000000
12758253, 0xAAAA, 0029, -001, 0.39165, 1.92037, 0.0000000
12761364, 0xAAAA, 0030, -001, 0.39084, 1.92198, 0.0000000
12764479, 0xAAAA, 0031, -001, 0.01289, 1.92037, 0.0000000
12767616, 0xAAAA, 0032, -001, 0.01128, 1.92198, 0.0000000
12770730, 0xAAAA, 0033, -001, 0.01128, 1.92198, 0.0000000
12773855, 0xAAAA, 0034, -001, 0.01128, 1.92198, 0.0000000
12776980, 0xAAAA, 0035, -001, 0.40615, 1.92278, 0.0000000
12780172, 0xAAAA, 0036, -001, 0.38681, 1.92117, 0.0000000
12783240, 0xAAAA, 0037, -001, 0.39165, 1.91875, 0.0000000
12786373, 0xAAAA, 0038, -001, 0.78652, 1.92037, 0.0000000
12789475, 0xAAAA, 0039, -001, 0.78652, 1.90828, 0.0000000
12792633, 0xAAAA, 0040, -001, 1.18059, 1.92037, 0.0000000
12795726, 0xAAAA, 0041, -001, 1.61333, 1.92037, 0.0000000
12798852, 0xAAAA, 0042, -001, 1.61172, 1.91956, 0.0000000
12801976, 0xAAAA, 0043, -001, 1.60286, 1.91875, 0.0000000
12805186, 0xAAAA, 0044, -001, 1.96952, 1.91875, 0.0000000
12808236, 0xAAAA, 0045, -001, 1.96872, 1.91875, 0.0000000
12811375, 0xAAAA, 0046, -001, 2.36198, 1.91875, 0.0000000
12814476, 0xAAAA, 0047, -001, 2.54571, 1.91875, 0.0000000
12817606, 0xAAAA, 0048, -001, 2.54410, 1.91795, 0.0000000
12820755, 0xAAAA, 0049, -001, 2.58842, 1.91714, 0.0000000
12823854, 0xAAAA, 0050, -001, 2.54733, 1.91795, 0.0000000
12826980, 0xAAAA, 0051, -001, 2.54652, 1.91875, 0.0000000
12830191, 0xAAAA, 0052, -001, 2.35473, 1.91875, 0.0000000
12833239, 0xAAAA, 0053, -001, 2.00176, 1.91875, 0.0000000
12836364, 0xAAAA, 0054, -001, 1.96952, 1.91714, 0.0000000
12839492, 0xAAAA, 0055, -001, 1.96872, 1.92037, 0.0000000
12842605, 0xAAAA, 0056, -001, 1.57465, 1.91956, 0.0000000
12845729, 0xAAAA, 0057, -001, 1.57626, 1.91956, 0.0000000
12848855, 0xAAAA, 0058, -001, 1.18139, 1.92037, 0.0000000
12851985, 0xAAAA, 0059, -001, 0.75832, 1.92117, 0.0000000
12855198, 0xAAAA, 0060, -001, 0.78007, 1.92117, 0.0000000
12858252, 0xAAAA, 0061, -001, 0.78410, 1.92278, 0.0000000
12861360, 0xAAAA, 0062, -001, 0.39165, 1.92117, 0.0000000
