date, time, sync, seq, endMon, SWPMON, temp1, temp2, adc
03-28-2024, 12:51:37:748, 0xAAAA, 6343, 00.702, 0.0, 00.916, 01.394, 3.130
03-28-2024, 12:51:37:748, 0xAAAA, 6344, 00.703, 0.0, 01.152, 01.596, 3.130
03-28-2024, 12:51:37:762, 0xAAAA, 6345, 00.695, 0.0, 00.684, 01.060, 3.130
03-28-2024, 12:51:37:784, 0xAAAA, 6346, 00.700, 0.0, 00.891, 01.366, 3.130
03-28-2024, 12:51:37:784, 0xAAAA, 6347, 00.599, 0.0, 01.122, 01.585, 3.130
03-28-2024, 12:51:37:799, 0xAAAA, 6348, 00.701, 0.0, 01.122, 01.585, 3.130
03-28-2024, 12:51:37:814, 0xAAAA, 6349, 00.697, 0.0, 00.749, 01.193, 3.130
03-28-2024, 12:51:37:829, 0xAAAA, 6350, 00.695, 0.0, 01.115, 01.594, 3.130
03-28-2024, 12:51:37:829, 0xAAAA, 6351, 00.702, 0.0, 00.942, 01.334, 3.130
03-28-2024, 12:51:37:844, 0xAAAA, 6352, 00.698, 0.0, 00.713, 01.146, 3.130
03-28-2024, 12:51:37:865, 0xAAAA, 6353, 00.661, 0.0, 01.113, 01.605, 3.130
03-28-2024, 12:51:37:865, 0xAAAA, 6354, 00.700, 0.0, 00.992, 01.390, 3.130
03-28-2024, 12:51:37:895, 0xAAAA, 6355, 00.697, 0.0, 00.992, 01.390, 3.130
03-28-2024, 12:51:37:910, 0xAAAA, 6357, 00.700, 0.0, 01.108, 01.530, 3.130
03-28-2024, 12:51:37:910, 0xAAAA, 6358, 00.696, 0.0, 00.622, 01.011, 3.130
03-28-2024, 12:51:37:922, 0xAAAA, 6359, 00.698, 0.0, 01.004, 01.489, 3.130
03-28-2024, 12:51:37:946, 0xAAAA, 6360, 00.698, 0.0, 01.123, 01.551, 3.130
03-28-2024, 12:51:37:946, 0xAAAA, 6361, 00.601, 0.0, 00.629, 01.014, 3.130
03-28-2024, 12:51:37:961, 0xAAAA, 6362, 00.697, 0.0, 00.963, 01.448, 3.130
