date, time, sync, seq, endMon, SWPMON, temp1, temp2, adc
05-14-2024, 10:47:57:587, 0xAAAA, 1270, 0.00000, 0.00733, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:587, 0xAAAA, 1271, 0.00000, 0.00806, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:587, 0xAAAA, 1272, 0.00000, 0.00659, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:587, 0xAAAA, 1273, 0.00000, 0.00879, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:587, 0xAAAA, 1274, 0.00000, 0.00733, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:587, 0xAAAA, 1275, 0.00000, 0.00659, 0.00440, 0.00000, 0.0000000
05-14-2024, 10:47:57:587, 0xAAAA, 1276, 0.00000, 0.00733, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:587, 0xAAAA, 1277, 0.00000, 0.00659, 0.00147, 0.00000, 0.0000000
05-14-2024, 10:47:57:587, 0xAAAA, 1278, 0.00000, 0.00952, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:587, 0xAAAA, 1279, 0.00000, 0.00659, 0.00073, 0.00000, 0.0000000
05-14-2024, 10:47:57:614, 0xAAAA, 1280, 0.00000, 0.00659, 0.00147, 0.00000, 0.0000000
05-14-2024, 10:47:57:614, 0xAAAA, 1281, 0.00000, 0.00806, 0.00073, 0.00000, 0.0000000
05-14-2024, 10:47:57:614, 0xAAAA, 1282, 0.00000, 0.00806, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:614, 0xAAAA, 1283, 0.00000, 0.01172, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:614, 0xAAAA, 1284, 0.00000, 0.00659, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:642, 0xAAAA, 1285, 0.00000, 0.01026, 0.00733, 0.00000, 0.0000000
05-14-2024, 10:47:57:670, 0xAAAA, 1296, 0.00000, 0.01026, 0.00733, 0.00000, 0.0000000
05-14-2024, 10:47:57:670, 0xAAAA, 1297, 0.00000, 0.00733, 0.00073, 0.00000, 0.0000000
05-14-2024, 10:47:57:670, 0xAAAA, 1298, 0.00000, 0.01026, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:670, 0xAAAA, 1299, 0.00000, 0.00659, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:670, 0xAAAA, 1300, 0.00000, 0.00952, 0.00073, 0.00000, 0.0000000
05-14-2024, 10:47:57:670, 0xAAAA, 1301, 0.00000, 0.00952, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:670, 0xAAAA, 1302, 0.00000, 0.00733, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:670, 0xAAAA, 1303, 0.00000, 0.00806, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:670, 0xAAAA, 1304, 0.00000, 0.00879, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:670, 0xAAAA, 1305, 0.00000, 0.00586, 0.00147, 0.00000, 0.0000000
05-14-2024, 10:47:57:697, 0xAAAA, 1306, 0.00000, 0.00879, 0.00147, 0.00000, 0.0000000
05-14-2024, 10:47:57:698, 0xAAAA, 1307, 0.00000, 0.00806, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:698, 0xAAAA, 1308, 0.00000, 0.00806, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:698, 0xAAAA, 1309, 0.00000, 0.00733, 0.00220, 0.00000, 0.0000000
05-14-2024, 10:47:57:698, 0xAAAA, 1310, 0.00000, 0.00733, 0.00147, 0.00000, 0.0000000
05-14-2024, 10:47:57:725, 0xAAAA, 1311, 0.00000, 0.00659, 0.00147, 0.00000, 0.0000000
05-14-2024, 10:47:57:725, 0xAAAA, 1312, 0.00000, 0.00659, 0.00000, 0.00000, 0.0000000
05-14-2024, 10:47:57:725, 0xAAAA, 1313, 0.00000, 0.00659, 0.00073, 0.00000, 0.0000000
05-14-2024, 10:47:57:725, 0xAAAA, 1314, 0.00000, 0.00733, 0.00073, 0.00000, 0.0000000
