sync, uptime, seq, step, SWPMON, adc
0xEEEE, 7737489, 2476, 0006, 1.98484, 4.8677806
0xEEEE, 7740614, 2477, 0006, 2.36681, 4.8515297
0xEEEE, 7743739, 2478, 0007, 2.37004, 4.8532082
0xEEEE, 7746864, 2479, 0007, 2.36762, 4.8574044
0xEEEE, 7753125, 2481, 0007, 2.55136, 4.8564126
0xEEEE, 7756250, 2482, 0006, 2.55216, 4.8604562
0xEEEE, 7759375, 2483, 0006, 2.55055, 4.8486305
0xEEEE, 7762500, 2484, 0005, 2.36842, 4.8581674
0xEEEE, 7765625, 2485, 0005, 2.36601, 4.8506905
0xEEEE, 7768760, 2486, 0004, 1.97275, 4.8503853
0xEEEE, 7771864, 2487, 0004, 1.97597, 4.8636606
0xEEEE, 7774989, 2488, 0003, 1.59641, 4.8490883
0xEEEE, 7778114, 2489, 0003, 1.58110, 4.8490120
0xEEEE, 7781239, 2490, 0002, 1.18381, 4.8581674
0xEEEE, 7784364, 2491, 0002, 0.78894, 4.8541238
0xEEEE, 7787489, 2492, 0001, 0.79458, 4.8557259
0xEEEE, 7790614, 2493, 0001, 0.78410, 4.8631266
0xEEEE, 7793743, 2494, 0000, 0.37875, 4.8506142
0xEEEE, 7796872, 2495, 0000, 0.39084, 4.8518349
0xEEEE, 7800018, 2496, 0000, 0.01209, 4.8605325
0xEEEE, 7803200, 2497, 0000, 0.01209, 4.8519875
0xEEEE, 7806255, 2498, 0001, 0.01209, 4.8582437
0xEEEE, 7809378, 2499, 0001, 0.39165, 4.8637369
0xEEEE, 7812498, 2500, 0002, 0.39165, 4.8548104
0xEEEE, 7815614, 2501, 0002, 0.39165, 4.8530556
0xEEEE, 7818739, 2502, 0003, 0.78813, 4.8670939
0xEEEE, 7821864, 2503, 0003, 0.78974, 4.8519875
0xEEEE, 7825028, 2504, 0004, 1.15802, 4.8572519
0xEEEE, 7828115, 2505, 0004, 1.18703, 4.8602274
0xEEEE, 7831239, 2506, 0005, 1.57707, 4.8490883
0xEEEE, 7834364, 2507, 0005, 1.96549, 4.8618296
0xEEEE, 7837492, 2508, 0006, 1.97355, 4.8637369
0xEEEE, 7840625, 2509, 0006, 1.97275, 4.8513771
0xEEEE, 7843750, 2510, 0007, 2.35070, 4.8596170
0xEEEE, 7846875, 2511, 0007, 2.36762, 4.8597696
0xEEEE, 7850015, 2512, 0007, 2.55055, 4.8518349
0xEEEE, 7853136, 2513, 0007, 2.55458, 4.8613718
0xEEEE, 7856250, 2514, 0006, 2.55216, 4.8618296
0xEEEE, 7859364, 2515, 0006, 2.37326, 4.8521401
0xEEEE, 7862489, 2516, 0005, 2.36762, 4.8542000
0xEEEE, 7865622, 2517, 0005, 2.33700, 4.8490120
0xEEEE, 7868739, 2518, 0004, 1.97678, 4.8556497
0xEEEE, 7871864, 2519, 0004, 1.96630, 4.8595407
0xEEEE, 7878213, 2521, 0003, 1.57949, 4.8530556
0xEEEE, 7881240, 2522, 0002, 1.18784, 4.8565652
0xEEEE, 7884379, 2523, 0002, 0.79055, 4.8532845
0xEEEE, 7887497, 2524, 0001, 0.82117, 4.8644236
0xEEEE, 7890629, 2525, 0001, 0.78733, 4.8525978
0xEEEE, 7893748, 2526, 0000, 0.39245, 4.8509194
0xEEEE, 7896872, 2527, 0000, 0.39245, 4.8574044
0xEEEE, 7900012, 2528, 0000, 0.01209, 4.8567178
