uptime, sync, seq, step, SWPMON, adc
000994, 0xEEEE, 0000, 0000, 0.01853, 0.0000000
004120, 0xEEEE, 0001, 0000, 0.02015, 0.2928969
007245, 0xEEEE, 0002, 0001, 0.02176, 0.0000000
010393, 0xEEEE, 0003, 0001, 0.01853, 3.3649195
013504, 0xEEEE, 0004, 0002, 0.39729, 3.6946670
016620, 0xEEEE, 0005, 0002, 0.79619, 3.6730755
019736, 0xEEEE, 0006, 0003, 0.79216, 3.6876478
022861, 0xEEEE, 0007, 0003, 0.79136, 0.0000000
025986, 0xEEEE, 0008, 0004, 1.18300, 0.0000000
029111, 0xEEEE, 0009, 0004, 1.18462, 3.8548867
032236, 0xEEEE, 0010, 0005, 1.57788, 3.6991684
035362, 0xEEEE, 0011, 0005, 1.57868, 3.5716793
038486, 0xEEEE, 0012, 0006, 1.97033, 3.8859388
041613, 0xEEEE, 0013, 0006, 2.36440, 0.0000000
044747, 0xEEEE, 0014, 0007, 2.36278, 1.5339132
047873, 0xEEEE, 0015, 0007, 2.36198, 3.3627070
050998, 0xEEEE, 0016, 0007, 2.54571, 4.3660639
054130, 0xEEEE, 0017, 0007, 2.54571, 4.4934768
057248, 0xEEEE, 0018, 0006, 2.54491, 3.7692073
060385, 0xEEEE, 0019, 0006, 2.54652, 0.0000000
063487, 0xEEEE, 0020, 0005, 2.35875, 1.9027237
066611, 0xEEEE, 0021, 0005, 1.96711, 2.0756085
069737, 0xEEEE, 0022, 0004, 1.97275, 3.9800107
072861, 0xEEEE, 0023, 0004, 1.96872, 3.6929122
075987, 0xEEEE, 0024, 0003, 1.57626, 2.1192493
079111, 0xEEEE, 0025, 0003, 1.57143, 0.0000000
082237, 0xEEEE, 0026, 0002, 1.18462, 1.9551385
085362, 0xEEEE, 0027, 0002, 1.18300, 1.8640421
088496, 0xEEEE, 0028, 0001, 0.79055, 2.3946746
091620, 0xEEEE, 0029, 0001, 0.39729, 2.5358206
094745, 0xEEEE, 0030, 0000, 0.39729, 2.8184939
097877, 0xEEEE, 0031, 0000, 0.39729, 3.1043717
100995, 0xEEEE, 0032, 0000, 0.01451, 3.2690166
104119, 0xEEEE, 0033, 0000, 0.02015, 3.2955673
107246, 0xEEEE, 0034, 0001, 0.01853, 3.4200809
110392, 0xEEEE, 0035, 0001, 0.01853, 3.5380331
113487, 0xEEEE, 0036, 0002, 0.39890, 3.6597238
116611, 0xEEEE, 0037, 0002, 0.78974, 3.7573816
119736, 0xEEEE, 0038, 0003, 0.79055, 3.8701457
122861, 0xEEEE, 0039, 0003, 0.79055, 3.9456779
125986, 0xEEEE, 0040, 0004, 1.18462, 4.0201419
129111, 0xEEEE, 0041, 0004, 1.18300, 4.0938430
132248, 0xEEEE, 0042, 0005, 1.57707, 4.1679255
135373, 0xEEEE, 0043, 0005, 1.57788, 4.2328527
138498, 0xEEEE, 0044, 0006, 1.97033, 4.2690166
141623, 0xEEEE, 0045, 0006, 1.96872, 4.3445487
144759, 0xEEEE, 0046, 0007, 2.36359, 4.3631647
147873, 0xEEEE, 0047, 0007, 2.36601, 4.4304570
150998, 0xEEEE, 0048, 0007, 2.54491, 4.4454871
