sync, uptime, seq, step, SWPMON, adc
0xEEEE, 001434, 0000, 0000, 0.00000, 0.0011444
0xEEEE, 003529, 0001, -050, 8.04571, 0.0010681
0xEEEE, 006672, 0002, 0119, 27.02615, 0.0011444
0xEEEE, 009780, 0003, -123, 48.48139, 0.0011444
0xEEEE, 012893, 0004, -109, 3.09612, 0.0371557
0xEEEE, 016026, 0005, -098, 2.06462, 0.0377661
0xEEEE, 019142, 0006, -089, 52.19641, 0.0728618
0xEEEE, 022267, 0007, -079, 1.85912, 0.1102464
0xEEEE, 025393, 0008, -072, 31.77348, 0.1118486
0xEEEE, 028518, 0009, -065, 27.02857, 0.1117723
0xEEEE, 031650, 0010, -058, 13.82615, 0.1490806
0xEEEE, 034771, 0011, -054, 50.75392, 0.1492332
0xEEEE, 037902, 0012, -049, 46.83502, 0.1902800
0xEEEE, 041034, 0013, -043, 7.22535, 0.1864652
0xEEEE, 044158, 0014, -040, 14.65297, 0.2239261
0xEEEE, 047277, 0015, -036, 15.68447, 0.2410925
0xEEEE, 050401, 0016, -033, 37.75861, 0.2413977
0xEEEE, 053526, 0017, -031, 36.10821, 0.2413977
0xEEEE, 056659, 0018, -029, 23.72938, 0.2377356
0xEEEE, 059768, 0019, -026, 51.16733, 0.2413977
0xEEEE, 062894, 0020, -025, 47.86571, 0.2238499
0xEEEE, 066055, 0021, -023, 40.85150, 0.2254520
0xEEEE, 069143, 0022, -021, 47.03971, 0.1866178
0xEEEE, 072267, 0023, -020, 12.38125, 0.1491569
0xEEEE, 075392, 0024, -018, 15.47495, 0.1493095
0xEEEE, 078519, 0025, -017, 29.91597, 0.1495384
0xEEEE, 081661, 0026, -017, 23.31355, 0.1119249
0xEEEE, 084779, 0027, -016, 16.29934, 0.1120012
0xEEEE, 087905, 0028, -015, 44.14908, 0.0745403
0xEEEE, 091044, 0029, -015, 26.40725, 0.0688945
0xEEEE, 094154, 0030, -014, 47.24278, 0.0372320
0xEEEE, 097279, 0031, -013, 35.48366, 0.0012970
0xEEEE, 100392, 0032, -013, 21.66154, 0.0010681
0xEEEE, 103526, 0033, -013, 47.86168, 0.0011444
0xEEEE, 106650, 0034, -012, 18.15524, 0.0011444
0xEEEE, 109768, 0035, -012, 38.16637, 0.0010681
0xEEEE, 112893, 0036, -011, 27.64586, 0.0373846
0xEEEE, 116025, 0037, -011, 17.12454, 0.0370794
0xEEEE, 119142, 0038, -011, 30.53487, 0.0746166
0xEEEE, 122267, 0039, -010, 21.87026, 0.1120775
0xEEEE, 125402, 0040, -011, 42.29480, 0.1118486
0xEEEE, 128526, 0041, -011, 15.88835, 0.1118486
0xEEEE, 131659, 0042, -009, 9.08125, 0.1493858
0xEEEE, 134777, 0043, -010, 14.03245, 0.1492332
0xEEEE, 137903, 0044, -010, 28.68059, 0.1864652
0xEEEE, 141035, 0045, -009, 25.17348, 0.1866178
0xEEEE, 144151, 0046, -010, 27.44359, 0.2243839
0xEEEE, 147267, 0047, -010, 50.75553, 0.2420081
0xEEEE, 150403, 0048, -009, 32.18850, 0.2413214
0xEEEE, 153517, 0049, -010, 51.78703, 0.2415503
0xEEEE, 156650, 0050, -009, 28.06168, 0.2413214
0xEEEE, 159768, 0051, -009, 38.58300, 0.2413214
0xEEEE, 162893, 0052, -010, 50.13502, 0.2240787
0xEEEE, 166045, 0053, -008, 3.71744, 0.1865415
0xEEEE, 169153, 0054, -009, 33.63018, 0.1869993
0xEEEE, 172279, 0055, -009, 4.12923, 0.1866941
0xEEEE, 175408, 0056, -008, 19.39465, 0.1478599
0xEEEE, 178529, 0057, -009, 37.54908, 0.1493858
0xEEEE, 181662, 0058, -009, 36.72308, 0.1119249
0xEEEE, 184780, 0059, -008, 21.04425, 0.1097887
0xEEEE, 187913, 0060, -009, 32.38996, 0.0746166
0xEEEE, 191026, 0061, -009, 30.73956, 0.0370794
0xEEEE, 194142, 0062, -008, 22.48674, 0.0371557
0xEEEE, 197267, 0063, -009, 29.08835, 0.0371557
0xEEEE, 200392, 0064, -008, 20.42374, 0.0010681
0xEEEE, 203517, 0065, -008, 21.66154, 0.0011444
0xEEEE, 206650, 0066, -010, 51.36960, 0.0011444
0xEEEE, 209768, 0067, -008, 44.14908, 0.0011444
0xEEEE, 212898, 0068, -008, 21.45685, 0.0370031
0xEEEE, 216034, 0069, -009, 42.29319, 0.0743877
0xEEEE, 219151, 0070, -009, 52.60901, 0.0745403
0xEEEE, 222277, 0071, -009, 47.24520, 0.0746166
0xEEEE, 225402, 0072, -009, 50.34051, 0.1122301
0xEEEE, 228527, 0073, -008, 46.21451, 0.1110094
0xEEEE, 231659, 0074, -008, 11.76315, 0.1493095
0xEEEE, 234788, 0075, -009, 30.33018, 0.1490043
0xEEEE, 237893, 0076, -008, 28.47429, 0.1865415
0xEEEE, 241025, 0077, -009, 38.58300, 0.2236973
0xEEEE, 244142, 0078, -009, 47.86733, 0.2238499
0xEEEE, 247267, 0079, -008, 35.48930, 0.2244602
0xEEEE, 250393, 0080, -009, 36.10821, 0.2414740
0xEEEE, 253518, 0081, -008, 17.74747, 0.2413214
0xEEEE, 256654, 0082, -008, 20.63487, 0.2415503
0xEEEE, 259779, 0083, -008, 17.74667, 0.2413977
0xEEEE, 262904, 0084, -008, 34.24989, 0.2239261
0xEEEE, 266055, 0085, -008, 25.79158, 0.1863890
0xEEEE, 269155, 0086, -009, 50.34051, 0.1867704
0xEEEE, 272287, 0087, -008, 22.69626, 0.1856260
0xEEEE, 275404, 0088, -008, 9.49223, 0.1493095
0xEEEE, 278517, 0089, -009, 49.72081, 0.1486229
0xEEEE, 281650, 0090, -008, 20.63165, 0.1152819
0xEEEE, 284768, 0091, -008, 15.68044, 0.1117723
0xEEEE, 287893, 0092, -009, 19.18674, 0.0744640
0xEEEE, 291025, 0093, -008, 37.75377, 0.0373083
0xEEEE, 294142, 0094, -009, 50.13099, 0.0370794
0xEEEE, 297267, 0095, -008, 14.02842, 0.0370794
0xEEEE, 300393, 0096, -008, 43.94198, 0.0010681
0xEEEE, 303526, 0097, -009, 39.81597, 0.0011444
0xEEEE, 306659, 0098, -009, 43.32388, 0.0010681
0xEEEE, 309777, 0099, -008, 44.35538, 0.0011444
0xEEEE, 312903, 0100, -008, 3.71502, 0.0371557
0xEEEE, 316036, 0101, -007, 5.15912, 0.0401312
0xEEEE, 319162, 0102, -008, 32.80418, 0.0745403
0xEEEE, 322267, 0103, -009, 35.89868, 0.0743114
0xEEEE, 325392, 0104, -008, 47.24601, 0.1120012
0xEEEE, 328517, 0105, -008, 21.87106, 0.1119249
0xEEEE, 331651, 0106, -008, 16.30176, 0.1494621
0xEEEE, 334768, 0107, -008, 33.83729, 0.1872282
0xEEEE, 337893, 0108, -009, 44.56571, 0.1864652
0xEEEE, 341025, 0109, -008, 5.36864, 0.1858549
0xEEEE, 344142, 0110, -008, 44.56652, 0.2233921
0xEEEE, 347279, 0111, -008, 13.62147, 0.2238499
0xEEEE, 350404, 0112, -008, 9.49546, 0.2415503
0xEEEE, 353529, 0113, -008, 46.42322, 0.2415503
0xEEEE, 356669, 0114, -009, 30.74359, 0.2413214
0xEEEE, 359780, 0115, -008, 38.17040, 0.2254520
0xEEEE, 362904, 0116, -008, 47.24681, 0.2240024
0xEEEE, 366056, 0117, -009, 33.42469, 0.2238499
0xEEEE, 369143, 0118, -008, 42.08850, 0.1881437
0xEEEE, 372267, 0119, -008, 21.25216, 0.1866178
0xEEEE, 375393, 0120, -009, 47.86410, 0.1493858
0xEEEE, 378517, 0121, -008, 50.33971, 0.1493095
0xEEEE, 381650, 0122, -008, 15.26784, 0.1119249
0xEEEE, 384768, 0123, -008, 9.28513, 0.0746929
0xEEEE, 387893, 0124, -008, 43.53018, 0.0745403
0xEEEE, 391035, 0125, -009, 39.40418, 0.0745403
0xEEEE, 394151, 0126, -009, 16.50403, 0.0371557
0xEEEE, 397276, 0127, -008, 52.19399, 0.0370031
0xEEEE, 400402, 0128, -009, 33.42066, 0.0010681
0xEEEE, 403537, 0129, -008, 16.50403, 0.0011444
0xEEEE, 406660, 0130, -008, 37.54747, 0.0010681
0xEEEE, 409777, 0131, -009, 47.65619, 0.0373083
0xEEEE, 412893, 0132, -008, 21.04425, 0.0370794
0xEEEE, 416034, 0133, -008, 27.85216, 0.0371557
0xEEEE, 419142, 0134, -008, 11.34894, 0.0746166
0xEEEE, 422267, 0135, -008, 39.61209, 0.0746166
0xEEEE, 425392, 0136, -008, 10.52454, 0.1118486
0xEEEE, 428517, 0137, -008, 22.48996, 0.1114672
0xEEEE, 431650, 0138, -007, 11.14425, 0.1492332
0xEEEE, 434776, 0139, -008, 3.71744, 0.1865415
0xEEEE, 437905, 0140, -008, 17.74667, 0.1892119
0xEEEE, 441037, 0141, -007, 0.21114, 0.1866941
0xEEEE, 444154, 0142, -009, 51.37443, 0.2243839
0xEEEE, 447279, 0143, -008, 30.74440, 0.2242313
0xEEEE, 450404, 0144, -007, 2.89385, 0.2413214
0xEEEE, 453529, 0145, -009, 42.09092, 0.2412451
0xEEEE, 456662, 0146, -008, 34.04440, 0.2409400
0xEEEE, 459768, 0147, -008, 37.75780, 0.2244602
0xEEEE, 462893, 0148, -008, 14.85766, 0.2238499
0xEEEE, 466044, 0149, -008, 33.83729, 0.2241550
0xEEEE, 469143, 0150, -008, 25.37817, 0.1914244
0xEEEE, 472268, 0151, -009, 39.81919, 0.1866178
0xEEEE, 475392, 0152, -008, 37.75538, 0.1493095
0xEEEE, 478521, 0153, -008, 34.45458, 0.1496147
0xEEEE, 481659, 0154, -008, 22.07575, 0.1099413
0xEEEE, 484777, 0155, -008, 44.14989, 0.1119249
0xEEEE, 487912, 0156, -008, 4.12681, 0.0747692
0xEEEE, 491035, 0157, -008, 26.20095, 0.0746929
0xEEEE, 494152, 0158, -008, 52.19399, 0.0370031
0xEEEE, 497276, 0159, -009, 21.86784, 0.0370031
0xEEEE, 500409, 0160, -008, 41.87897, 0.0010681
0xEEEE, 503518, 0161, -008, 40.84747, 0.0010681
0xEEEE, 506650, 0162, -008, 5.57092, 0.0011444
0xEEEE, 509768, 0163, -008, 27.23245, 0.0010681
0xEEEE, 512893, 0164, -007, 6.60322, 0.0371557
0xEEEE, 516026, 0165, -009, 48.89480, 0.0370794
0xEEEE, 519142, 0166, -008, 28.67817, 0.0746166
0xEEEE, 522271, 0167, -008, 17.12535, 0.0746929
0xEEEE, 525404, 0168, -009, 27.85377, 0.1116960
0xEEEE, 528529, 0169, -007, 9.28674, 0.1465629
0xEEEE, 531662, 0170, -008, 25.99788, 0.1493858
0xEEEE, 534780, 0171, -008, 10.93795, 0.1505303
0xEEEE, 537904, 0172, -007, 0.83004, 0.1864652
0xEEEE, 541037, 0173, -009, 50.13582, 0.1846342
0xEEEE, 544142, 0174, -008, 8.05136, 0.2239261
0xEEEE, 547279, 0175, -008, 46.01062, 0.2239261
