uptime, sync, seq, step, SWPMON, adc
001386, 0xEEEE, 0000, 0000, 0.01612, 0.0000000
004522, 0xEEEE, 0001, 0000, 0.01853, 0.0000000
007647, 0xEEEE, 0002, 0001, 0.01853, 2.2361334
010772, 0xEEEE, 0003, 0001, 0.02176, 3.8482490
013911, 0xEEEE, 0004, 0002, 0.39729, 3.6900893
017031, 0xEEEE, 0005, 0002, 0.79619, 3.5088121
020148, 0xEEEE, 0006, 0003, 0.79216, 3.4893568
023272, 0xEEEE, 0007, 0003, 0.79216, 4.2969406
026386, 0xEEEE, 0008, 0004, 1.18462, 3.7516594
029511, 0xEEEE, 0009, 0004, 1.18462, 4.2757305
032637, 0xEEEE, 0010, 0005, 1.57465, 3.0247196
035761, 0xEEEE, 0011, 0005, 1.58029, 1.3356222
038887, 0xEEEE, 0012, 0006, 1.97114, 5.0000000
042018, 0xEEEE, 0013, 0006, 2.36359, 0.9240864
045137, 0xEEEE, 0014, 0007, 2.36198, 3.8053712
048292, 0xEEEE, 0015, 0007, 2.36278, 3.8207828
051394, 0xEEEE, 0016, 0007, 2.54491, 3.7142748
054520, 0xEEEE, 0017, 0007, 2.54733, 0.2829023
057645, 0xEEEE, 0018, 0006, 2.54894, 1.1465629
060780, 0xEEEE, 0019, 0006, 2.54330, 1.6005951
063902, 0xEEEE, 0020, 0005, 2.36198, 1.9130999
067026, 0xEEEE, 0021, 0005, 1.97033, 3.9477379
070137, 0xEEEE, 0022, 0004, 1.97033, 3.5506981
073269, 0xEEEE, 0023, 0004, 1.97114, 1.9992370
076386, 0xEEEE, 0024, 0003, 1.57707, 0.0000000
079511, 0xEEEE, 0025, 0003, 1.57626, 1.8687724
082636, 0xEEEE, 0026, 0002, 1.18059, 2.3082322
085762, 0xEEEE, 0027, 0002, 1.18462, 2.2397192
088886, 0xEEEE, 0028, 0001, 0.79216, 2.4823377
092027, 0xEEEE, 0029, 0001, 0.39648, 2.7016861
095148, 0xEEEE, 0030, 0000, 0.39648, 3.0435645
098272, 0xEEEE, 0031, 0000, 0.39648, 3.2340734
101397, 0xEEEE, 0032, 0000, 0.01612, 3.2465095
104523, 0xEEEE, 0033, 0000, 0.01612, 3.3838407
107648, 0xEEEE, 0034, 0001, 0.01692, 3.5235370
110772, 0xEEEE, 0035, 0001, 0.01853, 3.6469062
113886, 0xEEEE, 0036, 0002, 0.39729, 3.7283131
117018, 0xEEEE, 0037, 0002, 0.79377, 3.8602274
120147, 0xEEEE, 0038, 0003, 0.79136, 3.9266041
123261, 0xEEEE, 0039, 0003, 0.79216, 4.0115206
126386, 0xEEEE, 0040, 0004, 1.18300, 4.0864424
129511, 0xEEEE, 0041, 0004, 1.18623, 4.1543450
132636, 0xEEEE, 0042, 0005, 1.57385, 4.2203403
135762, 0xEEEE, 0043, 0005, 1.57707, 4.2814527
138902, 0xEEEE, 0044, 0006, 1.97033, 4.3339437
142028, 0xEEEE, 0045, 0006, 1.97033, 4.3599603
145155, 0xEEEE, 0046, 0007, 2.36278, 4.4258793
148295, 0xEEEE, 0047, 0007, 2.36278, 4.4460975
151395, 0xEEEE, 0048, 0007, 2.54410, 4.5043107
154520, 0xEEEE, 0049, 0007, 2.54410, 4.5091936
157653, 0xEEEE, 0050, 0006, 2.54733, 4.5682460
160762, 0xEEEE, 0051, 0006, 2.36198, 4.5700008
163887, 0xEEEE, 0052, 0005, 2.36198, 4.6172274
167017, 0xEEEE, 0053, 0005, 2.36359, 4.6158541
170137, 0xEEEE, 0054, 0004, 1.96952, 4.6462196
173262, 0xEEEE, 0055, 0004, 1.97114, 4.6517891
176386, 0xEEEE, 0056, 0003, 1.57868, 4.6794079
179511, 0xEEEE, 0057, 0003, 1.58513, 4.6849775
182647, 0xEEEE, 0058, 0002, 1.18381, 4.7064164
185772, 0xEEEE, 0059, 0002, 0.79055, 4.7211414
188904, 0xEEEE, 0060, 0001, 0.78974, 4.7350271
192032, 0xEEEE, 0061, 0001, 0.79055, 4.7453269
195148, 0xEEEE, 0062, 0000, 0.39729, 4.7418936
198272, 0xEEEE, 0063, 0000, 0.39729, 4.7555505
201397, 0xEEEE, 0064, 0000, 0.01853, 4.7713436
204533, 0xEEEE, 0065, 0000, 0.01773, 4.7739376
207637, 0xEEEE, 0066, 0001, 0.01934, 4.7693599
210761, 0xEEEE, 0067, 0001, 0.39890, 4.7889677
213887, 0xEEEE, 0068, 0002, 0.39810, 4.7823301
217018, 0xEEEE, 0069, 0002, 0.39971, 4.7977417
220137, 0xEEEE, 0070, 0003, 0.79136, 4.7804227
223261, 0xEEEE, 0071, 0003, 0.79136, 4.8104067
226395, 0xEEEE, 0072, 0004, 1.18462, 4.8032349
229520, 0xEEEE, 0073, 0004, 1.18623, 4.8185702
232645, 0xEEEE, 0074, 0005, 1.57949, 4.7941558
235770, 0xEEEE, 0075, 0005, 1.97355, 4.8240635
238902, 0xEEEE, 0076, 0006, 1.96791, 4.8084993
242037, 0xEEEE, 0077, 0006, 1.97033, 4.8268864
245146, 0xEEEE, 0078, 0007, 2.36278, 4.8165866
248295, 0xEEEE, 0079, 0007, 2.36278, 4.8384070
251387, 0xEEEE, 0080, 0007, 2.54571, 4.8084993
254511, 0xEEEE, 0081, 0007, 2.54652, 4.8412299
257636, 0xEEEE, 0082, 0006, 2.54330, 4.8242924
260761, 0xEEEE, 0083, 0006, 2.36278, 4.8416114
263886, 0xEEEE, 0084, 0005, 2.36681, 4.8197910
267018, 0xEEEE, 0085, 0005, 2.36117, 4.8396277
270145, 0xEEEE, 0086, 0004, 1.96952, 4.8273442
273272, 0xEEEE, 0087, 0004, 1.96872, 4.8435950
276397, 0xEEEE, 0088, 0003, 1.57626, 4.8238346
279522, 0xEEEE, 0089, 0003, 1.57707, 4.8302434
282648, 0xEEEE, 0090, 0002, 1.18300, 4.8321508
285773, 0xEEEE, 0091, 0002, 1.18462, 4.8423743
288914, 0xEEEE, 0092, 0001, 0.78974, 4.8313115
292028, 0xEEEE, 0093, 0001, 0.79216, 4.8603037
295137, 0xEEEE, 0094, 0000, 0.39648, 4.8377966
298261, 0xEEEE, 0095, 0000, 0.39729, 4.8414588
301386, 0xEEEE, 0096, 0000, 0.01773, 4.8400092
304511, 0xEEEE, 0097, 0000, 0.01853, 4.8449683
307636, 0xEEEE, 0098, 0001, 0.01773, 4.8408484
310761, 0xEEEE, 0099, 0001, 0.01692, 4.8326085
313890, 0xEEEE, 0100, 0002, 0.39810, 4.8472572
317028, 0xEEEE, 0101, 0002, 0.39568, 4.8505379
320145, 0xEEEE, 0102, 0003, 0.79136, 4.8509194
323270, 0xEEEE, 0103, 0003, 0.79377, 4.8213169
326402, 0xEEEE, 0104, 0004, 1.18220, 4.8491646
329520, 0xEEEE, 0105, 0004, 1.57626, 4.8329137
332645, 0xEEEE, 0106, 0005, 1.57788, 4.8533608
335761, 0xEEEE, 0107, 0005, 1.57707, 4.8377966
338886, 0xEEEE, 0108, 0006, 1.97033, 4.8542763
342018, 0xEEEE, 0109, 0006, 1.97114, 4.8326085
345137, 0xEEEE, 0110, 0007, 2.36278, 4.8590066
348296, 0xEEEE, 0111, 0007, 2.36278, 4.8251316
351386, 0xEEEE, 0112, 0007, 2.54813, 4.8574807
354511, 0xEEEE, 0113, 0007, 2.54652, 4.8340581
357639, 0xEEEE, 0114, 0006, 2.54733, 4.8557259
360772, 0xEEEE, 0115, 0006, 2.54733, 4.8457313
363904, 0xEEEE, 0116, 0005, 2.36278, 4.8506142
367031, 0xEEEE, 0117, 0005, 2.36117, 4.8342107
370148, 0xEEEE, 0118, 0004, 1.96952, 4.8592355
373283, 0xEEEE, 0119, 0004, 1.97275, 4.8307774
376397, 0xEEEE, 0120, 0003, 1.57223, 4.8529793
379511, 0xEEEE, 0121, 0003, 1.18059, 4.8336767
382637, 0xEEEE, 0122, 0002, 1.18462, 4.8596170
385769, 0xEEEE, 0123, 0002, 1.18300, 4.8398566
388887, 0xEEEE, 0124, 0001, 0.79055, 4.8413062
392017, 0xEEEE, 0125, 0001, 0.79136, 4.8382544
395137, 0xEEEE, 0126, 0000, 0.39729, 4.8550393
398262, 0xEEEE, 0127, 0000, 0.39729, 4.8410010
401386, 0xEEEE, 0128, 0000, 0.01853, 4.8532845
404520, 0xEEEE, 0129, 0000, 0.01853, 4.8520638
407645, 0xEEEE, 0130, 0001, 0.02015, 4.8416876
410775, 0xEEEE, 0131, 0001, 0.01531, 4.8429847
413902, 0xEEEE, 0132, 0002, 0.39890, 4.8453498
417029, 0xEEEE, 0133, 0002, 0.39648, 4.8487831
420146, 0xEEEE, 0134, 0003, 0.79136, 4.8456550
423270, 0xEEEE, 0135, 0003, 0.79055, 4.8579385
426387, 0xEEEE, 0136, 0004, 1.18462, 4.8450446
429511, 0xEEEE, 0137, 0004, 1.57949, 4.8539712
432636, 0xEEEE, 0138, 0005, 1.57707, 4.8322271
435762, 0xEEEE, 0139, 0005, 1.58432, 4.8553445
438886, 0xEEEE, 0140, 0006, 1.96791, 4.8423743
442018, 0xEEEE, 0141, 0006, 1.96872, 4.8568704
445137, 0xEEEE, 0142, 0007, 2.36278, 4.8387884
448297, 0xEEEE, 0143, 0007, 2.36278, 4.8607614
451397, 0xEEEE, 0144, 0007, 2.54652, 4.8394751
454522, 0xEEEE, 0145, 0007, 2.54571, 4.8602274
457656, 0xEEEE, 0146, 0006, 2.54571, 4.8291752
460773, 0xEEEE, 0147, 0006, 2.54652, 4.8606088
463904, 0xEEEE, 0148, 0005, 2.36198, 4.8446632
467028, 0xEEEE, 0149, 0005, 2.36117, 4.8561837
470157, 0xEEEE, 0150, 0004, 1.96952, 4.8380255
473261, 0xEEEE, 0151, 0004, 1.57626, 4.8654154
476386, 0xEEEE, 0152, 0003, 1.57707, 4.8454261
479512, 0xEEEE, 0153, 0003, 1.57626, 4.8593118
482636, 0xEEEE, 0154, 0002, 1.18300, 4.8366522
485761, 0xEEEE, 0155, 0002, 1.18220, 4.8562600
488887, 0xEEEE, 0156, 0001, 0.78974, 4.8353552
492028, 0xEEEE, 0157, 0001, 0.79297, 4.8637369
495145, 0xEEEE, 0158, 0000, 0.39810, 4.8463416
498270, 0xEEEE, 0159, 0000, 0.01773, 4.8583200
501395, 0xEEEE, 0160, 0000, 0.01853, 4.8474861
504520, 0xEEEE, 0161, 0000, 0.01853, 4.8454261
507645, 0xEEEE, 0162, 0001, 0.01853, 4.8447395
510770, 0xEEEE, 0163, 0001, 0.01853, 4.8661784
513886, 0xEEEE, 0164, 0002, 0.39729, 4.8467231
517028, 0xEEEE, 0165, 0002, 0.39729, 4.8403143
520136, 0xEEEE, 0166, 0003, 0.79136, 4.8448920
523261, 0xEEEE, 0167, 0003, 1.18542, 4.8567941
526387, 0xEEEE, 0168, 0004, 1.18462, 4.8435950
529511, 0xEEEE, 0169, 0004, 1.18462, 4.8509194
532636, 0xEEEE, 0170, 0005, 1.57788, 4.8487068
535767, 0xEEEE, 0171, 0005, 1.57707, 4.8565652
538904, 0xEEEE, 0172, 0006, 1.97033, 4.8558785
542032, 0xEEEE, 0173, 0006, 1.98000, 4.8503853
545148, 0xEEEE, 0174, 0007, 2.36117, 4.8578622
548297, 0xEEEE, 0175, 0007, 2.54652, 4.8400855
551397, 0xEEEE, 0176, 0007, 2.54571, 4.8583200
554531, 0xEEEE, 0177, 0007, 2.54733, 4.8453498
557636, 0xEEEE, 0178, 0006, 2.54652, 4.8577096
560761, 0xEEEE, 0179, 0006, 2.54571, 4.8438239
563886, 0xEEEE, 0180, 0005, 2.36198, 4.8615244
567018, 0xEEEE, 0181, 0005, 2.36198, 4.8427558
570137, 0xEEEE, 0182, 0004, 1.96952, 4.8612192
