sync, uptime, seq, step, SWPMON, adc
0xEEEE, 36595997, 11710, 0000, 0.39326, 4.8485542
0xEEEE, 36599121, 11711, 0000, 0.39245, 4.8585489
0xEEEE, 36602237, 11712, 0000, 0.01048, 4.8622110
0xEEEE, 36605362, 11713, 0000, 0.01128, 4.8559548
0xEEEE, 36608497, 11714, 0001, 0.01209, 4.8567178
0xEEEE, 36611612, 11715, 0001, 0.01209, 4.8583200
0xEEEE, 36614737, 11716, 0002, 0.39084, 4.8545052
0xEEEE, 36617861, 11717, 0002, 0.39326, 4.8612192
0xEEEE, 36621022, 11718, 0003, 0.78733, 4.8687724
0xEEEE, 36624199, 11719, 0003, 1.18381, 4.8551919
0xEEEE, 36627247, 11720, 0004, 1.18462, 4.8615244
0xEEEE, 36630378, 11721, 0004, 1.17736, 4.8615244
0xEEEE, 36633506, 11722, 0005, 1.55934, 4.8608377
0xEEEE, 36636623, 11723, 0005, 1.57949, 4.8664836
0xEEEE, 36639748, 11724, 0006, 1.96791, 4.8614481
0xEEEE, 36642873, 11725, 0006, 1.98564, 4.8524453
0xEEEE, 36646012, 11726, 0007, 2.36520, 4.8618296
0xEEEE, 36649112, 11727, 0007, 2.55216, 4.8574807
0xEEEE, 36652237, 11728, 0007, 2.54894, 4.8545052
0xEEEE, 36655362, 11729, 0007, 2.55216, 4.8664073
0xEEEE, 36658487, 11730, 0006, 2.54571, 4.8535897
0xEEEE, 36661611, 11731, 0006, 2.55297, 4.8520638
0xEEEE, 36664737, 11732, 0005, 2.36762, 4.8677806
0xEEEE, 36667861, 11733, 0005, 2.36762, 4.8559548
0xEEEE, 36670996, 11734, 0004, 1.92117, 4.8562600
0xEEEE, 36674121, 11735, 0004, 1.57949, 4.8668650
0xEEEE, 36677245, 11736, 0003, 1.57385, 4.8528267
0xEEEE, 36680371, 11737, 0003, 1.57949, 4.8575570
0xEEEE, 36683495, 11738, 0002, 1.18381, 4.8631266
0xEEEE, 36686620, 11739, 0002, 1.18381, 4.8529793
0xEEEE, 36692873, 11741, 0001, 0.79216, 4.8603037
0xEEEE, 36695987, 11742, 0000, 0.38923, 4.8506142
0xEEEE, 36699197, 11743, 0000, 0.01209, 4.8632792
0xEEEE, 36702236, 11744, 0000, 0.01209, 4.8681621
0xEEEE, 36705367, 11745, 0000, 0.01209, 4.8606851
0xEEEE, 36708487, 11746, 0001, 0.01209, 4.8635843
0xEEEE, 36711612, 11747, 0001, 0.01209, 4.8487831
0xEEEE, 36714748, 11748, 0002, 0.39004, 4.8532845
0xEEEE, 36717873, 11749, 0002, 0.39326, 4.8656443
0xEEEE, 36721028, 11750, 0003, 0.78894, 4.8559548
0xEEEE, 36724122, 11751, 0003, 1.18462, 4.8495460
0xEEEE, 36727247, 11752, 0004, 1.18542, 4.8615244
0xEEEE, 36730382, 11753, 0004, 1.19509, 4.8528267
0xEEEE, 36733498, 11754, 0005, 1.57788, 4.8638895
0xEEEE, 36736612, 11755, 0005, 1.57949, 4.8682383
0xEEEE, 36739736, 11756, 0006, 1.94535, 4.8565652
0xEEEE, 36742861, 11757, 0006, 1.97597, 4.8584726
0xEEEE, 36745987, 11758, 0007, 2.37568, 4.8628214
