uptime, sync, seq, step, SWPMON, adc
002578, 0xAAAA, 0000, 0000, 0.01128, 0.0000000
005703, 0xAAAA, 0001, 0000, 0.01128, 5.0000000
008835, 0xAAAA, 0002, 0001, 0.01209, 5.0000000
011972, 0xAAAA, 0003, 0001, 0.01209, 4.7666896
015095, 0xAAAA, 0004, 0002, 0.39084, 4.5734340
018215, 0xAAAA, 0005, 0002, 0.39165, 4.5825132
021340, 0xAAAA, 0006, 0003, 0.79458, 4.8738842
024465, 0xAAAA, 0007, 0003, 0.78571, 5.0000000
027600, 0xAAAA, 0008, 0004, 1.18059, 4.8875410
030704, 0xAAAA, 0009, 0004, 1.17978, 4.6025788
033828, 0xAAAA, 0010, 0005, 1.57465, 4.5826658
036953, 0xAAAA, 0011, 0005, 1.57788, 4.8352789
040084, 0xAAAA, 0012, 0006, 1.97516, 5.0000000
043204, 0xAAAA, 0013, 0006, 2.35714, 5.0000000
046328, 0xAAAA, 0014, 0007, 2.36359, 4.7536431
049453, 0xAAAA, 0015, 0007, 2.36278, 4.5621424
052581, 0xAAAA, 0016, 0007, 2.58278, 4.7591363
055712, 0xAAAA, 0017, 0007, 2.54733, 5.0000000
058838, 0xAAAA, 0018, 0006, 2.54733, 5.0000000
061970, 0xAAAA, 0019, 0006, 2.55619, 4.8126192
065101, 0xAAAA, 0020, 0005, 2.35392, 4.6047913
068213, 0xAAAA, 0021, 0005, 1.93084, 4.6097505
071337, 0xAAAA, 0022, 0004, 1.97033, 4.9021134
074597, 0xAAAA, 0023, 0004, 1.96952, 5.0000000
077578, 0xAAAA, 0024, 0003, 1.58674, 4.9125658
080703, 0xAAAA, 0025, 0003, 1.57707, 4.6138705
083828, 0xAAAA, 0026, 0002, 1.18300, 4.6122683
086953, 0xAAAA, 0027, 0002, 1.18300, 4.8542000
090085, 0xAAAA, 0028, 0001, 0.78652, 5.0000000
093204, 0xAAAA, 0029, 0001, 0.39165, 5.0000000
096332, 0xAAAA, 0030, 0000, 0.39165, 4.7855344
099464, 0xAAAA, 0031, 0000, 0.37714, 4.5778592
102589, 0xAAAA, 0032, 0000, 0.01128, 4.7608148
105714, 0xAAAA, 0033, 0000, 0.01128, 5.0000000
108840, 0xAAAA, 0034, 0001, 0.01128, 5.0000000
