uptime, sync, seq, step, SWPMON, temp1, adc
203781028, 0xAAAA, 39028, 0005, 1.57546, 1.89700, 0.0000000
203784228, 0xAAAA, 39029, 0005, 1.60044, 1.89700, 0.0000000
203787275, 0xAAAA, 39030, 0006, 1.98645, 1.89700, 0.0000000
203790385, 0xAAAA, 39031, 0006, 2.36117, 1.89700, 0.0000000
203793521, 0xAAAA, 39032, 0007, 2.35795, 1.89700, 0.0000000
203796661, 0xAAAA, 39033, 0007, 2.35956, 1.89700, 0.0000000
203799761, 0xAAAA, 39034, 0007, 2.54571, 1.89700, 0.0000000
203802886, 0xAAAA, 39035, 0007, 2.55861, 1.89700, 0.0000000
203806056, 0xAAAA, 39036, 0006, 2.57150, 1.89700, 0.0000000
203809230, 0xAAAA, 39037, 0006, 2.39824, 1.89700, 0.0000000
203812263, 0xAAAA, 39038, 0005, 2.39905, 1.89780, 0.0000000
203815398, 0xAAAA, 39039, 0005, 2.32249, 1.89780, 0.0000000
203818512, 0xAAAA, 39040, 0004, 1.94857, 1.89700, 0.0000000
203821637, 0xAAAA, 39041, 0004, 1.97597, 1.89700, 0.0000000
203824764, 0xAAAA, 39042, 0003, 1.57465, 1.89700, 0.0000000
203827899, 0xAAAA, 39043, 0003, 1.17978, 1.89700, 0.0000000
203831046, 0xAAAA, 39044, 0002, 1.18059, 1.89700, 0.0000000
203834228, 0xAAAA, 39045, 0002, 1.17172, 1.89700, 0.0000000
203837258, 0xAAAA, 39046, 0001, 0.78733, 1.89780, 0.0000000
203840399, 0xAAAA, 39047, 0001, 0.78652, 1.89700, 0.0000000
203843508, 0xAAAA, 39048, 0000, 0.39084, 1.89700, 0.0000000
203846633, 0xAAAA, 39049, 0000, 0.01128, 1.89700, 0.0000000
203849759, 0xAAAA, 39050, 0000, 0.01128, 1.89700, 0.0000000
203852881, 0xAAAA, 39051, 0000, 0.01128, 1.89780, 0.0000000
203856028, 0xAAAA, 39052, 0001, 0.01209, 1.89780, 0.0000000
203859237, 0xAAAA, 39053, 0001, 0.39165, 1.89780, 0.0000000
203862275, 0xAAAA, 39054, 0002, 0.39004, 1.89780, 0.0000000
203865386, 0xAAAA, 39055, 0002, 0.78652, 1.89700, 0.0000000
203868523, 0xAAAA, 39056, 0003, 0.78571, 1.89780, 0.0000000
203871636, 0xAAAA, 39057, 0003, 0.78974, 1.89700, 0.0000000
203874761, 0xAAAA, 39058, 0004, 1.17978, 1.89700, 0.0000000
203877900, 0xAAAA, 39059, 0004, 1.57465, 1.89700, 0.0000000
203881031, 0xAAAA, 39060, 0005, 1.59158, 1.89700, 0.0000000
203884229, 0xAAAA, 39061, 0005, 1.97114, 1.89941, 0.0000000
203887274, 0xAAAA, 39062, 0006, 1.96791, 1.89700, 0.0000000
203890386, 0xAAAA, 39063, 0006, 1.96952, 1.89619, 0.0000000
203893523, 0xAAAA, 39064, 0007, 2.36359, 1.89700, 0.0000000
203896649, 0xAAAA, 39065, 0007, 2.54733, 1.89700, 0.0000000
203899758, 0xAAAA, 39066, 0007, 2.54652, 1.89700, 0.0000000
203902883, 0xAAAA, 39067, 0007, 2.54813, 1.89458, 0.0000000
203906037, 0xAAAA, 39068, 0006, 2.54733, 1.89700, 0.0000000
203909228, 0xAAAA, 39069, 0006, 2.54571, 1.89700, 0.0000000
203912258, 0xAAAA, 39070, 0005, 2.36117, 1.89700, 0.0000000
203915384, 0xAAAA, 39071, 0005, 1.96630, 1.89700, 0.0000000
203918508, 0xAAAA, 39072, 0004, 1.96791, 1.89700, 0.0000000
203921634, 0xAAAA, 39073, 0004, 1.96872, 1.90103, 0.0000000
203924764, 0xAAAA, 39074, 0003, 1.57465, 1.89700, 0.0000000
203927900, 0xAAAA, 39075, 0003, 1.57465, 1.91714, 0.0000000
203931070, 0xAAAA, 39076, 0002, 1.15722, 1.89700, 0.0000000
203934228, 0xAAAA, 39077, 0002, 0.78652, 1.89700, 0.0000000
203937262, 0xAAAA, 39078, 0001, 0.78733, 1.89700, 0.0000000
203940400, 0xAAAA, 39079, 0001, 0.77927, 1.89780, 0.0000000
203943511, 0xAAAA, 39080, 0000, 0.39084, 1.89700, 0.0000000
203946636, 0xAAAA, 39081, 0000, 0.36505, 1.89780, 0.0000000
203949777, 0xAAAA, 39082, 0000, 0.01209, 1.89700, 0.0000000
203952885, 0xAAAA, 39083, 0000, 0.01209, 1.89780, 0.0000000
203956032, 0xAAAA, 39084, 0001, 0.01128, 1.89780, 0.0000000
203959236, 0xAAAA, 39085, 0001, 0.01209, 1.89700, 0.0000000
203962276, 0xAAAA, 39086, 0002, 0.39165, 1.89780, 0.0000000
203965384, 0xAAAA, 39087, 0002, 0.39165, 1.89700, 0.0000000
203968508, 0xAAAA, 39088, 0003, 0.78330, 1.89700, 0.0000000
203971633, 0xAAAA, 39089, 0003, 1.18139, 1.89700, 0.0000000
203974757, 0xAAAA, 39090, 0004, 1.18139, 1.89538, 0.0000000
203977893, 0xAAAA, 39091, 0004, 1.17575, 1.89700, 0.0000000
203981027, 0xAAAA, 39092, 0005, 1.57385, 1.89700, 0.0000000
203984244, 0xAAAA, 39093, 0005, 1.57546, 1.89700, 0.0000000
203987260, 0xAAAA, 39094, 0006, 1.96952, 1.89700, 0.0000000
203990388, 0xAAAA, 39095, 0006, 2.36359, 1.89700, 0.0000000
203993524, 0xAAAA, 39096, 0007, 2.36278, 1.89941, 0.0000000
203996649, 0xAAAA, 39097, 0007, 2.36198, 1.89700, 0.0000000
203999761, 0xAAAA, 39098, 0007, 2.54652, 1.89700, 0.0000000
204002902, 0xAAAA, 39099, 0007, 2.54733, 1.89700, 0.0000000
204006031, 0xAAAA, 39100, 0006, 2.54652, 1.89700, 0.0000000
204009229, 0xAAAA, 39101, 0006, 2.36198, 1.89700, 0.0000000
204012262, 0xAAAA, 39102, 0005, 2.36440, 1.89700, 0.0000000
204015387, 0xAAAA, 39103, 0005, 2.36278, 1.89700, 0.0000000
204018511, 0xAAAA, 39104, 0004, 1.96872, 1.89700, 0.0000000
204021652, 0xAAAA, 39105, 0004, 1.96952, 1.89700, 0.0000000
204024765, 0xAAAA, 39106, 0003, 1.60608, 1.89700, 0.0000000
204027900, 0xAAAA, 39107, 0003, 1.18059, 1.89700, 0.0000000
204031058, 0xAAAA, 39108, 0002, 1.17978, 1.89700, 0.0000000
204034228, 0xAAAA, 39109, 0002, 1.18139, 1.89780, 0.0000000
204037258, 0xAAAA, 39110, 0001, 0.80264, 1.89700, 0.0000000
204040398, 0xAAAA, 39111, 0001, 0.39084, 1.89700, 0.0000000
204043508, 0xAAAA, 39112, 0000, 0.39890, 1.89700, 0.0000000
204046633, 0xAAAA, 39113, 0000, 0.01128, 1.89780, 0.0000000
204049770, 0xAAAA, 39114, 0000, 0.01128, 1.89700, 0.0000000
204052882, 0xAAAA, 39115, 0000, 0.01128, 1.89700, 0.0000000
204056028, 0xAAAA, 39116, 0001, 0.01128, 1.89700, 0.0000000
204059222, 0xAAAA, 39117, 0001, 0.38601, 1.89780, 0.0000000
204062275, 0xAAAA, 39118, 0002, 0.39165, 1.89700, 0.0000000
204065387, 0xAAAA, 39119, 0002, 0.80183, 1.90022, 0.0000000
204068511, 0xAAAA, 39120, 0003, 0.78733, 1.89700, 0.0000000
204071637, 0xAAAA, 39121, 0003, 0.78491, 1.89700, 0.0000000
204074777, 0xAAAA, 39122, 0004, 1.17253, 1.89700, 0.0000000
204077886, 0xAAAA, 39123, 0004, 1.57465, 1.89700, 0.0000000
204081032, 0xAAAA, 39124, 0005, 1.57546, 1.89619, 0.0000000
204084238, 0xAAAA, 39125, 0005, 1.57546, 1.89619, 0.0000000
204087262, 0xAAAA, 39126, 0006, 1.98484, 1.89700, 0.0000000
204090388, 0xAAAA, 39127, 0006, 1.93810, 1.89619, 0.0000000
204093539, 0xAAAA, 39128, 0007, 2.38696, 1.89700, 0.0000000
204096649, 0xAAAA, 39129, 0007, 2.52234, 1.89700, 0.0000000
204099758, 0xAAAA, 39130, 0007, 2.56103, 1.89780, 0.0000000
204102895, 0xAAAA, 39131, 0007, 2.57875, 1.89700, 0.0000000
204106027, 0xAAAA, 39132, 0006, 2.54652, 1.89700, 0.0000000
204109228, 0xAAAA, 39133, 0006, 2.54652, 1.89700, 0.0000000
204112275, 0xAAAA, 39134, 0005, 2.36198, 1.89700, 0.0000000
204115382, 0xAAAA, 39135, 0005, 1.96952, 1.89700, 0.0000000
204118508, 0xAAAA, 39136, 0004, 1.96872, 1.89700, 0.0000000
204121644, 0xAAAA, 39137, 0004, 1.99612, 1.89700, 0.0000000
204124766, 0xAAAA, 39138, 0003, 1.57626, 1.89700, 0.0000000
204127900, 0xAAAA, 39139, 0003, 1.57385, 1.89700, 0.0000000
204131046, 0xAAAA, 39140, 0002, 1.18139, 1.89780, 0.0000000
204134228, 0xAAAA, 39141, 0002, 0.80022, 1.89861, 0.0000000
204137262, 0xAAAA, 39142, 0001, 0.78652, 1.89458, 0.0000000
