sync, uptime, seq, step, SWPMON, adc
0xEEEE, 001416, 0000, 0000, 0.01209, 0.0000000
0xEEEE, 003913, 0001, 0000, 0.01128, 3.9398032
0xEEEE, 007070, 0002, 0001, 0.01209, 2.2997635
0xEEEE, 010162, 0003, 0001, 0.01209, 2.5856413
0xEEEE, 013286, 0004, 0002, 0.36505, 2.8329900
0xEEEE, 016420, 0005, 0002, 0.36586, 3.0720989
0xEEEE, 019537, 0006, 0003, 0.78733, 3.2507820
0xEEEE, 022669, 0007, 0003, 1.18139, 3.4357977
0xEEEE, 025786, 0008, 0004, 1.18542, 3.5862516
0xEEEE, 028920, 0009, 0004, 1.18139, 3.7264820
0xEEEE, 032036, 0010, 0005, 1.58110, 3.8630503
0xEEEE, 035151, 0011, 0005, 1.57626, 3.9715419
0xEEEE, 038276, 0012, 0006, 1.97194, 4.0536355
0xEEEE, 041401, 0013, 0006, 1.97033, 4.1432822
0xEEEE, 044526, 0014, 0007, 2.34425, 4.2241550
0xEEEE, 047660, 0015, 0007, 2.54894, 4.2903792
0xEEEE, 050782, 0016, 0007, 2.54733, 4.3566033
0xEEEE, 053914, 0017, 0007, 2.54813, 4.4077211
0xEEEE, 057044, 0018, 0006, 2.59084, 4.4464790
0xEEEE, 060163, 0019, 0006, 2.54733, 4.4879072
0xEEEE, 063289, 0020, 0005, 2.36440, 4.5401694
0xEEEE, 066414, 0021, 0005, 2.36117, 4.5622187
0xEEEE, 069538, 0022, 0004, 1.97033, 4.5909056
0xEEEE, 072671, 0023, 0004, 1.59641, 4.6155489
0xEEEE, 075809, 0024, 0003, 1.57546, 4.6485847
0xEEEE, 078911, 0025, 0003, 1.57707, 4.6655222
0xEEEE, 082043, 0026, 0002, 1.18059, 4.6829175
0xEEEE, 085162, 0027, 0002, 1.17817, 4.7078660
0xEEEE, 088287, 0028, 0001, 0.78733, 4.7169451
0xEEEE, 091411, 0029, 0001, 0.78733, 4.7174792
0xEEEE, 094526, 0030, 0000, 0.39084, 4.7418936
0xEEEE, 097659, 0031, 0000, 0.39407, 4.7522698
0xEEEE, 100778, 0032, 0000, 0.01209, 4.7613489
0xEEEE, 103902, 0033, 0000, 0.01128, 4.7603571
0xEEEE, 107054, 0034, 0001, 0.01209, 4.7763027
0xEEEE, 110153, 0035, 0001, 0.01209, 4.7757687
0xEEEE, 113285, 0036, 0002, 0.39165, 4.7833219
0xEEEE, 116401, 0037, 0002, 0.78813, 4.8014801
0xEEEE, 119537, 0038, 0003, 0.78733, 4.8054475
0xEEEE, 122670, 0039, 0003, 0.79458, 4.7956054
0xEEEE, 125790, 0040, 0004, 1.11934, 4.7982757
0xEEEE, 128914, 0041, 0004, 1.18300, 4.8142214
0xEEEE, 132046, 0042, 0005, 1.61817, 4.8176547
0xEEEE, 135163, 0043, 0005, 1.57626, 4.8094148
0xEEEE, 138276, 0044, 0006, 1.99451, 4.8141451
0xEEEE, 141411, 0045, 0006, 2.36359, 4.8226902
0xEEEE, 144536, 0046, 0007, 2.36359, 4.8170443
0xEEEE, 147668, 0047, 0007, 2.34828, 4.8236820
0xEEEE, 150787, 0048, 0007, 2.54894, 4.8345922
0xEEEE, 153912, 0049, 0007, 2.54813, 4.8228428
0xEEEE, 157045, 0050, 0006, 2.54894, 4.8233005
0xEEEE, 160172, 0051, 0006, 2.54813, 4.8283360
0xEEEE, 163277, 0052, 0005, 2.36278, 4.8355077
0xEEEE, 166402, 0053, 0005, 1.97194, 4.8293278
0xEEEE, 169526, 0054, 0004, 1.97516, 4.8221561
0xEEEE, 172659, 0055, 0004, 1.97275, 4.8338293
0xEEEE, 175777, 0056, 0003, 1.59802, 4.8412299
0xEEEE, 178902, 0057, 0003, 1.57707, 4.8300908
0xEEEE, 182035, 0058, 0002, 1.17897, 4.8405432
0xEEEE, 185160, 0059, 0002, 1.17414, 4.8457313
0xEEEE, 188289, 0060, 0001, 0.78733, 4.8278782
0xEEEE, 191413, 0061, 0001, 0.39326, 4.8254368
0xEEEE, 194538, 0062, 0000, 0.39407, 4.8403906
0xEEEE, 197678, 0063, 0000, 0.37311, 4.8433661
0xEEEE, 200788, 0064, 0000, 0.01209, 4.8437476
0xEEEE, 203913, 0065, 0000, 0.01209, 4.8339055
0xEEEE, 207072, 0066, 0001, 0.01128, 4.8415351
0xEEEE, 210162, 0067, 0001, 0.01128, 4.8351263
0xEEEE, 213286, 0068, 0002, 0.39245, 4.8361944
0xEEEE, 216411, 0069, 0002, 0.78733, 4.8475624
0xEEEE, 219536, 0070, 0003, 0.79136, 4.8477150
0xEEEE, 222669, 0071, 0003, 0.83648, 4.8392462
