uptime, sync, seq, step, SWPMON, temp1, adc
29672918, 0xAAAA, 0000, 0000, 0.00000, 1.98967, 2.6172274
29676065, 0xAAAA, 0001, 0000, 0.00000, 1.98967, 2.6562905
29679237, 0xAAAA, 0002, 0001, 0.00000, 1.98967, 2.8125429
29682269, 0xAAAA, 0003, 0001, 0.00000, 1.98967, 2.9297322
29685408, 0xAAAA, 0004, 0002, 0.00000, 1.98967, 2.7734798
29688519, 0xAAAA, 0005, 0002, 0.00000, 1.98967, 2.6172274
29691644, 0xAAAA, 0006, 0003, 0.00000, 1.98967, 2.6562905
29694783, 0xAAAA, 0007, 0003, 0.00000, 1.98886, 2.7930114
29697895, 0xAAAA, 0008, 0004, 0.00000, 1.98967, 2.9102007
29701039, 0xAAAA, 0009, 0004, 0.00000, 1.98967, 2.8516060
29704234, 0xAAAA, 0010, 0005, 0.00000, 1.98967, 2.7148852
29707283, 0xAAAA, 0011, 0005, 0.00000, 1.98967, 2.6172274
29710392, 0xAAAA, 0012, 0006, 0.00000, 1.98725, 2.7539483
29713517, 0xAAAA, 0013, 0006, 0.00000, 1.98806, 2.8906691
29716641, 0xAAAA, 0014, 0007, 0.00000, 1.98967, 2.8711376
29719765, 0xAAAA, 0015, 0007, 0.00000, 1.98967, 2.7539483
29722891, 0xAAAA, 0016, 0007, 0.00000, 1.98967, 2.6367590
29726036, 0xAAAA, 0017, 0007, 0.00000, 1.98967, 2.6758221
29729248, 0xAAAA, 0018, 0006, 0.00000, 1.98886, 2.8125429
29732267, 0xAAAA, 0019, 0006, 0.00000, 1.98967, 2.9102007
29735399, 0xAAAA, 0020, 0005, 0.00000, 1.98967, 2.7930114
29738547, 0xAAAA, 0021, 0005, 0.00000, 1.98967, 2.6367590
29741658, 0xAAAA, 0022, 0004, 0.00000, 1.99048, 2.6562905
29744770, 0xAAAA, 0023, 0004, 0.00000, 1.98886, 2.7930114
29747906, 0xAAAA, 0024, 0003, 0.00000, 1.99048, 2.9102007
29751037, 0xAAAA, 0025, 0003, 0.00000, 1.98967, 2.8516060
29754236, 0xAAAA, 0026, 0002, 0.00081, 1.98886, 2.7344167
29757284, 0xAAAA, 0027, 0002, 0.00000, 1.98967, 2.6172274
29760395, 0xAAAA, 0028, 0001, 0.00000, 1.98967, 2.7344167
29763520, 0xAAAA, 0029, 0001, 0.00000, 1.98967, 2.8906691
29766657, 0xAAAA, 0030, 0000, 0.00000, 1.98967, 2.8906691
29769776, 0xAAAA, 0031, 0000, 0.00000, 1.98967, 2.7539483
29772908, 0xAAAA, 0032, 0000, 0.00000, 1.98967, 2.6367590
29776052, 0xAAAA, 0033, 0000, 0.00000, 1.98967, 2.6562905
29779236, 0xAAAA, 0034, 0001, 0.00000, 1.98886, 2.8125429
29782266, 0xAAAA, 0035, 0001, 0.00000, 1.99209, 2.9297322
29785402, 0xAAAA, 0036, 0002, 0.00000, 1.98967, 2.8125429
29788515, 0xAAAA, 0037, 0002, 0.00000, 1.98967, 2.6172274
29791640, 0xAAAA, 0038, 0003, 0.00000, 1.98967, 2.6562905
29794767, 0xAAAA, 0039, 0003, 0.00000, 1.98967, 2.7734798
29797892, 0xAAAA, 0040, 0004, 0.00000, 1.98967, 2.9102007
29801038, 0xAAAA, 0041, 0004, 0.00000, 1.98886, 2.8711376
29804237, 0xAAAA, 0042, 0005, 0.00000, 1.98967, 2.7148852
29807283, 0xAAAA, 0043, 0005, 0.00000, 1.98886, 2.5976959
29810424, 0xAAAA, 0044, 0006, 0.00000, 1.98886, 2.7344167
29813519, 0xAAAA, 0045, 0006, 0.00000, 1.99048, 2.9102007
29816644, 0xAAAA, 0046, 0007, 0.00000, 1.98967, 2.8906691
29819781, 0xAAAA, 0047, 0007, 0.00000, 1.98967, 2.7344167
29822894, 0xAAAA, 0048, 0007, 0.00000, 1.98967, 2.6172274
29826039, 0xAAAA, 0049, 0007, 0.00000, 1.98967, 2.6758221
29829253, 0xAAAA, 0050, 0006, 0.00000, 1.98967, 2.8320745
29832270, 0xAAAA, 0051, 0006, 0.00000, 1.99048, 2.9102007
29835399, 0xAAAA, 0052, 0005, 0.00000, 1.98967, 2.7734798
29838544, 0xAAAA, 0053, 0005, 0.00000, 1.98886, 2.6172274
29841641, 0xAAAA, 0054, 0004, 0.00000, 1.98886, 2.6367590
29844766, 0xAAAA, 0055, 0004, 0.00000, 1.98967, 2.7930114
29847899, 0xAAAA, 0056, 0003, 0.00000, 1.98967, 2.9102007
29851033, 0xAAAA, 0057, 0003, 0.00000, 1.98967, 2.8516060
29854236, 0xAAAA, 0058, 0002, 0.00000, 1.98967, 2.7148852
29857278, 0xAAAA, 0059, 0002, 0.00000, 1.98886, 2.6367590
29860391, 0xAAAA, 0060, 0001, 0.00000, 1.98967, 2.7539483
29863516, 0xAAAA, 0061, 0001, 0.00000, 1.98967, 2.9102007
29866641, 0xAAAA, 0062, 0000, 0.00000, 1.98967, 2.8711376
29869776, 0xAAAA, 0063, 0000, 0.00000, 1.98967, 2.7539483
29872908, 0xAAAA, 0064, 0000, 0.00000, 1.98725, 2.6367590
29876052, 0xAAAA, 0065, 0000, 0.00000, 1.98967, 2.6758221
29879236, 0xAAAA, 0066, 0001, 0.00000, 1.98967, 2.8125429
29882286, 0xAAAA, 0067, 0001, 0.00000, 1.98967, 2.9102007
29885394, 0xAAAA, 0068, 0002, 0.00000, 1.98967, 2.7930114
29888519, 0xAAAA, 0069, 0002, 0.00000, 1.98967, 2.6562905
29891645, 0xAAAA, 0070, 0003, 0.00000, 1.98967, 2.6562905
29894771, 0xAAAA, 0071, 0003, 0.00000, 1.98967, 2.7930114
29897895, 0xAAAA, 0072, 0004, 0.00000, 1.98967, 2.8906691
29901054, 0xAAAA, 0073, 0004, 0.00000, 1.98967, 2.8906691
29904237, 0xAAAA, 0074, 0005, 0.00000, 1.98967, 2.7344167
29907283, 0xAAAA, 0075, 0005, 0.00000, 1.98967, 2.6172274
29910421, 0xAAAA, 0076, 0006, 0.00000, 1.98967, 2.7344167
29913515, 0xAAAA, 0077, 0006, 0.00000, 1.98886, 2.8906691
29916640, 0xAAAA, 0078, 0007, 0.00000, 1.98967, 2.9102007
29919781, 0xAAAA, 0079, 0007, 0.00000, 1.98967, 2.7539483
29922891, 0xAAAA, 0080, 0007, 0.00000, 1.98886, 2.6172274
29926035, 0xAAAA, 0081, 0007, 0.00000, 1.98967, 2.6562905
29929249, 0xAAAA, 0082, 0006, 0.00000, 1.98967, 2.8125429
29932266, 0xAAAA, 0083, 0006, 0.00000, 1.98967, 2.9297322
29935400, 0xAAAA, 0084, 0005, 0.00000, 1.98967, 2.7930114
29938533, 0xAAAA, 0085, 0005, 0.00000, 1.98967, 2.6367590
29941658, 0xAAAA, 0086, 0004, 0.00000, 1.98967, 2.6367590
29944770, 0xAAAA, 0087, 0004, 0.00000, 1.98725, 2.7930114
29947902, 0xAAAA, 0088, 0003, 0.00000, 1.98886, 2.9102007
29951037, 0xAAAA, 0089, 0003, 0.00000, 1.98967, 2.8711376
29954253, 0xAAAA, 0090, 0002, 0.00000, 1.98967, 2.7148852
29957269, 0xAAAA, 0091, 0002, 0.00000, 1.98886, 2.6172274
29960396, 0xAAAA, 0092, 0001, 0.00000, 1.99128, 2.7539483
29963520, 0xAAAA, 0093, 0001, 0.00000, 1.98886, 2.9102007
29966645, 0xAAAA, 0094, 0000, 0.00000, 1.98967, 2.8906691
29969777, 0xAAAA, 0095, 0000, 0.00000, 1.98967, 2.7344167
29972923, 0xAAAA, 0096, 0000, 0.00000, 1.98967, 2.6172274
29976052, 0xAAAA, 0097, 0000, 0.00000, 1.98967, 2.6758221
29979237, 0xAAAA, 0098, 0001, 0.00000, 1.98886, 2.8320745
29982280, 0xAAAA, 0099, 0001, 0.00000, 1.98967, 2.9102007
29985391, 0xAAAA, 0100, 0002, 0.00000, 1.98967, 2.7930114
29988517, 0xAAAA, 0101, 0002, 0.00000, 1.98886, 2.6367590
29991656, 0xAAAA, 0102, 0003, 0.00000, 1.98967, 2.6562905
29994767, 0xAAAA, 0103, 0003, 0.00000, 1.98886, 2.7930114
29997892, 0xAAAA, 0104, 0004, 0.00000, 1.98967, 2.8906691
30001050, 0xAAAA, 0105, 0004, 0.00000, 1.98886, 2.8516060
30004236, 0xAAAA, 0106, 0005, 0.00000, 1.98886, 2.7148852
30007283, 0xAAAA, 0107, 0005, 0.00000, 1.98967, 2.6367590
30010394, 0xAAAA, 0108, 0006, 0.00000, 1.98886, 2.7344167
30013519, 0xAAAA, 0109, 0006, 0.00000, 1.98886, 2.8906691
30016644, 0xAAAA, 0110, 0007, 0.00000, 1.98725, 2.8711376
30019780, 0xAAAA, 0111, 0007, 0.00000, 1.98967, 2.7539483
30022893, 0xAAAA, 0112, 0007, 0.00000, 1.98967, 2.6367590
30026039, 0xAAAA, 0113, 0007, 0.00000, 1.98886, 2.6758221
30029221, 0xAAAA, 0114, 0006, 0.00000, 1.98886, 2.7930114
30032269, 0xAAAA, 0115, 0006, 0.00000, 1.98967, 2.8906691
30035401, 0xAAAA, 0116, 0005, 0.00000, 1.99209, 2.8125429
30038533, 0xAAAA, 0117, 0005, 0.00000, 1.98967, 2.6562905
30041641, 0xAAAA, 0118, 0004, 0.00000, 1.98886, 2.6367590
30044781, 0xAAAA, 0119, 0004, 0.00000, 1.98886, 2.7734798
30047890, 0xAAAA, 0120, 0003, 0.00000, 1.98967, 2.8906691
30051033, 0xAAAA, 0121, 0003, 0.00000, 1.98886, 2.8906691
30054249, 0xAAAA, 0122, 0002, 0.00000, 1.98967, 2.7344167
30057266, 0xAAAA, 0123, 0002, 0.00000, 1.98967, 2.6172274
30060391, 0xAAAA, 0124, 0001, 0.00000, 1.98967, 2.7344167
30063532, 0xAAAA, 0125, 0001, 0.00000, 1.98967, 2.8906691
30066642, 0xAAAA, 0126, 0000, 0.00000, 1.98967, 2.9102007
30069778, 0xAAAA, 0127, 0000, 0.00000, 1.98967, 2.7539483
30072919, 0xAAAA, 0128, 0000, 0.00000, 1.98886, 2.6172274
30076052, 0xAAAA, 0129, 0000, 0.00000, 1.98967, 2.6562905
30079236, 0xAAAA, 0130, 0001, 0.00000, 1.98967, 2.8125429
30082283, 0xAAAA, 0131, 0001, 0.00000, 1.99048, 2.9102007
30085394, 0xAAAA, 0132, 0002, 0.00000, 1.98967, 2.7930114
30088519, 0xAAAA, 0133, 0002, 0.00000, 1.98967, 2.6367590
30091656, 0xAAAA, 0134, 0003, 0.00000, 1.98967, 2.6367590
30094770, 0xAAAA, 0135, 0003, 0.00000, 1.98967, 2.7930114
30097895, 0xAAAA, 0136, 0004, 0.00000, 1.98967, 2.9297322
30101040, 0xAAAA, 0137, 0004, 0.00000, 1.98967, 2.8711376
30104236, 0xAAAA, 0138, 0005, 0.00000, 1.98886, 2.7148852
30107266, 0xAAAA, 0139, 0005, 0.00000, 1.99209, 2.6367590
30110390, 0xAAAA, 0140, 0006, 0.00000, 1.99048, 2.7539483
30113515, 0xAAAA, 0141, 0006, 0.00000, 1.98886, 2.9102007
30116657, 0xAAAA, 0142, 0007, 0.00000, 1.98967, 2.8906691
30119765, 0xAAAA, 0143, 0007, 0.00000, 1.98886, 2.7344167
30122890, 0xAAAA, 0144, 0007, 0.00000, 1.98967, 2.6367590
30126036, 0xAAAA, 0145, 0007, 0.00000, 1.98967, 2.6758221
30129219, 0xAAAA, 0146, 0006, 0.00000, 1.98967, 2.8125429
30132266, 0xAAAA, 0147, 0006, 0.00000, 1.98886, 2.8906691
30135417, 0xAAAA, 0148, 0005, 0.00000, 1.98967, 2.7930114
30138533, 0xAAAA, 0149, 0005, 0.00000, 1.98886, 2.6562905
30141644, 0xAAAA, 0150, 0004, 0.00000, 1.98886, 2.6562905
30144781, 0xAAAA, 0151, 0004, 0.00000, 1.98967, 2.7930114
30147894, 0xAAAA, 0152, 0003, 0.00000, 1.98967, 2.8906691
30151037, 0xAAAA, 0153, 0003, 0.00000, 1.98967, 2.8711376
30154249, 0xAAAA, 0154, 0002, 0.00000, 1.98967, 2.7344167
30157270, 0xAAAA, 0155, 0002, 0.00000, 1.98967, 2.6367590
30160395, 0xAAAA, 0156, 0001, 0.00000, 1.98967, 2.7344167
30163532, 0xAAAA, 0157, 0001, 0.00000, 1.98967, 2.8906691
30166645, 0xAAAA, 0158, 0000, 0.00000, 1.98967, 2.8906691
30169780, 0xAAAA, 0159, 0000, 0.00000, 1.98967, 2.7734798
30172907, 0xAAAA, 0160, 0000, 0.00000, 1.98967, 2.6367590
30176052, 0xAAAA, 0161, 0000, 0.00000, 1.98967, 2.6562905
30179236, 0xAAAA, 0162, 0001, 0.00000, 1.98967, 2.7930114
30182277, 0xAAAA, 0163, 0001, 0.00000, 1.98967, 2.9102007
30185391, 0xAAAA, 0164, 0002, 0.00000, 1.98967, 2.8125429
30188516, 0xAAAA, 0165, 0002, 0.00000, 1.98967, 2.6367590
30191641, 0xAAAA, 0166, 0003, 0.00000, 1.98967, 2.6367590
30194767, 0xAAAA, 0167, 0003, 0.00000, 1.98967, 2.7734798
30197892, 0xAAAA, 0168, 0004, 0.00000, 1.99289, 2.9102007
30201040, 0xAAAA, 0169, 0004, 0.00000, 1.98967, 2.8711376
30204237, 0xAAAA, 0170, 0005, 0.00000, 1.98967, 2.7148852
30207298, 0xAAAA, 0171, 0005, 0.00000, 1.98886, 2.6172274
30210394, 0xAAAA, 0172, 0006, 0.00000, 1.98967, 2.7344167
30213519, 0xAAAA, 0173, 0006, 0.00000, 1.98886, 2.9102007
30216656, 0xAAAA, 0174, 0007, 0.00000, 1.98886, 2.9102007
30219769, 0xAAAA, 0175, 0007, 0.00000, 1.98967, 2.7539483
30222894, 0xAAAA, 0176, 0007, 0.00000, 1.98967, 2.6172274
30226054, 0xAAAA, 0177, 0007, 0.00000, 1.98967, 2.6562905
30229223, 0xAAAA, 0178, 0006, 0.00000, 1.98967, 2.8320745
30232270, 0xAAAA, 0179, 0006, 0.00000, 1.98967, 2.8906691
30235415, 0xAAAA, 0180, 0005, 0.00000, 1.98967, 2.7930114
30238533, 0xAAAA, 0181, 0005, 0.00000, 1.98967, 2.6367590
30241641, 0xAAAA, 0182, 0004, 0.00000, 1.98886, 2.6172274
30244765, 0xAAAA, 0183, 0004, 0.00000, 1.98967, 2.7930114
30247891, 0xAAAA, 0184, 0003, 0.00000, 1.98967, 2.9102007
30251034, 0xAAAA, 0185, 0003, 0.00000, 1.98725, 2.8516060
30254248, 0xAAAA, 0186, 0002, 0.00000, 1.98886, 2.7148852
30257266, 0xAAAA, 0187, 0002, 0.00000, 1.98886, 2.6562905
30260392, 0xAAAA, 0188, 0001, 0.00000, 1.98967, 2.7539483
30263516, 0xAAAA, 0189, 0001, 0.00000, 1.98967, 2.8906691
30266643, 0xAAAA, 0190, 0000, 0.00000, 1.98967, 2.8906691
30269782, 0xAAAA, 0191, 0000, 0.00000, 1.99209, 2.7539483
30272908, 0xAAAA, 0192, 0000, 0.00000, 1.98967, 2.6367590
30276052, 0xAAAA, 0193, 0000, 0.00000, 1.98967, 2.6758221
