uptime, sync, seq, step, SWPMON, adc
348239325, 0xAAAA, 0000, 0000, 0.01128, 4.9805447
348242708, 0xAAAA, 0001, 0000, 0.01128, 0.0000000
348245846, 0xAAAA, 0002, 0000, 0.01209, 0.0000000
348248948, 0xAAAA, 0003, 0001, 0.01209, 0.0000000
348252154, 0xAAAA, 0004, 0001, 0.01209, 0.0000000
348255216, 0xAAAA, 0005, 0002, 0.39245, 0.0000000
348258333, 0xAAAA, 0006, 0002, 0.74623, 0.0000000
348261449, 0xAAAA, 0007, 0003, 0.78733, 0.0000000
348264585, 0xAAAA, 0008, 0003, 0.78652, 0.0000000
348267706, 0xAAAA, 0009, 0004, 1.18059, 0.0000000
348270822, 0xAAAA, 0010, 0004, 1.18059, 0.0000000
348273951, 0xAAAA, 0011, 0005, 1.56095, 0.0000000
348277152, 0xAAAA, 0012, 0005, 1.96711, 0.0000000
348280397, 0xAAAA, 0013, 0006, 1.96791, 0.0000000
348283329, 0xAAAA, 0014, 0006, 1.96791, 0.0000000
348286444, 0xAAAA, 0015, 0007, 2.36198, 0.0000000
348289585, 0xAAAA, 0016, 0007, 2.41114, 0.0000000
348292695, 0xAAAA, 0017, 0007, 2.56022, 0.0000000
348295819, 0xAAAA, 0018, 0007, 2.53443, 0.0000000
348298945, 0xAAAA, 0019, 0006, 2.55377, 0.0000000
348302091, 0xAAAA, 0020, 0006, 2.54652, 0.0000000
348305215, 0xAAAA, 0021, 0005, 2.36037, 0.0000000
348308358, 0xAAAA, 0022, 0005, 2.36198, 0.0000000
348311461, 0xAAAA, 0023, 0004, 1.96952, 0.0000000
348314573, 0xAAAA, 0024, 0004, 1.57546, 0.0000000
348317710, 0xAAAA, 0025, 0003, 1.57062, 0.0000000
348320823, 0xAAAA, 0026, 0003, 1.57385, 0.0000000
348323949, 0xAAAA, 0027, 0002, 1.17978, 0.0000000
348327167, 0xAAAA, 0028, 0002, 0.78410, 0.0000000
348330375, 0xAAAA, 0029, 0001, 0.78652, 0.0000000
348333334, 0xAAAA, 0030, 0001, 0.39568, 0.0000000
348336461, 0xAAAA, 0031, 0000, 0.39165, 0.0000000
348339573, 0xAAAA, 0032, 0000, 0.38842, 0.0000000
348342711, 0xAAAA, 0033, 0000, 0.01370, 0.0000000
348345819, 0xAAAA, 0034, 0000, 0.01128, 0.0000000
348348944, 0xAAAA, 0035, 0001, 0.01209, 0.0000000
348352154, 0xAAAA, 0036, 0001, 0.39810, 0.0000000
348355210, 0xAAAA, 0037, 0002, 0.42227, 0.0000000
348358329, 0xAAAA, 0038, 0002, 0.39245, 0.0000000
348361445, 0xAAAA, 0039, 0003, 0.77846, 0.0000000
348364569, 0xAAAA, 0040, 0003, 1.18059, 0.0000000
348367694, 0xAAAA, 0041, 0004, 1.19670, 0.0000000
348370819, 0xAAAA, 0042, 0004, 1.18139, 0.0000000
348373951, 0xAAAA, 0043, 0005, 1.57385, 0.0000000
348377154, 0xAAAA, 0044, 0005, 1.55209, 0.0000000
348380404, 0xAAAA, 0045, 0006, 1.97114, 0.0000000
348383332, 0xAAAA, 0046, 0006, 2.36359, 0.0000000
348386448, 0xAAAA, 0047, 0007, 2.36198, 0.0000000
348389585, 0xAAAA, 0048, 0007, 2.36198, 0.0000000
348392698, 0xAAAA, 0049, 0007, 2.54571, 0.0000000
348395824, 0xAAAA, 0050, 0007, 2.54491, 0.0000000
348398965, 0xAAAA, 0051, 0006, 2.54571, 0.0000000
348402095, 0xAAAA, 0052, 0006, 2.36198, 0.0000000
348405235, 0xAAAA, 0053, 0005, 2.28784, 0.0000000
348408354, 0xAAAA, 0054, 0005, 2.34425, 0.0000000
348411444, 0xAAAA, 0055, 0004, 1.96388, 0.0000000
348414569, 0xAAAA, 0056, 0004, 1.97033, 0.0000000
348417695, 0xAAAA, 0057, 0003, 1.57546, 0.0000000
348420819, 0xAAAA, 0058, 0003, 1.19187, 0.0000000
348423946, 0xAAAA, 0059, 0002, 1.18059, 0.0000000
348427164, 0xAAAA, 0060, 0002, 1.18059, 0.0000000
348430381, 0xAAAA, 0061, 0001, 0.78330, 0.0000000
348433330, 0xAAAA, 0062, 0001, 0.78652, 0.0000000
348436444, 0xAAAA, 0063, 0000, 0.39004, 0.0000000
348439574, 0xAAAA, 0064, 0000, 0.01451, 0.0000000
348442711, 0xAAAA, 0065, 0000, 0.01048, 0.0000000
348445823, 0xAAAA, 0066, 0000, 0.01209, 0.0000000
348448948, 0xAAAA, 0067, 0001, 0.01289, 0.0000000
348452168, 0xAAAA, 0068, 0001, 0.01048, 0.0000000
348455204, 0xAAAA, 0069, 0002, 0.39084, 0.0000000
348458333, 0xAAAA, 0070, 0002, 0.78974, 0.0000000
