date, time, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon
24-07-08, T17:20:15.170000Z, 0xCCCC, 0022, 1.22249, 0.61487, 24.31000, 24.25000, 24.43000, 24.60000, 1.33853, 0.01128, 2.50220, 3.04615, 3.02520, 3.18879, 0.00000, 3.05744, 3.00908, 0.00000, 0.00161
24-07-08, T17:20:15.269000Z, 0xCCCC, 0023, 1.22249, 0.61568, 24.31000, 24.25000, 24.43000, 24.60000, 1.33773, 0.00886, 2.50220, 3.04615, 3.04857, 3.19201, 0.00000, 3.06227, 3.00828, 0.00000, 0.00161
24-07-08, T17:20:15.368000Z, 0xCCCC, 0024, 1.22249, 0.61487, 24.31000, 24.25000, 24.43000, 24.60000, 1.33853, 0.00967, 2.50220, 3.04051, 3.00989, 3.21136, 0.00000, 3.05985, 3.00908, 0.00000, 0.00161
24-07-08, T17:20:15.467000Z, 0xCCCC, 0025, 1.22249, 0.61568, 24.31000, 24.25000, 24.43000, 24.60000, 1.33853, 0.01128, 2.50220, 3.03648, 3.03245, 3.19040, 0.00000, 3.05744, 3.00828, 0.00000, 0.00161
24-07-08, T17:20:15.566000Z, 0xCCCC, 0026, 1.22249, 0.61568, 24.31000, 24.25000, 24.43000, 24.60000, 1.33934, 0.01209, 2.50220, 3.03245, 3.07436, 3.20733, 0.00000, 3.05905, 3.00828, 0.00000, 0.00161
24-07-08, T17:20:15.764000Z, 0xCCCC, 0028, 1.22249, 0.61568, 24.31000, 24.25000, 24.43000, 24.60000, 1.33853, 0.00967, 2.50220, 3.04293, 3.06066, 3.20330, 0.00000, 3.05744, 3.00908, 0.00000, 0.00161
24-07-08, T17:20:15.863000Z, 0xCCCC, 0029, 1.22249, 0.61487, 24.31000, 24.25000, 24.43000, 24.60000, 1.33853, 0.01289, 2.50300, 3.04132, 3.02198, 3.20571, 0.00000, 3.05905, 3.00908, 0.00000, 0.00161
24-07-08, T17:20:15.962100Z, 0xCCCC, 0030, 1.22249, 0.61487, 24.31000, 24.25000, 24.43000, 24.60000, 1.33853, 0.00967, 2.50220, 3.03729, 3.04696, 3.19846, 0.00000, 3.05985, 3.00828, 0.00000, 0.00161
24-07-08, T17:20:16.061000Z, 0xCCCC, 0031, 1.22249, 0.61487, 24.31000, 24.25000, 24.43000, 24.60000, 1.33853, 0.00967, 2.50220, 3.03971, 3.00586, 3.20330, 0.00000, 3.05744, 3.00908, 0.00000, 0.00161
24-07-08, T17:20:16.160000Z, 0xCCCC, 0032, 1.22249, 0.61568, 24.31000, 24.25000, 24.43000, 24.60000, 1.33853, 0.00806, 2.50300, 3.03245, 3.02762, 3.19443, 0.00000, 3.06066, 3.00828, 0.00000, 0.00161
