unix, uptime, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
1728401763, 000000, 0xDDDD, 0000, 27.03297, 1.22168, 23.43750, 23.25000, 23.43750, 23.43750, 0.63905, 0.09187, 2.49817, 1.18542, 3.03729, 3.19927, 0.00000, 3.04615, 3.00747, 2.69963, 2.57392, 11.52013
1728401763, 007187, 0xDDDD, 0001, 27.03297, 1.22249, 23.43750, 23.25000, 23.43750, 23.43750, 1.04440, 0.07736, 2.49817, 1.18623, 3.04374, 3.19766, 0.00081, 3.05018, 3.00747, 2.70044, 2.55780, 11.69921
1728401763, 107164, 0xDDDD, 0002, 27.43590, 1.22168, 23.43750, 23.25000, 23.43750, 23.43750, 1.33451, 0.04110, 2.49897, 1.19187, 3.06308, 3.19685, 0.00000, 3.05018, 3.00747, 2.69802, 2.55700, 12.59463
1728401763, 207193, 0xDDDD, 0003, 27.03297, 1.22249, 23.50000, 23.25000, 23.87500, 23.43750, 1.33370, 0.04190, 2.49897, 1.17817, 3.03729, 3.19524, 0.00000, 3.05260, 3.00747, 2.69963, 2.56989, 13.31095
1728401763, 307174, 0xDDDD, 0004, 27.03297, 1.22168, 23.50000, 23.25000, 23.87500, 23.43750, 1.33531, 0.03465, 2.49978, 1.19106, 3.01150, 3.19685, 0.00000, 3.05260, 3.00747, 2.69963, 2.55700, 13.84818
1728401763, 407166, 0xDDDD, 0005, 27.03297, 1.22249, 23.50000, 23.25000, 23.75000, 23.43750, 1.33531, 0.03707, 2.49978, 1.19348, 3.03245, 3.19846, 0.00000, 3.05099, 3.00747, 2.69883, 2.55700, 14.38542
1728401763, 507179, 0xDDDD, 0006, 27.03297, 1.22168, 23.43750, 23.25000, 23.75000, 23.43750, 1.33451, 0.03304, 2.49978, 1.17817, 3.00908, 3.19443, 0.00000, 3.04293, 3.00747, 2.69963, 2.55941, 14.74358
1728401763, 607183, 0xDDDD, 0007, 27.03297, 1.22249, 23.43750, 23.25000, 23.75000, 23.43750, 1.33531, 0.03626, 2.49978, 1.18864, 3.06388, 3.19927, 0.00000, 3.05260, 3.00747, 2.69963, 2.56103, 15.10173
1728401764, 707185, 0xDDDD, 0008, 27.03297, 1.22249, 23.50000, 23.25000, 23.75000, 23.43750, 1.33451, 0.04190, 2.50059, 1.19832, 3.03890, 3.20330, 0.00000, 3.05099, 3.00747, 2.70044, 2.55861, 15.45989
1728401764, 807171, 0xDDDD, 0009, 27.03297, 1.22168, 23.50000, 23.25000, 23.75000, 23.43750, 1.33531, 0.03949, 2.50059, 1.18139, 3.01473, 3.20813, 0.00000, 3.05099, 3.00747, 2.70044, 2.53201, 15.63900
