sync, unix, uptime, seq, vsense, vrefint, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, temp1, temp2, temp3, temp4, tmp1
0xDDDD, 1729167746, 12271253, 0123, 28.64468, 1.22249, 1.33612, 0.03788, 2.50220, 1.19348, 3.01875, 3.19282, 0.00000, 3.05018, 3.00828, 2.70044, 2.55941, 24.93750, 24.68750, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167746, 12371263, 0124, 28.24175, 1.22249, 1.33612, 0.04029, 2.50220, 1.17736, 3.02842, 3.19040, 0.00000, 3.04696, 3.00828, 2.70044, 2.55941, 24.93750, 24.68750, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167746, 12471252, 0125, 28.64468, 1.22249, 1.27487, 0.03304, 2.50220, 1.18623, 3.07758, 3.20571, 0.00000, 3.05179, 3.00828, 2.70044, 2.56264, 24.93750, 24.68750, 25.12500, 24.68750, 23.16036
0xDDDD, 1729167746, 12571261, 0126, 28.64468, 1.22249, 1.33531, 0.03868, 2.50220, 1.19590, 3.04857, 3.20491, 0.00000, 3.05260, 3.00908, 2.70044, 2.56103, 24.93750, 24.68750, 25.12500, 24.68750, 22.62310
0xDDDD, 1729167746, 12671252, 0127, 28.64468, 1.22249, 1.33531, 0.04190, 2.50300, 1.17897, 3.02117, 3.20330, 0.00000, 3.05260, 3.00908, 2.70205, 2.56022, 24.87500, 24.75000, 25.12500, 24.68750, 22.62310
0xDDDD, 1729167746, 12771259, 0128, 28.64468, 1.22249, 1.33531, 0.04190, 2.50300, 1.18784, 3.07275, 3.20249, 0.00000, 3.05260, 3.00828, 2.70044, 2.51348, 24.87500, 24.75000, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167746, 12871262, 0129, 28.64468, 1.22249, 1.33451, 0.04513, 2.50300, 1.19751, 3.04051, 3.20088, 0.00000, 3.05099, 3.00828, 2.70044, 2.56344, 24.93750, 24.75000, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167746, 12971256, 0130, 28.64468, 1.22249, 1.33531, 0.04755, 2.50220, 1.17897, 3.04857, 3.19927, 0.00000, 3.05018, 3.00828, 2.70205, 2.56103, 24.93750, 24.75000, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167746, 13071260, 0131, 28.64468, 1.22249, 1.33612, 0.04110, 2.50300, 1.17978, 3.01875, 3.19121, 0.00000, 3.05260, 3.00828, 2.70125, 2.56103, 24.93750, 24.75000, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167747, 13171255, 0132, 28.64468, 1.22249, 1.33531, 0.04110, 2.50220, 1.18864, 3.06711, 3.19040, 0.00000, 3.05179, 3.00908, 2.70125, 2.56022, 24.93750, 24.68750, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167747, 13271252, 0133, 29.04761, 1.22249, 1.33531, 0.03626, 2.50220, 1.19751, 3.03810, 3.21136, 0.00000, 3.05099, 3.00828, 2.70125, 2.55941, 24.93750, 24.68750, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167747, 13371253, 0134, 29.04761, 1.22249, 1.33531, 0.04271, 2.50300, 1.18059, 3.01150, 3.20974, 0.00000, 3.04938, 3.00908, 2.69883, 2.63114, 24.93750, 24.68750, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167747, 13471254, 0135, 28.64468, 1.22168, 1.33612, 0.03788, 2.50300, 1.18945, 3.06227, 3.20894, 0.00000, 3.05099, 3.00828, 2.70125, 2.61663, 24.93750, 24.68750, 25.18750, 24.68750, 22.80220
0xDDDD, 1729167747, 13571270, 0136, 28.64468, 1.22330, 1.33531, 0.04029, 2.50300, 1.19751, 3.06952, 3.20652, 0.00000, 3.05018, 3.00828, 2.70205, 2.56022, 24.93750, 24.68750, 25.18750, 24.68750, 22.80220
0xDDDD, 1729167747, 13671265, 0137, 29.04761, 1.22249, 1.33531, 0.04190, 2.50220, 1.18059, 3.04132, 3.19685, 0.00000, 3.05341, 3.00908, 2.70125, 2.56103, 24.93750, 24.75000, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167747, 13771256, 0138, 28.64468, 1.22249, 1.33531, 0.04190, 2.50300, 1.18059, 3.01473, 3.19604, 0.00000, 3.05018, 3.00828, 2.70044, 2.56183, 24.93750, 24.75000, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167747, 13871245, 0139, 29.04761, 1.22249, 1.33612, 0.03788, 2.50300, 1.18784, 3.06308, 3.19363, 0.00000, 3.05099, 3.00908, 2.70044, 2.56022, 24.93750, 24.75000, 25.12500, 24.68750, 22.80220
0xDDDD, 1729167747, 13971255, 0140, 28.64468, 1.22249, 1.33451, 0.04190, 2.50220, 1.19590, 3.03245, 3.19282, 0.00000, 3.05099, 3.00908, 2.70044, 2.55055, 24.93750, 24.68750, 25.18750, 24.68750, 22.80220
0xDDDD, 1729167747, 14071263, 0141, 28.64468, 1.22249, 1.33612, 0.04110, 2.50300, 1.17817, 3.08484, 3.19201, 0.00000, 3.04938, 3.00828, 2.70286, 2.56586, 24.93750, 24.68750, 25.18750, 24.75000, 22.80220
0xDDDD, 1729167748, 14171250, 0142, 28.64468, 1.22249, 1.33612, 0.03868, 2.50300, 1.18623, 3.01070, 3.18960, 0.00000, 3.05099, 3.00828, 2.70205, 2.55861, 24.93750, 24.75000, 25.12500, 24.75000, 22.80220
0xDDDD, 1729167748, 14271260, 0143, 28.64468, 1.22249, 1.33612, 0.03465, 2.50300, 1.19429, 3.05824, 3.18879, 0.00000, 3.05018, 3.00908, 2.70044, 2.56022, 24.93750, 24.75000, 25.12500, 24.75000, 22.80220
0xDDDD, 1729167748, 14371264, 0144, 28.64468, 1.22249, 1.33531, 0.04352, 2.50300, 1.17736, 3.02923, 3.20330, 0.00000, 3.05099, 3.00828, 2.70044, 2.56022, 24.93750, 24.75000, 25.12500, 24.75000, 23.16036
0xDDDD, 1729167748, 14471263, 0145, 29.04761, 1.22330, 1.33612, 0.03788, 2.50220, 1.18300, 3.07919, 3.20168, 0.00000, 3.05018, 3.00828, 2.69963, 2.56264, 24.93750, 24.75000, 25.18750, 24.75000, 22.62310
0xDDDD, 1729167748, 14571258, 0146, 28.64468, 1.22249, 1.33531, 0.03949, 2.50300, 1.18139, 3.04777, 3.20007, 0.00000, 3.05179, 3.00908, 2.70205, 2.51751, 24.93750, 24.75000, 25.18750, 24.68750, 22.80220
0xDDDD, 1729167748, 14671272, 0147, 28.64468, 1.22249, 1.33531, 0.03707, 2.50300, 1.18703, 3.01634, 3.19766, 0.00000, 3.05341, 3.00908, 2.70205, 2.53927, 24.93750, 24.68750, 25.12500, 24.68750, 22.80220
