unix, uptime, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
 946684820, 000000, 0xDDDD, 0000, 27.83883, 1.22088, 24.43750, 24.31250, 24.37500, 24.43750, 1.25634, 0.07495, 2.49575, 1.17575, 3.06630, 3.19121, 0.00000, 3.04696, 3.00505, 2.69722, 2.55941, 13.31095
 946684820, 066262, 0xDDDD, 0001, 27.83883, 1.22088, 24.43750, 24.31250, 24.37500, 24.43750, 1.33451, 0.04513, 2.49656, 1.18784, 3.03407, 3.18718, 0.00000, 3.04857, 3.00425, 2.69722, 2.49253, 14.02726
 946684820, 166233, 0xDDDD, 0002, 27.83883, 1.22168, 24.43750, 24.31250, 24.37500, 24.50000, 1.33370, 0.03788, 2.49656, 1.19509, 3.02198, 3.19604, 0.00000, 3.04938, 3.00586, 2.69802, 2.55216, 14.92266
 946684820, 266250, 0xDDDD, 0003, 28.24175, 1.22168, 24.43750, 24.31250, 24.68750, 24.50000, 1.33370, 0.03385, 2.49736, 1.17656, 3.04132, 3.19766, 0.00000, 3.04777, 3.00586, 2.69802, 2.55780, 15.28081
 946684820, 366273, 0xDDDD, 0004, 27.83883, 1.22168, 24.43750, 24.31250, 24.68750, 24.50000, 1.33370, 0.04593, 2.49736, 1.18381, 3.06630, 3.20733, 0.00000, 3.04777, 3.00586, 2.69722, 2.55700, 15.81808
 946684821, 466269, 0xDDDD, 0005, 27.83883, 1.22168, 24.43750, 24.31250, 24.68750, 24.43750, 1.33370, 0.03707, 2.49817, 1.18945, 3.01714, 3.19524, 0.00000, 3.04938, 3.00586, 2.69802, 2.56183, 16.17624
 946684821, 566234, 0xDDDD, 0006, 28.24175, 1.22168, 24.43750, 24.31250, 24.68750, 24.43750, 1.33451, 0.04755, 2.49897, 1.19429, 3.04293, 3.20733, 0.00000, 3.04857, 3.00667, 2.69802, 2.52315, 16.53439
 946684821, 666257, 0xDDDD, 0007, 27.43590, 1.22168, 24.50000, 24.31250, 24.62500, 24.43750, 1.33451, 0.03788, 2.49897, 1.17575, 3.07194, 3.19685, 0.00000, 3.04777, 3.00586, 2.69802, 2.56505, 16.89255
 946684821, 766258, 0xDDDD, 0008, 27.83883, 1.22168, 24.50000, 24.31250, 24.62500, 24.43750, 1.33531, 0.04029, 2.49978, 1.17495, 3.01875, 3.21055, 0.00000, 3.04857, 3.00667, 2.69963, 2.55700, 17.25071
 946684821, 866270, 0xDDDD, 0009, 27.83883, 1.22168, 24.43750, 24.31250, 24.62500, 24.43750, 1.33451, 0.03385, 2.49978, 1.17897, 3.00989, 3.20007, 0.00000, 3.04938, 3.00667, 2.69963, 2.55780, 17.42979
 946684821, 966236, 0xDDDD, 0010, 28.24175, 1.22168, 24.43750, 24.31250, 24.68750, 24.43750, 1.33451, 0.03868, 2.50059, 1.18220, 3.03729, 3.20571, 0.00000, 3.04857, 3.00667, 2.69802, 2.56103, 18.14610
 946684821, 1066260, 0xDDDD, 0011, 27.83883, 1.22168, 24.43750, 24.31250, 24.68750, 24.43750, 1.33451, 0.04110, 2.49978, 1.18462, 3.06549, 3.19604, 0.00000, 3.05179, 3.00747, 2.69883, 2.55780, 17.60886
 946684821, 1166253, 0xDDDD, 0012, 28.64468, 1.22168, 24.43750, 24.31250, 24.62500, 24.43750, 1.33451, 0.04029, 2.50139, 1.18784, 3.01553, 3.18799, 0.00000, 3.05099, 3.00667, 2.69963, 2.55780, 18.14610
 946684821, 1266259, 0xDDDD, 0013, 27.83883, 1.22168, 24.43750, 24.31250, 24.62500, 24.43750, 1.33451, 0.03949, 2.50059, 1.19106, 3.03810, 3.20168, 0.00000, 3.04374, 3.00747, 2.69963, 2.53201, 18.14610
 946684821, 1366259, 0xDDDD, 0014, 27.83883, 1.22168, 24.50000, 24.31250, 24.62500, 24.43750, 1.33451, 0.04432, 2.50139, 1.19187, 3.06630, 3.19201, 0.00000, 3.05018, 3.00747, 2.69963, 2.56103, 18.32518
 946684822, 1466260, 0xDDDD, 0015, 28.24175, 1.22168, 24.50000, 24.31250, 24.68750, 24.43750, 1.33451, 0.03385, 2.50139, 1.19348, 3.05582, 3.20733, 0.00000, 3.05099, 3.00828, 2.69963, 2.56264, 18.50426
 946684822, 1566259, 0xDDDD, 0016, 28.24175, 1.22249, 24.43750, 24.31250, 24.68750, 24.43750, 1.33531, 0.04755, 2.50139, 1.18623, 3.00989, 3.19201, 0.00000, 3.05099, 3.00747, 2.69963, 2.55619, 18.68334
 946684822, 1666262, 0xDDDD, 0017, 27.83883, 1.22168, 24.43750, 24.31250, 24.68750, 24.43750, 1.34095, 0.04674, 2.50139, 1.18623, 3.04132, 3.20733, 0.00000, 3.04777, 3.00667, 2.69963, 2.55700, 18.68334
 946684822, 1766248, 0xDDDD, 0018, 28.24175, 1.22249, 24.43750, 24.25000, 24.68750, 24.43750, 1.33531, 0.04190, 2.50139, 1.18623, 3.06872, 3.19927, 0.00000, 3.04857, 3.00747, 2.69963, 2.56022, 18.86242
 946684822, 1866257, 0xDDDD, 0019, 28.24175, 1.22249, 24.43750, 24.25000, 24.62500, 24.43750, 1.33612, 0.03949, 2.50139, 1.18462, 3.01875, 3.19040, 0.00000, 3.05099, 3.00747, 2.70044, 2.52154, 19.04150
 946684822, 1966252, 0xDDDD, 0020, 28.24175, 1.22249, 24.43750, 24.31250, 24.62500, 24.43750, 1.33531, 0.03707, 2.50139, 1.18220, 3.04615, 3.20571, 0.00000, 3.04454, 3.00828, 2.70044, 2.63194, 19.22060
 946684822, 2066277, 0xDDDD, 0021, 27.83883, 1.22249, 24.43750, 24.31250, 24.62500, 24.43750, 1.33531, 0.03707, 2.50139, 1.17897, 3.03568, 3.19846, 0.00000, 3.04857, 3.00828, 2.69883, 2.55780, 19.22060
 946684822, 2166261, 0xDDDD, 0022, 28.24175, 1.22168, 24.43750, 24.31250, 24.68750, 24.43750, 1.33531, 0.04110, 2.50139, 1.17656, 3.06630, 3.20571, 0.00000, 3.05179, 3.00828, 2.70044, 2.55780, 19.39968
 946684822, 2266260, 0xDDDD, 0023, 28.64468, 1.22249, 24.43750, 24.31250, 24.68750, 24.43750, 1.33612, 0.04271, 2.50220, 1.19832, 3.01795, 3.19846, 0.00000, 3.05179, 3.00747, 2.70044, 2.56022, 19.39968
 946684822, 2366242, 0xDDDD, 0024, 28.24175, 1.22249, 24.50000, 24.31250, 24.62500, 24.43750, 1.33451, 0.04513, 2.50300, 1.19026, 3.04938, 3.19201, 0.00000, 3.04615, 3.00747, 2.70044, 2.55780, 19.57876
 946684823, 2466261, 0xDDDD, 0025, 27.83883, 1.22249, 24.50000, 24.31250, 24.62500, 24.43750, 1.33531, 0.03868, 2.50139, 1.18703, 3.08242, 3.20652, 0.00000, 3.05018, 3.00747, 2.69963, 2.57875, 19.57876
 946684823, 2566263, 0xDDDD, 0026, 28.24175, 1.22249, 24.43750, 24.31250, 24.62500, 24.43750, 1.33531, 0.03707, 2.50139, 1.18300, 3.03165, 3.19927, 0.00000, 3.05179, 3.00828, 2.69883, 2.55538, 19.57876
 946684823, 2666243, 0xDDDD, 0027, 28.24175, 1.22249, 24.43750, 24.31250, 24.68750, 24.43750, 1.33531, 0.04352, 2.50139, 1.17897, 3.02440, 3.19282, 0.00000, 3.05099, 3.00828, 2.70044, 2.56022, 19.75784
 946684823, 2766259, 0xDDDD, 0028, 28.24175, 1.22168, 24.50000, 24.31250, 24.68750, 24.43750, 1.33531, 0.04190, 2.50220, 1.17495, 3.05341, 3.20813, 0.00000, 3.04938, 3.00828, 2.70044, 2.55861, 19.93692
 946684823, 2866262, 0xDDDD, 0029, 27.83883, 1.22249, 24.50000, 24.31250, 24.62500, 24.43750, 1.33451, 0.04271, 2.50220, 1.19590, 3.00828, 3.19363, 0.00000, 3.05179, 3.00747, 2.70044, 2.56022, 19.04150
 946684823, 2966269, 0xDDDD, 0030, 28.24175, 1.22249, 24.50000, 24.31250, 24.62500, 24.43750, 1.33531, 0.04271, 2.50220, 1.19267, 3.03568, 3.20894, 0.00000, 3.05179, 3.00747, 2.70125, 2.55941, 20.11600
 946684823, 3066262, 0xDDDD, 0031, 27.83883, 1.22249, 24.43750, 24.31250, 24.68750, 24.43750, 1.33531, 0.04271, 2.50139, 1.18220, 3.06469, 3.20168, 0.00000, 3.05179, 3.00828, 2.69963, 2.58842, 20.11600
