unix, uptime, sync, seq, vsense, vrefint, temp1, temp2, temp3, temp4, busvmon, busimon, 2v5mon, 3v3mon, 5vmon, n3v3mon, n5vmon, 15vmon, 5vrefmon, n200vmon, n800vmon, tmp1
-00000001, 26396434, 0xDDDD, 0158, 1.22249, 0.61165, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-00000001, 26396434, 0xDDDD, 0159, 1.22249, 0.61245, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-00000001, 26330898, 0xDDDD, 0160, 1.22249, 0.61245, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00081, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0161, 1.22249, 0.61245, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00403, 447.22223
-00000001, 26396434, 0xDDDD, 0162, 1.22249, 0.61245, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0163, 1.22249, 0.61245, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-00000001, 26396434, 0xDDDD, 0164, 1.22249, 0.61245, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00725, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0165, 1.22249, 0.61165, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0166, 1.22249, 0.61165, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00081, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0167, 1.22249, 0.61165, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00081, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00242, 447.22223
-00000001, 26396434, 0xDDDD, 0168, 1.22168, 0.61245, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00484, 447.22223
-00000001, 26396434, 0xDDDD, 0169, 1.22168, 0.61245, 22.31000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26330898, 0xDDDD, 0170, 1.22249, 0.61245, 22.31000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0171, 1.22168, 0.61245, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0172, 1.22249, 0.61245, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 103111, 0xDDDD, 56576, 35.69399, 48.68850, 3968.60000, 3936.60000, 3904.60000, 3968.60000, 21.45524, 0.00000, 1.65040, 0.61890, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
-00000001, 26396434, 0xDDDD, 0174, 1.22249, 0.61245, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0175, 1.22249, 0.61245, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0176, 1.22249, 0.61245, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00000, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-00000001, 26396434, 0xDDDD, 0177, 1.22249, 0.61165, 22.31000, 22.25000, 22.56000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-00000001, 26396434, 0xDDDD, 0178, 1.22249, 0.61326, 22.37000, 22.25000, 22.56000, 22.50000, 0.01048, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-00000001, 26396434, 0xDDDD, 0179, 1.22168, 0.61245, 22.37000, 22.31000, 22.56000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00322, 447.22223
-00000001, 26330898, 0xDDDD, 0180, 1.22168, 0.61245, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
-00000001, 26396434, 0xDDDD, 0181, 1.22249, 0.61165, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0182, 1.22168, 0.61245, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00000, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0183, 1.22249, 0.61245, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0184, 1.22168, 0.61165, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0185, 1.22249, 0.61245, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0186, 1.22249, 0.61245, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
-00000001, 26396434, 0xDDDD, 0187, 1.22249, 0.61245, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-00000001, 26396434, 0xDDDD, 0188, 1.22168, 0.61165, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.01048, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0189, 1.22249, 0.61326, 22.37000, 22.31000, 22.56000, 22.50000, 0.00000, 0.02418, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 0.00081, 447.22223
-00000001, 26330898, 0xDDDD, 0190, 1.22249, 0.61245, 22.31000, 22.31000, 22.56000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-00000001, 26396434, 0xDDDD, 0191, 1.22168, 0.61245, 22.31000, 22.25000, 22.56000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-00000001, 26396434, 0xDDDD, 0192, 1.22249, 0.61245, 22.31000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0193, 1.22249, 0.61245, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
-00000001, 26396434, 0xDDDD, 0194, 1.22249, 0.61165, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0195, 1.22249, 0.61245, 22.37000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00242, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0196, 1.22249, 0.61245, 22.37000, 22.31000, 22.56000, 22.50000, 0.00403, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 103111, 0xDDDD, 56576, 40.64520, 48.68850, 3968.60000, 3936.60000, 3920.60000, 3984.60000, 21.45524, 0.00000, 1.65040, 0.41260, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 401.37772
-00000001, 26396434, 0xDDDD, 0198, 1.22249, 0.61245, 22.31000, 22.31000, 22.56000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 447.22223
-00000001, 26396434, 0xDDDD, 0199, 1.22249, 0.61245, 22.31000, 22.31000, 22.50000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00484, 447.22223
-00000001, 26330898, 0xDDDD, 0200, 1.22249, 0.61165, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
-00000001, 26396434, 0xDDDD, 0201, 1.22249, 0.61326, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00645, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00081, 447.22223
-00000001, 26396434, 0xDDDD, 0202, 1.22249, 0.61165, 22.37000, 22.25000, 22.50000, 22.50000, 0.00000, 0.00564, 0.00161, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00161, 447.22223
